"Time","x1","x2"
0,0.992923723127393,0.347982778541114
0.05,0.676877924456005,0.180289881473412
0.1,1.16280780145545,-0.23248351657386
0.15,0.944023121390261,0.0256600044487312
0.2,0.840603514924286,-0.209771584069745
0.25,0.669032542153816,-0.185353476290643
0.3,0.891455818888889,-0.244203636872478
0.35,0.758596833547152,0.196595128435926
0.4,0.835771180508319,-0.653436133654227
0.45,0.640152854349779,-0.43325095308807
0.5,1.23285435786548,-0.88722620663916
0.55,0.844289963160139,-0.441056867771981
0.6,1.04610797562075,-0.393376951537346
0.65,0.232646502553964,-0.382873091926601
0.7,0.652616583538569,-1.1666668893421
0.75,0.565710196656287,-0.743983319425711
0.8,0.405925047136538,-0.573663167232966
0.85,0.946149423087655,-1.08812956123947
0.9,0.264906421448843,-1.14298564975831
0.95,0.575410403269836,-1.21450561030344
1,0.624195838303713,-1.25097503653121
1.05,0.412550196734531,-1.32383682423856
1.1,0.111882506505251,-1.33865419471595
1.15,0.412383195979546,-1.81059308825319
1.2,0.154563891580675,-1.94010312506794
1.25,-0.211723082911732,-1.6643672706897
1.3,-0.395888659788247,-2.32875944934583
1.35,0.214879019394457,-2.61870200660985
1.4,-0.511119990114136,-3.18170142713849
1.45,-0.91146665825107,-3.1155228063309
1.5,-0.564741656541241,-3.3388182577313
1.55,-0.779600712401237,-3.3959714408255
1.6,-1.30301424788321,-3.51408571619733
1.65,-1.59508579887508,-3.41251862007919
1.7,-1.3648470740132,-3.16968593681401
1.75,-1.2406053276283,-2.70868664430944
1.8,-1.47034042735521,-1.95498190594776
1.85,-1.81140096136773,-1.5864189079904
1.9,-1.96377268664436,-1.47023189688731
1.95,-1.78937342342956,-1.38353154184049
2,-1.85681022467312,-0.895669057910482
2.05,-1.78586368562599,-0.564010356595395
2.1,-2.02182736505806,-0.249129530777774
2.15,-1.75647998369416,-0.261267117878441
2.2,-2.12684152334996,0.419895568296658
2.25,-2.01867292551551,0.0225808986928971
2.3,-1.7854852743363,-0.111972130016121
2.35,-1.72400297770865,0.165353828997593
2.4,-2.33498288171204,0.0198184121112018
2.45,-1.88823876802641,0.295779696318555
2.5,-1.76801659164392,0.335331194812379
2.55,-2.19051913330314,0.379772239691446
2.6,-1.76485121133826,-0.024803273692163
2.65,-2.02641230902997,0.379263567817751
2.7,-1.61707186016325,0.409497814047155
2.75,-1.70192208663755,0.0518683469851949
2.8,-1.63505904019895,0.565592143222317
2.85,-1.75434882183123,0.537898413898884
2.9,-1.57783942591604,0.867979011604454
2.95,-1.44891212511871,0.421216999126294
3,-1.30495482707179,0.406052385457016
3.05,-1.70841934076234,0.424914675965702
3.1,-2.15944985826515,0.427684834539822
3.15,-1.65440596031031,0.0291570681552412
3.2,-1.59615188464568,0.0758725239247931
3.25,-1.65100692728064,0.423668356596818
3.3,-1.47512137606926,0.326697502802552
3.35,-1.35843650786244,0.472147276605443
3.4,-1.65968209731326,0.0233650423047458
3.45,-1.58827928188957,0.165141227355472
3.5,-1.41690071690557,0.261958642887937
3.55,-1.59306215119695,0.718480577005625
3.6,-1.43105999734396,0.290168013705093
3.65,-1.84037473493003,0.368932779395804
3.7,-1.6343128590599,0.572081332984037
3.75,-1.65024812357872,0.504345246757031
3.8,-1.52046966864668,0.623146839567278
3.85,-1.4563162247957,1.10226898845248
3.9,-1.19675354162727,0.396790147295461
3.95,-1.03702298123944,0.595441036779203
4,-1.36627992271928,0.577682449099876
4.05,-1.38838496609168,1.03826904201816
4.1,-1.36124063131579,0.586654106814424
4.15,-1.18970838202674,0.768948837560436
4.2,-1.11212521013826,0.993882423633447
4.25,-0.916258225872178,0.647071734417404
4.3,-1.04232559036403,1.27366874693758
4.35,-1.36788177550928,1.12244279919721
4.4,-0.895499287414896,0.81492194331239
4.45,-0.570114470223312,1.21202762403161
4.5,-0.511383781842231,1.15273048541427
4.55,-0.869669904743408,1.3586752975815
4.6,-0.96352971202148,1.38084687970831
4.65,-0.0400441376460089,1.75084808413976
4.7,-0.51674699083692,1.3786421588092
4.75,-0.415701397976059,1.71731884505654
4.8,-0.209757135034891,1.96142527908918
4.85,-0.535833100154108,2.01401379693117
4.9,-0.230687746729654,2.24106552083147
4.95,-0.273639796596764,2.71724030960302
5,0.049137028988347,2.96762626466991
5.05,0.378229103392908,2.72990685007465
5.1,0.233281496780841,3.74421442829202
5.15,0.829626342982869,3.77077788385869
5.2,0.95457458210524,4.3263778571962
5.25,0.891432961585568,3.91718331019551
5.3,1.31569223873862,3.47625796397844
5.35,1.59680182871516,3.81372132271005
5.4,1.81303376689844,3.35874959994604
5.45,1.66766993002405,1.98451126286304
5.5,1.79233335574504,1.83585115091212
5.55,1.86893254596607,1.23489770634985
5.6,2.24744107130413,0.935493819504052
5.65,2.21706686766446,0.63696447487305
5.7,2.17859027169219,0.0836866466410543
5.75,1.95333139433494,0.233615400164915
5.8,2.09874370156052,0.411792381484614
5.85,2.10457702171526,-0.0920415481144901
5.9,1.79305424193772,-0.163527459107937
5.95,1.63944166769055,0.115126099134495
6,2.13251904061333,-0.0303142831750896
6.05,1.65974562853511,-0.600526504116632
6.1,1.97167240555318,-0.224533870784482
6.15,2.01033503506799,0.0604439621108141
6.2,2.06202464823923,-0.0041794605347461
6.25,1.96699796184628,-0.227041807141644
6.3,1.75512999977914,-0.172879864350423
6.35,2.10361410939572,-0.588704919955178
6.4,2.2463999506737,-0.278627472644906
6.45,2.04705631260872,-0.552202912103575
6.5,1.42967267325502,-0.453693193954796
6.55,2.12147351998116,-0.16452768665728
6.6,1.79410755320884,-0.61118886016956
6.65,1.89879391293887,-0.319841942376916
6.7,1.90041792539887,-0.29237794820652
6.75,1.72848906714972,-0.378638253215452
6.8,1.71334330379108,-0.010641813594924
6.85,1.92563556896589,-0.622044566578318
6.9,1.83989591747505,-0.284116304564692
6.95,1.87821466023358,-0.439859188070916
