"Time","Enterobacterales_A_737866","Veillonellales","Pseudomonadales_660879","Rhizobiales_A_504705","Lactobacillales","Burkholderiales_592522","Bacteroidales","Lachnospirales","Oscillospirales","Erysipelotrichales","Acidaminococcales","Coriobacteriales","Clostridia_258483_Class","UBA1381","Actinomycetales","Christensenellales","RF39","Xanthomonadales_616009","Gammaproteobacteria_Class","Monoglobales","Verrucomicrobiales","Bacteria_Kingdom","Clostridiales","Peptostreptococcales","Tissierellales","TANB77","Selenomonadales"
10,0,0,0.00238888888888889,0,0.000277777777777778,5e-04,0.485777777777778,0.133,0.316222222222222,0.0107777777777778,0.0116666666666667,0.00772222222222222,0.00211111111111111,0.00511111111111111,0,0.00616666666666667,0.0121111111111111,0,0,0.000555555555555556,5.55555555555556e-05,0.00205555555555556,0,0.00288888888888889,0,0.000555555555555556,0
11,0,5.55555555555556e-05,0,0,0.000222222222222222,0,0.514111111111111,0.113,0.316666666666667,0.0110555555555556,0.0168888888888889,0.00861111111111111,0.000722222222222222,0.00277777777777778,0,0.00388888888888889,0.0065,0,0,0.000777777777777778,0,0.00183333333333333,0,0.00216666666666667,0,0.000666666666666667,0
12,5.55555555555556e-05,5.55555555555556e-05,0,0,0.000722222222222222,0,0.555888888888889,0.0885,0.281888888888889,0.0113333333333333,0.0239444444444444,0.00716666666666667,0.000888888888888889,0.00311111111111111,0,0.00627777777777778,0.0119444444444444,0,0,0.001,0.000166666666666667,0.00255555555555556,0,0.00338888888888889,0,0.000888888888888889,0
13,5.55555555555556e-05,0,0.000111111111111111,0,0.000277777777777778,0,0.5175,0.153388888888889,0.276388888888889,0.00972222222222222,0.0143333333333333,0.00672222222222222,0.000777777777777778,0.00127777777777778,0,0.0025,0.0121111111111111,0,5.55555555555556e-05,5e-04,5.55555555555556e-05,0.00238888888888889,0,0.00111111111111111,5.55555555555556e-05,0.000611111111111111,0
14,5.55555555555556e-05,0,0,0,5.55555555555556e-05,0,0.732388888888889,0.0644444444444444,0.142777777777778,0.0015,0.0338888888888889,0.00283333333333333,0.000222222222222222,0.00133333333333333,0,0.00116666666666667,0.0136111111111111,0,0,0.000222222222222222,0,0.00316666666666667,0,0.00161111111111111,0,0.000611111111111111,0
15,5.55555555555556e-05,0,0,0,0.000111111111111111,0.000222222222222222,0.560888888888889,0.134055555555556,0.232611111111111,0.00461111111111111,0.0288888888888889,0.0111666666666667,0.00122222222222222,0.00211111111111111,0,0.00288888888888889,0.013,0,0,0.00111111111111111,0.000333333333333333,0.00322222222222222,0,0.00205555555555556,5.55555555555556e-05,0.00111111111111111,0
16,0,0,0,0,0,0,0.6135,0.143388888888889,0.201388888888889,0.00383333333333333,0.0208888888888889,0.00683333333333333,0.00127777777777778,0.00138888888888889,0,0.000666666666666667,0.00183333333333333,0,0,0.000555555555555556,5.55555555555556e-05,0.00255555555555556,0,0.00144444444444444,0,0.000388888888888889,0
17,0,0,0,0,5.55555555555556e-05,0,0.419,0.182166666666667,0.331,0.0165,0.0142777777777778,0.0147777777777778,0.00255555555555556,0.00366666666666667,0,0.00122222222222222,0.008,0,0,0.000833333333333333,5.55555555555556e-05,0.00261111111111111,0,0.002,0.000444444444444444,0.000444444444444444,0
18,0,5.55555555555556e-05,0,0,0.000222222222222222,5.55555555555556e-05,0.497388888888889,0.192666666666667,0.269722222222222,0.00555555555555556,0.0120555555555556,0.00822222222222222,5e-04,0.00177777777777778,0,0.00111111111111111,0.006,0,0,0.000222222222222222,0,0.00177777777777778,0.000111111111111111,0.00122222222222222,0,0.00122222222222222,0
19,0,0,0,0,0.000888888888888889,0.000111111111111111,0.453,0.183111111111111,0.300944444444444,0.0106666666666667,0.0185,0.0135,0.00166666666666667,0.0025,0,0.00133333333333333,0.00861111111111111,0,0,0.000277777777777778,0,0.00244444444444444,5.55555555555556e-05,0.00138888888888889,0,0.000833333333333333,0
20,0,0,0,0,0.00105555555555556,0,0.441388888888889,0.167888888888889,0.311777777777778,0.0138888888888889,0.0203333333333333,0.0185,0.00333333333333333,0.00233333333333333,0,0.0015,0.0116111111111111,0,0,0.000722222222222222,0.000111111111111111,0.00272222222222222,0.000111111111111111,0.00183333333333333,0,0.000777777777777778,0
21,5.55555555555556e-05,0,0,0,5.55555555555556e-05,0,0.682388888888889,0.105888888888889,0.171111111111111,0.00272222222222222,0.0169444444444444,0.00488888888888889,0.00222222222222222,0.00105555555555556,0,0.000944444444444444,0.00516666666666667,0.000444444444444444,0,0.000277777777777778,0,0.003,0,0.00122222222222222,5.55555555555556e-05,0.00116666666666667,0
22,0,0,0.000166666666666667,0,0.000444444444444444,5e-04,0.605444444444444,0.0691666666666667,0.235388888888889,0.0055,0.0479444444444444,0.00866666666666667,0.00194444444444444,0.000555555555555556,0,0.00155555555555556,0.0122222222222222,0,0,0.000166666666666667,0,0.00544444444444444,0,0.00238888888888889,0,0.00216666666666667,0
23,5.55555555555556e-05,0,0,0,0.00233333333333333,0,0.421388888888889,0.189666666666667,0.276666666666667,0.0133888888888889,0.0243888888888889,0.0411666666666667,0.0106666666666667,5.55555555555556e-05,0,0.00744444444444444,0.00272222222222222,0,0,0.000333333333333333,0,0.00438888888888889,0,0.00322222222222222,0.000277777777777778,0.00166666666666667,0
24,0,0,0.000333333333333333,0.000333333333333333,0.00111111111111111,0.000944444444444444,0.575444444444444,0.145611111111111,0.208888888888889,0.01,0.0336666666666667,0.00922222222222222,0.00344444444444444,0.00327777777777778,0,0.00122222222222222,0.000833333333333333,0,0.000277777777777778,0.00183333333333333,0,0.00144444444444444,0,0.00127777777777778,0,0.000722222222222222,0
25,0,0,0.000722222222222222,0.0015,0.000555555555555556,0.00616666666666667,0.560833333333333,0.132388888888889,0.246833333333333,0.00616666666666667,0.0158888888888889,0.00577777777777778,0.00227777777777778,0.0025,5.55555555555556e-05,0.000666666666666667,5e-04,0,0.000444444444444444,0.000888888888888889,5.55555555555556e-05,0.00183333333333333,0,0.00122222222222222,0,0.000555555555555556,0
26,0,0,0.00050541921716179,0.000786207671140563,0.000112315381591509,0.00325714606615376,0.645588813387993,0.123266131296681,0.177065199079014,0.00241478070421744,0.027685741562307,0.00263941146740046,0.00140394226989386,0.00207783455944292,0,0.000617734598753299,0.00275172684899197,0,0.000224630763183018,0.000280788453978772,0,0.00224630763183018,0,0.000842365361936317,0,0.000449261526366036,0
27,0,0,0.000388888888888889,0.000111111111111111,5.55555555555556e-05,0.000388888888888889,0.724833333333333,0.118944444444444,0.101888888888889,0.000444444444444444,0.0389444444444444,0.000888888888888889,0.001,0.00172222222222222,0,0.000888888888888889,0.00505555555555556,0,0,5.55555555555556e-05,5.55555555555556e-05,0.00311111111111111,0,0.000555555555555556,0,0.000388888888888889,0
28,0,0,0.00636836859009857,0.000664525418097242,0,0.010853915162255,0.662476464724776,0.129637833647137,0.152120943626094,0.00177206778159265,0.0237567836969764,0.00188282201794219,0.000443016945398161,0.000996788127145863,0,0.000553771181747702,0.00304574149961236,0.000719902536272012,0.000553771181747702,0.00011075423634954,0,0.00171669066341788,5.53771181747702e-05,0.000498394063572932,0,0.000276885590873851,0
29,0,0,0.0125,0.00155555555555556,5.55555555555556e-05,0.0216111111111111,0.587777777777778,0.142055555555556,0.208888888888889,0.00333333333333333,0.00883333333333333,0.00294444444444444,0.000277777777777778,0.000555555555555556,0,0.000444444444444444,0.00122222222222222,0.00161111111111111,0.00116666666666667,0.000333333333333333,0,0.000833333333333333,0.000222222222222222,0.000722222222222222,0,0.000222222222222222,0
30,0,0,0.00477777777777778,0.002,0.000222222222222222,0.00411111111111111,0.613611111111111,0.140888888888889,0.204222222222222,0.00311111111111111,0.015,0.00272222222222222,5.55555555555556e-05,0.000888888888888889,0,0.000833333333333333,0.00261111111111111,0.00172222222222222,0.000111111111111111,5e-04,0,0.00144444444444444,0.000111111111111111,0.000722222222222222,0,0.000277777777777778,0
31,0,0,0.000666666666666667,0,0,0.00122222222222222,0.6845,0.0882777777777778,0.132166666666667,0.00144444444444444,0.055,0.00255555555555556,0.000888888888888889,0.00322222222222222,0.000111111111111111,0.00155555555555556,0.0211666666666667,5.55555555555556e-05,0,0.000888888888888889,0.000111111111111111,0.00305555555555556,0.000111111111111111,0.00127777777777778,0,0.000611111111111111,0
32,0,0,0.000111111111111111,0,0.000666666666666667,0,0.400388888888889,0.210666666666667,0.282444444444444,0.0125,0.0302222222222222,0.0158888888888889,0.00177777777777778,0.001,0,0.00594444444444444,0.0251666666666667,0,0,0.00516666666666667,0.000166666666666667,0.00505555555555556,0,0.0025,0,0.000222222222222222,0
33,0,0,0.000444444444444444,0,0.000166666666666667,0.000333333333333333,0.457722222222222,0.178111111111111,0.299055555555556,0.00955555555555556,0.00838888888888889,0.0131666666666667,0.00122222222222222,0.00288888888888889,0.000111111111111111,0.00194444444444444,0.0161666666666667,0,0.000166666666666667,0.00177777777777778,0.000111111111111111,0.00677777777777778,0.000111111111111111,0.00166666666666667,0,5.55555555555556e-05,0
34,0,0,0,0,0.000166666666666667,5.55555555555556e-05,0.629944444444444,0.12,0.196833333333333,0.00377777777777778,0.0205,0.00861111111111111,0.000777777777777778,0.00333333333333333,0,0.000888888888888889,0.00861111111111111,0,0,0.00111111111111111,0.000333333333333333,0.00238888888888889,0.000111111111111111,0.00166666666666667,0,0.000277777777777778,0
35,5.55555555555556e-05,0,0,0,5e-04,0.000222222222222222,0.699388888888889,0.0891666666666667,0.171888888888889,0.00261111111111111,0.0187222222222222,0.00622222222222222,0.000111111111111111,0.00222222222222222,0,0.000666666666666667,0.00494444444444444,0,0,0.000388888888888889,5.55555555555556e-05,0.00177777777777778,0.000166666666666667,0.000555555555555556,0,0.000333333333333333,0
36,0,0,0,5.55555555555556e-05,5e-04,0.000111111111111111,0.565777777777778,0.152,0.234388888888889,0.00588888888888889,0.0129444444444444,0.00616666666666667,0.000611111111111111,0.00561111111111111,0,0.00188888888888889,0.00755555555555556,0,0.000222222222222222,0.00127777777777778,0,0.00272222222222222,0,0.00122222222222222,0,0.00105555555555556,0
37,0,0,0,0,0,0.000388888888888889,0.7525,0.0657222222222222,0.119166666666667,0.00111111111111111,0.0355,0.00316666666666667,0.000277777777777778,0.00211111111111111,0,0.00133333333333333,0.0142777777777778,0,0,5e-04,5.55555555555556e-05,0.00205555555555556,0,0.000555555555555556,0,0.00105555555555556,0
38,0,0,0.000444444444444444,0.00138888888888889,0,0.00644444444444444,0.768944444444444,0.0469444444444444,0.106,5e-04,0.0471666666666667,0.000944444444444444,0.000722222222222222,0.000833333333333333,0.000888888888888889,0.00183333333333333,0.00811111111111111,0,0.00144444444444444,5e-04,0,0.00177777777777778,0,0.000555555555555556,0,0.000666666666666667,0
39,0,0,0,0,0.000166666666666667,0,0.748444444444444,0.073,0.128833333333333,0.000611111111111111,0.0315555555555556,0.00111111111111111,0.00116666666666667,0.002,0,0.00105555555555556,0.00683333333333333,0,0,0.000333333333333333,0.000111111111111111,0.00227777777777778,5.55555555555556e-05,0.00144444444444444,0,0.000611111111111111,0
40,0,0,0,0,0.000166666666666667,0,0.726111111111111,0.0864444444444444,0.136944444444444,0.00166666666666667,0.0225555555555556,0.00522222222222222,0.000333333333333333,0.00255555555555556,0,0.00211111111111111,0.0111111111111111,0,0,0.000166666666666667,0.000111111111111111,0.00277777777777778,0,0.00105555555555556,0,0.000333333333333333,0
41,0,0,0,0,0.000666666666666667,0.00105555555555556,0.543333333333333,0.173555555555556,0.226277777777778,0.007,0.0227777777777778,0.00816666666666667,0.000777777777777778,0.00483333333333333,0,0.000833333333333333,0.00488888888888889,0,0,0.000666666666666667,0,0.00288888888888889,0.000333333333333333,0.00133333333333333,0,0.000388888888888889,0
42,0,0,0,0,0.000444444444444444,0.00155555555555556,0.3935,0.205444444444444,0.321833333333333,0.016,0.0162222222222222,0.0170555555555556,0.00188888888888889,0.00466666666666667,0,0.00311111111111111,0.00933333333333333,0,0,0.00344444444444444,5e-04,0.00283333333333333,0,0.00155555555555556,0,0.000333333333333333,0
43,0,0,0,0,0.000833333333333333,0.000166666666666667,0.381777777777778,0.218277777777778,0.303388888888889,0.0368333333333333,0.0193888888888889,0.0118888888888889,0.00116666666666667,0.00283333333333333,0,0.00233333333333333,0.0121666666666667,0,0,0.00205555555555556,0.000444444444444444,0.00305555555555556,0,0.00233333333333333,0,0.000777777777777778,0
44,0,0,0.000277777777777778,0,0.001,0.000333333333333333,0.513833333333333,0.159333333333333,0.258722222222222,0.0189444444444444,0.0158333333333333,0.00855555555555556,0.000944444444444444,0.00283333333333333,0,0.00644444444444444,0.00638888888888889,0,0,0.000833333333333333,0.000222222222222222,0.00305555555555556,0,0.00138888888888889,0.000277777777777778,0.000666666666666667,0
45,5.55555555555556e-05,0,0,0,0.000388888888888889,0,0.554722222222222,0.115555555555556,0.253444444444444,0.0181111111111111,0.0284444444444444,0.00955555555555555,0.000611111111111111,0.00338888888888889,0,0.00505555555555556,0.00444444444444444,0,5.55555555555556e-05,0.000111111111111111,0.000277777777777778,0.00322222222222222,0,0.00166666666666667,0,0.000777777777777778,0
46,0.000388888888888889,0,0.000222222222222222,0,0.000222222222222222,0.00133333333333333,0.531944444444444,0.147777777777778,0.239277777777778,0.0207777777777778,0.0236666666666667,0.00888888888888889,0.00138888888888889,0.00544444444444444,0,0.00783333333333333,0.00361111111111111,0,0.000333333333333333,5e-04,0.000388888888888889,0.0025,5.55555555555556e-05,0.00155555555555556,0,0.000611111111111111,0
47,0,0,0,0.000888888888888889,5.55555555555556e-05,0.0100555555555556,0.608722222222222,0.138833333333333,0.184111111111111,0.00788888888888889,0.0253333333333333,0.0085,0.000444444444444444,0.00211111111111111,0,0.00166666666666667,0.00244444444444444,0.000222222222222222,0,0.000111111111111111,5.55555555555556e-05,0.00227777777777778,5.55555555555556e-05,0.00205555555555556,0,0.000888888888888889,0
48,0,0,0,0,0.000111111111111111,0,0.622833333333333,0.0714444444444444,0.206777777777778,0.00388888888888889,0.0537222222222222,0.0045,0.000833333333333333,0.00122222222222222,0,0.00177777777777778,0.0192222222222222,0,0,0.000277777777777778,0.000555555555555556,0.00733333333333333,0,0.00244444444444444,0,0.00238888888888889,0
49,0,0,0,0,0.000111111111111111,0,0.6825,0.109444444444444,0.159444444444444,0.00227777777777778,0.0285,0.00183333333333333,0.000277777777777778,0.00294444444444444,0,0.000444444444444444,0.00433333333333333,0,0,0.00105555555555556,0,0.00316666666666667,0.000277777777777778,0.000777777777777778,0,0.00255555555555556,0
50,0,0,0.00261111111111111,0,0.000166666666666667,0.00533333333333333,0.607388888888889,0.128944444444444,0.206166666666667,0.00588888888888889,0.0221666666666667,0.00588888888888889,0.000555555555555556,0.00105555555555556,0.000333333333333333,0.00205555555555556,0.00244444444444444,0,0,0.000333333333333333,0.000111111111111111,0.00177777777777778,5.55555555555556e-05,0.000666666666666667,0,0.00216666666666667,0
51,0,0,0,0,0.000111111111111111,0.000222222222222222,0.526777777777778,0.1715,0.226777777777778,0.0181666666666667,0.0213333333333333,0.0142777777777778,0.00116666666666667,0.00255555555555556,0,0.00338888888888889,0.005,0,0.000111111111111111,5e-04,0.000166666666666667,0.0035,0.000111111111111111,0.00127777777777778,0,0.00283333333333333,0
52,0,0,0.000222222222222222,0,0.000444444444444444,0.000722222222222222,0.466333333333333,0.166111111111111,0.275722222222222,0.0165,0.0211666666666667,0.0182222222222222,0.0015,0.00316666666666667,0,0.00622222222222222,0.0115,0.000611111111111111,0,0.00116666666666667,0.000333333333333333,0.00361111111111111,5.55555555555556e-05,0.00205555555555556,0,0.00372222222222222,0
53,0,0,5.55555555555556e-05,0,0.000277777777777778,0,0.590555555555556,0.081,0.296277777777778,0.00672222222222222,0.0106111111111111,0.0045,5e-04,0.00144444444444444,0,0.00144444444444444,0.00155555555555556,0,0,0.000722222222222222,0,0.00138888888888889,0,0.000777777777777778,0,0.00216666666666667,0
54,0,0,0,0.000388888888888889,0.000611111111111111,0.000833333333333333,0.466666666666667,0.171222222222222,0.292333333333333,0.0315,0.0118888888888889,0.0102777777777778,0.000833333333333333,0.0055,0,0.00183333333333333,0.00155555555555556,0,0.000277777777777778,0.00116666666666667,0.000277777777777778,0.001,0,0.000444444444444444,0,0.000833333333333333,0
55,0,0,5.55555555555556e-05,5.55555555555556e-05,0.000666666666666667,5e-04,0.512333333333333,0.222833333333333,0.2145,0.0184444444444444,0.00833333333333333,0.007,0.001,0.00511111111111111,0,0.00177777777777778,0.00283333333333333,0,5.55555555555556e-05,0.000944444444444444,0.000111111111111111,0.001,0,0.000722222222222222,0,0.00144444444444444,0
56,0,0,5.55555555555556e-05,0,0.000611111111111111,0.000277777777777778,0.563444444444444,0.263555555555556,0.143222222222222,0.00544444444444444,0.00772222222222222,0.00322222222222222,0.000777777777777778,0.00355555555555556,0,0.000666666666666667,0.00294444444444444,0,0,5e-04,0,0.00161111111111111,0,0.000611111111111111,0,0.00161111111111111,0
57,0,0,0,0,5.55555555555556e-05,0,0.758,0.138111111111111,0.0755,5e-04,0.019,0.000333333333333333,0.000111111111111111,0.000611111111111111,0,5e-04,0.00311111111111111,0,0,0,0,0.00194444444444444,0,0.000444444444444444,0,0.00177777777777778,0
58,0,0,0.000722222222222222,0,0.000277777777777778,0.000166666666666667,0.621055555555556,0.229833333333333,0.120222222222222,0.00266666666666667,0.0130555555555556,0.00155555555555556,0.000333333333333333,5e-04,0,0.000777777777777778,0.00366666666666667,0,5.55555555555556e-05,0,5.55555555555556e-05,0.0015,0,5e-04,0,0.0015,0
59,0,0,0,0,0.001,0.000166666666666667,0.437944444444444,0.1825,0.324388888888889,0.0120555555555556,0.0142777777777778,0.0105,0.000888888888888889,0.00116666666666667,0,0.00366666666666667,0.00555555555555556,0,0.000555555555555556,0,0.000166666666666667,0.00177777777777778,0,0.00138888888888889,0,0.00188888888888889,0
60,0,0,0.000166666666666667,0,0.000111111111111111,0.000444444444444444,0.647,0.174777777777778,0.153555555555556,0.00161111111111111,0.00683333333333333,0.00177777777777778,0.000722222222222222,0.00194444444444444,0,0.00138888888888889,0.00511111111111111,0,0.000722222222222222,0.000333333333333333,0,0.00116666666666667,0,0.000444444444444444,0,0.00183333333333333,0
61,0.000722222222222222,0,0.000777777777777778,0,0.001,0.000111111111111111,0.551944444444444,0.159777777777778,0.253777777777778,0.00472222222222222,0.00544444444444444,0.00333333333333333,0.00144444444444444,0.00177777777777778,0,0.00272222222222222,0.00594444444444444,0,0.000111111111111111,5e-04,0.000388888888888889,0.000944444444444444,0,0.00111111111111111,0,0.00288888888888889,0
62,0.00205555555555556,0,0.00166666666666667,0,0.000166666666666667,0.00311111111111111,0.483444444444444,0.133222222222222,0.320833333333333,0.0085,0.0123888888888889,0.0100555555555556,0.00105555555555556,0.00372222222222222,0,0.001,0.00788888888888889,0.000222222222222222,0.000333333333333333,0.00161111111111111,0.000111111111111111,0.00277777777777778,0,0.00111111111111111,0,0.00427777777777778,0
63,0.000555555555555556,0,5e-04,0,0.000166666666666667,0.001,0.481166666666667,0.206222222222222,0.255722222222222,0.0121111111111111,0.0131111111111111,0.0123333333333333,0.000944444444444444,0.0035,0,0.00161111111111111,0.00388888888888889,0.000333333333333333,0,0.00211111111111111,0.000111111111111111,0.00238888888888889,0,0.000944444444444444,0,0.00105555555555556,0
64,0.000277777777777778,0,0,0,0,0,0.589944444444444,0.126055555555556,0.221055555555556,0.006,0.0245555555555556,0.00727777777777778,0.00116666666666667,0.0025,0,0.00272222222222222,0.0118333333333333,0,0,0.000944444444444444,0.000111111111111111,0.00238888888888889,0,0.00144444444444444,0,0.00166666666666667,0
65,0,0,0,0,0.000277777777777778,0.000166666666666667,0.562666666666667,0.142611111111111,0.239,0.00455555555555556,0.0190555555555556,0.0157222222222222,0.00211111111111111,0.00133333333333333,0,0.00166666666666667,0.00266666666666667,0,0,0.00111111111111111,5.55555555555556e-05,0.00394444444444444,0,0.00133333333333333,0,0.00122222222222222,0
66,0,0,0,0.000722222222222222,0,0.00122222222222222,0.602111111111111,0.163555555555556,0.1605,0.00233333333333333,0.0182777777777778,0.0118333333333333,0.00294444444444444,0.00222222222222222,0.000222222222222222,0.00211111111111111,0.0215555555555556,0.000166666666666667,0.000277777777777778,0.00116666666666667,0.000111111111111111,0.00361111111111111,0,0.000944444444444444,0,0.00411111111111111,0
67,0,0,0.000111111111111111,0.000277777777777778,0.000277777777777778,0.00161111111111111,0.528444444444444,0.199722222222222,0.209944444444444,0.00377777777777778,0.0166666666666667,0.0156111111111111,0.00355555555555556,0.00344444444444444,0,0.00222222222222222,0.00483333333333333,0,5e-04,5e-04,0.000111111111111111,0.00483333333333333,0,0.000888888888888889,0,0.0015,0
68,0,0,0,0,0.000166666666666667,0.002,0.441111111111111,0.235833333333333,0.269055555555556,0.00916666666666667,0.00733333333333333,0.00922222222222222,0.00505555555555556,0.005,0,0.00238888888888889,0.00305555555555556,0.001,0,0.00216666666666667,5.55555555555556e-05,0.00383333333333333,0,0.00133333333333333,0,0.00194444444444444,0
69,0,0,0,0,0.000166666666666667,0.000277777777777778,0.472222222222222,0.217722222222222,0.257388888888889,0.00666666666666667,0.00727777777777778,0.00966666666666667,0.00511111111111111,0.00505555555555556,0,0.00411111111111111,0.0045,0.000111111111111111,0,0.00322222222222222,0,0.00366666666666667,0,0.000666666666666667,0,0.00183333333333333,0
70,0,0,0,0,5.55555555555556e-05,0.000555555555555556,0.630277777777778,0.0974444444444444,0.2195,0.00222222222222222,0.0285,0.00438888888888889,0.00144444444444444,0.00227777777777778,0,0.00144444444444444,0.00511111111111111,0,0,0.000166666666666667,0.000222222222222222,0.00438888888888889,0,0.000777777777777778,0,0.001,0
71,0,0,0,0,0.000111111111111111,0.000722222222222222,0.601833333333333,0.0822222222222222,0.266222222222222,0.004,0.0206111111111111,0.0111666666666667,0.002,0.00188888888888889,0,0.000722222222222222,0.00177777777777778,0,0,0.000166666666666667,0.00194444444444444,0.00288888888888889,0,0.000888888888888889,0,0.000611111111111111,0
72,0,0,0.000388888888888889,0,0.000111111111111111,0.00111111111111111,0.544722222222222,0.106722222222222,0.288,0.00372222222222222,0.0176666666666667,0.0109444444444444,0.00316666666666667,0.00238888888888889,0,0.000888888888888889,0.00405555555555556,0.000333333333333333,0.000166666666666667,0.00111111111111111,0.00844444444444444,0.0035,5.55555555555556e-05,0.00116666666666667,0,0.000888888888888889,0
73,0,0,0,0,0.000333333333333333,0,0.551555555555556,0.113,0.291111111111111,0.00483333333333333,0.0149444444444444,0.00716666666666667,0.00244444444444444,0.00322222222222222,0,0.000833333333333333,0.00161111111111111,0,0,0.000555555555555556,0.00311111111111111,0.00266666666666667,0,0.000555555555555556,0,0.00205555555555556,0
74,0,0,0.000277777777777778,0,5e-04,0.000333333333333333,0.622277777777778,0.118444444444444,0.223555555555556,0.00211111111111111,0.0120555555555556,0.00305555555555556,0.00305555555555556,0.00233333333333333,0,0.00111111111111111,0.00177777777777778,0,0,0.000277777777777778,0.00288888888888889,0.0025,0.000111111111111111,5e-04,5.55555555555556e-05,0.00277777777777778,0
75,0,0,0.000277777777777778,0,0.000722222222222222,0.000444444444444444,0.656888888888889,0.1295,0.182277777777778,0.0015,0.0095,0.00144444444444444,0.00255555555555556,0.00155555555555556,0,0.00144444444444444,0.00294444444444444,0,0,0.000277777777777778,0.00294444444444444,0.00272222222222222,0.000166666666666667,0.000777777777777778,5.55555555555556e-05,0.00188888888888889,0
76,0,0,0,0,0.000111111111111111,0.000222222222222222,0.597944444444445,0.0906111111111111,0.264277777777778,0.00211111111111111,0.0163888888888889,0.004,0.00294444444444444,0.00272222222222222,0,0.00133333333333333,0.00683333333333333,0,0,0.00144444444444444,0.00416666666666667,0.00244444444444444,0,0.000555555555555556,0,0.00111111111111111,0
77,0,0,0,0,5.55555555555556e-05,0,0.621055555555556,0.230222222222222,0.119333333333333,0.000888888888888889,0.00983333333333333,0.0015,0.000833333333333333,0.000944444444444444,0,0.000833333333333333,0.00783333333333333,0,0,0.000277777777777778,0.000777777777777778,0.00288888888888889,0.000333333333333333,0.000388888888888889,0,0.00177777777777778,0
78,0,0,0,0,0,0.00116666666666667,0.779277777777778,0.0745,0.109166666666667,0.000722222222222222,0.0235555555555556,0.00216666666666667,5e-04,0.000388888888888889,0,0.000444444444444444,0.0035,0,0.000222222222222222,0.000166666666666667,0.000555555555555556,0.00222222222222222,0,5e-04,0,0.000722222222222222,0
79,0,0,0,0,0,0.001,0.782722222222222,0.0733888888888889,0.105333333333333,0.000833333333333333,0.0231111111111111,0.00277777777777778,0.00111111111111111,0.000333333333333333,0,0.000277777777777778,0.004,0,0.000222222222222222,0.000222222222222222,0.00122222222222222,0.00216666666666667,0,0.000444444444444444,0,0.000666666666666667,0
80,0,0,0,0,5.55555555555556e-05,0.000611111111111111,0.773277777777778,0.0759444444444444,0.108777777777778,0.000666666666666667,0.0249444444444444,0.00194444444444444,0.001,0.000333333333333333,0,0.000777777777777778,0.00594444444444444,0,0.000333333333333333,0.000166666666666667,0.00283333333333333,0.0015,0,5e-04,0,0.000333333333333333,0
81,0,0,0,0,0,0.001,0.756611111111111,0.0794444444444444,0.114944444444444,0.00133333333333333,0.0246111111111111,0.00283333333333333,0.00222222222222222,0.000388888888888889,0,0.000722222222222222,0.00672222222222222,0,5.55555555555556e-05,5.55555555555556e-05,0.00494444444444444,0.00266666666666667,0,0.000333333333333333,0,0.000833333333333333,0
82,5.55555555555556e-05,0,0,0,0,0.000555555555555556,0.740277777777778,0.0831666666666667,0.117777777777778,0.00111111111111111,0.0253888888888889,0.00277777777777778,0.00255555555555556,5e-04,0,0.000722222222222222,0.0121111111111111,0,0.000333333333333333,0.000222222222222222,0.00883333333333333,0.00244444444444444,5.55555555555556e-05,0.000388888888888889,0,0.000555555555555556,0
83,5.55555555555556e-05,0,0,0,5.55555555555556e-05,0.000333333333333333,0.718611111111111,0.0871666666666667,0.126555555555556,0.0015,0.0258333333333333,0.00344444444444444,0.00255555555555556,0.00122222222222222,0,0.00127777777777778,0.0142222222222222,0,0.000222222222222222,0.000111111111111111,0.0117222222222222,0.00283333333333333,0,0.00116666666666667,0,0.000722222222222222,0
84,0,0,0,0,5.55555555555556e-05,0.000833333333333333,0.692333333333333,0.0903333333333333,0.138166666666667,0.00155555555555556,0.0265,0.00294444444444444,0.00388888888888889,0.00155555555555556,0,0.00166666666666667,0.0175555555555556,0.000111111111111111,0.000222222222222222,5.55555555555556e-05,0.0158888888888889,0.00355555555555556,0,0.00122222222222222,0,0.00133333333333333,0
85,0,0,0,0,5.55555555555556e-05,0.000333333333333333,0.680277777777778,0.0907777777777778,0.142111111111111,0.00172222222222222,0.0282777777777778,0.00366666666666667,0.00377777777777778,0.00166666666666667,0,0.00172222222222222,0.0218888888888889,5.55555555555556e-05,0,0,0.0176666666666667,0.00372222222222222,0,0.001,0,0.000944444444444444,0
86,0.000111111111111111,0,0,0,0.000111111111111111,0.000222222222222222,0.658611111111111,0.100333333333333,0.144888888888889,0.00166666666666667,0.0273888888888889,0.00261111111111111,0.00333333333333333,0.00177777777777778,0,0.00144444444444444,0.0261666666666667,0.000166666666666667,0,0.000222222222222222,0.0235,0.00405555555555556,5.55555555555556e-05,0.00133333333333333,0,0.00161111111111111,0
87,0.000111111111111111,0,0,0,5.55555555555556e-05,0.000388888888888889,0.643888888888889,0.0998333333333333,0.153222222222222,0.00183333333333333,0.0296666666666667,0.00338888888888889,0.00461111111111111,0.00283333333333333,0,0.00244444444444444,0.0268333333333333,5.55555555555556e-05,5.55555555555556e-05,5.55555555555556e-05,0.0237222222222222,0.00344444444444444,0,0.00144444444444444,0,0.00188888888888889,0
