"Time","Pasteurellaceae","Veillonellaceae","Streptococcaceae","Moraxellaceae","Caulobacteraceae","Bacteroidaceae","Lactobacillaceae","Burkholderiaceae_A_592522","Ruminococcaceae","Lachnospiraceae","Coprobacillaceae","Peptostreptococcaceae_256921","Acutalibacteraceae","Acidaminococcaceae","Butyricicoccaceae","Eggerthellaceae","Muribaculaceae","UBA1381","Rikenellaceae","Bifidobacteriaceae","CAG-274","Clostridiaceae_222000","Desulfovibrionaceae","Anaerovoracaceae","Peptoniphilaceae","Enterobacteriaceae_A","Tannerellaceae","Bacteria_Kingdom","Gammaproteobacteria_Class","Oscillospiraceae_88309","Anaerotignaceae","Turicibacteraceae","Clostridia_258483_Class","Fusobacteriaceae_993521","Erysipelotrichaceae","Oscillospirales_Order","Burkholderiaceae_A_595427"
10,0.000222222222222222,0.00527777777777778,0.00205555555555556,0,0,0.372666666666667,5.55555555555556e-05,0,0.356555555555556,0.142,0.0458333333333333,0,0.00761111111111111,0.0161111111111111,0.0123333333333333,0.011,0.00105555555555556,0.0045,0.00116666666666667,0.006,0.00127777777777778,0.000111111111111111,0.00111111111111111,0.000388888888888889,0,5.55555555555556e-05,0.00394444444444444,0,0.000611111111111111,0.00611111111111111,0.000277777777777778,0,0.000111111111111111,0,0.00122222222222222,0.000166666666666667,0
11,0.000333333333333333,0.00261111111111111,0.001,0.000722222222222222,0.000444444444444444,0.416555555555556,5.55555555555556e-05,0.00177777777777778,0.327222222222222,0.107222222222222,0.0331111111111111,0.000111111111111111,0.0127222222222222,0.0217222222222222,0.00955555555555555,0.00722222222222222,0.00744444444444444,0.00355555555555556,0.003,0.00394444444444444,0.00122222222222222,0.000111111111111111,0.00305555555555556,0.000166666666666667,0,0,0.0152777777777778,5e-04,0.00266666666666667,0.0126111111111111,0.000166666666666667,5.55555555555556e-05,5.55555555555556e-05,0,0.000777777777777778,0.000277777777777778,0
12,0.000111111111111111,0.000222222222222222,0.000388888888888889,0.00177777777777778,0.000722222222222222,0.433,0.000166666666666667,0.00372222222222222,0.304111111111111,0.0995,0.0217777777777778,0.000111111111111111,0.0157777777777778,0.0247777777777778,0.00827777777777778,0.002,0.0155,0.0025,0.00427777777777778,0.00355555555555556,0.0015,0,0.00511111111111111,0.000111111111111111,0,0,0.0231111111111111,0.001,0.00427777777777778,0.0156111111111111,5e-04,0.000111111111111111,5.55555555555556e-05,0,5e-04,0.000333333333333333,0
13,0.000111111111111111,0.000833333333333333,0.000555555555555556,5.55555555555556e-05,0,0.254833333333333,5.55555555555556e-05,5e-04,0.344555555555556,0.217555555555556,0.0556111111111111,0.000277777777777778,0.00266666666666667,0.0162777777777778,0.0386111111111111,0.00622222222222222,0.0121111111111111,0.0122222222222222,0.00183333333333333,0.00344444444444444,0.00611111111111111,0,0.00183333333333333,0.000444444444444444,5.55555555555556e-05,0,0.00905555555555556,0.000388888888888889,0,0.00927777777777778,0.002,0,0.000166666666666667,0,0.0015,0.000111111111111111,0
14,0.00688888888888889,0.00722222222222222,0.000111111111111111,0.000277777777777778,0,0.415444444444444,5.55555555555556e-05,0.000833333333333333,0.262833333333333,0.160666666666667,0.0404444444444444,0.000333333333333333,0.00216666666666667,0.0300555555555556,0.0231666666666667,0.00583333333333333,0.000888888888888889,0.00677777777777778,0.000222222222222222,0.000666666666666667,0.00672222222222222,0,0.001,0.000111111111111111,0,5.55555555555556e-05,0.0155555555555556,5.55555555555556e-05,0.00588888888888889,0.00333333333333333,0.001,0,0.000222222222222222,0.000166666666666667,0.000722222222222222,5.55555555555556e-05,0
15,0.0695555555555556,0.0287777777777778,0.00183333333333333,0,0,0.302611111111111,0.000111111111111111,0.000388888888888889,0.328944444444444,0.163833333333333,0.0355,0.00222222222222222,0.00438888888888889,0.008,0.00722222222222222,0.00155555555555556,0.00105555555555556,0.00705555555555556,0.000277777777777778,0.00394444444444444,0.0119444444444444,0.00294444444444444,0.000611111111111111,0.000111111111111111,0.000333333333333333,0,0.00822222222222222,0.000388888888888889,0.002,0.00333333333333333,0.000666666666666667,5.55555555555556e-05,0.000111111111111111,5.55555555555556e-05,5e-04,0.000111111111111111,0
16,0.000833333333333333,0.0119444444444444,0.000555555555555556,0,0,0.425222222222222,0,0.00144444444444444,0.273611111111111,0.125111111111111,0.0255,5.55555555555556e-05,0.0282777777777778,0.021,0.0153888888888889,0.00766666666666667,0.0125555555555556,0.0103888888888889,0.0025,0.00316666666666667,0.00383333333333333,5.55555555555556e-05,0.00361111111111111,0.000833333333333333,0.000333333333333333,0.000222222222222222,0.00877777777777778,0.000277777777777778,0.00572222222222222,0.00883333333333333,0.000444444444444444,0,0,0,0.00133333333333333,0.000111111111111111,0
17,0.000611111111111111,0.00133333333333333,0.0025,5.55555555555556e-05,0,0.349222222222222,0.00138888888888889,0.00294444444444444,0.274444444444444,0.1685,0.0868888888888889,0.000388888888888889,0.0207777777777778,0.0128888888888889,0.0141111111111111,0.00505555555555556,0.00105555555555556,0.00783333333333333,0.000833333333333333,0.00438888888888889,0.000444444444444444,0.000111111111111111,0.00227777777777778,0.000277777777777778,0,0.0131666666666667,0.0136111111111111,0,0.00538888888888889,0.00583333333333333,0.000222222222222222,0,0.000333333333333333,0,0.000888888888888889,5.55555555555556e-05,0
18,0.000444444444444444,0.00166666666666667,0.000666666666666667,0.00133333333333333,0.000277777777777778,0.324833333333333,0.000166666666666667,0.00133333333333333,0.373333333333333,0.189333333333333,0.0216666666666667,0.000222222222222222,0.0154444444444444,0.0108888888888889,0.0154444444444444,0.00361111111111111,0.000777777777777778,0.0157777777777778,0.00177777777777778,0.00705555555555556,0.000555555555555556,0.000111111111111111,0.000333333333333333,0.000166666666666667,0,5e-04,0.005,0.000444444444444444,0.0015,0.00327777777777778,0.000388888888888889,0,5.55555555555556e-05,0,0.000444444444444444,0.000333333333333333,0
19,0.000443090556632512,0.00155081694821379,0.000443090556632512,0.000609249515369704,0.000110772639158128,0.308778731653282,5.5386319579064e-05,0.00182774854610911,0.396842979783993,0.191968983661036,0.0236499584602603,0.000166158958737192,0.00742176682359457,0.0123511492661313,0.0131819440598172,0.00254777070063694,0.00110772639158128,0.0135696482968707,0.00155081694821379,0.00636942675159236,0.00360011077263916,5.5386319579064e-05,0.000166158958737192,0.000221545278316256,0,5.5386319579064e-05,0.0041539739684298,0.000166158958737192,0.000886181113265024,0.00332317917474384,0.000498476876211576,5.5386319579064e-05,5.5386319579064e-05,0,0.00055386319579064,0.000166158958737192,0
20,0.000555555555555556,0.0015,0.000555555555555556,0,0,0.305444444444444,0.000111111111111111,0.00272222222222222,0.403388888888889,0.189333333333333,0.03,0.000166666666666667,0.00166666666666667,0.0139444444444444,0.0111666666666667,0.00216666666666667,0.00144444444444444,0.00938888888888889,0.00111111111111111,0.00511111111111111,0.00661111111111111,0,0.000111111111111111,0.000388888888888889,0,0,0.00372222222222222,0.000111111111111111,0.000944444444444444,0.00394444444444444,0.000666666666666667,0.000111111111111111,0.000111111111111111,0,0.000777777777777778,5.55555555555556e-05,0
21,0.00211111111111111,0.000888888888888889,0.00105555555555556,0.000944444444444444,0.000555555555555556,0.432444444444444,0.000111111111111111,0.00338888888888889,0.253277777777778,0.176777777777778,0.0725555555555556,0.0111666666666667,0.000833333333333333,0.00383333333333333,0.0131666666666667,0.00205555555555556,5.55555555555556e-05,0.00333333333333333,0.000222222222222222,0.00222222222222222,0.00205555555555556,0.00227777777777778,0,0.000111111111111111,0,0,0.00272222222222222,0.000222222222222222,0.000333333333333333,0.00155555555555556,5.55555555555556e-05,0,0.00722222222222222,0,0.000111111111111111,0,0
22,0.00277777777777778,0.00133333333333333,0.000444444444444444,0,0,0.326388888888889,0.000333333333333333,5.55555555555556e-05,0.291222222222222,0.237722222222222,0.0444444444444444,0.0272777777777778,0.000333333333333333,0.00422222222222222,0.0367222222222222,5e-04,0,0.0121111111111111,0.000277777777777778,0.00566666666666667,0.00372222222222222,0.000777777777777778,0,0.000111111111111111,0,0,0.00144444444444444,5.55555555555556e-05,5e-04,5e-04,0.000388888888888889,0,0.000166666666666667,0,5.55555555555556e-05,5.55555555555556e-05,0
23,0.0122777777777778,0.00705555555555556,0.0015,0.00105555555555556,0.000277777777777778,0.283777777777778,0.000555555555555556,0.00211111111111111,0.319722222222222,0.1605,0.111833333333333,0.000888888888888889,0.00144444444444444,0.0181666666666667,0.0344444444444444,0.00266666666666667,0.000388888888888889,0.0227777777777778,5e-04,0.00211111111111111,0.00111111111111111,0.000111111111111111,0.000222222222222222,0.000388888888888889,0.000388888888888889,5.55555555555556e-05,0.00638888888888889,0.000111111111111111,0.0015,0.00188888888888889,0.000722222222222222,0.000222222222222222,0.000166666666666667,0,0.000444444444444444,0.000166666666666667,0
