"Time","Enterobacterales_A_737866","Veillonellales","Lactobacillales","Pseudomonadales_660879","Caulobacterales","Bacteroidales","Burkholderiales_592522","Oscillospirales","Lachnospirales","Erysipelotrichales","Peptostreptococcales","Acidaminococcales","Coriobacteriales","UBA1381","Actinomycetales","Clostridiales","Desulfovibrionales","Tissierellales","Bacteria_Kingdom","Campylobacterales","Gammaproteobacteria_Class","Haloplasmatales_A","Clostridia_258483_Class","Fusobacteriales_993521","Burkholderiales_595427"
10,0.000277777777777778,0.00527777777777778,0.00222222222222222,0,0,0.378833333333333,0,0.382777777777778,0.143555555555556,0.0470555555555556,0.000388888888888889,0.0161111111111111,0.011,0.0045,0.006,0.000111111111111111,0.00111111111111111,0,0,0,0.000611111111111111,0,0.000111111111111111,0,0
11,0.000333333333333333,0.00261111111111111,0.00105555555555556,0.000722222222222222,0.000444444444444444,0.442444444444444,0.00177777777777778,0.362388888888889,0.108611111111111,0.0338888888888889,0.000277777777777778,0.0217222222222222,0.00722222222222222,0.00355555555555556,0.00394444444444444,0.000111111111111111,0.00305555555555556,0,5e-04,5.55555555555556e-05,0.00266666666666667,5.55555555555556e-05,5.55555555555556e-05,0,0
12,0.000111111111111111,0.000277777777777778,0.000555555555555556,0.00177777777777778,0.000722222222222222,0.476333333333333,0.00372222222222222,0.344111111111111,0.1015,0.0222777777777778,0.000222222222222222,0.0247777777777778,0.002,0.0025,0.00355555555555556,0,0.00511111111111111,0,0.001,0,0.00427777777777778,0.000111111111111111,5.55555555555556e-05,0,0
13,0.000111111111111111,0.000833333333333333,0.000666666666666667,5.55555555555556e-05,0,0.278,5e-04,0.395222222222222,0.225666666666667,0.0571111111111111,0.000722222222222222,0.0162777777777778,0.00627777777777778,0.0122222222222222,0.00344444444444444,0,0.00183333333333333,5.55555555555556e-05,0.000388888888888889,0,0,0,0.000166666666666667,0,0
14,0.00694444444444444,0.00722222222222222,0.000166666666666667,0.000277777777777778,0,0.432111111111111,0.000833333333333333,0.291555555555556,0.168388888888889,0.0411666666666667,0.000444444444444444,0.0300555555555556,0.00583333333333333,0.00677777777777778,0.000722222222222222,0,0.001,0,5.55555555555556e-05,0,0.00588888888888889,0,0.000222222222222222,0.000166666666666667,0
15,0.0695555555555556,0.0288333333333333,0.002,0,0,0.312166666666667,0.000388888888888889,0.344,0.176444444444444,0.036,0.00233333333333333,0.008,0.00155555555555556,0.00705555555555556,0.00394444444444444,0.00294444444444444,0.000611111111111111,0.000333333333333333,0.000388888888888889,0.000222222222222222,0.002,5.55555555555556e-05,0.000111111111111111,5.55555555555556e-05,0
16,0.00105555555555556,0.012,0.000555555555555556,0,0,0.449166666666667,0.00144444444444444,0.326222222222222,0.129388888888889,0.0268333333333333,0.000888888888888889,0.021,0.00766666666666667,0.0103888888888889,0.00316666666666667,5.55555555555556e-05,0.00361111111111111,0.000333333333333333,0.000277777777777778,0,0.00572222222222222,0,0,0,0
17,0.0137777777777778,0.00133333333333333,0.00388888888888889,5.55555555555556e-05,0,0.364722222222222,0.00294444444444444,0.315222222222222,0.169166666666667,0.0877777777777778,0.000666666666666667,0.0128888888888889,0.00511111111111111,0.00783333333333333,0.00438888888888889,0.000111111111111111,0.00227777777777778,0,0,5.55555555555556e-05,0.00538888888888889,0,0.000333333333333333,0,0
18,0.000944444444444444,0.00166666666666667,0.000833333333333333,0.00133333333333333,0.000277777777777778,0.332388888888889,0.00133333333333333,0.407833333333333,0.190277777777778,0.0221111111111111,0.000388888888888889,0.0108888888888889,0.00361111111111111,0.0157777777777778,0.00705555555555556,0.000111111111111111,0.000333333333333333,0,0.000444444444444444,0,0.0015,0,5.55555555555556e-05,0,0
19,0.000498476876211576,0.00155081694821379,0.000498476876211576,0.000609249515369704,0.000110772639158128,0.315591248961507,0.00182774854610911,0.420936028800886,0.196067571309886,0.024203821656051,0.000387704237053448,0.0123511492661313,0.00254777070063694,0.0135696482968707,0.00636942675159236,5.5386319579064e-05,0.000166158958737192,0,0.000166158958737192,0,0.000886181113265024,5.5386319579064e-05,5.5386319579064e-05,0,0
20,0.000555555555555556,0.0015,0.000666666666666667,0,0,0.311722222222222,0.00272222222222222,0.420222222222222,0.196611111111111,0.0307777777777778,0.000555555555555556,0.0139444444444444,0.00222222222222222,0.00938888888888889,0.00516666666666667,0,0.000111111111111111,0,0.000111111111111111,0,0.000944444444444444,0.000111111111111111,0.000111111111111111,0,0
21,0.00211111111111111,0.000888888888888889,0.00116666666666667,0.000944444444444444,0.000555555555555556,0.436888888888889,0.00338888888888889,0.268833333333333,0.178888888888889,0.0726666666666667,0.0112777777777778,0.00383333333333333,0.00216666666666667,0.00333333333333333,0.00222222222222222,0.00227777777777778,0,0,0.000222222222222222,5.55555555555556e-05,0.000333333333333333,0,0.00722222222222222,0,0
22,0.00277777777777778,0.00133333333333333,0.000944444444444444,0,0,0.328166666666667,5.55555555555556e-05,0.328833333333333,0.241833333333333,0.0445,0.0273888888888889,0.00422222222222222,5e-04,0.0121111111111111,0.00566666666666667,0.000777777777777778,0,0,5.55555555555556e-05,0,5e-04,0,0.000166666666666667,0,0
