"Time","Bacteroidia","Clostridia_258483","Negativicutes","Gammaproteobacteria","Bacilli","Desulfovibrionia","Actinomycetia","Verrucomicrobiae","Coriobacteriia","Campylobacteria","Bacteria_Kingdom","Fusobacteriia"
25,0.718833333333333,0.246777777777778,0.0158888888888889,0.000277777777777778,0.00138888888888889,0.00672222222222222,0,0.00916666666666667,5.55555555555556e-05,0.000222222222222222,0.000666666666666667,0
26,0.619833333333333,0.346666666666667,0.0155,5e-04,0.00116666666666667,0.00772222222222222,0.000111111111111111,0.00794444444444444,0,0.000444444444444444,0.000111111111111111,0
27,0.587722222222222,0.365222222222222,0.0205555555555556,0.000222222222222222,0.00127777777777778,0.00911111111111111,0.000166666666666667,0.0116111111111111,0.000444444444444444,0.00144444444444444,0.00222222222222222,0
28,0.694944444444444,0.280777777777778,0.0176666666666667,0.000333333333333333,0.000611111111111111,0.00177777777777778,0,0.0035,0,5.55555555555556e-05,0.000333333333333333,0
29,0.6985,0.262611111111111,0.0157777777777778,0.000333333333333333,0.000833333333333333,0.00394444444444444,0.000166666666666667,0.0144444444444444,0,0.000888888888888889,0.0025,0
30,0.691111111111111,0.271833333333333,0.0215,0.000166666666666667,0.00261111111111111,0.00722222222222222,0,0.00516666666666667,0,0.000166666666666667,0.000222222222222222,0
31,0.680611111111111,0.278333333333333,0.021,0.00177777777777778,0.00216666666666667,0.00644444444444445,0,0.00916666666666667,0,0.000222222222222222,0.000277777777777778,0
32,0.483944444444444,0.430555555555556,0.0429444444444444,0,0.000777777777777778,0.00577777777777778,0.0158333333333333,0.00227777777777778,0.00338888888888889,0.0102777777777778,0.00411111111111111,5.55555555555556e-05
33,0.488666666666667,0.425444444444444,0.0430555555555556,0,0.000555555555555556,0.00605555555555556,0.0158333333333333,0.0025,0.00338888888888889,0.0102777777777778,0.00411111111111111,5.55555555555556e-05
34,0.487611111111111,0.429888888888889,0.0418888888888889,0.000388888888888889,0.000722222222222222,0.00605555555555556,0.0151666666666667,0.00227777777777778,0.00327777777777778,0.00866666666666667,0.00394444444444444,5.55555555555556e-05
35,0.492,0.430222222222222,0.0391666666666667,0.000944444444444444,0.000888888888888889,0.00622222222222222,0.0127222222222222,0.00316666666666667,0.00294444444444444,0.00788888888888889,0.00366666666666667,0.000111111111111111
36,0.497833333333333,0.434055555555556,0.0349444444444444,0.00111111111111111,0.00105555555555556,0.00583333333333333,0.0103333333333333,0.00266666666666667,0.00222222222222222,0.00622222222222222,0.00344444444444444,0.000222222222222222
37,0.504888888888889,0.432666666666667,0.0311666666666667,0.00205555555555556,0.000944444444444444,0.00616666666666667,0.00788888888888889,0.00338888888888889,0.00166666666666667,0.00505555555555556,0.00383333333333333,0.000277777777777778
38,0.518444444444444,0.427222222222222,0.0279444444444444,0.003,0.00111111111111111,0.00594444444444444,0.00483333333333333,0.00327777777777778,0.001,0.00311111111111111,0.00372222222222222,0.000388888888888889
39,0.531333333333333,0.421333333333333,0.024,0.00338888888888889,0.00127777777777778,0.006,0.00227777777777778,0.00405555555555556,0.000388888888888889,0.00172222222222222,0.00388888888888889,0.000333333333333333
40,0.547722222222222,0.410388888888889,0.0216111111111111,0.0035,0.00127777777777778,0.00533333333333333,0.000611111111111111,0.00433333333333333,5.55555555555556e-05,0.000722222222222222,0.00411111111111111,0.000333333333333333
41,0.564944444444444,0.394222222222222,0.0202777777777778,0.00383333333333333,0.00122222222222222,0.00516666666666667,0,0.00472222222222222,0,0.000333333333333333,0.005,0.000277777777777778
42,0.646777777777778,0.287277777777778,0.0252777777777778,0.000722222222222222,0.00133333333333333,0.00472222222222222,0.000166666666666667,0.0257777777777778,0,0.000666666666666667,0.00694444444444444,0.000333333333333333
43,0.682,0.234055555555556,0.0356666666666667,0.000777777777777778,0.00266666666666667,0.00366666666666667,0,0.027,0,0.000333333333333333,0.0138333333333333,0
44,0.526666666666667,0.342055555555556,0.0424444444444444,0.000166666666666667,0.00238888888888889,0.00488888888888889,0.00183333333333333,0.0226111111111111,0.000888888888888889,0.00461111111111111,0.0513333333333333,0.000111111111111111
45,0.682,0.264833333333333,0.0156111111111111,0.000333333333333333,0.00266666666666667,0.00433333333333333,0,0.0180555555555556,0,0.000111111111111111,0.0120555555555556,0
46,0.635,0.278055555555556,0.0233333333333333,0.00177777777777778,0.00794444444444444,0.0118333333333333,0,0.0351111111111111,0,0.000388888888888889,0.00633333333333333,0.000222222222222222
47,0.677374379566115,0.244325469856673,0.0225308125592549,0.00117115609837711,0.00702693659026267,0.00875578606881936,0,0.0314539066421282,0,0.000223077352071831,0.00702693659026267,0.000111538676035915
48,0.713388888888889,0.216888888888889,0.0217222222222222,0.000444444444444444,0.00638888888888889,0.00572222222222222,0,0.0276111111111111,0,0.000111111111111111,0.00772222222222222,0
49,0.677722222222222,0.236,0.0255,0.000166666666666667,0.00661111111111111,0.008,0,0.0392777777777778,0,0.000555555555555556,0.00616666666666667,0
50,0.406166666666667,0.488555555555556,0.0238333333333333,0.000666666666666667,0.0165,0.00772222222222222,0.00933333333333333,0.0111666666666667,0.00527777777777778,0.0149444444444444,0.00505555555555556,0.0107777777777778
51,0.591333333333333,0.339166666666667,0.0202777777777778,0.00216666666666667,0.0113333333333333,0.00733333333333333,0.00438888888888889,0.00833333333333333,0.00194444444444444,0.00622222222222222,0.00277777777777778,0.00472222222222222
52,0.732833333333333,0.223611111111111,0.0166666666666667,0.00344444444444444,0.00711111111111111,0.00661111111111111,0,0.00761111111111111,0.000166666666666667,0,0.00161111111111111,0.000333333333333333
53,0.380166666666667,0.5265,0.0272222222222222,0,0.00883333333333333,0.00594444444444444,0.00922222222222222,0.00172222222222222,0.00488888888888889,0.00372222222222222,0.0281111111111111,0.00366666666666667
54,0.459388888888889,0.457277777777778,0.0291111111111111,0.000277777777777778,0.0075,0.00655555555555556,0.00655555555555556,0.00322222222222222,0.00361111111111111,0.00277777777777778,0.0209444444444444,0.00277777777777778
55,0.608388888888889,0.323,0.0296666666666667,0.000833333333333333,0.00594444444444444,0.00822222222222222,0.00194444444444444,0.00827777777777778,0.00138888888888889,0.000888888888888889,0.0103333333333333,0.00111111111111111
56,0.697777777777778,0.244277777777778,0.0274444444444444,0.001,0.00333333333333333,0.00883333333333333,0.000111111111111111,0.014,0.000166666666666667,5.55555555555556e-05,0.00283333333333333,0.000166666666666667
57,0.741888888888889,0.197444444444444,0.0211666666666667,0.000222222222222222,0.000944444444444444,0.005,0,0.0318888888888889,0,0,0.00144444444444444,0
58,0.719611111111111,0.224777777777778,0.0185555555555556,0.000555555555555556,0.00227777777777778,0.00605555555555556,0.000222222222222222,0.0255555555555556,0,0.000111111111111111,0.00205555555555556,0.000222222222222222
59,0.718277777777778,0.218055555555556,0.0303333333333333,0.00116666666666667,0.00333333333333333,0.00594444444444444,0.000222222222222222,0.0215,0.000111111111111111,0.000111111111111111,0.000944444444444444,0
60,0.624722222222222,0.323888888888889,0.0191111111111111,0.00111111111111111,0.00522222222222222,0.00938888888888889,0.000111111111111111,0.0148888888888889,0,0,0.00155555555555556,0
61,0.663722222222222,0.290777777777778,0.0243888888888889,0.000444444444444444,0.00444444444444444,0.00616666666666667,0.000166666666666667,0.00888888888888889,0,0,0.001,0
62,0.709611111111111,0.248388888888889,0.0246111111111111,0.000444444444444444,0.00316666666666667,0.00594444444444444,0.000111111111111111,0.00694444444444444,0.000166666666666667,0,0.000611111111111111,0
63,0.681111111111111,0.285444444444444,0.0206111111111111,0.000444444444444444,0.00272222222222222,0.00566666666666667,0.000111111111111111,0.00355555555555556,5.55555555555556e-05,0,0.000277777777777778,0
64,0.630722222222222,0.346833333333333,0.0135,0.000388888888888889,0.00244444444444444,0.00516666666666667,0.000166666666666667,0.000444444444444444,5.55555555555556e-05,0,0.000277777777777778,0
65,0.617611111111111,0.354722222222222,0.0193888888888889,0.000555555555555556,0.00405555555555556,0.00288888888888889,0.000166666666666667,0.000222222222222222,0.000111111111111111,0,0.000277777777777778,0
66,0.661444444444445,0.311166666666667,0.017,0.000555555555555556,0.00294444444444444,0.00622222222222222,0.000166666666666667,0,0.000333333333333333,5.55555555555556e-05,0.000111111111111111,0
67,0.62,0.345,0.0216111111111111,0.00211111111111111,0.00377777777777778,0.00655555555555556,0.000277777777777778,0,0.000111111111111111,0,5e-04,0
68,0.599777777777778,0.370277777777778,0.0187222222222222,0.00377777777777778,0.00372222222222222,0.00322222222222222,5e-04,0,0,0,0,0
69,0.560055555555556,0.408111111111111,0.0203888888888889,0.00544444444444444,0.00272222222222222,0.00238888888888889,0.000277777777777778,0.000111111111111111,0.000222222222222222,0,0.000277777777777778,0
70,0.663166666666667,0.318722222222222,0.0109444444444444,0.000611111111111111,0.00105555555555556,0.00377777777777778,0.000222222222222222,0,0,0,0.000333333333333333,0
71,0.633611111111111,0.339444444444444,0.0191666666666667,0.00188888888888889,0.002,0.00316666666666667,0.000111111111111111,0,5.55555555555556e-05,0,0.000555555555555556,0
72,0.374722222222222,0.522611111111111,0.041,0,0.00505555555555556,0.00461111111111111,0.0167222222222222,0,0.005,0.0195555555555556,0.00444444444444444,0.00594444444444444
73,0.716555555555556,0.245277777777778,0.0210555555555556,0.000222222222222222,0.00383333333333333,0.00794444444444444,5.55555555555556e-05,0,0.000388888888888889,0,0.00466666666666667,0
74,0.724611111111111,0.240666666666667,0.0205555555555556,0.000222222222222222,0.00255555555555556,0.00694444444444444,5.55555555555556e-05,0,0.000111111111111111,0,0.00427777777777778,0
75,0.733444444444444,0.235111111111111,0.0182777777777778,0.000166666666666667,0.00261111111111111,0.00677777777777778,0.000111111111111111,0,0.000111111111111111,0,0.00338888888888889,0
76,0.738388888888889,0.233777777777778,0.0169444444444444,0.000277777777777778,0.00205555555555556,0.00605555555555556,0.000111111111111111,0,0.000166666666666667,0,0.00222222222222222,0
77,0.742222222222222,0.2315,0.0162222222222222,0.000166666666666667,0.002,0.00594444444444444,0.000166666666666667,0,0.000111111111111111,0,0.00166666666666667,0
78,0.743888888888889,0.232166666666667,0.0151111111111111,0.000333333333333333,0.00188888888888889,0.00577777777777778,0.000111111111111111,0,0.000166666666666667,0,0.000555555555555556,0
79,0.742611111111111,0.235111111111111,0.0143333333333333,0.000277777777777778,0.00205555555555556,0.00522222222222222,5.55555555555556e-05,0,0.000222222222222222,0,0.000111111111111111,0
80,0.599722222222222,0.359722222222222,0.0207777777777778,0.000333333333333333,0.0035,0.00555555555555555,0.000888888888888889,0.000111111111111111,0.000388888888888889,0.00483333333333333,0.00372222222222222,0.000333333333333333
81,0.737277777777778,0.233166666666667,0.0195555555555556,0.000277777777777778,0.00444444444444444,0.00477777777777778,5.55555555555556e-05,0,5.55555555555556e-05,0,0.000388888888888889,0
82,0.696388888888889,0.273833333333333,0.0229444444444444,0,0.00277777777777778,0.00355555555555556,0.000333333333333333,0,0.000166666666666667,0,0,0
83,0.754777777777778,0.211333333333333,0.0272222222222222,0.00122222222222222,0.00155555555555556,0.00316666666666667,0.000333333333333333,0,0,0,0,0
84,0.6285,0.224055555555556,0.0457777777777778,0.000388888888888889,0.00266666666666667,0.00827777777777778,0.000777777777777778,0,0.000444444444444444,0.0274444444444444,0.00322222222222222,0.0584444444444444
85,0.646888888888889,0.258611111111111,0.0357777777777778,0.000333333333333333,0.00283333333333333,0.00755555555555555,0.000777777777777778,5.55555555555556e-05,0.000222222222222222,0.0152222222222222,0.002,0.0297222222222222
86,0.673555555555556,0.293888888888889,0.0222222222222222,0.000333333333333333,0.00205555555555556,0.00688888888888889,0.000166666666666667,0.000111111111111111,0.000111111111111111,0.000333333333333333,0.000222222222222222,0.000111111111111111
87,0.760111111111111,0.205944444444444,0.0233888888888889,0.000611111111111111,0.00166666666666667,0.00705555555555556,0.000111111111111111,0,0.000111111111111111,0.000388888888888889,0.000388888888888889,0.000222222222222222
88,0.739888888888889,0.2275,0.0174444444444444,0.00138888888888889,0.00272222222222222,0.009,5.55555555555556e-05,0,0.000222222222222222,0.000222222222222222,0.00138888888888889,0.000166666666666667
89,0.724277777777778,0.244833333333333,0.0197222222222222,5e-04,0.00288888888888889,0.00738888888888889,0.000333333333333333,0,0,0,5.55555555555556e-05,0
90,0.728222222222222,0.246,0.0177222222222222,5e-04,0.00311111111111111,0.00377777777777778,0.000166666666666667,0,0.000166666666666667,0,0.000333333333333333,0
91,0.707111111111111,0.261,0.0187777777777778,0.00127777777777778,0.006,0.0045,0,5e-04,5.55555555555556e-05,0.000111111111111111,0.000666666666666667,0
92,0.734333333333333,0.234333333333333,0.0183333333333333,0.000666666666666667,0.005,0.00627777777777778,5.55555555555556e-05,5e-04,0.000111111111111111,0,0.000388888888888889,0
93,0.722777777777778,0.245722222222222,0.0173888888888889,0.000222222222222222,0.00283333333333333,0.00744444444444444,0.000111111111111111,0.00177777777777778,0.000666666666666667,0,0.000944444444444444,0.000111111111111111
94,0.605944444444445,0.311444444444444,0.0176111111111111,0.000277777777777778,0.00872222222222222,0.00866666666666667,0.001,0.00172222222222222,0.000888888888888889,0.00111111111111111,0.0284444444444444,0.0141111111111111
95,0.487555555555556,0.377611111111111,0.0184444444444444,0.000222222222222222,0.0141666666666667,0.00822222222222222,0.00227777777777778,0.00155555555555556,0.00172222222222222,0.00227777777777778,0.057,0.0288333333333333
96,0.625222222222222,0.337722222222222,0.0121666666666667,0.00327777777777778,0.0107222222222222,0.00988888888888889,0.000222222222222222,0.000166666666666667,0.000111111111111111,0,5e-04,0
97,0.491166666666667,0.4335,0.0199444444444444,0.00311111111111111,0.012,0.00994444444444444,0.00133333333333333,0.00111111111111111,0.00144444444444444,0.00155555555555556,0.0238888888888889,0.001
98,0.621777777777778,0.340333333333333,0.0122777777777778,0.00627777777777778,0.005,0.00277777777777778,0.000111111111111111,0,0.000166666666666667,0.000277777777777778,0.0108333333333333,0.000166666666666667
99,0.677388888888889,0.259222222222222,0.0273333333333333,0.00511111111111111,0.00283333333333333,0.00516666666666667,0.000111111111111111,0,0,0,0.0228333333333333,0
100,0.426,0.0771111111111111,0.00894444444444444,0,0.00161111111111111,0.00438888888888889,0,0,0,0.000222222222222222,0.481055555555556,0.000666666666666667
101,0.66,0.243777777777778,0.0173333333333333,0.00566666666666667,0.00338888888888889,0.00555555555555555,0.000111111111111111,0,0,5.55555555555556e-05,0.0586666666666667,0.00544444444444444
102,0.653333333333333,0.208888888888889,0.0151111111111111,0.00438888888888889,0.00405555555555556,0.00522222222222222,0,0,5.55555555555556e-05,0.000111111111111111,0.105833333333333,0.003
103,0.700611111111111,0.242055555555556,0.0126666666666667,0.0181666666666667,0.00661111111111111,0.00661111111111111,0,0.000222222222222222,0.000166666666666667,0,0.0123888888888889,5e-04
104,0.709222222222222,0.233777777777778,0.0162777777777778,0.00833333333333333,0.00561111111111111,0.00977777777777778,0,0.000111111111111111,0.000111111111111111,0.000166666666666667,0.0129444444444444,0.00366666666666667
105,0.399722222222222,0.483388888888889,0.0213333333333333,0.005,0.0131111111111111,0.00772222222222222,0.00727777777777778,5.55555555555556e-05,0.0045,0.02,0.0327777777777778,0.00383333333333333
106,0.407388888888889,0.477666666666667,0.0212222222222222,0.00661111111111111,0.0127777777777778,0.00744444444444444,0.00705555555555556,0.000111111111111111,0.00333333333333333,0.0193333333333333,0.0324444444444444,0.00355555555555556
107,0.4335,0.456055555555556,0.0207777777777778,0.0104444444444444,0.0122222222222222,0.00722222222222222,0.00533333333333333,5.55555555555556e-05,0.00355555555555556,0.0177222222222222,0.0283888888888889,0.00366666666666667
108,0.462333333333333,0.437833333333333,0.0203888888888889,0.0169444444444444,0.00944444444444444,0.00666666666666667,0.005,5.55555555555556e-05,0.00277777777777778,0.0132222222222222,0.0225,0.00222222222222222
109,0.512111111111111,0.402666666666667,0.0191111111111111,0.0234444444444444,0.00644444444444444,0.00566666666666667,0.003,0,0.00166666666666667,0.00927777777777778,0.0143333333333333,0.00183333333333333
110,0.550777777777778,0.372388888888889,0.0185555555555556,0.0322222222222222,0.00411111111111111,0.00533333333333333,0.00122222222222222,0,0.000944444444444444,0.00522222222222222,0.00805555555555556,0.000888888888888889
111,0.586055555555556,0.342111111111111,0.0183888888888889,0.0409444444444444,0.0025,0.00544444444444444,0.000444444444444444,0,0.000166666666666667,0.00133333333333333,0.00233333333333333,0.000277777777777778
112,0.596166666666667,0.3305,0.0185,0.0479444444444444,0.00177777777777778,0.00483333333333333,0.000111111111111111,0,0,0,0.000166666666666667,0
113,0.6485,0.270111111111111,0.0213333333333333,0.0511666666666667,0.00222222222222222,0.00511111111111111,0.000111111111111111,0.000111111111111111,0.000388888888888889,5.55555555555556e-05,0.000888888888888889,0
114,0.673333333333333,0.241611111111111,0.023,0.0495555555555556,0.00444444444444444,0.00577777777777778,0.000388888888888889,0.000277777777777778,0.000166666666666667,0.000277777777777778,0.00116666666666667,0
115,0.669222222222222,0.262,0.0152222222222222,0.0365555555555556,0.00838888888888889,0.00766666666666667,0.000166666666666667,0.000111111111111111,0.000222222222222222,0,0.000444444444444444,0
116,0.662277777777778,0.282777777777778,0.0177777777777778,0.0213888888888889,0.00816666666666667,0.00605555555555556,0.000166666666666667,0.000222222222222222,0.000722222222222222,5.55555555555556e-05,0.000388888888888889,0
117,0.657388888888889,0.300111111111111,0.0204444444444444,0.0113888888888889,0.00477777777777778,0.00411111111111111,0.000166666666666667,0.000388888888888889,0.000666666666666667,0.000111111111111111,0.000444444444444444,0
118,0.707111111111111,0.262055555555556,0.0116111111111111,0.0106111111111111,0.00244444444444444,0.00533333333333333,0,0.000277777777777778,0.000277777777777778,0,0.000277777777777778,0
119,0.705,0.256444444444444,0.0146666666666667,0.00877777777777778,0.00222222222222222,0.00416666666666667,0.000222222222222222,0.00766666666666667,0.000166666666666667,0,0.000666666666666667,0
120,0.700777777777778,0.254277777777778,0.0178333333333333,0.00783333333333333,0.00216666666666667,0.00338888888888889,0.000333333333333333,0.0121666666666667,0.000111111111111111,0,0.00111111111111111,0
121,0.666833333333333,0.293222222222222,0.0178333333333333,0.0075,0.00255555555555556,0.00427777777777778,0.000222222222222222,0.00622222222222222,0,0,0.00133333333333333,0
122,0.636111111111111,0.303166666666667,0.0223888888888889,0.0121666666666667,0.00372222222222222,0.00577777777777778,0.001,0.0109444444444444,0.000222222222222222,0,0.0045,0
123,0.648833333333333,0.312111111111111,0.00816666666666667,0.0121111111111111,0.00488888888888889,0.00638888888888889,0.000833333333333333,0.00522222222222222,0.000222222222222222,0.000444444444444444,0.000777777777777778,0
124,0.653166666666667,0.287333333333333,0.0181666666666667,0.0205555555555556,0.003,0.0101111111111111,0.000166666666666667,0.00588888888888889,0.000111111111111111,5.55555555555556e-05,0.00144444444444444,0
125,0.616055555555556,0.340277777777778,0.0165,0.0186111111111111,0.002,0.00488888888888889,0,0.0015,0,0,0.000166666666666667,0
126,0.540944444444444,0.423333333333333,0.0112222222222222,0.0117222222222222,0.00738888888888889,0.00438888888888889,0.000166666666666667,0.000444444444444444,0.000166666666666667,0.000166666666666667,5.55555555555556e-05,0
127,0.700722222222222,0.250666666666667,0.027,0.009,0.00283333333333333,0.00938888888888889,5.55555555555556e-05,0.000111111111111111,0.000111111111111111,0,0.000111111111111111,0
128,0.396055555555556,0.481944444444444,0.0195555555555556,0.0075,0.0103333333333333,0.00622222222222222,0.0238333333333333,0.000166666666666667,0.00244444444444444,0.0328888888888889,0.019,0
129,0.675,0.278444444444444,0.0244444444444444,0.00738888888888889,0.00222222222222222,0.00922222222222222,0.000111111111111111,0.00116666666666667,5.55555555555556e-05,0.000333333333333333,0.00161111111111111,0
130,0.394055555555556,0.515333333333333,0.0262777777777778,0.005,0.0133333333333333,0.00661111111111111,0.0153888888888889,5e-04,0.00383333333333333,0.0155555555555556,0.00366666666666667,0
131,0.671666666666667,0.277166666666667,0.0271666666666667,0.00605555555555556,0.00338888888888889,0.0114444444444444,0.000111111111111111,0.00122222222222222,0.000166666666666667,5.55555555555556e-05,0.00122222222222222,0
132,0.699166666666667,0.265444444444444,0.0166666666666667,0.00533333333333333,0.00372222222222222,0.0085,0,0.000388888888888889,0.000277777777777778,0,5e-04,0
133,0.703555555555556,0.266388888888889,0.0151666666666667,0.0045,0.00272222222222222,0.00533333333333333,0,0.00161111111111111,0.000222222222222222,0,5e-04,0
134,0.711444444444444,0.2405,0.0216666666666667,0.0055,0.00227777777777778,0.00455555555555556,0,0.008,0.000111111111111111,0,0.00594444444444444,0
135,0.711833333333333,0.236111111111111,0.0158333333333333,0.00977777777777778,0.00372222222222222,0.00916666666666667,5.55555555555556e-05,0.00927777777777778,0.000277777777777778,0.000166666666666667,0.00377777777777778,0
136,0.712444444444444,0.241888888888889,0.0150555555555556,0.00833333333333333,0.00483333333333333,0.00783333333333333,5.55555555555556e-05,0.00666666666666667,0.000166666666666667,0.000166666666666667,0.00255555555555556,0
137,0.6985,0.2625,0.0152222222222222,0.00522222222222222,0.00605555555555556,0.00794444444444444,0,0.00266666666666667,0.000111111111111111,0,0.00177777777777778,0
138,0.655222222222222,0.280166666666667,0.0259444444444444,0.00755555555555556,0.00366666666666667,0.00805555555555556,0.000166666666666667,0.00705555555555556,0,0.000388888888888889,0.0115,0
139,0.602555555555556,0.349888888888889,0.0233333333333333,0.00922222222222222,0.00655555555555555,0.00394444444444444,0.000111111111111111,0.00383333333333333,5.55555555555556e-05,5.55555555555556e-05,0.000444444444444444,0
140,0.630333333333333,0.329555555555556,0.0135555555555556,0.00933333333333333,0.0075,0.00477777777777778,5.55555555555556e-05,0.0035,0.000277777777777778,0.000166666666666667,0.000944444444444444,0
141,0.6295,0.319,0.0191666666666667,0.0177222222222222,0.00472222222222222,0.00683333333333333,0.000277777777777778,0.00188888888888889,0.000166666666666667,0,0.000666666666666667,0
142,0.640777777777778,0.311,0.0145555555555556,0.0130555555555556,0.00411111111111111,0.0075,0.000444444444444444,0.00722222222222222,0.000333333333333333,0.000111111111111111,0.000888888888888889,0
143,0.597444444444444,0.356222222222222,0.0141666666666667,0.0107777777777778,0.00372222222222222,0.00911111111111111,0.000555555555555556,0.00555555555555556,0.000388888888888889,0.000166666666666667,0.00188888888888889,0
144,0.636611111111111,0.316611111111111,0.0163888888888889,0.0130555555555556,0.00444444444444444,0.00705555555555556,0.000111111111111111,0.00505555555555556,0.000111111111111111,5.55555555555556e-05,5e-04,0
145,0.605722222222222,0.330722222222222,0.0182222222222222,0.0223333333333333,0.00455555555555556,0.00811111111111111,0.000166666666666667,0.00877777777777778,0.000222222222222222,0,0.00116666666666667,0
146,0.724111111111111,0.212944444444444,0.0183888888888889,0.0262777777777778,0.002,0.0114444444444444,0.000166666666666667,0.00383333333333333,0.000277777777777778,0,0.000444444444444444,0
147,0.643666666666667,0.3095,0.0161666666666667,0.0149444444444444,0.00405555555555556,0.0101666666666667,0.000111111111111111,0.000888888888888889,0.000111111111111111,0,0.000388888888888889,0
148,0.571722222222222,0.361888888888889,0.0197222222222222,0.0113888888888889,0.0122222222222222,0.0106666666666667,0.00166666666666667,0.00127777777777778,0.00155555555555556,0.00294444444444444,0.00461111111111111,0.000333333333333333
149,0.561833333333333,0.396388888888889,0.0177777777777778,0.00944444444444444,0.00311111111111111,0.00961111111111111,0,0.000777777777777778,5e-04,0.000111111111111111,0.000444444444444444,0
