"Time","Lactobacillales","Bacteroidales","Oscillospirales","Lachnospirales","Acidaminococcales","Burkholderiales_595427","Erysipelotrichales","Desulfovibrionales","UBA1381","Clostridia_258483_Class","TANB77","Clostridiales","Gammaproteobacteria_Class","Haloplasmatales_A","Tissierellales","Mycobacteriales","Enterobacterales_A_737866","Veillonellales","Actinomycetales","Christensenellales","RF39","Verrucomicrobiales","Coriobacteriales","Peptostreptococcales","Campylobacterales","Bacteria_Kingdom","Saccharofermentanales","Fusobacteriales_993521"
12,0.000444444444444444,0.634277777777778,0.117888888888889,0.116,0.0137777777777778,0,0.000166666666666667,0.00572222222222222,0.000222222222222222,0.00266666666666667,0.000722222222222222,5e-04,0,5.55555555555556e-05,0.0713333333333333,0.000666666666666667,0.00305555555555556,0.0223333333333333,0.00155555555555556,0,0,0,0.00105555555555556,0.00255555555555556,0.000888888888888889,0.00338888888888889,0.000611111111111111,0
13,0.00177777777777778,0.654944444444444,0.200888888888889,0.0966111111111111,0.0117222222222222,0,0.000333333333333333,0.0136111111111111,0.000277777777777778,0.00144444444444444,0.001,0.00194444444444444,0,0.000333333333333333,0.000277777777777778,0.000111111111111111,0.000388888888888889,5e-04,0,0,0,0,0,0.0123333333333333,0.000111111111111111,0.00138888888888889,0,0
14,0.00144444444444444,0.486222222222222,0.127444444444444,0.132722222222222,0.00916666666666667,0,0.000944444444444444,0.00994444444444444,0.000722222222222222,0.003,0.000444444444444444,0.000388888888888889,5.55555555555556e-05,0,0.165666666666667,0.00377777777777778,0,0.0188333333333333,0.0113333333333333,0,0,0,0.00233333333333333,0.0108333333333333,0.00383333333333333,0.00761111111111111,0.00311111111111111,0
15,0.000888888888888889,0.522166666666667,0.14,0.0838888888888889,0.0161111111111111,0,0.000777777777777778,0.00877777777777778,0.000166666666666667,0.00355555555555556,0.000333333333333333,0.000166666666666667,0.000111111111111111,0.000166666666666667,0.1495,0.0025,0,0.0159444444444444,0.00505555555555556,0,0,0,0.001,0.00633333333333333,0.00338888888888889,0.0387222222222222,0.000388888888888889,0
16,0,0.543388888888889,0.213333333333333,0.127444444444444,0.0100555555555556,0,0.000944444444444444,0.00816666666666667,0.000555555555555556,0.00394444444444444,0.000222222222222222,0.000166666666666667,0.000277777777777778,0,0.0593888888888889,0.00122222222222222,0,0.0138333333333333,0.00372222222222222,0,0,0.000166666666666667,0.00127777777777778,0.00194444444444444,0.00233333333333333,0.00722222222222222,0.000388888888888889,0
17,0.000666666666666667,0.484555555555556,0.119777777777778,0.0828888888888889,0.00761111111111111,0,0.0015,0.00561111111111111,5e-04,0.00144444444444444,0.000222222222222222,0.000166666666666667,0,0,0.167277777777778,0.00255555555555556,0,0.027,0.00483333333333333,0,0,0.00777777777777778,0.00188888888888889,0.00283333333333333,0.00138888888888889,0.0782222222222222,0.00105555555555556,0
18,0,0.546055555555556,0.0531666666666667,0.0442777777777778,0.0065,0,0.000722222222222222,0.00433333333333333,0.000166666666666667,0.000666666666666667,0,0,0,0,0.195277777777778,0.00238888888888889,0,0.0385,0.0121666666666667,0,0,0.0495,0.00122222222222222,0.00533333333333333,0.00333333333333333,0.0325555555555556,0.00311111111111111,0
19,5.55555555555556e-05,0.686722222222222,0.161777777777778,0.121555555555556,0.018,0,0.000555555555555556,0.00488888888888889,0.000222222222222222,0.00144444444444444,0.000222222222222222,0.000222222222222222,5.55555555555556e-05,0.000222222222222222,0.000611111111111111,0,0.000388888888888889,0.000666666666666667,5.55555555555556e-05,0,0,0.00183333333333333,0,0.000166666666666667,0.000111111111111111,0.000166666666666667,0,0
20,0,0.538222222222222,0.0674444444444444,0.0625,0.00766666666666667,0,0.000333333333333333,0.00461111111111111,0.000222222222222222,0.000555555555555556,0,0,0,0.000166666666666667,0.226,0.00416666666666667,0,0.0386666666666667,0.00555555555555556,0,0,0.00372222222222222,0.00772222222222222,0.0106111111111111,0.00394444444444444,0.0158333333333333,0.00144444444444444,0
21,0.000222222222222222,0.697111111111111,0.134722222222222,0.141444444444444,0.015,0,0.000333333333333333,0.00611111111111111,0.000277777777777778,0.00116666666666667,0,0,0.000833333333333333,0,0.000111111111111111,0,0,0.000222222222222222,0,0,0,0.00155555555555556,0,0,0.000111111111111111,0.000555555555555556,0,0
22,0,0.666222222222222,0.156166666666667,0.141111111111111,0.0227777777777778,0,5e-04,0.0045,0.000166666666666667,0.00183333333333333,0,0.000111111111111111,0.000333333333333333,0,0.000555555555555556,0,5.55555555555556e-05,0.000166666666666667,0,0,0,0.0045,0,0.000222222222222222,0.000277777777777778,5e-04,0,0
