"Time","Lactobacillales","Bacteroidales","Oscillospirales","Lachnospirales","Acidaminococcales","Burkholderiales_595427","Erysipelotrichales","Desulfovibrionales","UBA1381","Clostridia_258483_Class","TANB77","Clostridiales","Gammaproteobacteria_Class","Haloplasmatales_A","Tissierellales","Mycobacteriales","Enterobacterales_A_737866","Veillonellales","Actinomycetales","Christensenellales","RF39","Verrucomicrobiales","Coriobacteriales","Peptostreptococcales","Campylobacterales","Bacteria_Kingdom","Saccharofermentanales","Fusobacteriales_993521"
111,0.000277777777777778,0.586055555555556,0.125722222222222,0.169055555555556,0.0177222222222222,0.0361666666666667,0.00222222222222222,0.00544444444444444,0.00122222222222222,0.00427777777777778,0.0151666666666667,5.55555555555556e-05,0.00472222222222222,0,0.0112777777777778,0,5.55555555555556e-05,0.000666666666666667,0.000444444444444444,0.000777777777777778,0,0,0.000166666666666667,0.0142222222222222,0.00133333333333333,0.00233333333333333,0.000333333333333333,0.000277777777777778
112,0.000111111111111111,0.596166666666667,0.122055555555556,0.172444444444444,0.0183888888888889,0.0420555555555556,0.00166666666666667,0.00483333333333333,0.00122222222222222,0.00366666666666667,0.0154444444444444,0.000111111111111111,0.00583333333333333,0,0.000555555555555556,0,5.55555555555556e-05,0.000111111111111111,0.000111111111111111,0.000833333333333333,0,0,0,0.0141666666666667,0,0.000166666666666667,0,0
113,0,0.6485,0.120388888888889,0.132833333333333,0.0213333333333333,0.0436111111111111,0.00188888888888889,0.00511111111111111,0.00233333333333333,0.00461111111111111,0.00488888888888889,0.000111111111111111,0.00583333333333333,0.000333333333333333,0.000666666666666667,0,0.00172222222222222,0,0.000111111111111111,0.000944444444444444,0,0.000111111111111111,0.000388888888888889,0.00333333333333333,5.55555555555556e-05,0.000888888888888889,0,0
114,0.000111111111111111,0.673277777777778,0.118888888888889,0.112277777777778,0.0228333333333333,0.0368333333333333,0.00383333333333333,0.00577777777777778,0.00255555555555556,0.00338888888888889,0.000833333333333333,0.000111111111111111,0.00594444444444444,5e-04,0.000277777777777778,0,0.00677777777777778,0.000166666666666667,0.000388888888888889,0.000388888888888889,0,0.000277777777777778,0.000166666666666667,0.00288888888888889,0.000277777777777778,0.00116666666666667,0,0
115,0.000222222222222222,0.669222222222222,0.128611111111111,0.119277777777778,0.015,0.0221666666666667,0.00538888888888889,0.00766666666666667,0.00216666666666667,0.00266666666666667,0.00694444444444444,0.000888888888888889,0.00261111111111111,0.00277777777777778,5.55555555555556e-05,0,0.0117777777777778,0.000222222222222222,0.000166666666666667,5e-04,0,0.000111111111111111,0.000222222222222222,0.000888888888888889,0,0.000444444444444444,0,0
116,0.000222222222222222,0.662277777777778,0.140555555555556,0.127166666666667,0.0172777777777778,0.0121666666666667,0.00594444444444444,0.00605555555555556,0.00155555555555556,0.00327777777777778,0.00566666666666667,0.000777777777777778,0.00188888888888889,0.002,0.00211111111111111,5.55555555555556e-05,0.00733333333333333,5e-04,0.000111111111111111,0.000666666666666667,0,0.000222222222222222,0.000722222222222222,0.001,5.55555555555556e-05,0.000388888888888889,0,0
117,0.000111111111111111,0.657388888888889,0.1505,0.133666666666667,0.0196666666666667,0.0095,0.00433333333333333,0.00411111111111111,0.00111111111111111,0.00255555555555556,0.00433333333333333,0.000722222222222222,0.00188888888888889,0.000333333333333333,0.00466666666666667,5.55555555555556e-05,0,0.000777777777777778,0.000111111111111111,0.000666666666666667,0,0.000388888888888889,0.000666666666666667,0.00188888888888889,0.000111111111111111,0.000444444444444444,0,0
118,0,0.707111111111111,0.119777777777778,0.116888888888889,0.0116111111111111,0.00922222222222222,0.00233333333333333,0.00533333333333333,0.00144444444444444,0.00255555555555556,0.0187222222222222,0.000222222222222222,0.00105555555555556,0.000111111111111111,5.55555555555556e-05,0,0.000333333333333333,0,0,0.00127777777777778,0,0.000277777777777778,0.000277777777777778,0.00111111111111111,0,0.000277777777777778,0,0
119,5.55555555555556e-05,0.705,0.129611111111111,0.110666666666667,0.0145555555555556,0.0075,0.002,0.00416666666666667,0.00188888888888889,0.00305555555555556,0.0085,0.000833333333333333,0.00111111111111111,0.000166666666666667,0,0,0.000166666666666667,0.000111111111111111,0.000222222222222222,0.000555555555555556,0,0.00766666666666667,0.000166666666666667,0.00133333333333333,0,0.000666666666666667,0,0
120,0.000277777777777778,0.700777777777778,0.140222222222222,0.104055555555556,0.0177222222222222,0.00666666666666667,0.00172222222222222,0.00338888888888889,0.00227777777777778,0.00433333333333333,5e-04,0.00133333333333333,0.00116666666666667,0.000166666666666667,0,0,0,0.000111111111111111,0.000333333333333333,0.000444444444444444,0,0.0121666666666667,0.000111111111111111,0.00111111111111111,0,0.00111111111111111,0,0
121,0,0.666833333333333,0.159,0.1255,0.0178333333333333,0.00655555555555556,0.00244444444444444,0.00427777777777778,0.0015,0.00422222222222222,0.000111111111111111,0.00116666666666667,0.000888888888888889,0.000111111111111111,5.55555555555556e-05,0,5.55555555555556e-05,0,0.000222222222222222,0.000555555555555556,0,0.00622222222222222,0,0.00111111111111111,0,0.00133333333333333,0,0
122,0,0.636111111111111,0.167444444444444,0.125888888888889,0.0223888888888889,0.0103333333333333,0.00355555555555556,0.00577777777777778,0.00155555555555556,0.00622222222222222,0,0.000777777777777778,0.00183333333333333,0.000166666666666667,0.000333333333333333,0,0,0,0.001,0.000444444444444444,0,0.0109444444444444,0.000222222222222222,5e-04,0,0.0045,0,0
123,0,0.648833333333333,0.177555555555556,0.121166666666667,0.00816666666666667,0.0101666666666667,0.00477777777777778,0.00638888888888889,0.00133333333333333,0.00672222222222222,0.00333333333333333,0.000611111111111111,0.00194444444444444,0.000111111111111111,0,0,0,0,0.000833333333333333,0.000611111111111111,0,0.00522222222222222,0.000222222222222222,0.000777777777777778,0.000444444444444444,0.000777777777777778,0,0
124,0.000111111111111111,0.653166666666667,0.151833333333333,0.122611111111111,0.0181111111111111,0.0178333333333333,0.00227777777777778,0.0101111111111111,0.00133333333333333,0.00505555555555556,0.00233333333333333,0.00122222222222222,0.00266666666666667,0.000611111111111111,0.000388888888888889,0,5.55555555555556e-05,5.55555555555556e-05,0.000166666666666667,0.000777777777777778,0,0.00588888888888889,0.000111111111111111,0.00177777777777778,5.55555555555556e-05,0.00144444444444444,0,0
125,0.000111111111111111,0.616055555555556,0.170277777777778,0.152111111111111,0.0165,0.0155,0.00183333333333333,0.00488888888888889,0.000666666666666667,0.00316666666666667,0.0118888888888889,0.000666666666666667,0.00272222222222222,5.55555555555556e-05,0,0,0.000388888888888889,0,0,0.000833333333333333,0,0.0015,0,0.000666666666666667,0,0.000166666666666667,0,0
126,0.001,0.540888888888889,0.17,0.197388888888889,0.0111111111111111,0.0100555555555556,0.00566666666666667,0.00438888888888889,0.00116666666666667,0.00288888888888889,0.0496666666666667,0.000111111111111111,0.0015,0.000722222222222222,5.55555555555556e-05,0,0.000166666666666667,0.000111111111111111,0.000166666666666667,0.000333333333333333,0,0.000444444444444444,0.000166666666666667,0.00172222222222222,0.000166666666666667,5.55555555555556e-05,0,0
127,0.000166666666666667,0.700555555555556,0.111722222222222,0.117777777777778,0.027,0.00777777777777778,0.00266666666666667,0.00938888888888889,0.000777777777777778,0.0065,0.0120555555555556,0,0.00122222222222222,0,0,0,0,0,5.55555555555556e-05,0.000666666666666667,0,0.000111111111111111,0.000111111111111111,0.00116666666666667,0,0.000111111111111111,0,0
128,0.000666666666666667,0.396055555555556,0.120166666666667,0.118444444444444,0.0107777777777778,0.00622222222222222,0.00966666666666667,0.00622222222222222,0.001,0.00938888888888889,0,0,0.00127777777777778,0,0.216777777777778,0.00722222222222222,0,0.00877777777777778,0.0166111111111111,5e-04,0,0.000166666666666667,0.00244444444444444,0.0146111111111111,0.0328888888888889,0.019,0.00105555555555556,0
129,0,0.675,0.111166666666667,0.155277777777778,0.0244444444444444,0.00627777777777778,0.00205555555555556,0.00922222222222222,0.00205555555555556,0.00544444444444444,0.002,0,0.00111111111111111,0.000166666666666667,0.000722222222222222,0,0,0,0.000111111111111111,5e-04,0,0.00116666666666667,5.55555555555556e-05,0.00127777777777778,0.000333333333333333,0.00161111111111111,0,0
130,0.000166666666666667,0.394055555555556,0.189222222222222,0.197944444444444,0.0207777777777778,0.00388888888888889,0.0128333333333333,0.00661111111111111,0.00116666666666667,0.011,0,0,0.00111111111111111,0.000333333333333333,0.101111111111111,0.006,0,0.0055,0.00938888888888889,0.000722222222222222,0,5e-04,0.00383333333333333,0.0118888888888889,0.0155555555555556,0.00366666666666667,0.00227777777777778,0
131,0.000111111111111111,0.671666666666667,0.167888888888889,0.0987222222222222,0.0271666666666667,0.00477777777777778,0.00327777777777778,0.0114444444444444,0.00333333333333333,0.00455555555555556,0,0.000388888888888889,0.001,0,0.000111111111111111,0,0,0,0.000111111111111111,0.000944444444444444,0,0.00122222222222222,0.000166666666666667,0.00122222222222222,5.55555555555556e-05,0.00122222222222222,0,0
132,0.000333333333333333,0.699166666666667,0.134277777777778,0.120388888888889,0.0166666666666667,0.00394444444444444,0.00322222222222222,0.0085,0.00183333333333333,0.00533333333333333,0.000555555555555556,0.000666666666666667,0.00122222222222222,0.000166666666666667,0,0,0.000166666666666667,0,0,0.00127777777777778,0,0.000388888888888889,0.000277777777777778,0.00111111111111111,0,5e-04,0,0
133,0.000222222222222222,0.703555555555556,0.135055555555556,0.122944444444444,0.0151666666666667,0.00377777777777778,0.0025,0.00533333333333333,0.00161111111111111,0.00527777777777778,0.000444444444444444,0,0.000722222222222222,0,0,0,0,0,0,0.000444444444444444,0,0.00161111111111111,0.000222222222222222,0.000611111111111111,0,5e-04,0,0
134,0.000444444444444444,0.711444444444444,0.110555555555556,0.122444444444444,0.0214444444444444,0.00416666666666667,0.00183333333333333,0.00455555555555556,0.00305555555555556,0.00283333333333333,0.000222222222222222,0.000111111111111111,0.00133333333333333,0,0.000444444444444444,0,0,0.000222222222222222,0,0.000722222222222222,0,0.008,0.000111111111111111,0.000111111111111111,0,0.00594444444444444,0,0
135,5e-04,0.711833333333333,0.126611111111111,0.102055555555556,0.0156111111111111,0.00788888888888889,0.00316666666666667,0.00916666666666667,0.00111111111111111,0.00427777777777778,0.000555555555555556,5.55555555555556e-05,0.00188888888888889,5.55555555555556e-05,0.000333333333333333,5.55555555555556e-05,0,0.000222222222222222,0,0.000722222222222222,0,0.00927777777777778,0.000277777777777778,0.000388888888888889,0.000166666666666667,0.00377777777777778,0,0
136,0.000611111111111111,0.712444444444444,0.131388888888889,0.102666666666667,0.0148888888888889,0.00705555555555556,0.00327777777777778,0.00783333333333333,0.00111111111111111,0.00361111111111111,0.000944444444444444,0.000222222222222222,0.00122222222222222,0.000944444444444444,0.000388888888888889,5.55555555555556e-05,5.55555555555556e-05,0.000166666666666667,0,0.000666666666666667,0,0.00666666666666667,0.000166666666666667,0.000888888888888889,0.000166666666666667,0.00255555555555556,0,0
137,0.000666666666666667,0.6985,0.139,0.114222222222222,0.0152222222222222,0.00477777777777778,0.00361111111111111,0.00794444444444444,0.000888888888888889,0.00388888888888889,0.000944444444444444,0.000722222222222222,0.000444444444444444,0.00177777777777778,0.000555555555555556,0,0,0,0,0.000666666666666667,0,0.00266666666666667,0.000111111111111111,0.00161111111111111,0,0.00177777777777778,0,0
138,0.000444444444444444,0.655,0.132555555555556,0.135277777777778,0.0251666666666667,0.00555555555555556,0.00261111111111111,0.00805555555555556,0.0025,0.00361111111111111,0,0.000222222222222222,5e-04,0.000611111111111111,0.00333333333333333,5.55555555555556e-05,0,0.000777777777777778,0.000111111111111111,0.00161111111111111,0,0.00705555555555556,0,0.00105555555555556,0.000388888888888889,0.0115,0,0
139,0.000944444444444444,0.602555555555556,0.174,0.1655,0.0223333333333333,0.00694444444444444,0.00527777777777778,0.00394444444444444,0.00211111111111111,0.0045,0.00127777777777778,5.55555555555556e-05,0.00216666666666667,0.000333333333333333,0,0,0.000111111111111111,0.001,0.000111111111111111,0.00111111111111111,0,0.00383333333333333,5.55555555555556e-05,0.00133333333333333,5.55555555555556e-05,0.000444444444444444,0,0
140,0.000777777777777778,0.630333333333333,0.170333333333333,0.144666666666667,0.013,0.00794444444444444,0.0055,0.00477777777777778,0.00444444444444444,0.00627777777777778,0.000444444444444444,0.000111111111111111,0.00138888888888889,0.00122222222222222,0.000944444444444444,0,0,0.000555555555555556,5.55555555555556e-05,0.00111111111111111,0,0.0035,0.000277777777777778,0.00122222222222222,0.000166666666666667,0.000944444444444444,0,0
141,0.00166666666666667,0.6295,0.166833333333333,0.139777777777778,0.0188888888888889,0.0150555555555556,0.00255555555555556,0.00683333333333333,5e-04,0.00361111111111111,0.00522222222222222,0.000833333333333333,0.00255555555555556,5e-04,0,0,0.000111111111111111,0.000277777777777778,0.000277777777777778,0.000555555555555556,0,0.00188888888888889,0.000166666666666667,0.00166666666666667,0,0.000666666666666667,0,0
142,0.000722222222222222,0.640777777777778,0.153388888888889,0.146666666666667,0.0141666666666667,0.01,0.00338888888888889,0.0075,0.00227777777777778,0.00611111111111111,0,0.000166666666666667,0.00305555555555556,0,0.000166666666666667,0,0,0.000388888888888889,0.000444444444444444,0.00122222222222222,0,0.00722222222222222,0.000333333333333333,0.001,0.000111111111111111,0.000888888888888889,0,0
143,5e-04,0.597444444444444,0.217611111111111,0.1275,0.0138333333333333,0.00927777777777778,0.00311111111111111,0.00911111111111111,0.00261111111111111,0.00433333333333333,0,0.000166666666666667,0.0015,0.000111111111111111,0.00183333333333333,0,0,0.000333333333333333,0.000555555555555556,0.00111111111111111,0,0.00555555555555556,0.000388888888888889,0.00105555555555556,0.000166666666666667,0.00188888888888889,0,0
144,0.000611111111111111,0.636611111111111,0.176,0.131666666666667,0.0161666666666667,0.0109444444444444,0.00383333333333333,0.00705555555555556,0.00188888888888889,0.00466666666666667,0.000111111111111111,0.000388888888888889,0.00211111111111111,0,0.000277777777777778,0,0,0.000222222222222222,0.000111111111111111,0.00111111111111111,0,0.00505555555555556,0.000111111111111111,5e-04,5.55555555555556e-05,5e-04,0,0
145,0.00122222222222222,0.605722222222222,0.155333333333333,0.163666666666667,0.0180555555555556,0.0188888888888889,0.00316666666666667,0.00811111111111111,0.00277777777777778,0.00472222222222222,0.000611111111111111,0.001,0.00344444444444444,0.000166666666666667,0,5.55555555555556e-05,0,0.000166666666666667,0.000111111111111111,0.00144444444444444,0,0.00877777777777778,0.000222222222222222,0.00116666666666667,0,0.00116666666666667,0,0
146,0.000722222222222222,0.724111111111111,0.0938333333333333,0.110111111111111,0.0182777777777778,0.0226666666666667,0.00105555555555556,0.0114444444444444,0.00111111111111111,0.005,0.000111111111111111,0.000944444444444444,0.00361111111111111,0.000222222222222222,0,0,0,0.000111111111111111,0.000166666666666667,0.001,0,0.00383333333333333,0.000277777777777778,0.000833333333333333,0,0.000444444444444444,0,0
147,0.000222222222222222,0.643666666666667,0.111444444444444,0.188277777777778,0.0161666666666667,0.0131111111111111,0.0035,0.0101666666666667,0.00172222222222222,0.00544444444444444,0,0.001,0.00183333333333333,0.000333333333333333,0,0,0,0,0.000111111111111111,0.000888888888888889,0,0.000888888888888889,0.000111111111111111,0.000722222222222222,0,0.000388888888888889,0,0
148,0.000222222222222222,0.571722222222222,0.149277777777778,0.165,0.0125555555555556,0.00855555555555556,0.0114444444444444,0.0106666666666667,0.00111111111111111,0.0125,0.000888888888888889,0.00188888888888889,0.00227777777777778,5e-04,0.0265555555555556,0.000444444444444444,0.000555555555555556,0.00716666666666667,0.00122222222222222,0.00133333333333333,0,0.00127777777777778,0.00155555555555556,0.00316666666666667,0.00294444444444444,0.00461111111111111,0.000166666666666667,0.000333333333333333
149,5.55555555555556e-05,0.561833333333333,0.190666666666667,0.189277777777778,0.0175,0.00772222222222222,0.00288888888888889,0.00961111111111111,0.00355555555555556,0.00544444444444444,0.00366666666666667,0.000166666666666667,0.00161111111111111,0.000166666666666667,0,0,0.000111111111111111,0.000277777777777778,0,0.00161111111111111,0,0.000777777777777778,5e-04,0.002,0.000111111111111111,0.000444444444444444,0,0
150,0.000166666666666667,0.616722222222222,0.195,0.131833333333333,0.0168888888888889,0.0085,0.00361111111111111,0.0112777777777778,0.00138888888888889,0.00555555555555556,0.00305555555555556,5e-04,0.00172222222222222,0.000833333333333333,0,0,0.000111111111111111,0.000111111111111111,0.000111111111111111,0.00105555555555556,0,0.000388888888888889,0.000111111111111111,0.000888888888888889,0,0.000166666666666667,0,0
151,0.000388888888888889,0.396833333333333,0.202,0.154777777777778,0.00877777777777778,0.00522222222222222,0.00972222222222222,0.00922222222222222,0.00133333333333333,0.0114444444444444,0,0.000166666666666667,0.00138888888888889,0.000722222222222222,0.119111111111111,0.00744444444444444,0,0.0112777777777778,0.00938888888888889,0.0015,0,0.000333333333333333,0.00783333333333333,0.0135555555555556,0.0171111111111111,0.00616666666666667,0.00255555555555556,0.00161111111111111
152,0.00155555555555556,0.559722222222222,0.176666666666667,0.126333333333333,0.0166666666666667,0.00588888888888889,0.00722222222222222,0.0123888888888889,0.0015,0.00788888888888889,0,0.000666666666666667,0.00138888888888889,0.00127777777777778,0.0343888888888889,0.00172222222222222,0,0.00472222222222222,5e-04,0.00227777777777778,0,0.0065,0.000888888888888889,0.00194444444444444,0.00572222222222222,0.0200555555555556,0.000833333333333333,0.00116666666666667
153,0.000833333333333333,0.601,0.170888888888889,0.171166666666667,0.0135,0.005,0.00616666666666667,0.0121111111111111,0.00144444444444444,0.0065,0.000111111111111111,0.000666666666666667,0.00288888888888889,0.000833333333333333,0.00227777777777778,0,0,0.000722222222222222,0.000444444444444444,0.00111111111111111,0,0.000277777777777778,0.000444444444444444,5e-04,0.000222222222222222,0.000611111111111111,0,0.000222222222222222
154,0.00122222222222222,0.362388888888889,0.121055555555556,0.249833333333333,0.00633333333333333,0.00233333333333333,0.0103333333333333,0.004,0.00105555555555556,0.00511111111111111,0.000166666666666667,5e-04,0.000277777777777778,0,0.143666666666667,0.0287777777777778,0,0.0133333333333333,0.00944444444444444,0.00105555555555556,0,0.000222222222222222,0.00422222222222222,0.0208333333333333,0.00283333333333333,0.00572222222222222,0.00116666666666667,0.00411111111111111
155,0.00122222222222222,0.427166666666667,0.122444444444444,0.234722222222222,0.009,0.00316666666666667,0.00933333333333333,0.00544444444444444,0.001,0.00455555555555556,0.000611111111111111,0.000555555555555556,0.000388888888888889,0.000111111111111111,0.111111111111111,0.0213333333333333,0.000388888888888889,0.00938888888888889,0.00722222222222222,0.000777777777777778,0,5e-04,0.00305555555555556,0.0157777777777778,0.0025,0.00433333333333333,0.000722222222222222,0.003
156,0.000888888888888889,0.565944444444444,0.132666666666667,0.194888888888889,0.0136666666666667,0.00466666666666667,0.005,0.00811111111111111,0.000833333333333333,0.00383333333333333,0.0015,0.000777777777777778,0.000555555555555556,0.000388888888888889,0.0381666666666667,0.00733333333333333,0.00111111111111111,0.00327777777777778,0.00261111111111111,0.00105555555555556,0,0.000833333333333333,0.00127777777777778,0.006,0.000611111111111111,0.002,0.000388888888888889,0.00105555555555556
157,0.001,0.643666666666667,0.135833333333333,0.171055555555556,0.0152222222222222,0.00572222222222222,0.00244444444444444,0.00888888888888889,0.000777777777777778,0.00283333333333333,0.00211111111111111,0.00138888888888889,0.00133333333333333,0.000555555555555556,0,0.000111111111111111,0.00161111111111111,0.000111111111111111,0.000111111111111111,0.00116666666666667,0,0.00105555555555556,0.000388888888888889,0.000833333333333333,0,0.000833333333333333,0,0
158,0.001,0.632222222222222,0.135611111111111,0.181277777777778,0.00805555555555556,0.0095,0.00305555555555556,0.00805555555555556,0.00144444444444444,0.00472222222222222,0.001,0.00294444444444444,0.00272222222222222,0.000388888888888889,0.000444444444444444,5.55555555555556e-05,0.000388888888888889,0.000277777777777778,0.000111111111111111,0.00255555555555556,0,0.00155555555555556,0.000388888888888889,0.00122222222222222,0.000111111111111111,0.000833333333333333,0,0
159,0.00144444444444444,0.514611111111111,0.221555555555556,0.201833333333333,0.0126666666666667,0.00827777777777778,0.00672222222222222,0.00677777777777778,0.00133333333333333,0.00655555555555556,0.00455555555555555,0.00166666666666667,0.00205555555555556,0.000388888888888889,0.00144444444444444,0,0.000388888888888889,0.000944444444444444,0.000777777777777778,0.00144444444444444,0,0.00116666666666667,0.000222222222222222,0.00127777777777778,0,0.00172222222222222,0,0
160,0.000222222222222222,0.620444444444444,0.165,0.173833333333333,0.00855555555555556,0.00555555555555556,0.00316666666666667,0.00461111111111111,5e-04,0.00383333333333333,0.00877777777777778,0.00155555555555556,0.000666666666666667,0.000388888888888889,0.000111111111111111,0,0.000111111111111111,0.000111111111111111,0.000277777777777778,0.000888888888888889,0,0,0,0.00127777777777778,0,0.000111111111111111,0,0
161,0,0.677444444444444,0.140555555555556,0.120555555555556,0.00772222222222222,0.0137777777777778,0.00438888888888889,0.0121666666666667,5e-04,0.00227777777777778,0.00827777777777778,0.000222222222222222,0.0025,0.000777777777777778,0.00427777777777778,0.000111111111111111,0.000111111111111111,0.000777777777777778,0.000166666666666667,0.000722222222222222,0,5.55555555555556e-05,0.000222222222222222,0.0015,0.000833333333333333,5.55555555555556e-05,0,0
162,0.000611111111111111,0.653611111111111,0.154166666666667,0.1305,0.0100555555555556,0.0119444444444444,0.00583333333333333,0.0121666666666667,0.000722222222222222,0.00394444444444444,0.00611111111111111,0.000277777777777778,0.00216666666666667,0.000833333333333333,0.00277777777777778,0,0,0.000666666666666667,0.000333333333333333,0.000888888888888889,0,0.000111111111111111,0.000222222222222222,0.0015,0.000555555555555556,0,0,0
163,0.00227777777777778,0.610888888888889,0.185111111111111,0.145,0.0123888888888889,0.0085,0.00583333333333333,0.0119444444444444,0.001,0.00672222222222222,0.00216666666666667,0.000666666666666667,0.00122222222222222,0.000666666666666667,0.000722222222222222,0,0,0.000277777777777778,0.000333333333333333,0.00127777777777778,0,0.000222222222222222,0.000833333333333333,0.00127777777777778,0.000222222222222222,0.000388888888888889,0,0
164,0.00338888888888889,0.581166666666667,0.206722222222222,0.152944444444444,0.0142777777777778,0.00638888888888889,0.00672222222222222,0.00983333333333333,0.000833333333333333,0.00822222222222222,0.000333333333333333,0.000777777777777778,0.000944444444444444,0.001,0.000166666666666667,0,0,0,5e-04,0.00188888888888889,0,0.000611111111111111,0.00105555555555556,0.00138888888888889,0,0.000722222222222222,0,0
165,0.00116666666666667,0.535666666666667,0.126055555555556,0.0991666666666667,0.00927777777777778,0.00305555555555556,0.00511111111111111,0.00661111111111111,0.000444444444444444,0.00388888888888889,5.55555555555556e-05,0.000388888888888889,0.000444444444444444,0.000444444444444444,0.0994444444444444,0.00166666666666667,0,0.0178888888888889,0.00377777777777778,0.00105555555555556,0,0.000888888888888889,0.00244444444444444,0.00677777777777778,0.00355555555555556,0.068,0.000333333333333333,0.00227777777777778
166,0.000166666666666667,0.499666666666667,0.0446666666666667,0.0498888888888889,0.00555555555555556,0.00144444444444444,0.00216666666666667,0.00372222222222222,5.55555555555556e-05,5e-04,0,0.000333333333333333,0.000277777777777778,0,0.195333333333333,0.00322222222222222,0,0.0351666666666667,0.00694444444444444,0.000333333333333333,0,0.000944444444444444,0.00372222222222222,0.0108333333333333,0.00588888888888889,0.123888888888889,0.000666666666666667,0.0045
167,0.0015,0.706611111111111,0.131,0.119722222222222,0.0106666666666667,0.00477777777777778,0.00311111111111111,0.00544444444444444,0.000555555555555556,0.00255555555555556,0.00577777777777778,0.000277777777777778,0.00105555555555556,0.00111111111111111,0.000333333333333333,0,5.55555555555556e-05,0.000722222222222222,5.55555555555556e-05,0.000833333333333333,0,0.000111111111111111,0,0.00166666666666667,0.000166666666666667,0.00177777777777778,0,0
168,0.000833333333333333,0.719,0.139722222222222,0.102111111111111,0.0109444444444444,0.00572222222222222,0.003,0.00594444444444444,0.00105555555555556,0.00233333333333333,0.00333333333333333,0.000722222222222222,0.00116666666666667,0.000666666666666667,5.55555555555556e-05,0,0.000111111111111111,0.000444444444444444,0,0.000722222222222222,0,0.000111111111111111,5.55555555555556e-05,0.00111111111111111,0,0.000777777777777778,0,0
169,0.000555555555555556,0.713944444444444,0.156777777777778,0.0888888888888889,0.0118333333333333,0.0065,0.00338888888888889,0.00672222222222222,0.00105555555555556,0.00305555555555556,0.000333333333333333,0.00244444444444444,0.00177777777777778,0.000277777777777778,0,0,0,0.000555555555555556,0,0.000333333333333333,0,5.55555555555556e-05,0.000166666666666667,0.000166666666666667,0,0.001,0,0
170,0.000833333333333333,0.602055555555556,0.159277777777778,0.140611111111111,0.00944444444444444,0.00916666666666667,0.00527777777777778,0.00927777777777778,0.000777777777777778,0.00427777777777778,0.0291111111111111,0.0196111111111111,0.0015,0.000222222222222222,0.00133333333333333,0.000111111111111111,0.00172222222222222,0.00127777777777778,0.000777777777777778,0.000666666666666667,0,0,0.000444444444444444,0.00172222222222222,0.000222222222222222,0.000277777777777778,0,0
171,0.000111111111111111,0.664555555555556,0.147666666666667,0.132277777777778,0.0121111111111111,0.0119444444444444,0.00227777777777778,0.0105555555555556,0.00183333333333333,0.00272222222222222,0.00222222222222222,0.00422222222222222,0.00261111111111111,0,0.000555555555555556,0,0,0.000388888888888889,0.000111111111111111,0.000777777777777778,0,0.000111111111111111,0.000222222222222222,0.000666666666666667,0.000166666666666667,0.00188888888888889,0,0
172,0.000833333333333333,0.522777777777778,0.199222222222222,0.2075,0.0121666666666667,0.00855555555555556,0.00872222222222222,0.00877777777777778,0.000833333333333333,0.00366666666666667,0.00322222222222222,0.00122222222222222,0.00127777777777778,0,0.0117777777777778,0.000611111111111111,0.000111111111111111,0.00222222222222222,5e-04,0.00111111111111111,0,0.000111111111111111,0.000333333333333333,0.00127777777777778,0.000555555555555556,0.00244444444444444,0.000111111111111111,0
173,0.000277777777777778,0.510722222222222,0.0587777777777778,0.0382777777777778,0.00638888888888889,0.00183333333333333,0.00216666666666667,0.00516666666666667,0,0.00233333333333333,0,0.000111111111111111,0.000611111111111111,0,0.195555555555556,0.0123333333333333,0,0.0186666666666667,0.00538888888888889,0.00111111111111111,0,0.00255555555555556,0.00227777777777778,0.0287222222222222,0.0045,0.0897777777777778,0.0101111111111111,0.000944444444444444
174,0.000444444444444444,0.468833333333333,0.0479444444444444,0.0434444444444444,0.00438888888888889,0.000611111111111111,0.00272222222222222,0.004,0.000111111111111111,0.00122222222222222,0.000111111111111111,0.000111111111111111,0.000333333333333333,0,0.253777777777778,0.0221111111111111,0,0.0280555555555556,0.0148333333333333,0.000611111111111111,0,0.00222222222222222,0.00466666666666667,0.0294444444444444,0.00627777777777778,0.0448333333333333,0.0160555555555556,0.00205555555555556
175,0.000222222222222222,0.580888888888889,0.142388888888889,0.234944444444444,0.0146111111111111,0.00455555555555556,0.00283333333333333,0.00655555555555556,0.00316666666666667,0.00294444444444444,0.00205555555555556,0.000166666666666667,0.00116666666666667,0.000111111111111111,0,0,0,0,0,0.000833333333333333,0,0,0.000166666666666667,0.00111111111111111,0.000166666666666667,0.00111111111111111,0,0
176,0.000777777777777778,0.373833333333333,0.130555555555556,0.166722222222222,0.00705555555555556,0.00344444444444444,0.00511111111111111,0.00472222222222222,0.00177777777777778,0.00977777777777778,0.00372222222222222,0.000611111111111111,0.000666666666666667,0.000166666666666667,0.166,0.0142777777777778,0,0.0121666666666667,0.0291111111111111,0.00155555555555556,0,0.000277777777777778,0.00566666666666667,0.0197777777777778,0.0228333333333333,0.0132222222222222,0.005,0.00116666666666667
177,0.00388888888888889,0.485888888888889,0.0975555555555556,0.07,0.00722222222222222,0.0015,0.00572222222222222,0.0112222222222222,0.000111111111111111,0.00394444444444444,0.00116666666666667,0,0.000277777777777778,0,0.0755555555555556,0.00422222222222222,0,0.0110555555555556,0.0132777777777778,0.000888888888888889,0,0.000166666666666667,0.00266666666666667,0.0106111111111111,0.0169444444444444,0.0948888888888889,0.0025,0.0787222222222222
