"Time","Pasteurellaceae","Streptococcaceae","Veillonellaceae","Bacteroidaceae","Ruminococcaceae","Muribaculaceae","Lachnospiraceae","Acidaminococcaceae","Burkholderiaceae_A_595427","Coprobacillaceae","Desulfovibrionaceae","Oscillospiraceae_88309","UBA1381","Butyricicoccaceae","Gammaproteobacteria_Class","Turicibacteraceae","Peptostreptococcaceae_256921","Erysipelotrichaceae","Acutalibacteraceae","Fusobacteriaceae_993521","Peptoniphilaceae","Clostridiaceae_222000","CAG-74","Akkermansiaceae","Anaerotignaceae","Dialisteraceae","Bacteria_Kingdom","Porphyromonadaceae","Massilibacillaceae","Rikenellaceae","Eggerthellaceae","Oscillospirales_Order"
59,0,0.000444444444444444,5.55555555555556e-05,0.615944444444444,0.0654444444444444,0.000277777777777778,0.156333333333333,0.0432777777777778,0.0204444444444444,0.00533333333333333,0.00638888888888889,0.0194444444444444,0.006,0.000944444444444444,0.00316666666666667,0.000111111111111111,0.000166666666666667,0.00194444444444444,0.00316666666666667,0.00105555555555556,0.000222222222222222,0.000111111111111111,0,0.0242777777777778,0.00888888888888889,0.000111111111111111,0.0111111111111111,0.000833333333333333,0.000833333333333333,0.00122222222222222,0.000166666666666667,0.00161111111111111
60,5.60663825969948e-05,0.000392464678178964,5.60663825969948e-05,0.625756896165059,0.0524220677281902,0.000224265530387979,0.164106301861404,0.0418255214173582,0.0293787844808253,0.00476564252074456,0.0065597667638484,0.0167638483965015,0.00398071316438663,0.000840995738954923,0.00532630634671451,0.000280331912984974,0.00252298721686477,0.00123346041713389,0.00269118636465575,0.000728862973760933,0.00011213276519399,0.000560663825969948,0,0.0196793002915452,0.00695223144202736,5.60663825969948e-05,0.00880242206772819,0.000672796591163938,0.000616730208566943,0.000953128504148912,0.000168199147790985,0.0011213276519399
61,0.000223239200803661,0.000390668601406407,0.000167429400602746,0.616140194218105,0.0386203817390334,0.000167429400602746,0.192488000892957,0.0381739033374261,0.0455407969639469,0.00407411541466682,0.006585556423708,0.0122223462440004,0.00161848420582654,0.000781337202812814,0.00932023663355285,0.000558098002009153,0.00714365442571716,0.000613907802210068,0.00228820180823753,0.000390668601406407,5.58098002009153e-05,0.00156267440562563,0,0.0108271012389776,0.00368344681326041,0,0.00429735461547048,0.000558098002009153,0.000167429400602746,0.000502288201808237,0.000167429400602746,0.000390668601406407
62,0.000333333333333333,0.000444444444444444,0.000277777777777778,0.6065,0.0317222222222222,0.000166666666666667,0.209944444444444,0.0362222222222222,0.0540555555555556,0.00377777777777778,0.00683333333333333,0.0103333333333333,0.000611111111111111,0.000777777777777778,0.0114444444444444,0.000777777777777778,0.00961111111111111,0.000388888888888889,0.002,0.000277777777777778,0.000111111111111111,0.00216666666666667,0,0.00605555555555556,0.002,0,0.00194444444444444,5e-04,0,0.000277777777777778,0.000166666666666667,0
63,0.000277777777777778,0.000333333333333333,0.000166666666666667,0.6045,0.0367222222222222,0.000111111111111111,0.206944444444444,0.0371666666666667,0.0512222222222222,0.004,0.00733333333333333,0.0107777777777778,0.00116666666666667,0.001,0.011,0.000611111111111111,0.00938888888888889,0.000388888888888889,0.00188888888888889,0.000333333333333333,0,0.00188888888888889,0,0.00716666666666667,0.00233333333333333,0,0.002,5e-04,0,0.000333333333333333,0.000111111111111111,0
64,0.000222222222222222,0.000333333333333333,0.000222222222222222,0.603277777777778,0.0416111111111111,0.000222222222222222,0.203666666666667,0.0380555555555556,0.048,0.00405555555555556,0.00694444444444444,0.0104444444444444,0.00211111111111111,0.00105555555555556,0.0101666666666667,0.000611111111111111,0.0085,0.000444444444444444,0.002,0.000388888888888889,5.55555555555556e-05,0.00155555555555556,0,0.00955555555555555,0.00294444444444444,0,0.00205555555555556,0.000333333333333333,0.000111111111111111,0.000333333333333333,0,0
65,0.000222222222222222,0.000166666666666667,0.000222222222222222,0.603111111111111,0.0451666666666667,0.000277777777777778,0.198,0.0375,0.0461111111111111,0.00411111111111111,0.00633333333333333,0.0113888888888889,0.00433333333333333,0.00127777777777778,0.00927777777777778,0.000333333333333333,0.00672222222222222,0.000444444444444444,0.002,0.000444444444444444,0.000111111111111111,0.00122222222222222,0,0.0129444444444444,0.00311111111111111,0,0.00272222222222222,0.000277777777777778,0.000166666666666667,0.000444444444444444,0.000111111111111111,0
66,0.000166666666666667,0.000166666666666667,0.000166666666666667,0.604055555555556,0.0495,0.000388888888888889,0.192222222222222,0.0372777777777778,0.0405555555555556,0.0045,0.006,0.0111666666666667,0.00611111111111111,0.00122222222222222,0.00861111111111111,0.000388888888888889,0.00538888888888889,5e-04,0.00211111111111111,0.000555555555555556,0.000111111111111111,0.00116666666666667,0,0.0176666666666667,0.0035,0,0.00322222222222222,0.000333333333333333,0.000388888888888889,0.000444444444444444,5.55555555555556e-05,0
67,0.000111111111111111,0.000166666666666667,0,0.613222222222222,0.0494444444444444,5e-04,0.185,0.0365555555555556,0.0348888888888889,0.0045,0.00527777777777778,0.011,0.00811111111111111,0.00116666666666667,0.00838888888888889,0.000277777777777778,0.00388888888888889,0.000388888888888889,0.00216666666666667,0.000444444444444444,0.000111111111111111,0.000722222222222222,0,0.0217777777777778,0.00411111111111111,0,0.00383333333333333,0.000277777777777778,0.000444444444444444,0.000444444444444444,5.55555555555556e-05,0
68,5.55555555555556e-05,0.000166666666666667,0.000166666666666667,0.617722222222222,0.0528888888888889,0.000611111111111111,0.176611111111111,0.0371111111111111,0.0307222222222222,0.00422222222222222,0.00472222222222222,0.0115,0.00955555555555555,0.00138888888888889,0.0065,0.000166666666666667,0.00305555555555556,0.000611111111111111,0.00194444444444444,5e-04,0.000166666666666667,5e-04,0,0.0265,0.004,0,0.00433333333333333,0.000277777777777778,0.000722222222222222,5e-04,0,0
69,0,0.000111111111111111,5.55555555555556e-05,0.622055555555556,0.0535555555555556,0.000444444444444444,0.168888888888889,0.0370555555555556,0.0281666666666667,0.00516666666666667,0.00427777777777778,0.0126111111111111,0.0117777777777778,0.00155555555555556,0.00566666666666667,5.55555555555556e-05,0.00183333333333333,0.000555555555555556,0.00194444444444444,0.000444444444444444,0.000222222222222222,0.000111111111111111,0,0.0292777777777778,0.00444444444444444,5.55555555555556e-05,0.00411111111111111,0.000222222222222222,0.000722222222222222,0.000666666666666667,0,0
70,0,5.55555555555556e-05,0.000166666666666667,0.630333333333333,0.0538333333333333,0.000555555555555556,0.1625,0.0371666666666667,0.0237222222222222,0.00488888888888889,0.004,0.0122222222222222,0.0121111111111111,0.00116666666666667,0.00494444444444444,0,0.00138888888888889,0.000777777777777778,0.002,0.000555555555555556,0.000111111111111111,5.55555555555556e-05,0,0.0321666666666667,0.00461111111111111,5.55555555555556e-05,0.005,0.000166666666666667,0.000722222222222222,0.000555555555555556,0,0
71,0,5.55555555555556e-05,0.000222222222222222,0.633111111111111,0.0547777777777778,0.000611111111111111,0.156222222222222,0.0383888888888889,0.0219444444444444,0.005,0.00466666666666667,0.0124444444444444,0.0135,0.0015,0.00316666666666667,0,0.00127777777777778,0.000888888888888889,0.00222222222222222,0.000611111111111111,0.000166666666666667,0,0,0.0341666666666667,0.00416666666666667,0.000111111111111111,0.00455555555555556,0.000222222222222222,0.000888888888888889,0.000611111111111111,0,0
72,0.00216666666666667,5e-04,0,0.764777777777778,0.0362222222222222,5.55555555555556e-05,0.0857777777777778,0.0443888888888889,0.0207222222222222,0.00161111111111111,0.00461111111111111,0.0116111111111111,0.000444444444444444,0.000388888888888889,0.00161111111111111,0.00105555555555556,0.00272222222222222,0.00122222222222222,0.000666666666666667,0.000111111111111111,0.000888888888888889,0.000444444444444444,0,0.0110555555555556,0.00272222222222222,5e-04,0.00133333333333333,0.00172222222222222,0.000333333333333333,0,0,0
73,0.00177777777777778,0.000277777777777778,0,0.764888888888889,0.0396111111111111,0,0.0811666666666667,0.0446666666666667,0.0197777777777778,0.00133333333333333,0.00522222222222222,0.013,0.000555555555555556,0.000333333333333333,0.00155555555555556,0.001,0.00272222222222222,0.00111111111111111,0.000777777777777778,0,0.000722222222222222,5e-04,0,0.0123333333333333,0.00238888888888889,0.000277777777777778,0.00144444444444444,0.00188888888888889,0.000277777777777778,0,0,0
74,0.00177777777777778,0.000333333333333333,0,0.758388888888889,0.0421666666666667,0.000111111111111111,0.0795555555555556,0.0442222222222222,0.0198333333333333,0.0015,0.00661111111111111,0.0138333333333333,0.000444444444444444,0.000333333333333333,0.00161111111111111,0.00105555555555556,0.00244444444444444,0.000888888888888889,0.001,5.55555555555556e-05,0.000722222222222222,0.000444444444444444,0,0.0165,0.00238888888888889,0.000277777777777778,0.00127777777777778,0.0015,0.000222222222222222,0.000111111111111111,0,0
75,0.00144444444444444,0.000333333333333333,0,0.749222222222222,0.0440555555555556,0.000222222222222222,0.0803888888888889,0.0442777777777778,0.0183888888888889,0.00144444444444444,0.00761111111111111,0.0157222222222222,0.000611111111111111,0.000388888888888889,0.00177777777777778,0.000944444444444444,0.00255555555555556,0.00111111111111111,0.00155555555555556,0,0.000555555555555556,5e-04,0,0.0198888888888889,0.00283333333333333,0.000222222222222222,0.00183333333333333,0.00133333333333333,0.000166666666666667,0.000222222222222222,0,0
76,0.00133333333333333,0.000333333333333333,0,0.735111111111111,0.0479444444444444,0.000222222222222222,0.0786111111111111,0.0451666666666667,0.0177222222222222,0.00144444444444444,0.00983333333333333,0.0172222222222222,0.000555555555555556,5e-04,0.00155555555555556,0.000833333333333333,0.00216666666666667,0.000944444444444444,0.00216666666666667,0,0.000388888888888889,0.000722222222222222,0,0.0279444444444444,0.00277777777777778,0.000166666666666667,0.00244444444444444,0.00116666666666667,0.000222222222222222,0.000333333333333333,0,0
77,0.001,0.000222222222222222,0,0.719611111111111,0.0510555555555556,0.000444444444444444,0.0797222222222222,0.0437777777777778,0.0157777777777778,0.00155555555555556,0.0124444444444444,0.0195555555555556,0.000777777777777778,0.000555555555555556,0.00166666666666667,0.000833333333333333,0.00238888888888889,0.000944444444444444,0.003,0,0.000388888888888889,0.000777777777777778,0,0.0352222222222222,0.00311111111111111,5.55555555555556e-05,0.00327777777777778,0.00105555555555556,0.000111111111111111,0.000444444444444444,5.55555555555556e-05,0
78,0.000888888888888889,0.000333333333333333,0,0.706944444444444,0.0541666666666667,0.000611111111111111,0.0783888888888889,0.0437222222222222,0.0147777777777778,0.00122222222222222,0.0147222222222222,0.0214444444444444,0.000722222222222222,0.000611111111111111,0.00166666666666667,0.000722222222222222,0.002,0.000777777777777778,0.00361111111111111,0,0.000166666666666667,0.000833333333333333,0,0.0424444444444444,0.00316666666666667,0.000111111111111111,0.00433333333333333,0.000611111111111111,0.000166666666666667,0.000611111111111111,0.000111111111111111,0
79,0.000611111111111111,0.000222222222222222,0,0.693666666666667,0.0561666666666667,0.000666666666666667,0.0818888888888889,0.0412222222222222,0.0129444444444444,0.00133333333333333,0.0167777777777778,0.0231111111111111,0.000888888888888889,0.000722222222222222,0.00172222222222222,0.000611111111111111,0.00188888888888889,0.000666666666666667,0.00455555555555556,0,0,0.000888888888888889,0,0.0485555555555556,0.0035,0,0.00594444444444444,0.000444444444444444,0.000166666666666667,0.000777777777777778,0,0
80,0.000388888888888889,0.000222222222222222,0,0.683166666666667,0.0596111111111111,0.000777777777777778,0.0805,0.0407222222222222,0.011,0.0015,0.0185,0.0243888888888889,0.000833333333333333,0.000777777777777778,0.0015,0.000444444444444444,0.00166666666666667,0.000555555555555556,0.00488888888888889,0,0,0.000944444444444444,0,0.0545,0.00383333333333333,0,0.00788888888888889,0.000222222222222222,0.000166666666666667,0.000833333333333333,0.000166666666666667,0
81,0.000166666666666667,0.000277777777777778,0,0.6745,0.0624444444444444,0.000722222222222222,0.0834444444444444,0.0380555555555556,0.00833333333333333,0.00155555555555556,0.0195,0.0255555555555556,0.000944444444444444,0.000888888888888889,0.00166666666666667,0.000333333333333333,0.00188888888888889,0.000555555555555556,0.00533333333333333,0,0,0.001,0,0.0566111111111111,0.00411111111111111,0,0.0106666666666667,0.000111111111111111,0.000166666666666667,0.000888888888888889,0.000277777777777778,0
82,0,0.000277777777777778,0,0.581,0.0439444444444444,0.000388888888888889,0.116833333333333,0.0235555555555556,0.00233333333333333,0.00216666666666667,0.0208333333333333,0.0109444444444444,0.000611111111111111,0.00133333333333333,0.000111111111111111,0,0.000888888888888889,0.00205555555555556,0.00172222222222222,0.00166666666666667,0.000222222222222222,0,0,0.0307222222222222,0.00566666666666667,0.000222222222222222,0.117277777777778,0.000111111111111111,0.000222222222222222,0,0.00111111111111111,0.000222222222222222
83,0.000722222222222222,0.00111111111111111,0.000277777777777778,0.729666666666667,0.0781111111111111,0.000333333333333333,0.104555555555556,0.0426666666666667,0.00994444444444444,0.00255555555555556,0.00333333333333333,0.00844444444444444,0.00327777777777778,0.000722222222222222,0.00216666666666667,5.55555555555556e-05,0.000833333333333333,0.000555555555555556,0.000388888888888889,0,0.000166666666666667,0,0,0.00777777777777778,0.000777777777777778,0,0.001,5.55555555555556e-05,0.000111111111111111,0.000388888888888889,0,0
84,0.00522222222222222,0.001,0.00127777777777778,0.709777777777778,0.0973333333333333,0.000111111111111111,0.107555555555556,0.0184444444444444,0.0223888888888889,0.00444444444444444,0.00133333333333333,0.00977777777777778,0.00238888888888889,0.000444444444444444,0.00361111111111111,0.000222222222222222,0.00105555555555556,0.000722222222222222,0.000166666666666667,0,0,0,0,0.000333333333333333,0.00211111111111111,0,0.00961111111111111,0,0.000277777777777778,0.000166666666666667,0.000222222222222222,0
85,0.000333333333333333,0.00183333333333333,0,0.658333333333333,0.0768888888888889,0.000111111111111111,0.109944444444444,0.0599444444444444,0.0263333333333333,0.00188888888888889,0.00361111111111111,0.0172222222222222,0.00194444444444444,0.00233333333333333,0.00383333333333333,0.000111111111111111,0.00605555555555556,0.000888888888888889,0.000611111111111111,0,0,0.000111111111111111,0,0.0212777777777778,0.00361111111111111,0,0.000777777777777778,0,0.000666666666666667,0.00111111111111111,0.000111111111111111,0
86,0.000111111111111111,0.00161111111111111,0,0.666611111111111,0.0718333333333333,0.000111111111111111,0.108,0.0577222222222222,0.0262777777777778,0.00177777777777778,0.00433333333333333,0.0168333333333333,0.00205555555555556,0.003,0.004,0.000166666666666667,0.00577777777777778,0.000833333333333333,0.000777777777777778,0,0,0.000166666666666667,0,0.021,0.00438888888888889,0,0.000611111111111111,0,0.000666666666666667,0.00116666666666667,0.000111111111111111,0
87,5.55555555555556e-05,0.00111111111111111,0,0.682222222222222,0.0633888888888889,0.000111111111111111,0.108111111111111,0.0535555555555556,0.025,0.00183333333333333,0.00466666666666667,0.0163888888888889,0.00333333333333333,0.00288888888888889,0.00416666666666667,0.000388888888888889,0.00455555555555556,0.000611111111111111,0.00122222222222222,0,0,0.000222222222222222,0,0.0191111111111111,0.00438888888888889,0,0.000333333333333333,0,0.000777777777777778,0.00116666666666667,0.000111111111111111,0
88,0,0.000833333333333333,5.55555555555556e-05,0.700333333333333,0.0568333333333333,0.000111111111111111,0.108888888888889,0.0457222222222222,0.0241111111111111,0.00183333333333333,0.00477777777777778,0.015,0.00416666666666667,0.00311111111111111,0.00422222222222222,5e-04,0.003,0.000666666666666667,0.00177777777777778,0,0,0.000388888888888889,0,0.0163888888888889,0.00505555555555556,0,0.000333333333333333,0,0.000611111111111111,0.000888888888888889,0.000111111111111111,0
89,0,5e-04,5.55555555555556e-05,0.710222222222222,0.0505555555555556,5.55555555555556e-05,0.111222222222222,0.0417222222222222,0.0232222222222222,0.00222222222222222,0.00488888888888889,0.0141666666666667,0.005,0.00355555555555556,0.0045,0.000611111111111111,0.00222222222222222,0.000666666666666667,0.00227777777777778,0,0,0.000555555555555556,0,0.0141111111111111,0.00533333333333333,0,0.000166666666666667,0,0.000833333333333333,0.000611111111111111,0.000111111111111111,0
90,0,0.000388888888888889,0.000111111111111111,0.712166666666667,0.0493888888888889,0.000166666666666667,0.117444444444444,0.0389444444444444,0.0223333333333333,0.00255555555555556,0.00544444444444444,0.0141666666666667,0.00511111111111111,0.00333333333333333,0.00455555555555556,0.000833333333333333,0.00111111111111111,0.000555555555555556,0.00238888888888889,0,0,0.000555555555555556,0,0.0106111111111111,0.00605555555555556,0,0.000166666666666667,0,0.000611111111111111,0.000611111111111111,0.000111111111111111,0
91,0.000111111111111111,0.000277777777777778,0,0.600222222222222,0.0903333333333333,0.000111111111111111,0.194444444444444,0.0596666666666667,0.0121111111111111,0.00427777777777778,0.0045,0.0138888888888889,0.000666666666666667,0.00183333333333333,0.00272222222222222,0.000277777777777778,0.000277777777777778,5e-04,0.000611111111111111,0,0,0,0,0.00683333333333333,0.00522222222222222,0,0,0,0.000777777777777778,0.000277777777777778,0,0
92,0,0.000111111111111111,0,0.601055555555556,0.0537777777777778,0.000277777777777778,0.184,0.0487222222222222,0.0157777777777778,0.00483333333333333,0.00594444444444444,0.0193888888888889,0.00522222222222222,0.00177777777777778,0.00155555555555556,0.000111111111111111,0,0.000833333333333333,0.000611111111111111,0,0,0,0,0.0448333333333333,0.00605555555555556,0,0,0,0.000833333333333333,0.000611111111111111,0.000388888888888889,0.000111111111111111
93,0,0,0,0.641222222222222,0.0387222222222222,0.000833333333333333,0.136222222222222,0.06,0.0258333333333333,0.00677777777777778,0.00822222222222222,0.0211111111111111,0.008,0.002,0.00416666666666667,0.000111111111111111,0.000277777777777778,0.00188888888888889,0.000888888888888889,0,0,0,0.000111111111111111,0.0318888888888889,0.006,0.000222222222222222,0.000277777777777778,0.000111111111111111,0.000277777777777778,0.0015,0.000166666666666667,0.000333333333333333
94,0,0,0,0.645722222222222,0.049,0.000666666666666667,0.140333333333333,0.0561111111111111,0.0182222222222222,0.00644444444444444,0.00822222222222222,0.0236666666666667,0.00666666666666667,0.00177777777777778,0.00305555555555556,5.55555555555556e-05,0.000277777777777778,0.00111111111111111,0.00222222222222222,0,0,0,5.55555555555556e-05,0.0233333333333333,0.00811111111111111,0.000111111111111111,0.000222222222222222,5.55555555555556e-05,5e-04,0.00127777777777778,0.000166666666666667,0.000444444444444444
95,0,0.000111111111111111,0,0.615111111111111,0.0756111111111111,0.000388888888888889,0.1595,0.0553888888888889,0.0123888888888889,0.00644444444444444,0.00666666666666667,0.0263888888888889,0.00544444444444444,0.00172222222222222,0.0015,0.000277777777777778,0.000222222222222222,0.000444444444444444,0.0025,0,0,0,0.000222222222222222,0.0151666666666667,0.0102777777777778,0,0.000277777777777778,0,0.000666666666666667,0.00122222222222222,0.000388888888888889,0.000333333333333333
96,0.000833333333333333,0.00172222222222222,0.000777777777777778,0.487555555555556,0.139555555555556,0.000277777777777778,0.259444444444444,0.0202777777777778,0.0346111111111111,0.00583333333333333,0.00255555555555556,0.00861111111111111,0.000388888888888889,0.00105555555555556,0.00466666666666667,0.00866666666666667,0.00494444444444444,0.000888888888888889,0.000555555555555556,0.000111111111111111,0.000222222222222222,0.00172222222222222,0.000611111111111111,0.000888888888888889,0.001,0,0.000444444444444444,0.000166666666666667,0,0.000222222222222222,0.000222222222222222,0
97,0,0.000277777777777778,0,0.687555555555556,0.0663888888888889,0,0.144666666666667,0.0439444444444444,0.0085,0.00538888888888889,0.00783333333333333,0.0138333333333333,0.001,0.000611111111111111,0.00172222222222222,0.000222222222222222,0.000333333333333333,0.000388888888888889,0.00472222222222222,0,0,0,0.00111111111111111,0.00555555555555556,0.00461111111111111,0,0,0,0.000222222222222222,0.00111111111111111,0,0
98,0.000110454520351245,0.000938863422985586,0,0.717457336941514,0.058982713867565,0,0.121444745126194,0.0401502181476777,0.015077042027945,0.00419727177334732,0.00712431656265533,0.0131993151819738,0.000773181642458718,0.00060749986193185,0.0024299994477274,0.000276136300878113,0.000994090683161208,0.000331363561053736,0.00353454465123985,0,0,0.000497045341580604,0.000773181642458718,0.00640636218037223,0.0036449991715911,0,0,0,0.000165681780526868,0.000883636162809963,0,0
99,0.000388996943595443,0.00238955265351487,0,0.724367879966657,0.0535704362322867,0,0.11536537927202,0.0338983050847458,0.0276187829952765,0.00300083356487913,0.00589052514587385,0.0122811892192276,0.000388996943595443,0.000666851903306474,0.00377882745207002,0.000444567935537649,0.00227841066963045,0.000388996943595443,0.00161155876632398,0,0,0.00155598777438177,0.000333425951653237,0.00683523200889136,0.00200055570991942,0,0,0,0.000166712975826618,0.000444567935537649,0.000111141983884412,0
100,0.000777777777777778,0.00322222222222222,0.000166666666666667,0.7185,0.0515,0.000111111111111111,0.118888888888889,0.0303888888888889,0.0343333333333333,0.00244444444444444,0.00527777777777778,0.0116111111111111,0.000222222222222222,0.000777777777777778,0.00455555555555556,0.000777777777777778,0.00305555555555556,0.000555555555555556,0.000666666666666667,0,0,0.00211111111111111,0.000111111111111111,0.00788888888888889,0.00105555555555556,0,5.55555555555556e-05,0,0.000111111111111111,0.000277777777777778,0.000166666666666667,0
101,0.00138888888888889,0.00116666666666667,0.000222222222222222,0.630722222222222,0.0765555555555556,0.000222222222222222,0.163055555555556,0.0531666666666667,0.0164444444444444,0.00666666666666667,0.00861111111111111,0.0108333333333333,0.000333333333333333,0.000944444444444444,0.00361111111111111,0.002,0.00161111111111111,0.000777777777777778,5e-04,0,0,0.000111111111111111,0.000333333333333333,0.0185,0.00138888888888889,0,0.000222222222222222,0,0,0.000333333333333333,0.000111111111111111,0
102,5.55555555555556e-05,0.00111111111111111,0,0.688055555555556,0.0606111111111111,0.000388888888888889,0.147222222222222,0.0341666666666667,0.0105,0.00177777777777778,0.00638888888888889,0.0147222222222222,0.000666666666666667,5e-04,0.00122222222222222,0.000555555555555556,0.000388888888888889,0.000388888888888889,5e-04,0,0,0.000111111111111111,0.000222222222222222,0.024,0.00416666666666667,0,0,0,0.000388888888888889,0.000722222222222222,0,0
103,0,0.00144444444444444,0,0.716777777777778,0.0496666666666667,0.000444444444444444,0.120777777777778,0.0333333333333333,0.00733333333333333,0.00144444444444444,0.00538888888888889,0.0245555555555556,0.000722222222222222,0.000611111111111111,0.0015,0,0.000388888888888889,0.00122222222222222,0.003,5.55555555555556e-05,0,0,0.00216666666666667,0.0147777777777778,0.00677777777777778,0,0.00533333333333333,5.55555555555556e-05,0,0.00155555555555556,5.55555555555556e-05,0
104,0.00311111111111111,5e-04,0,0.673555555555556,0.102722222222222,0.000444444444444444,0.129055555555556,0.0350555555555556,0.00705555555555556,0.00233333333333333,0.00322222222222222,0.0136666666666667,0.00422222222222222,0.000611111111111111,0.00105555555555556,0.000722222222222222,0.000222222222222222,0.000722222222222222,0.00466666666666667,0,0,0.000222222222222222,0.00338888888888889,0.00922222222222222,0.00294444444444444,0,0.000111111111111111,0,0.000166666666666667,0.000777777777777778,5.55555555555556e-05,0
105,0.0035,5e-04,0,0.680111111111111,0.0987222222222222,0.000333333333333333,0.124611111111111,0.0349444444444444,0.00727777777777778,0.00227777777777778,0.00311111111111111,0.0128888888888889,0.00422222222222222,0.000555555555555556,0.00105555555555556,0.000611111111111111,0.000166666666666667,0.000611111111111111,0.00472222222222222,5.55555555555556e-05,0,0.000166666666666667,0.00333333333333333,0.0111111111111111,0.00277777777777778,0,0.00122222222222222,0,0.000166666666666667,0.000777777777777778,5.55555555555556e-05,0
106,0.00266666666666667,0.000444444444444444,0,0.688888888888889,0.0946111111111111,0.000277777777777778,0.115388888888889,0.0334444444444444,0.00755555555555556,0.00222222222222222,0.004,0.0126111111111111,0.00433333333333333,0.000777777777777778,0.000944444444444444,0.000722222222222222,0.000277777777777778,5e-04,0.00438888888888889,0.000222222222222222,0,0.000166666666666667,0.003,0.0143333333333333,0.00316666666666667,0,0.00383333333333333,0,0.000222222222222222,0.000777777777777778,0.000111111111111111,0
107,0.00238888888888889,0.000166666666666667,0,0.696611111111111,0.0881111111111111,0.000277777777777778,0.110944444444444,0.0300555555555556,0.00644444444444444,0.00216666666666667,0.00411111111111111,0.0128888888888889,0.00433333333333333,0.000777777777777778,0.000777777777777778,0.000444444444444444,0.000388888888888889,5e-04,0.00322222222222222,5e-04,0,0.000166666666666667,0.00266666666666667,0.0199444444444444,0.00333333333333333,0,0.00777777777777778,0,0.000166666666666667,5e-04,5.55555555555556e-05,5.55555555555556e-05
108,0.00177777777777778,0.000166666666666667,0,0.7055,0.0787777777777778,0.000277777777777778,0.103611111111111,0.0279444444444444,0.00588888888888889,0.00194444444444444,0.0045,0.0122222222222222,0.00427777777777778,0.00116666666666667,5e-04,0.000388888888888889,5e-04,0.000388888888888889,0.00266666666666667,0.000666666666666667,0,0.000111111111111111,0.00255555555555556,0.0271111111111111,0.0035,0,0.0123333333333333,0,0.000166666666666667,0.000611111111111111,0.000111111111111111,5.55555555555556e-05
109,0.00105555555555556,5.55555555555556e-05,0,0.713888888888889,0.0692777777777778,0.000222222222222222,0.0975,0.0247222222222222,0.0055,0.00177777777777778,0.00538888888888889,0.0124444444444444,0.00355555555555556,0.001,5e-04,0.000277777777777778,0.000611111111111111,0.000333333333333333,0.00211111111111111,0.000944444444444444,0,5.55555555555556e-05,0.00183333333333333,0.0337222222222222,0.0045,0,0.0173333333333333,0,0.000222222222222222,0.000722222222222222,5.55555555555556e-05,0.000111111111111111
110,0.000555555555555556,0,0,0.722055555555556,0.0600555555555556,0.000222222222222222,0.095,0.021,0.00494444444444444,0.00166666666666667,0.0065,0.0121111111111111,0.00377777777777778,0.00144444444444444,0.000277777777777778,0.000111111111111111,0.000666666666666667,0.000277777777777778,0.00116666666666667,0.00122222222222222,0,0,0.00122222222222222,0.039,0.00405555555555556,0,0.0211111111111111,0,0.000111111111111111,0.000777777777777778,5.55555555555556e-05,0.000222222222222222
111,0.000166666666666667,0,0,0.731166666666667,0.0540555555555556,0.000166666666666667,0.0896111111111111,0.0188888888888889,0.00416666666666667,0.00177777777777778,0.00644444444444444,0.0122222222222222,0.0035,0.00177777777777778,0.000222222222222222,0,0.000611111111111111,0.000444444444444444,0.000666666666666667,0.00144444444444444,0,0,0.000833333333333333,0.0421666666666667,0.00455555555555556,0,0.0235555555555556,0,0.000111111111111111,0.000666666666666667,0.000111111111111111,0.000222222222222222
112,0,0,0,0.731888888888889,0.052,0.000166666666666667,0.0873888888888889,0.0176111111111111,0.00422222222222222,0.00172222222222222,0.00677777777777778,0.0125,0.00311111111111111,0.00177777777777778,0.000166666666666667,0,0.000888888888888889,0.000444444444444444,0.000222222222222222,0.00122222222222222,0,0,0.000444444444444444,0.0452777777777778,0.005,0,0.0255,0,0.000166666666666667,0.000722222222222222,0.000111111111111111,0.000277777777777778
113,0.000111111111111111,0.000111111111111111,0,0.790166666666667,0.0461666666666667,0.000111111111111111,0.118444444444444,0.019,0.00694444444444444,0.00261111111111111,0.0015,0.00633333333333333,0.000222222222222222,0.001,0.00122222222222222,0,0.000111111111111111,0.000333333333333333,0,0,0,0,0.000111111111111111,0.002,0.00261111111111111,0,0.000444444444444444,0,0.000277777777777778,0.000166666666666667,0,0
114,0,0,0.000111111111111111,0.724166666666667,0.0532222222222222,0.000166666666666667,0.138888888888889,0.0302777777777778,0.0295,0.00444444444444444,0.000277777777777778,0.00866666666666667,0,0.000722222222222222,0.00422222222222222,0.000444444444444444,0.000222222222222222,0.000555555555555556,0.000222222222222222,0,0,0,0.000222222222222222,0,0.00222222222222222,0,0.000166666666666667,0,0.00116666666666667,0,0,0
115,0,0.000277777777777778,0,0.720333333333333,0.0404444444444444,0.000222222222222222,0.121277777777778,0.0411666666666667,0.0195555555555556,0.00466666666666667,0.00477777777777778,0.0172777777777778,0.00122222222222222,0.00266666666666667,0.00322222222222222,5.55555555555556e-05,0,0.000611111111111111,0.000611111111111111,0,0,0,0.000388888888888889,0.0045,0.00411111111111111,0,0.011,0,0.000666666666666667,0.000666666666666667,0.000277777777777778,0
