"Time","Pasteurellaceae","Streptococcaceae","Veillonellaceae","Bacteroidaceae","Ruminococcaceae","Muribaculaceae","Lachnospiraceae","Acidaminococcaceae","Burkholderiaceae_A_595427","Coprobacillaceae","Desulfovibrionaceae","Oscillospiraceae_88309","UBA1381","Butyricicoccaceae","Gammaproteobacteria_Class","Turicibacteraceae","Peptostreptococcaceae_256921","Erysipelotrichaceae","Acutalibacteraceae","Fusobacteriaceae_993521","Peptoniphilaceae","Clostridiaceae_222000","CAG-74","Akkermansiaceae","Anaerotignaceae","Dialisteraceae","Bacteria_Kingdom","Porphyromonadaceae","Massilibacillaceae","Rikenellaceae","Eggerthellaceae","Oscillospirales_Order"
44,0.000333333333333333,0.000388888888888889,0.000388888888888889,0.571888888888889,0.130722222222222,0.000444444444444444,0.124166666666667,0.0756111111111111,0.00861111111111111,0.00361111111111111,0.00372222222222222,0.0136666666666667,0.000611111111111111,0.00133333333333333,0.00133333333333333,0,0,0.000333333333333333,0.00155555555555556,0.000944444444444444,0,0,0,0.002,0.00555555555555556,0,0.0523888888888889,0,0.000166666666666667,0.000222222222222222,0,0
45,0,0,0,0.496555555555556,0.0918333333333333,0.000166666666666667,0.0551111111111111,0.0221666666666667,0.00366666666666667,0.00105555555555556,0.00322222222222222,0.0095,0.000111111111111111,0.000666666666666667,0.000111111111111111,0,0,0.000388888888888889,0.000388888888888889,0,0,0,0,0,0.00711111111111111,0,0.307777777777778,0,0.000111111111111111,5.55555555555556e-05,0,0
46,0.000444444444444444,0.000388888888888889,5.55555555555556e-05,0.563944444444444,0.122555555555556,0.000388888888888889,0.148611111111111,0.0469444444444444,0.0215,0.00305555555555556,0.00872222222222222,0.0133333333333333,0.000166666666666667,0.00188888888888889,0.00272222222222222,0,0,0.000833333333333333,0.000555555555555556,0,0,0,0,0,0.0103333333333333,0,0.0525,0,5e-04,0.000333333333333333,0,0
47,0.000222222222222222,0.000277777777777778,5.55555555555556e-05,0.557055555555556,0.0886111111111111,0.000277777777777778,0.143833333333333,0.0458333333333333,0.0252777777777778,0.00255555555555556,0.00983333333333333,0.0158888888888889,0.000166666666666667,0.00111111111111111,0.00444444444444444,0.000111111111111111,0,5e-04,0.000444444444444444,0,0,5.55555555555556e-05,0,0,0.00783333333333333,0,0.0941666666666667,0,0.000555555555555556,0.000555555555555556,0,0.000277777777777778
48,0,0,0,0.534333333333333,0.0485555555555556,0.000333333333333333,0.127444444444444,0.041,0.0269444444444444,0.00133333333333333,0.0111111111111111,0.0168888888888889,0.000277777777777778,0.000722222222222222,0.00611111111111111,0.000222222222222222,0,5e-04,0.000555555555555556,0,0,0.000111111111111111,0,5.55555555555556e-05,0.00444444444444444,0,0.177111111111111,0,0.000722222222222222,0.000388888888888889,0,0.000722222222222222
49,0,0,0,0.515277777777778,0.0551111111111111,5e-04,0.0840555555555556,0.0386666666666667,0.00144444444444444,5e-04,0.00483333333333333,0.00705555555555556,0.000277777777777778,0.000444444444444444,0.000277777777777778,0,0,0,0.00161111111111111,0.000222222222222222,0.000222222222222222,0,0,0,0.00477777777777778,0,0.280555555555556,0.000388888888888889,0.000222222222222222,0.000388888888888889,0,0.000166666666666667
50,0,0,0,0.637888888888889,0.0541111111111111,0.000277777777777778,0.138777777777778,0.0404444444444444,0.00288888888888889,0.00233333333333333,0.0045,0.012,0,0.000611111111111111,0.000388888888888889,5.55555555555556e-05,0.000222222222222222,0.000777777777777778,0.00188888888888889,0,0.000166666666666667,0.000111111111111111,0,0,0.00255555555555556,0,0.0986666666666667,0,0.000388888888888889,0.000555555555555556,0,0.000277777777777778
51,0,0,0,0.644388888888889,0.0803888888888889,0.000166666666666667,0.111166666666667,0.0433888888888889,0.0055,0.00494444444444444,0.00355555555555556,0.00933333333333333,0,0.000555555555555556,0.000833333333333333,5.55555555555556e-05,0.000111111111111111,0.00166666666666667,0.00172222222222222,0.000111111111111111,0,0,0,0.000277777777777778,0.00583333333333333,0.000166666666666667,0.0842777777777778,5.55555555555556e-05,0.000222222222222222,0.000555555555555556,5.55555555555556e-05,0.000611111111111111
52,0,0.000277777777777778,0,0.618833333333333,0.0617777777777778,5e-04,0.100333333333333,0.0606111111111111,0.00627777777777778,0.00444444444444444,0.00683333333333333,0.0183888888888889,0,0.000777777777777778,0.000944444444444444,5.55555555555556e-05,0.000388888888888889,0.00172222222222222,0.003,5.55555555555556e-05,0.000166666666666667,0,0,0.000222222222222222,0.0085,0.000166666666666667,0.100166666666667,0.000222222222222222,0.000277777777777778,0.00105555555555556,0.000166666666666667,0.00283333333333333
53,0,0.000888888888888889,0,0.601722222222222,0.037,0.000555555555555556,0.0915,0.0697222222222222,0.00561111111111111,0.00322222222222222,0.0108888888888889,0.0278333333333333,0,5e-04,0.00111111111111111,5.55555555555556e-05,0.000666666666666667,0.00155555555555556,0.00344444444444444,0,0.000333333333333333,0,0,0,0.0105555555555556,0,0.121888888888889,0.000166666666666667,5.55555555555556e-05,0.00155555555555556,0.000222222222222222,0.00694444444444444
54,0.000666666666666667,0.000722222222222222,0,0.677388888888889,0.0846111111111111,0.000444444444444444,0.153222222222222,0.0213888888888889,0.0121666666666667,0.00216666666666667,0.0055,0.00833333333333333,0.00294444444444444,0.000611111111111111,0.00244444444444444,5e-04,0.000944444444444444,0.000555555555555556,0.000833333333333333,0,0,5.55555555555556e-05,0,0,0.00211111111111111,0,0.0211666666666667,0,0.000111111111111111,0.000111111111111111,0,0.000944444444444444
55,0.000444444444444444,0.00266666666666667,0.000111111111111111,0.559833333333333,0.117166666666667,0.000222222222222222,0.194777777777778,0.016,0.00727777777777778,0.0168888888888889,0.00605555555555556,0.0107777777777778,0.00761111111111111,0.00322222222222222,0.000944444444444444,0.000277777777777778,0.000833333333333333,0.000555555555555556,0.00272222222222222,0.000111111111111111,0.000166666666666667,0.000444444444444444,0,0,0.00777777777777778,0.000111111111111111,0.0407222222222222,0.000611111111111111,0.000111111111111111,5.55555555555556e-05,0.000833333333333333,0.000388888888888889
56,0.000333333333333333,0.00544444444444444,0.000222222222222222,0.460666666666667,0.134333333333333,0.000222222222222222,0.227777777777778,0.014,0.00238888888888889,0.0302222222222222,0.00616666666666667,0.0138333333333333,0.0115555555555556,0.00661111111111111,0.000333333333333333,0.000222222222222222,0.00116666666666667,0.000222222222222222,0.00411111111111111,0.000111111111111111,0.000555555555555556,0.00116666666666667,0,0,0.0143333333333333,0.000222222222222222,0.0596666666666667,0.00133333333333333,0.000166666666666667,0.000166666666666667,0.00183333333333333,5.55555555555556e-05
57,0,0.000777777777777778,0,0.628,0.064,0.000611111111111111,0.126,0.0409444444444444,0.0128888888888889,0.00511111111111111,0.00616666666666667,0.0219444444444444,0.00427777777777778,0.000777777777777778,0.00238888888888889,0.000388888888888889,0.000277777777777778,0.00161111111111111,0.00133333333333333,0,0,0,0,0.00733333333333333,0.00461111111111111,0,0.0656666666666667,0,0.000444444444444444,0.000722222222222222,0.000333333333333333,0.00327777777777778
58,0,0.000611111111111111,5.55555555555556e-05,0.599111111111111,0.0776666666666667,0.000166666666666667,0.173611111111111,0.0430555555555556,0.0205,0.00583333333333333,0.00583333333333333,0.0193888888888889,0.00722222222222222,0.000833333333333333,0.0035,0.000222222222222222,0.000222222222222222,0.00227777777777778,0.00344444444444444,0.00133333333333333,0.000277777777777778,0.000111111111111111,0,0.0116666666666667,0.00877777777777778,0.000111111111111111,0.00916666666666667,0.001,0.000722222222222222,0.00111111111111111,0.000166666666666667,0.00166666666666667
