"Time","Veillonellaceae","Streptococcaceae","Moraxellaceae","Dialisteraceae","Lactobacillaceae","Burkholderiaceae_A_592522","Bacteroidaceae","Lachnospiraceae","Ruminococcaceae","Coprobacillaceae","Peptostreptococcaceae_256921","Oscillospiraceae_88309","Acidaminococcaceae","Butyricicoccaceae","Eggerthellaceae","Muribaculaceae","Clostridia_258483_Class","UBA1381","CAG-138","CAG-74","Anaerotignaceae","UBA660","Xanthomonadaceae_616009","Gammaproteobacteria_Class","Rikenellaceae","Monoglobaceae","Akkermansiaceae","Enterobacteriaceae_A","Bacteria_Kingdom","Clostridiaceae_222000","Erysipelotrichaceae","Acutalibacteraceae","Anaerovoracaceae","CAG-272","Oscillospirales_Order","CAG-382","Peptoniphilaceae","CAG-508","Massilibacillaceae"
23,0,0.00216666666666667,0,0,0.000111111111111111,0,0.362833333333333,0.175111111111111,0.125,0.0123333333333333,0,0.140722222222222,0.0243888888888889,0.00222222222222222,0.0411666666666667,0.0467222222222222,0.0106666666666667,5.55555555555556e-05,0.000333333333333333,0.00711111111111111,0.0143888888888889,0.00272222222222222,0,0,0.0117777777777778,0.000333333333333333,0,0,0.00438888888888889,0,0.00105555555555556,0.00616666666666667,0.00322222222222222,0,0.00205555555555556,0.000222222222222222,0.000277777777777778,0.00166666666666667,0
24,0,0.000277777777777778,0.000333333333333333,0,0,0.000944444444444444,0.555833333333333,0.144055555555556,0.1735,0.00994444444444444,0,0.0276666666666667,0.0336666666666667,0.00555555555555556,0.00922222222222222,0.0132777777777778,0.00344444444444444,0.00327777777777778,0,0.00122222222222222,0.0015,0.000833333333333333,0,0.000277777777777778,0.00633333333333333,0.00183333333333333,0,0,0.00144444444444444,0,5.55555555555556e-05,0.0015,0.00127777777777778,0.000111111111111111,5e-04,0,0,0.000722222222222222,0
25,0,0.000333333333333333,0.000722222222222222,0,0,0.00616666666666667,0.540055555555556,0.131222222222222,0.188277777777778,0.00616666666666667,0,0.0300555555555556,0.0158888888888889,0.00222222222222222,0.00577777777777778,0.0109444444444444,0.00227777777777778,0.0025,0,0.000666666666666667,0.00105555555555556,5e-04,0,0.000444444444444444,0.00983333333333333,0.000888888888888889,5.55555555555556e-05,0,0.00183333333333333,0,0,0.0255555555555556,0.00122222222222222,0.000111111111111111,0.000555555555555556,5.55555555555556e-05,0,0.000555555555555556,0
26,0,0.000112315381591509,0.00050541921716179,0,0,0.00325714606615376,0.602459706856854,0.121412927500421,0.114000112315382,0.00235862301342169,0,0.0403773796821475,0.027685741562307,0.000954680743527826,0.00263941146740046,0.0250463300949065,0.00140394226989386,0.00207783455944292,0.000112315381591509,0.000449261526366036,0.00179704610546414,0.00275172684899197,0,0.000224630763183018,0.0180827764362329,0.000280788453978772,0,0,0.00224630763183018,0,5.61576907957545e-05,0.0212276071207952,0.000842365361936317,5.61576907957545e-05,0.000336946144774527,0.000112315381591509,0,0.000449261526366036,0
27,0,0,0.000388888888888889,0,5.55555555555556e-05,0.000388888888888889,0.661888888888889,0.116444444444444,0.0380555555555556,0.000333333333333333,0,0.0481666666666667,0.0389444444444444,0.000611111111111111,0.000888888888888889,0.0386666666666667,0.001,0.00172222222222222,0.000277777777777778,0.000388888888888889,0.0025,0.00505555555555556,0,0,0.0242777777777778,5.55555555555556e-05,5.55555555555556e-05,0,0.00311111111111111,0,0.000111111111111111,0.0145,0.000555555555555556,5.55555555555556e-05,0.000277777777777778,0.000222222222222222,0,0.000388888888888889,0
28,0,0,0.00636836859009857,0,0,0.010853915162255,0.626481337911175,0.128308782810943,0.111917155831211,0.00171669066341788,0.000166131354524311,0.0288514785690553,0.0237567836969764,0.00121829659984494,0.00188282201794219,0.0229815040425296,0.000443016945398161,0.000996788127145863,0.00011075423634954,0.000387639827223391,0.00132905083619448,0.00304574149961236,0.000719902536272012,0.000553771181747702,0.013013622771071,0.00011075423634954,0,0,0.00171669066341788,5.53771181747702e-05,5.53771181747702e-05,0.00980174991693432,0.000332262709048621,5.53771181747702e-05,0.00011075423634954,0.000166131354524311,0,0.000276885590873851,0
29,0,0,0.0125,0,5.55555555555556e-05,0.0216111111111111,0.578388888888889,0.141777777777778,0.188,0.00327777777777778,0.000388888888888889,0.0106666666666667,0.00883333333333333,0.00216666666666667,0.00294444444444444,0.00744444444444444,0.000277777777777778,0.000555555555555556,0,0.000444444444444444,0.000222222222222222,0.00122222222222222,0.00161111111111111,0.00116666666666667,0.00194444444444444,0.000333333333333333,0,0,0.000833333333333333,0.000222222222222222,5.55555555555556e-05,0.00761111111111111,0.000333333333333333,0.000111111111111111,0.000166666666666667,0.000111111111111111,0,0.000222222222222222,0
30,0,0.000111111111111111,0.00477777777777778,0,0.000111111111111111,0.00411111111111111,0.594944444444444,0.140333333333333,0.178333333333333,0.00305555555555556,0.000222222222222222,0.0150555555555556,0.015,0.00238888888888889,0.00272222222222222,0.0152777777777778,5.55555555555556e-05,0.000888888888888889,5.55555555555556e-05,0.000777777777777778,0.000444444444444444,0.00261111111111111,0.00172222222222222,0.000111111111111111,0.00338888888888889,5e-04,0,0,0.00144444444444444,0.000111111111111111,5.55555555555556e-05,0.00744444444444444,5e-04,0.000111111111111111,5e-04,0.000333333333333333,0,0.000277777777777778,0
31,0,0,0.000666666666666667,0,0,0.00122222222222222,0.580111111111111,0.0856666666666667,0.0852777777777778,0.00138888888888889,0.000277777777777778,0.0338333333333333,0.055,0.00111111111111111,0.00255555555555556,0.0816111111111111,0.000888888888888889,0.00322222222222222,0.000555555555555556,0.000944444444444444,0.0025,0.0211666666666667,5.55555555555556e-05,0,0.0227777777777778,0.000888888888888889,5.55555555555556e-05,0,0.00305555555555556,0.000111111111111111,5.55555555555556e-05,0.00927777777777778,0.001,0.000222222222222222,0.00155555555555556,0.000722222222222222,0,0.000611111111111111,0
32,0,0.000555555555555556,0.000111111111111111,0,0.000111111111111111,0,0.359,0.207555555555556,0.215611111111111,0.0122222222222222,0.000444444444444444,0.0506111111111111,0.0302222222222222,0.00233333333333333,0.0158888888888889,0.0302222222222222,0.00177777777777778,0.001,0.000555555555555556,0.00533333333333333,0.00283333333333333,0.0251666666666667,0,0,0.0111666666666667,0.00516666666666667,0.000166666666666667,0,0.00505555555555556,0,0.000277777777777778,0.0117777777777778,0.00205555555555556,0.000111111111111111,0.0015,0.000277777777777778,0,0.000222222222222222,0
33,0,0.000111111111111111,0.000444444444444444,0,5.55555555555556e-05,0.000333333333333333,0.435555555555556,0.175333333333333,0.240222222222222,0.00927777777777778,0,0.0398333333333333,0.00838888888888889,0.00688888888888889,0.0131666666666667,0.0165,0.00122222222222222,0.00288888888888889,0,0.00194444444444444,0.00244444444444444,0.0161666666666667,0,0.000166666666666667,0.00566666666666667,0.00177777777777778,0.000111111111111111,0,0.00677777777777778,0.000111111111111111,0.000277777777777778,0.0113333333333333,0.00166666666666667,0.000166666666666667,0.000611111111111111,0,0,5.55555555555556e-05,0
34,0,0.000166666666666667,0,0,0,5.55555555555556e-05,0.594555555555556,0.118444444444444,0.159333333333333,0.00366666666666667,0,0.0305,0.0205,0.00288888888888889,0.00861111111111111,0.0267222222222222,0.000777777777777778,0.00333333333333333,5.55555555555556e-05,0.000833333333333333,0.00138888888888889,0.00861111111111111,0,0,0.00866666666666667,0.00111111111111111,0.000222222222222222,0,0.00238888888888889,0.000111111111111111,0.000111111111111111,0.00327777777777778,0.00166666666666667,0.000222222222222222,0.000444444444444444,5.55555555555556e-05,0,0.000277777777777778,0
35,0,5e-04,0,0,0,0.000222222222222222,0.662333333333333,0.0872222222222222,0.1335,0.00222222222222222,0.000166666666666667,0.0203333333333333,0.0187222222222222,0.00272222222222222,0.00622222222222222,0.0233333333333333,0.000111111111111111,0.00222222222222222,0.000111111111111111,0.000444444444444444,0.00183333333333333,0.00494444444444444,0,0,0.0137222222222222,0.000388888888888889,5.55555555555556e-05,0,0.00177777777777778,0.000166666666666667,0.000388888888888889,0.0145555555555556,0.000388888888888889,0.000111111111111111,0.000611111111111111,5.55555555555556e-05,0,0.000333333333333333,0
36,0,5e-04,0,0,0,0.000111111111111111,0.525,0.151222222222222,0.179055555555556,0.00566666666666667,0.000166666666666667,0.0331111111111111,0.0129444444444444,0.00277777777777778,0.00616666666666667,0.0281111111111111,0.000611111111111111,0.00561111111111111,0.000222222222222222,0.0015,0.000722222222222222,0.00755555555555556,0,0.000222222222222222,0.0126666666666667,0.00127777777777778,0,0,0.00272222222222222,0,0.000222222222222222,0.0181111111111111,0.00105555555555556,0.000166666666666667,0.00105555555555556,0,0,0.00105555555555556,0
37,0,0,0,0,0,0.000388888888888889,0.683277777777778,0.0641666666666667,0.0714444444444444,0.000944444444444444,0,0.0342222222222222,0.0355,0.000722222222222222,0.00316666666666667,0.0556111111111111,0.000277777777777778,0.00211111111111111,0.000333333333333333,0.000611111111111111,0.00155555555555556,0.0142777777777778,0,0,0.0136111111111111,5e-04,5.55555555555556e-05,0,0.00205555555555556,0,0.000166666666666667,0.0110555555555556,0.000555555555555556,0.000277777777777778,0.00111111111111111,0.000222222222222222,0,0.00105555555555556,0
38,0,0,0.000444444444444444,0,0,0.00644444444444444,0.725166666666667,0.0458333333333333,0.0577777777777778,0.000166666666666667,0,0.0368888888888889,0.0471666666666667,0.000555555555555556,0.000944444444444444,0.0331666666666667,0.000722222222222222,0.000833333333333333,0.00127777777777778,0.000388888888888889,0.001,0.00811111111111111,0,0.00144444444444444,0.00994444444444444,5e-04,0,0,0.00177777777777778,0,0.000333333333333333,0.00961111111111111,0.000555555555555556,0.000277777777777778,5e-04,0.000277777777777778,0,0.000666666666666667,0
39,0,5.55555555555556e-05,0,0,0.000111111111111111,0,0.711833333333333,0.0720555555555556,0.0677222222222222,5e-04,5.55555555555556e-05,0.0381666666666667,0.0315555555555556,0.000833333333333333,0.00111111111111111,0.0228333333333333,0.00116666666666667,0.002,0.000777777777777778,0.000111111111111111,0.000888888888888889,0.00683333333333333,0,0,0.0137222222222222,0.000333333333333333,0.000111111111111111,0,0.00227777777777778,5.55555555555556e-05,0.000111111111111111,0.0208333333333333,0.00138888888888889,0.000222222222222222,0.000611111111111111,0.000222222222222222,0,0.000611111111111111,0
40,0,0.000166666666666667,0,0,0,0,0.668111111111111,0.0844444444444444,0.0948888888888889,0.0015,0,0.0296111111111111,0.0225555555555556,0.00161111111111111,0.00522222222222222,0.0392777777777778,0.000333333333333333,0.00255555555555556,0.00144444444444444,0.000555555555555556,0.00194444444444444,0.0111111111111111,0,0,0.0187222222222222,0.000166666666666667,0.000111111111111111,0,0.00277777777777778,0,0.000166666666666667,0.00994444444444444,0.00105555555555556,5.55555555555556e-05,5e-04,0.000166666666666667,0,0.000333333333333333,0
41,0,0.000111111111111111,0,0,0.000555555555555556,0.00105555555555556,0.518222222222222,0.170444444444444,0.174888888888889,0.00666666666666667,0,0.0368888888888889,0.0227777777777778,0.006,0.00816666666666667,0.0194444444444444,0.000777777777777778,0.00483333333333333,0.000111111111111111,0.000722222222222222,0.00305555555555556,0.00488888888888889,0,0,0.00566666666666667,0.000666666666666667,0,0,0.00288888888888889,0.000333333333333333,0.000333333333333333,0.00772222222222222,0.00133333333333333,0.000111111111111111,0.000555555555555556,5.55555555555556e-05,0,0.000388888888888889,0
42,0,0.000388888888888889,0,0,5.55555555555556e-05,0.00155555555555556,0.361388888888889,0.202555555555556,0.224944444444444,0.0157777777777778,0,0.061,0.0162222222222222,0.0035,0.0170555555555556,0.0219444444444444,0.00188888888888889,0.00466666666666667,0.000555555555555556,0.00244444444444444,0.00283333333333333,0.00933333333333333,0,0,0.0101666666666667,0.00344444444444444,5e-04,0,0.00283333333333333,0,0.000222222222222222,0.0305,0.00155555555555556,0,0.00155555555555556,0.000222222222222222,0,0.000333333333333333,0
43,0,5.55555555555556e-05,0,0,0.000777777777777778,0.000166666666666667,0.349055555555556,0.216111111111111,0.216,0.0366111111111111,0,0.0531666666666667,0.0193888888888889,0.00338888888888889,0.0118888888888889,0.0245555555555556,0.00116666666666667,0.00283333333333333,5e-04,0.00183333333333333,0.00188888888888889,0.0121666666666667,0,0,0.00816666666666667,0.00205555555555556,0.000444444444444444,0,0.00305555555555556,0,0.000222222222222222,0.0276666666666667,0.00233333333333333,0.000222222222222222,0.00216666666666667,5e-04,0,0.000777777777777778,0
44,0,0.000222222222222222,0.000277777777777778,0,0.000777777777777778,0.000333333333333333,0.488055555555556,0.157388888888889,0.206944444444444,0.0187777777777778,0,0.0305,0.0158333333333333,0.00472222222222222,0.00855555555555556,0.0218888888888889,0.000944444444444444,0.00283333333333333,0.00127777777777778,0.005,0.00177777777777778,0.00638888888888889,0,0,0.00388888888888889,0.000833333333333333,0.000222222222222222,0,0.00305555555555556,0,0.000166666666666667,0.0151111111111111,0.00138888888888889,5.55555555555556e-05,0.000833333333333333,0.000388888888888889,0.000277777777777778,0.000666666666666667,0
45,0,0.000111111111111111,0,0,0.000277777777777778,0,0.523944444444444,0.113611111111111,0.208055555555556,0.0178333333333333,0,0.0344444444444444,0.0284444444444444,0.00472222222222222,0.00955555555555555,0.0284444444444444,0.000611111111111111,0.00338888888888889,0.00122222222222222,0.00377777777777778,0.00172222222222222,0.00444444444444444,0,5.55555555555556e-05,0.00233333333333333,0.000111111111111111,0.000277777777777778,5.55555555555556e-05,0.00322222222222222,0,0.000277777777777778,0.00444444444444444,0.00166666666666667,0.000166666666666667,0.00116666666666667,0.000222222222222222,0,0.000777777777777778,0
46,0,0.000166666666666667,0.000222222222222222,0,5.55555555555556e-05,0.00133333333333333,0.495166666666667,0.145611111111111,0.167833333333333,0.0203333333333333,0,0.0511111111111111,0.0236666666666667,0.00527777777777778,0.00888888888888889,0.0287222222222222,0.00138888888888889,0.00544444444444444,0.00216666666666667,0.00566666666666667,0.002,0.00361111111111111,0,0.000333333333333333,0.00805555555555556,5e-04,0.000388888888888889,0.000388888888888889,0.0025,5.55555555555556e-05,0.000444444444444444,0.0133333333333333,0.00155555555555556,0,0.00133333333333333,0.000166666666666667,0,0.000611111111111111,0
47,0,0,0,0,5.55555555555556e-05,0.0100555555555556,0.580555555555556,0.135333333333333,0.148222222222222,0.00733333333333333,0.000333333333333333,0.0235,0.0253333333333333,0.00166666666666667,0.0085,0.0217777777777778,0.000444444444444444,0.00211111111111111,5.55555555555556e-05,0.00155555555555556,0.00344444444444444,0.00244444444444444,0.000222222222222222,0,0.00638888888888889,0.000111111111111111,5.55555555555556e-05,0,0.00227777777777778,5.55555555555556e-05,0.000555555555555556,0.0103888888888889,0.00172222222222222,5.55555555555556e-05,0.000277777777777778,0,0,0.000888888888888889,0
48,0,0,0,0,0.000111111111111111,0,0.526055555555556,0.0611111111111111,0.0869444444444444,0.00355555555555556,0,0.101611111111111,0.0537222222222222,0.000888888888888889,0.0045,0.0702777777777778,0.000833333333333333,0.00122222222222222,0.000888888888888889,0.000833333333333333,0.0103333333333333,0.0192222222222222,0,0,0.0265,0.000277777777777778,0.000555555555555556,0,0.00733333333333333,0,0.000333333333333333,0.0142222222222222,0.00244444444444444,5.55555555555556e-05,0.00194444444444444,0.001,0,0.00238888888888889,0
49,0,5.55555555555556e-05,0,0,5.55555555555556e-05,0,0.651222222222222,0.104777777777778,0.0926666666666667,0.00194444444444444,0,0.0318333333333333,0.0285,0.00372222222222222,0.00183333333333333,0.0235555555555556,0.000277777777777778,0.00294444444444444,0,0.000444444444444444,0.00461111111111111,0.00433333333333333,0,0,0.00772222222222222,0.00105555555555556,0,0,0.00316666666666667,0.000277777777777778,0.000333333333333333,0.0302222222222222,0.000777777777777778,0.000444444444444444,0.000444444444444444,0.000111111111111111,0,0.00255555555555556,0
50,0,5.55555555555556e-05,0.00261111111111111,0,0.000111111111111111,0.00533333333333333,0.571722222222222,0.126777777777778,0.159222222222222,0.00555555555555555,0,0.0327777777777778,0.0221666666666667,0.00116666666666667,0.00588888888888889,0.0282222222222222,0.000555555555555556,0.00105555555555556,0.000166666666666667,0.00177777777777778,0.00194444444444444,0.00244444444444444,0,0,0.00744444444444444,0.000333333333333333,0.000111111111111111,0,0.00177777777777778,5.55555555555556e-05,0.000333333333333333,0.0121111111111111,0.000666666666666667,5.55555555555556e-05,0.000277777777777778,0.000277777777777778,0,0.00216666666666667,0
51,0,5.55555555555556e-05,0,0,5.55555555555556e-05,0.000222222222222222,0.495222222222222,0.169333333333333,0.180055555555556,0.018,0,0.0229444444444444,0.0213333333333333,0.00177777777777778,0.0142777777777778,0.0215555555555556,0.00116666666666667,0.00255555555555556,0.000166666666666667,0.00316666666666667,0.00188888888888889,0.005,0,0.000111111111111111,0.01,5e-04,0.000166666666666667,0,0.0035,0.000111111111111111,0.000166666666666667,0.0207777777777778,0.00127777777777778,0.000111111111111111,0.000888888888888889,0.000111111111111111,0,0.00283333333333333,0
52,0,0.000277777777777778,0.000222222222222222,0,0.000166666666666667,0.000722222222222222,0.415722222222222,0.163722222222222,0.208833333333333,0.0161111111111111,0,0.0343333333333333,0.0211666666666667,0.000666666666666667,0.0182222222222222,0.0362222222222222,0.0015,0.00316666666666667,0.00122222222222222,0.00488888888888889,0.00216666666666667,0.0115,0.000611111111111111,0,0.0143888888888889,0.00116666666666667,0.000333333333333333,0,0.00361111111111111,5.55555555555556e-05,0.000388888888888889,0.0290555555555556,0.00205555555555556,0,0.0015,0.000888888888888889,0,0.00372222222222222,0
53,0,0.000111111111111111,5.55555555555556e-05,0,0.000166666666666667,0,0.563611111111111,0.0792222222222222,0.240444444444444,0.00605555555555556,0,0.0461666666666667,0.0106111111111111,0.000777777777777778,0.0045,0.0215555555555556,5e-04,0.00144444444444444,5.55555555555556e-05,0.00138888888888889,0.00177777777777778,0.00155555555555556,0,0,0.00538888888888889,0.000722222222222222,0,0,0.00138888888888889,0,0.000666666666666667,0.00788888888888889,0.000777777777777778,0.000166666666666667,0.000777777777777778,5.55555555555556e-05,0,0.00216666666666667,0
54,0,0.000555555555555556,0,0,5.55555555555556e-05,0.000833333333333333,0.451166666666667,0.169555555555556,0.270666666666667,0.0313888888888889,0,0.0148888888888889,0.0118888888888889,0.00266666666666667,0.0102777777777778,0.00872222222222222,0.000833333333333333,0.0055,0.000277777777777778,0.0015,0.00144444444444444,0.00155555555555556,0,0.000277777777777778,0.00677777777777778,0.00116666666666667,0.000277777777777778,0,0.001,0,0.000111111111111111,0.00338888888888889,0.000444444444444444,0.000166666666666667,5e-04,0,0,0.000833333333333333,0
55,0,0.000444444444444444,5.55555555555556e-05,0,0.000222222222222222,5e-04,0.485111111111111,0.220833333333333,0.183555555555556,0.0182777777777778,5.55555555555556e-05,0.023,0.00833333333333333,0.00205555555555556,0.007,0.0132222222222222,0.001,0.00511111111111111,0.000111111111111111,0.00155555555555556,0.00194444444444444,0.00283333333333333,0,5.55555555555556e-05,0.014,0.000944444444444444,0.000111111111111111,0,0.001,0,0.000166666666666667,0.00466666666666667,0.000666666666666667,0.000166666666666667,0.000611111111111111,0.000277777777777778,0,0.00144444444444444,0
56,0,5e-04,5.55555555555556e-05,0,0.000111111111111111,0.000277777777777778,0.526055555555556,0.261944444444444,0.110111111111111,0.00527777777777778,0.000277777777777778,0.0239444444444444,0.00772222222222222,0.00133333333333333,0.00322222222222222,0.0189444444444444,0.000777777777777778,0.00355555555555556,0.000166666666666667,0.000388888888888889,0.00144444444444444,0.00294444444444444,0,0,0.0184444444444444,5e-04,0,0,0.00161111111111111,0,0.000166666666666667,0.00666666666666667,0.000333333333333333,0.000277777777777778,5e-04,0.000277777777777778,0,0.00161111111111111,0
57,0,5.55555555555556e-05,0,0,0,0,0.723833333333333,0.136277777777778,0.0406111111111111,0.000444444444444444,0,0.0182777777777778,0.019,0.000222222222222222,0.000333333333333333,0.0238333333333333,0.000111111111111111,0.000611111111111111,0.000166666666666667,0.000166666666666667,0.00183333333333333,0.00311111111111111,0,0,0.0103333333333333,0,0,0,0.00194444444444444,0,5.55555555555556e-05,0.0158333333333333,0.000444444444444444,0.000222222222222222,0.000277777777777778,5.55555555555556e-05,0,0.00177777777777778,0
58,0,0.000111111111111111,0.000722222222222222,0,0.000166666666666667,0.000166666666666667,0.577722222222222,0.228666666666667,0.0935,0.00255555555555556,0,0.0197222222222222,0.0130555555555556,0.000333333333333333,0.00155555555555556,0.0277777777777778,0.000333333333333333,5e-04,0.000666666666666667,0.000111111111111111,0.00116666666666667,0.00366666666666667,0,5.55555555555556e-05,0.0155555555555556,0,5.55555555555556e-05,0,0.0015,0,0.000111111111111111,0.00572222222222222,5e-04,0.000277777777777778,0.000277777777777778,0.000277777777777778,0,0.0015,0
59,0,0.001,0,0,0,0.000166666666666667,0.408277777777778,0.180944444444444,0.240055555555556,0.0119444444444444,0.000166666666666667,0.0364444444444444,0.0142777777777778,0.00177777777777778,0.0105,0.017,0.000888888888888889,0.00116666666666667,0.00116666666666667,0.00238888888888889,0.00155555555555556,0.00555555555555556,0,0.000555555555555556,0.0126666666666667,0,0.000166666666666667,0,0.00177777777777778,0,0.000111111111111111,0.0446666666666667,0.00122222222222222,0.000388888888888889,0.000388888888888889,0.000333333333333333,0,0.00188888888888889,0
60,0,0,0.000166666666666667,0,0.000111111111111111,0.000444444444444444,0.609277777777778,0.173722222222222,0.117055555555556,0.00144444444444444,0,0.0230555555555556,0.00683333333333333,0.00133333333333333,0.00177777777777778,0.0216666666666667,0.000722222222222222,0.00194444444444444,0.000666666666666667,0.000277777777777778,0.00105555555555556,0.00511111111111111,0,0.000722222222222222,0.0160555555555556,0.000333333333333333,0,0,0.00116666666666667,0,0.000166666666666667,0.0112222222222222,0.000444444444444444,0.000333333333333333,0.000277777777777778,0.000166666666666667,0,0.00183333333333333,0
61,0,0.000166666666666667,0.000777777777777778,0,0.000833333333333333,0.000111111111111111,0.5095,0.158611111111111,0.190111111111111,0.00472222222222222,5.55555555555556e-05,0.0306666666666667,0.00544444444444444,0.00272222222222222,0.00333333333333333,0.0270555555555556,0.00144444444444444,0.00177777777777778,0.00122222222222222,0.001,0.00116666666666667,0.00594444444444444,0,0.000111111111111111,0.0153888888888889,5e-04,0.000388888888888889,0.000722222222222222,0.000944444444444444,0,0,0.0284444444444444,0.00105555555555556,0.000388888888888889,0.00144444444444444,0,0,0.00288888888888889,0
62,0,0.000111111111111111,0.00166666666666667,0,5.55555555555556e-05,0.00311111111111111,0.421222222222222,0.131722222222222,0.233666666666667,0.00822222222222222,5.55555555555556e-05,0.0604444444444444,0.0123888888888889,0.00383333333333333,0.0100555555555556,0.0495,0.00105555555555556,0.00372222222222222,0.000388888888888889,0.000611111111111111,0.0015,0.00788888888888889,0.000222222222222222,0.000333333333333333,0.0127222222222222,0.00161111111111111,0.000111111111111111,0.00205555555555556,0.00277777777777778,0,0.000277777777777778,0.0204444444444444,0.00105555555555556,0.000166666666666667,0.00211111111111111,5.55555555555556e-05,0,0.00427777777777778,0
63,0,5.55555555555556e-05,5e-04,0,0.000111111111111111,0.001,0.457277777777778,0.205166666666667,0.210388888888889,0.0118333333333333,0.000333333333333333,0.0223888888888889,0.0131111111111111,0.00388888888888889,0.0123333333333333,0.0171666666666667,0.000944444444444444,0.0035,0.000555555555555556,0.00105555555555556,0.00105555555555556,0.00388888888888889,0.000333333333333333,0,0.00672222222222222,0.00211111111111111,5.55555555555556e-05,0.000555555555555556,0.00238888888888889,0,0.000277777777777778,0.0176666666666667,0.000611111111111111,0.000222222222222222,0.00105555555555556,5.55555555555556e-05,0,0.00105555555555556,0
64,0,0,0,0,0,0,0.548777777777778,0.124555555555556,0.160888888888889,0.00577777777777778,0.000222222222222222,0.0376666666666667,0.0245555555555556,0.00311111111111111,0.00727777777777778,0.0305555555555556,0.00116666666666667,0.0025,0.00166666666666667,0.00105555555555556,0.0015,0.0118333333333333,0,0,0.0106111111111111,0.000944444444444444,0.000111111111111111,0.000277777777777778,0.00238888888888889,0,0.000222222222222222,0.0177222222222222,0.00122222222222222,0,0.00133333333333333,0.000277777777777778,0,0.00166666666666667,0
65,0,0.000277777777777778,0,0,0,0.000166666666666667,0.530333333333333,0.140833333333333,0.189222222222222,0.00433333333333333,0.000611111111111111,0.0368888888888889,0.0190555555555556,0.00155555555555556,0.0157222222222222,0.0205,0.00211111111111111,0.00133333333333333,0.000166666666666667,0.0015,0.00161111111111111,0.00266666666666667,0,0,0.0118333333333333,0.00111111111111111,5.55555555555556e-05,0,0.00394444444444444,0,0.000222222222222222,0.0102222222222222,0.000722222222222222,5.55555555555556e-05,0.000555555555555556,0.000111111111111111,0,0.00122222222222222,0
66,0,0,0,0,0,0.00122222222222222,0.541111111111111,0.160833333333333,0.107888888888889,0.00216666666666667,0.000166666666666667,0.0422222222222222,0.0182777777777778,0.000777777777777778,0.0118333333333333,0.0349444444444444,0.00294444444444444,0.00222222222222222,0.000277777777777778,0.00144444444444444,0.00266666666666667,0.0215555555555556,0.000166666666666667,0.000277777777777778,0.0260555555555556,0.00116666666666667,0.000111111111111111,0,0.00361111111111111,0,0.000166666666666667,0.00672222222222222,0.000777777777777778,0.000333333333333333,0.00211111111111111,0.000333333333333333,0,0.00411111111111111,0
67,0,0.000111111111111111,0.000111111111111111,0,0.000166666666666667,0.00161111111111111,0.491888888888889,0.198333333333333,0.173166666666667,0.00366666666666667,0.000166666666666667,0.0251666666666667,0.0166666666666667,0.00327777777777778,0.0156111111111111,0.0236666666666667,0.00355555555555556,0.00344444444444444,0.000277777777777778,0.00188888888888889,0.00138888888888889,0.00483333333333333,0,5e-04,0.0128888888888889,5e-04,0.000111111111111111,0,0.00483333333333333,0,0.000111111111111111,0.00683333333333333,0.000722222222222222,0.000333333333333333,0.000833333333333333,0.000111111111111111,0,0.0015,0
68,0,5.55555555555556e-05,0,0,0.000111111111111111,0.002,0.421055555555556,0.234611111111111,0.218944444444444,0.00911111111111111,0.000222222222222222,0.0262222222222222,0.00733333333333333,0.005,0.00922222222222222,0.0134444444444444,0.00505555555555556,0.005,5e-04,0.00161111111111111,0.001,0.00305555555555556,0.001,0,0.00661111111111111,0.00216666666666667,0,0,0.00383333333333333,0,5.55555555555556e-05,0.0181111111111111,0.00111111111111111,0,0.000666666666666667,0.000111111111111111,0,0.00194444444444444,0
69,0,0,0,0,0.000166666666666667,0.000277777777777778,0.4455,0.216833333333333,0.197,0.00644444444444444,0.000222222222222222,0.0333888888888889,0.00727777777777778,0.00444444444444444,0.00966666666666667,0.0177222222222222,0.00511111111111111,0.00505555555555556,0.0025,0.00138888888888889,0.000833333333333333,0.0045,0.000111111111111111,0,0.009,0.00322222222222222,0,0,0.00366666666666667,0,0.000222222222222222,0.0204444444444444,0.000444444444444444,0.000277777777777778,0.00166666666666667,0.000111111111111111,0,0.00183333333333333,0
70,0,5.55555555555556e-05,0,0,0,0.000555555555555556,0.589277777777778,0.0955,0.1835,0.00194444444444444,0.000111111111111111,0.0239444444444444,0.0285,0.00227777777777778,0.00438888888888889,0.0263888888888889,0.00144444444444444,0.00227777777777778,0.000444444444444444,0.000944444444444444,0.00194444444444444,0.00511111111111111,0,0,0.0146111111111111,0.000166666666666667,0.000222222222222222,0,0.00438888888888889,0,0.000277777777777778,0.00788888888888889,0.000666666666666667,0.000111111111111111,0.00161111111111111,5.55555555555556e-05,0,0.001,0
71,0,0,0,0,0.000111111111111111,0.000722222222222222,0.571111111111111,0.0807222222222222,0.201888888888889,0.00372222222222222,0.000166666666666667,0.0351111111111111,0.0206111111111111,0.00327777777777778,0.0111666666666667,0.02,0.002,0.00188888888888889,0,0.000722222222222222,0.0015,0.00177777777777778,0,0,0.0107222222222222,0.000166666666666667,0.00194444444444444,0,0.00288888888888889,0,0.000277777777777778,0.0255,0.000722222222222222,0.000111111111111111,0.000277777777777778,0,0,0.000611111111111111,0
