"Time","Pasteurellaceae","Streptococcaceae","Bacteroidaceae","Ruminococcaceae","Muribaculaceae","Lachnospiraceae","Tannerellaceae","Acidaminococcaceae","Acutalibacteraceae","Oscillospiraceae_88309","Burkholderiaceae_A_595427","Coprobacillaceae","Desulfovibrionaceae","Marinifilaceae","Rikenellaceae","Butyricicoccaceae","UBA1381","Clostridia_258483_Class","Anaerotignaceae","CAG-274","CAG-508","Clostridiaceae_222000","Gammaproteobacteria_Class","Oscillospirales_Order","Coprobacteraceae","Turicibacteraceae","Peptostreptococcaceae_256921","Erysipelotrichaceae","UBA11471","Eggerthellaceae","Christensenellales_Order","Peptoniphilaceae","Mycobacteriaceae","Enterobacteriaceae_A","Negativicoccaceae","Dialisteraceae","Actinomycetaceae","CAG-138","UBA660","CAG-74","Akkermansiaceae","CAG-272","Porphyromonadaceae","Atopobiaceae","Anaerovoracaceae","Campylobacteraceae","Bacteria_Kingdom","DTU023","Fusobacteriaceae_993521"
15,0,0.000888888888888889,0.446388888888889,0.0975555555555555,0.0217222222222222,0.0803333333333333,0.0228888888888889,0.0161111111111111,0.00616666666666667,0.0325,0,0.000444444444444444,0.00877777777777778,0,0.00122222222222222,0.00111111111111111,0.000166666666666667,0.00355555555555556,0.00355555555555556,0,0.000333333333333333,0.000166666666666667,0.000111111111111111,0.00255555555555556,0,0.000166666666666667,0.000777777777777778,0.000333333333333333,0.000388888888888889,5.55555555555556e-05,0,0.1495,0.0025,0,0.00444444444444444,0.0115,0.005,0,0,0,0,0,0.0295555555555556,0.000444444444444444,0.00555555555555556,0.00338888888888889,0.0387222222222222,0.000388888888888889,0
16,0,0,0.487777777777778,0.174388888888889,0.0153888888888889,0.126333333333333,0.0223333333333333,0.0100555555555556,0.00588888888888889,0.0280555555555556,0,0.000833333333333333,0.00816666666666667,0,0.000388888888888889,0.00311111111111111,0.000555555555555556,0.00394444444444444,0.00111111111111111,0,0.000222222222222222,0.000166666666666667,0.000277777777777778,0.00188888888888889,0,0,0.000388888888888889,0.000111111111111111,0.000944444444444444,0.000444444444444444,0,0.0593888888888889,0.00122222222222222,0,0.00155555555555556,0.0122777777777778,0.00333333333333333,0,0,0,0.000166666666666667,0,0.0165555555555556,0.000388888888888889,0.00155555555555556,0.00233333333333333,0.00722222222222222,0.000388888888888889,0
17,0,0.000555555555555556,0.398055555555556,0.0872777777777778,0.0101666666666667,0.0811111111111111,0.0145,0.00761111111111111,0.00727777777777778,0.0223888888888889,0,0.00122222222222222,0.00561111111111111,0,5e-04,0.00138888888888889,5e-04,0.00144444444444444,0.00177777777777778,0,0.000222222222222222,0.000166666666666667,0,0.00144444444444444,0,0,0.000333333333333333,0.000277777777777778,0.000666666666666667,0.000277777777777778,0,0.167277777777778,0.00255555555555556,0,0.00444444444444444,0.0225,0.00472222222222222,0,0,0,0.00777777777777778,0,0.0606666666666667,0.00127777777777778,0.0025,0.00138888888888889,0.0782222222222222,0.000888888888888889,0
18,0,0,0.421166666666667,0.0341111111111111,0.00277777777777778,0.0433888888888889,0.00661111111111111,0.0065,0.00494444444444444,0.0122777777777778,0,0.000611111111111111,0.00433333333333333,0.000222222222222222,0.000277777777777778,0.00116666666666667,0.000166666666666667,0.000666666666666667,0.000888888888888889,0,0,0,0,0.000666666666666667,0,0,0,0.000111111111111111,0.000111111111111111,0,0,0.195277777777778,0.00238888888888889,0,0.00533333333333333,0.0331666666666667,0.0121666666666667,0,0,0,0.0495,0,0.114888888888889,0.00105555555555556,0.00533333333333333,0.00333333333333333,0.0325555555555556,0.00311111111111111,0
19,0.000111111111111111,5.55555555555556e-05,0.610111111111111,0.142111111111111,0.0160555555555556,0.120777777777778,0.058,0.018,0.00161111111111111,0.0160555555555556,0,0.000388888888888889,0.00488888888888889,0,0.000166666666666667,0.00111111111111111,0.000222222222222222,0.00144444444444444,0.000777777777777778,0,0.000222222222222222,0.000222222222222222,5.55555555555556e-05,0.000777777777777778,0,0.000222222222222222,0.000111111111111111,0.000166666666666667,0.00116666666666667,0,0,0.000611111111111111,0,0.000277777777777778,0.000111111111111111,0.000277777777777778,0,0,0,0,0.00183333333333333,0,0.00122222222222222,0,5.55555555555556e-05,0.000111111111111111,0.000166666666666667,0,0
20,0,0,0.454166666666667,0.0487777777777778,0.00194444444444444,0.0593888888888889,0.0110555555555556,0.00766666666666667,0.00111111111111111,0.0158888888888889,0,0.000222222222222222,0.00461111111111111,0.000166666666666667,0,0.00122222222222222,0.000222222222222222,0.000555555555555556,0.00311111111111111,0,0,0,0,0.000444444444444444,0,0.000166666666666667,0,0.000111111111111111,0.000222222222222222,0.000666666666666667,0,0.226,0.00416666666666667,0,0.00188888888888889,0.0367777777777778,0.00538888888888889,0,0,0,0.00372222222222222,0,0.0706666666666667,0.00677777777777778,0.0106111111111111,0.00394444444444444,0.0158333333333333,0.00144444444444444,0
21,0,0.000222222222222222,0.62,0.1165,0.0255,0.140611111111111,0.05,0.015,0.00105555555555556,0.0158888888888889,0,0.000111111111111111,0.00611111111111111,0,0.000166666666666667,0.000777777777777778,0.000277777777777778,0.00116666666666667,0.000833333333333333,0,0,0,0.000833333333333333,5e-04,0,0,0,0.000222222222222222,0.000888888888888889,0,0,0.000111111111111111,0,0,0,0.000222222222222222,0,0,0,0,0.00155555555555556,0,0.000555555555555556,0,0,0.000111111111111111,0.000555555555555556,0,0
22,5.55555555555556e-05,0,0.620055555555556,0.135,0.0171111111111111,0.140277777777778,0.0273333333333333,0.0227777777777778,0.00116666666666667,0.0185,0,0.000222222222222222,0.0045,0,0.000222222222222222,0.00127777777777778,0.000166666666666667,0.00183333333333333,0.000833333333333333,0,0,0.000111111111111111,0.000333333333333333,0.000222222222222222,0,0,0.000222222222222222,0.000277777777777778,0.000888888888888889,0,0,0.000555555555555556,0,0,5.55555555555556e-05,0.000111111111111111,0,0,0,0,0.0045,0,0.000611111111111111,0,0,0.000277777777777778,5e-04,0,0
23,0.000333333333333333,0.00127777777777778,0.576666666666667,0.0832777777777778,0.00672222222222222,0.191888888888889,0.0217777777777778,0.0176111111111111,0.00972222222222222,0.0306111111111111,0,0.001,0.00605555555555556,0.000166666666666667,0.000555555555555556,0.00305555555555556,0.00127777777777778,0.00327777777777778,0.00211111111111111,0,0,0,0.000222222222222222,0.00111111111111111,0,0,0,0.000166666666666667,0.000611111111111111,0,0,0.0075,0.000111111111111111,0.000222222222222222,0,0.00155555555555556,0.000277777777777778,0,0,0,0.0236111111111111,0,0.00283333333333333,0,0.000722222222222222,0.000666666666666667,0.0025,0,0
24,0,0.00105555555555556,0.642777777777778,0.119722222222222,0.0176666666666667,0.103333333333333,0.0424444444444444,0.0163333333333333,0.00966666666666667,0.0234444444444444,0,0.000388888888888889,0.00488888888888889,0,0.000555555555555556,0.000944444444444444,0.000222222222222222,0.00283333333333333,0.0015,0,0,0,5.55555555555556e-05,0.000611111111111111,0,0.000111111111111111,0,0.000222222222222222,0.000944444444444444,5.55555555555556e-05,0,0.000388888888888889,0,0.000277777777777778,0,0.000166666666666667,0,0,0,0,0.00822222222222222,0,0.000277777777777778,0,0,0.000166666666666667,0.000611111111111111,0,0
25,0,0.000722222222222222,0.639055555555556,0.0853333333333333,0.0249444444444444,0.124277777777778,0.0527777777777778,0.015,0.00466666666666667,0.0266666666666667,0,5.55555555555556e-05,0.00672222222222222,0,5e-04,5e-04,0.000666666666666667,0.00177777777777778,0.000833333333333333,0,0,5.55555555555556e-05,0.000222222222222222,0.000333333333333333,0,0.000166666666666667,0.000722222222222222,0.000333333333333333,0.000666666666666667,5.55555555555556e-05,0,0.000777777777777778,0,5.55555555555556e-05,0,0.000777777777777778,0,0,0,0,0.00916666666666667,0,0.000888888888888889,0,0,0.000222222222222222,0.000666666666666667,0,0
26,0.000111111111111111,0.000277777777777778,0.551777777777778,0.152166666666667,0.0226111111111111,0.146,0.0416666666666667,0.015,0.0155555555555556,0.022,0,0.000666666666666667,0.00772222222222222,5.55555555555556e-05,0.00127777777777778,0.00144444444444444,0.00127777777777778,0.00261111111111111,0.00111111111111111,0,0.000166666666666667,0.000833333333333333,0.000388888888888889,0.000666666666666667,0.000166666666666667,0,0.000722222222222222,0.000222222222222222,0.000833333333333333,0,0,0.002,0,0,0,0.000333333333333333,0,0,0,0,0.00794444444444444,0,0.00144444444444444,0,0.000111111111111111,0.000444444444444444,0.000111111111111111,0,0
27,0,0.000444444444444444,0.527777777777778,0.162611111111111,0.0196111111111111,0.140277777777778,0.0362777777777778,0.0186111111111111,0.0199444444444444,0.0197777777777778,0,0.000388888888888889,0.00911111111111111,0.000166666666666667,0.000944444444444444,0.00105555555555556,0.00472222222222222,0.00272222222222222,0.00122222222222222,0,0.000166666666666667,0.00144444444444444,0.000222222222222222,0.000944444444444444,0,0.000166666666666667,0.000222222222222222,0.000277777777777778,0.000722222222222222,0.000444444444444444,0,0.00894444444444444,0,0,0,0.00194444444444444,0.000166666666666667,0,0,0,0.0116111111111111,0,0.00222222222222222,0,0.00105555555555556,0.00144444444444444,0.00222222222222222,0,0
28,0.000111111111111111,0.000166666666666667,0.640611111111111,0.111,0.0188888888888889,0.142944444444444,0.0321111111111111,0.0167222222222222,0.00311111111111111,0.0176666666666667,0,0.000222222222222222,0.00177777777777778,0.00111111111111111,0.000555555555555556,0.000444444444444444,0.000666666666666667,0.000944444444444444,0.00116666666666667,0,0.000944444444444444,0.000111111111111111,0.000222222222222222,0.000277777777777778,0,0.000111111111111111,0.000111111111111111,0.000111111111111111,0.00116666666666667,0,0,0.00133333333333333,0,0,0,0.000388888888888889,0,0,0,0,0.0035,0,5e-04,0,5.55555555555556e-05,5.55555555555556e-05,0.000333333333333333,0,0
29,0,5.55555555555556e-05,0.646611111111111,0.0942777777777778,0.0171666666666667,0.128111111111111,0.0287777777777778,0.0148888888888889,0.00377777777777778,0.0213888888888889,0,0.000722222222222222,0.00394444444444444,0.00116666666666667,0.00283333333333333,0.00105555555555556,0.00211111111111111,0.00194444444444444,0.00116666666666667,0,0.000666666666666667,0,0.000333333333333333,0.00105555555555556,0,0,0.000222222222222222,5.55555555555556e-05,0.000944444444444444,0,0,0.00577777777777778,5.55555555555556e-05,0,0,0.000888888888888889,0.000111111111111111,0,0,0,0.0144444444444444,0,0.001,0,0.001,0.000888888888888889,0.0025,5.55555555555556e-05,0
