"Time","Pasteurellaceae","Streptococcaceae","Bacteroidaceae","Ruminococcaceae","Muribaculaceae","Lachnospiraceae","Tannerellaceae","Acidaminococcaceae","Acutalibacteraceae","Oscillospiraceae_88309","Burkholderiaceae_A_595427","Coprobacillaceae","Desulfovibrionaceae","Marinifilaceae","Rikenellaceae","Butyricicoccaceae","UBA1381","Clostridia_258483_Class","Anaerotignaceae","CAG-274","CAG-508","Clostridiaceae_222000","Gammaproteobacteria_Class","Oscillospirales_Order","Coprobacteraceae","Turicibacteraceae","Peptostreptococcaceae_256921","Erysipelotrichaceae","UBA11471","Eggerthellaceae","Christensenellales_Order","Peptoniphilaceae","Mycobacteriaceae","Enterobacteriaceae_A","Negativicoccaceae","Dialisteraceae","Actinomycetaceae","CAG-138","UBA660","CAG-74","Akkermansiaceae","CAG-272","Porphyromonadaceae","Atopobiaceae","Anaerovoracaceae","Campylobacteraceae","Bacteria_Kingdom","DTU023","Fusobacteriaceae_993521"
125,0.000388888888888889,0.000111111111111111,0.542944444444444,0.1315,0.0265555555555556,0.149944444444444,0.0361111111111111,0.0165,0.0171111111111111,0.0206111111111111,0.0155,0.00133333333333333,0.00488888888888889,0.00383333333333333,0.00522222222222222,0.000277777777777778,0.000666666666666667,0.00316666666666667,0.00138888888888889,0.000666666666666667,0.0118888888888889,0.000666666666666667,0.00272222222222222,0.000777777777777778,0.000777777777777778,5.55555555555556e-05,0.000666666666666667,5e-04,0.000611111111111111,0,0.000833333333333333,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.000166666666666667,0,0
126,0.000166666666666667,0.001,0.461888888888889,0.1305,0.0319444444444444,0.194888888888889,0.036,0.0111111111111111,0.0107222222222222,0.0263333333333333,0.0100555555555556,0.005,0.00438888888888889,0.00477777777777778,0.00561111111111111,0.00172222222222222,0.00116666666666667,0.00288888888888889,0.001,0.00144444444444444,0.0496666666666667,0.000111111111111111,0.0015,0.000722222222222222,0.000166666666666667,0.000722222222222222,0.00172222222222222,0.000666666666666667,0.000277777777777778,0.000166666666666667,0.000333333333333333,5.55555555555556e-05,0,0,0,0.000111111111111111,0,0,0,0,0.000444444444444444,0,0.000222222222222222,0,0,0.000166666666666667,5.55555555555556e-05,0,0
127,0,0.000166666666666667,0.588555555555555,0.0732777777777778,0.0423333333333333,0.116277777777778,0.0601666666666667,0.027,0.0116666666666667,0.0246111111111111,0.00777777777777778,0.00216666666666667,0.00938888888888889,0.00461111111111111,0.00366666666666667,0.00155555555555556,0.000777777777777778,0.0065,0.001,0.000444444444444444,0.0120555555555556,0,0.00122222222222222,5e-04,0.000166666666666667,0,0.00105555555555556,5e-04,0.000888888888888889,0.000111111111111111,0.000666666666666667,0,0,0,0,0,0,0,0,0,0.000111111111111111,0.000111111111111111,0,0,0.000111111111111111,0,0.000111111111111111,0,0
128,0,0.000666666666666667,0.326555555555556,0.0647777777777778,0.0172777777777778,0.115944444444444,0.0241666666666667,0.0107777777777778,0.0261666666666667,0.0267222222222222,0.00622222222222222,0.00844444444444444,0.00622222222222222,0.00188888888888889,0.00216666666666667,0.00211111111111111,0.001,0.00938888888888889,0.00116666666666667,0.00105555555555556,0,0,0.00127777777777778,0.000388888888888889,0,0,0.000944444444444444,0.00122222222222222,0.000166666666666667,0.00194444444444444,0.000277777777777778,0.216777777777778,0.00722222222222222,0,0.0025,0.00627777777777778,0.0157777777777778,0,0,0.000222222222222222,0.000166666666666667,0,0.0238333333333333,0.000222222222222222,0.0136666666666667,0.0328888888888889,0.019,0.00105555555555556,0
129,0,0,0.582833333333333,0.066,0.0351666666666667,0.153,0.0497222222222222,0.0244444444444444,0.0211111111111111,0.0222777777777778,0.00627777777777778,0.00166666666666667,0.00922222222222222,0.00361111111111111,0.00283333333333333,0.00111111111111111,0.00205555555555556,0.00544444444444444,0.000666666666666667,0.00138888888888889,0.002,0,0.00111111111111111,0.000666666666666667,0.000166666666666667,0.000166666666666667,0.00116666666666667,0.000388888888888889,0.000388888888888889,5.55555555555556e-05,0.000444444444444444,0.000722222222222222,0,0,0,0,0,0,0,0,0.00116666666666667,0,0.000277777777777778,0,0.000111111111111111,0.000333333333333333,0.00161111111111111,0,0
130,0,0.000166666666666667,0.3325,0.0911111111111111,0.0192777777777778,0.194833333333333,0.0196111111111111,0.0207777777777778,0.0693333333333333,0.0256111111111111,0.00388888888888889,0.0118333333333333,0.00661111111111111,0.00133333333333333,0.00283333333333333,0.002,0.00116666666666667,0.011,5e-04,0.00233333333333333,0,0,0.00111111111111111,0.00116666666666667,0,0.000333333333333333,0.00372222222222222,0.001,0.000277777777777778,0.00272222222222222,0.000388888888888889,0.101111111111111,0.006,0,0.000444444444444444,0.00505555555555556,0.00888888888888889,0,0,0.000333333333333333,5e-04,0,0.018,0.000666666666666667,0.00816666666666667,0.0155555555555556,0.00366666666666667,0.00227777777777778,0
131,0,0.000111111111111111,0.560833333333333,0.0958333333333333,0.0459444444444444,0.0956666666666667,0.0521666666666667,0.0271666666666667,0.0350555555555556,0.0335,0.00477777777777778,0.00266666666666667,0.0114444444444444,0.004,0.00738888888888889,0.00227777777777778,0.00333333333333333,0.00455555555555556,0.001,0.00188888888888889,0,0.000388888888888889,0.001,0.00122222222222222,0,0,0.000722222222222222,0.000611111111111111,0.000333333333333333,0.000166666666666667,0.000277777777777778,0.000111111111111111,0,0,0,0,0,0,0,0.000666666666666667,0.00122222222222222,0,0,0,5e-04,5.55555555555556e-05,0.00122222222222222,0,0
132,0.000166666666666667,0.000333333333333333,0.613666666666667,0.0803333333333333,0.0311666666666667,0.1175,0.0453888888888889,0.0166666666666667,0.0221666666666667,0.0293333333333333,0.00394444444444444,0.00266666666666667,0.0085,0.00361111111111111,0.00427777777777778,0.00127777777777778,0.00183333333333333,0.00533333333333333,0.00166666666666667,0.00116666666666667,0.000555555555555556,0.000666666666666667,0.00122222222222222,0.00116666666666667,0.000222222222222222,0.000166666666666667,0.000944444444444444,0.000555555555555556,0.000777777777777778,0.000277777777777778,0.000611111111111111,0,0,0,0,0,0,0,0,0.000666666666666667,0.000388888888888889,0,5.55555555555556e-05,0,0.000166666666666667,0,5e-04,0,0
133,0,0.000111111111111111,0.618166666666667,0.0838888888888889,0.0275,0.119944444444444,0.0509444444444444,0.0151666666666667,0.0213888888888889,0.0275,0.00377777777777778,0.002,0.00533333333333333,0.00283333333333333,0.0035,0.000666666666666667,0.00161111111111111,0.00527777777777778,0.00194444444444444,0.000888888888888889,0.000444444444444444,0,0.000722222222222222,0.00161111111111111,0.000166666666666667,0,0.000222222222222222,5e-04,0.000444444444444444,0.000222222222222222,0.000333333333333333,0,0,0,0,0,0,0,0,0.000111111111111111,0.00161111111111111,0,0,0,0.000388888888888889,0,5e-04,0,0
134,0,0.000444444444444444,0.614388888888889,0.0606666666666667,0.0296111111111111,0.119111111111111,0.0574444444444444,0.0214444444444444,0.0133888888888889,0.0334444444444444,0.00416666666666667,0.00144444444444444,0.00455555555555556,0.00416666666666667,0.0045,0.00105555555555556,0.00305555555555556,0.00283333333333333,0.00238888888888889,0.000666666666666667,0.000222222222222222,0.000111111111111111,0.00133333333333333,0.002,0.000611111111111111,0,0.000111111111111111,0.000388888888888889,0.000444444444444444,0.000111111111111111,0.000666666666666667,0.000444444444444444,0,0,0,0.000222222222222222,0,0,0,5.55555555555556e-05,0.008,0,0.000277777777777778,0,0,0,0.00594444444444444,0,0
135,0,5e-04,0.628777777777778,0.0817777777777778,0.0201111111111111,0.100222222222222,0.0500555555555556,0.0156111111111111,0.00561111111111111,0.0367222222222222,0.00788888888888889,0.00277777777777778,0.00916666666666667,0.00433333333333333,0.00611111111111111,0.00133333333333333,0.00111111111111111,0.00427777777777778,0.00127777777777778,0.000444444444444444,0.000555555555555556,5.55555555555556e-05,0.00188888888888889,0.00116666666666667,0.000333333333333333,5.55555555555556e-05,0.000222222222222222,0.000388888888888889,0.00144444444444444,0.000277777777777778,0.000277777777777778,0.000333333333333333,5.55555555555556e-05,0,0,0.000222222222222222,0,0,0,0.000444444444444444,0.00927777777777778,0,0.000666666666666667,0,0.000166666666666667,0.000166666666666667,0.00377777777777778,0,0
136,5.55555555555556e-05,0.000611111111111111,0.637222222222222,0.0853888888888889,0.0148888888888889,0.101222222222222,0.0505555555555556,0.0148888888888889,0.0127222222222222,0.0313333333333333,0.00705555555555556,0.00288888888888889,0.00783333333333333,0.00372222222222222,0.00405555555555556,0.000833333333333333,0.00111111111111111,0.00361111111111111,0.001,0.000388888888888889,0.000944444444444444,0.000222222222222222,0.00122222222222222,0.00111111111111111,0.000222222222222222,0.000944444444444444,0.000777777777777778,0.000388888888888889,0.00116666666666667,0.000166666666666667,0.000388888888888889,0.000388888888888889,5.55555555555556e-05,0,0,0.000166666666666667,0,0,0,0.000222222222222222,0.00666666666666667,0,0.000611111111111111,0,0.000111111111111111,0.000166666666666667,0.00255555555555556,0,0
137,0,0.000666666666666667,0.632666666666667,0.0907222222222222,0.0116111111111111,0.112611111111111,0.0489444444444444,0.0152222222222222,0.0264444444444444,0.0208888888888889,0.00477777777777778,0.00305555555555556,0.00794444444444444,0.00233333333333333,0.00188888888888889,0.000222222222222222,0.000888888888888889,0.00388888888888889,0.00116666666666667,0.000444444444444444,0.000944444444444444,0.000722222222222222,0.000444444444444444,0.000722222222222222,0.000111111111111111,0.00177777777777778,0.00161111111111111,0.000555555555555556,0.000777777777777778,0.000111111111111111,0.000555555555555556,0.000555555555555556,0,0,0,0,0,0,0,0,0.00266666666666667,0,0.000166666666666667,0,0,0,0.00177777777777778,0,0
138,0,0.000388888888888889,0.579444444444444,0.085,0.0112222222222222,0.133944444444444,0.0494444444444444,0.0251666666666667,0.0180555555555556,0.0271111111111111,0.00555555555555556,0.00238888888888889,0.00805555555555556,0.00366666666666667,0.00633333333333333,0.00138888888888889,0.0025,0.00361111111111111,0.000833333333333333,0.000277777777777778,0,0.000222222222222222,5e-04,0.001,0.000277777777777778,0.000611111111111111,0.000722222222222222,0.000222222222222222,0.00105555555555556,0,0.000888888888888889,0.00333333333333333,5.55555555555556e-05,0,0.000111111111111111,0.000388888888888889,0,0,0,5e-04,0.00705555555555556,0,0.00355555555555556,0,0.000333333333333333,0.000388888888888889,0.0115,0,0
139,0.000111111111111111,0.000944444444444444,0.529277777777778,0.123333333333333,0.0131111111111111,0.162944444444444,0.0465555555555556,0.0223333333333333,0.0178333333333333,0.0293888888888889,0.00694444444444444,0.00505555555555556,0.00394444444444444,0.00372222222222222,0.00744444444444444,0.00244444444444444,0.00211111111111111,0.0045,0.00166666666666667,0.000666666666666667,0.00127777777777778,5.55555555555556e-05,0.00216666666666667,0.001,0.000444444444444444,0.000333333333333333,0.000833333333333333,0.000222222222222222,0.00183333333333333,5.55555555555556e-05,0.000666666666666667,0,0,0,0,0,0,0,0,0.000444444444444444,0.00383333333333333,0,0.000166666666666667,0,5e-04,5.55555555555556e-05,0.000444444444444444,0,0
140,0,0.000666666666666667,0.539444444444445,0.107166666666667,0.0263888888888889,0.142388888888889,0.0502777777777778,0.013,0.0431666666666667,0.0183333333333333,0.00794444444444444,0.005,0.00477777777777778,0.00555555555555556,0.0065,0.00116666666666667,0.00444444444444444,0.00627777777777778,0.00111111111111111,0.000611111111111111,0.000444444444444444,0.000111111111111111,0.00138888888888889,5e-04,0.000833333333333333,0.00122222222222222,0.00111111111111111,5e-04,0.000888888888888889,0.000277777777777778,0.000833333333333333,0.000944444444444444,0,0,0,0.000388888888888889,0,0,0,0.000277777777777778,0.0035,0,0.000444444444444444,0,0.000111111111111111,0.000166666666666667,0.000944444444444444,0,0
141,0.000111111111111111,0.0015,0.532555555555556,0.107444444444444,0.0305555555555556,0.138,0.0563333333333333,0.0188888888888889,0.0282222222222222,0.0293888888888889,0.0150555555555556,0.00227777777777778,0.00683333333333333,0.00272222222222222,0.00555555555555556,0.001,5e-04,0.00361111111111111,0.0015,0.000222222222222222,0.00522222222222222,0.000833333333333333,0.00255555555555556,0.000777777777777778,0.000833333333333333,5e-04,0.00166666666666667,0.000277777777777778,0.000833333333333333,0.000166666666666667,0.000444444444444444,0,0,0,0,0,0,0,0,5.55555555555556e-05,0.00188888888888889,0,0,0,0,0,0.000666666666666667,0,0
142,0,0.000555555555555556,0.520722222222222,0.0920555555555556,0.0458888888888889,0.145,0.0568333333333333,0.0141666666666667,0.0266666666666667,0.0326111111111111,0.01,0.00288888888888889,0.0075,0.00355555555555556,0.0117222222222222,0.000888888888888889,0.00227777777777778,0.00611111111111111,0.00105555555555556,0.000333333333333333,0,0.000166666666666667,0.00305555555555556,0.00116666666666667,0.00116666666666667,0,0.000666666666666667,5e-04,0.000555555555555556,0.000333333333333333,0.00105555555555556,0.000166666666666667,0,0,0,0.000277777777777778,0,0,0,0.000166666666666667,0.00722222222222222,0,0.000333333333333333,0,0.000333333333333333,0.000111111111111111,0.000888888888888889,0,0
143,0,0.000277777777777778,0.491,0.104944444444444,0.041,0.124111111111111,0.0496111111111111,0.0138333333333333,0.0788888888888889,0.0309444444444444,0.00927777777777778,0.00255555555555556,0.00911111111111111,0.004,0.00922222222222222,0.00111111111111111,0.00261111111111111,0.00433333333333333,0.00155555555555556,0.000833333333333333,0,0.000166666666666667,0.0015,0.00172222222222222,0.000833333333333333,0.000111111111111111,5e-04,0.000555555555555556,0.000444444444444444,0.000388888888888889,0.000777777777777778,0.00183333333333333,0,0,0,0.000277777777777778,0,0,0,0.000333333333333333,0.00555555555555556,0,0.00133333333333333,0,0.000555555555555556,0.000166666666666667,0.00188888888888889,0,0
144,0,0.000388888888888889,0.538277777777778,0.0895,0.0379444444444444,0.130111111111111,0.048,0.0161666666666667,0.0533333333333333,0.0306666666666667,0.0109444444444444,0.00333333333333333,0.00705555555555556,0.00327777777777778,0.00816666666666667,0.00111111111111111,0.00188888888888889,0.00466666666666667,0.000888888888888889,0.000666666666666667,0.000111111111111111,0.000388888888888889,0.00211111111111111,0.00138888888888889,0.000222222222222222,0,0.000166666666666667,5e-04,0.000555555555555556,0.000111111111111111,0.000555555555555556,0.000277777777777778,0,0,0,0,0,0,0,0.000555555555555556,0.00505555555555556,0,5.55555555555556e-05,0,0.000333333333333333,5.55555555555556e-05,5e-04,0,0
145,0,0.00111111111111111,0.4975,0.0848888888888889,0.0445555555555556,0.160833333333333,0.0502777777777778,0.0180555555555556,0.0363333333333333,0.0317777777777778,0.0188888888888889,0.00227777777777778,0.00811111111111111,0.00416666666666667,0.00711111111111111,0.00188888888888889,0.00277777777777778,0.00472222222222222,0.00144444444444444,0.00138888888888889,0.000611111111111111,0.001,0.00344444444444444,0.000333333333333333,0.000166666666666667,0.000166666666666667,0.000777777777777778,0.000888888888888889,0.00133333333333333,0.000222222222222222,0.001,0,5.55555555555556e-05,0,0,0,0,0,0,0.000333333333333333,0.00877777777777778,0,0.000277777777777778,0,0.000388888888888889,0,0.00116666666666667,0,0
146,0,0.000722222222222222,0.595333333333333,0.0307222222222222,0.0458888888888889,0.1075,0.0674444444444444,0.0182777777777778,0.0251666666666667,0.0355,0.0226666666666667,0.000777777777777778,0.0114444444444444,0.00538888888888889,0.00833333333333333,0.00122222222222222,0.00111111111111111,0.005,0.00188888888888889,0.000722222222222222,0.000111111111111111,0.000944444444444444,0.00361111111111111,0.00122222222222222,0.000222222222222222,0.000222222222222222,0.000555555555555556,0.000277777777777778,0.0015,0.000277777777777778,0.000611111111111111,0,0,0,0,0.000111111111111111,0,0,0,0.000388888888888889,0.00383333333333333,0,0,0,0.000277777777777778,0,0.000444444444444444,0,0
147,0,0.000222222222222222,0.514111111111111,0.052,0.0466666666666667,0.185277777777778,0.0668888888888889,0.0161666666666667,0.0212777777777778,0.0352222222222222,0.0131111111111111,0.00294444444444444,0.0101666666666667,0.00733333333333333,0.00683333333333333,0.0015,0.00172222222222222,0.00544444444444444,0.00144444444444444,0.00144444444444444,0,0.001,0.00183333333333333,0.00138888888888889,0.000388888888888889,0.000333333333333333,5e-04,0.000555555555555556,0.00144444444444444,0.000111111111111111,0.000722222222222222,0,0,0,0,0,0,0,0,0.000166666666666667,0.000888888888888889,5.55555555555556e-05,0,0,0.000222222222222222,0,0.000388888888888889,0,0
148,0.000555555555555556,0.000222222222222222,0.451611111111111,0.0935,0.0334444444444444,0.162222222222222,0.0687222222222222,0.0125555555555556,0.0172777777777778,0.0346666666666667,0.00855555555555556,0.0104444444444444,0.0106666666666667,0.005,0.00561111111111111,0.00261111111111111,0.00111111111111111,0.0125,0.00155555555555556,0.00111111111111111,0.000888888888888889,0.00188888888888889,0.00227777777777778,0.00122222222222222,0.000333333333333333,5e-04,0.000666666666666667,0.001,5e-04,0.00116666666666667,0.001,0.0265555555555556,0.000444444444444444,0,0.000166666666666667,0.00594444444444444,0.000777777777777778,0,0,0.000333333333333333,0.00127777777777778,0,0.0065,0.000111111111111111,0.0025,0.00294444444444444,0.00461111111111111,0.000166666666666667,0.000333333333333333
149,0.000111111111111111,5.55555555555556e-05,0.455555555555556,0.133,0.0385555555555556,0.185722222222222,0.0547777777777778,0.0175,0.0161111111111111,0.0382777777777778,0.00772222222222222,0.00277777777777778,0.00961111111111111,0.00594444444444444,0.00583333333333333,0.002,0.00355555555555556,0.00544444444444444,0.00266666666666667,0.000888888888888889,0.00366666666666667,0.000166666666666667,0.00161111111111111,0.00127777777777778,0.000555555555555556,0.000166666666666667,0.00188888888888889,0.000111111111111111,0.000611111111111111,5e-04,0.00116666666666667,0,0,0,0,0.000111111111111111,0,0,0,0.000444444444444444,0.000777777777777778,0,0,0,0.000111111111111111,0.000111111111111111,0.000444444444444444,0,0
150,0.000111111111111111,0.000166666666666667,0.472111111111111,0.124055555555556,0.0706111111111111,0.129555555555556,0.0532222222222222,0.0168888888888889,0.0285,0.0392222222222222,0.0085,0.00361111111111111,0.0112777777777778,0.00461111111111111,0.0146666666666667,0.00227777777777778,0.00138888888888889,0.00555555555555556,0.00122222222222222,0.000944444444444444,0.00305555555555556,5e-04,0.00172222222222222,0.000944444444444444,0.000555555555555556,0.000833333333333333,0.000777777777777778,0,0.000722222222222222,0.000111111111111111,0.000777777777777778,0,0,0,0,0.000111111111111111,0,0,0,0.000166666666666667,0.000388888888888889,0,0.000166666666666667,0,0.000111111111111111,0,0.000166666666666667,0,0
151,0,0.000388888888888889,0.2985,0.106555555555556,0.0187777777777778,0.151333333333333,0.0268333333333333,0.00877777777777778,0.0502222222222222,0.0412222222222222,0.00522222222222222,0.00905555555555556,0.00922222222222222,0.00127777777777778,0.00511111111111111,0.00322222222222222,0.00133333333333333,0.0114444444444444,0.00122222222222222,0.00183333333333333,0,0.000166666666666667,0.00138888888888889,0.000777777777777778,5e-04,0.000722222222222222,0.000222222222222222,0.000666666666666667,0.000277777777777778,0.00561111111111111,0.000611111111111111,0.119111111111111,0.00744444444444444,0,0.000333333333333333,0.0109444444444444,0.00866666666666667,0,0,0.000888888888888889,0.000333333333333333,0,0.0448888888888889,0.00194444444444444,0.0133333333333333,0.0171111111111111,0.00616666666666667,0.00255555555555556,0.00161111111111111
152,0,0.00155555555555556,0.428666666666667,0.0963888888888889,0.0393888888888889,0.124055555555556,0.0599444444444444,0.0166666666666667,0.0286666666666667,0.0487222222222222,0.00588888888888889,0.0065,0.0123888888888889,0.00455555555555556,0.00866666666666667,0.00166666666666667,0.0015,0.00788888888888889,0.00138888888888889,0.000555555555555556,0,0.000666666666666667,0.00138888888888889,0.00122222222222222,0.000277777777777778,0.00127777777777778,0.000388888888888889,0.000722222222222222,0.000666666666666667,0.000722222222222222,0.00127777777777778,0.0343888888888889,0.00172222222222222,0,0.000444444444444444,0.00388888888888889,0.000277777777777778,0.000111111111111111,0,0.000833333333333333,0.0065,0,0.0175555555555556,0.000166666666666667,0.00155555555555556,0.00572222222222222,0.0200555555555556,0.000666666666666667,0.00116666666666667
153,0,0.000833333333333333,0.486944444444444,0.110166666666667,0.0345,0.169555555555556,0.0640555555555556,0.0135,0.0237222222222222,0.0342777777777778,0.005,0.00594444444444444,0.0121111111111111,0.0045,0.00633333333333333,0.00172222222222222,0.00144444444444444,0.0065,0.00105555555555556,0.000388888888888889,0.000111111111111111,0.000666666666666667,0.00288888888888889,0.001,0.000611111111111111,0.000833333333333333,0.000111111111111111,0.000222222222222222,0.00122222222222222,0.000444444444444444,0.000222222222222222,0.00227777777777778,0,0,0,0.000722222222222222,0.000166666666666667,0,0,0.000888888888888889,0.000277777777777778,0,0.00244444444444444,0,0.000388888888888889,0.000222222222222222,0.000611111111111111,0,0.000222222222222222
154,0,0.00122222222222222,0.311166666666667,0.0810555555555555,0.00355555555555556,0.247277777777778,0.0125,0.00633333333333333,0.0247222222222222,0.0135555555555556,0.00233333333333333,0.00977777777777778,0.004,0.000722222222222222,0.00133333333333333,0.00144444444444444,0.00105555555555556,0.00511111111111111,0.00111111111111111,0.00144444444444444,0.000166666666666667,5e-04,0.000277777777777778,0.000277777777777778,0.000111111111111111,0,0.00194444444444444,0.000555555555555556,0.000166666666666667,0.00155555555555556,5e-04,0.143666666666667,0.0287777777777778,0,0.000333333333333333,0.0128888888888889,0.00838888888888889,0,0,0.000555555555555556,0.000222222222222222,0,0.0327222222222222,0.00233333333333333,0.0188888888888889,0.00283333333333333,0.00572222222222222,0.00116666666666667,0.00411111111111111
155,0,0.00122222222222222,0.375666666666667,0.0828888888888889,0.00561111111111111,0.2325,0.0198333333333333,0.009,0.0233333333333333,0.0145,0.00316666666666667,0.009,0.00544444444444444,0.00111111111111111,0.00127777777777778,0.00122222222222222,0.001,0.00455555555555556,0.000666666666666667,0.00155555555555556,0.000611111111111111,0.000555555555555556,0.000388888888888889,5e-04,0,0.000111111111111111,0.00122222222222222,0.000333333333333333,0.000277777777777778,0.00127777777777778,0.000444444444444444,0.111111111111111,0.0213333333333333,0.000388888888888889,0.000166666666666667,0.00916666666666667,0.0065,0,0,0.000333333333333333,5e-04,0,0.0233333333333333,0.00161111111111111,0.0145555555555556,0.0025,0.00433333333333333,0.000722222222222222,0.003
156,5.55555555555556e-05,0.000888888888888889,0.507166666666667,0.0898888888888889,0.0117777777777778,0.192388888888889,0.0343333333333333,0.0136666666666667,0.022,0.0191111111111111,0.00466666666666667,0.00494444444444444,0.00811111111111111,0.00172222222222222,0.002,0.00116666666666667,0.000833333333333333,0.00383333333333333,0.00122222222222222,0.00122222222222222,0.0015,0.000777777777777778,0.000555555555555556,5e-04,0,0.000388888888888889,0.000722222222222222,5.55555555555556e-05,0.000611111111111111,5e-04,0.000666666666666667,0.0381666666666667,0.00733333333333333,0.00105555555555556,0.000111111111111111,0.00305555555555556,0.00222222222222222,0,0,0.000166666666666667,0.000833333333333333,0,0.00833333333333333,0.000611111111111111,0.00527777777777778,0.000611111111111111,0.002,0.000388888888888889,0.00105555555555556
157,0.000111111111111111,0.001,0.571277777777778,0.0893333333333333,0.0182777777777778,0.168888888888889,0.0481666666666667,0.0152222222222222,0.0218888888888889,0.0231666666666667,0.00572222222222222,0.00222222222222222,0.00888888888888889,0.00238888888888889,0.00272222222222222,0.000833333333333333,0.000777777777777778,0.00283333333333333,0.00127777777777778,0.000777777777777778,0.00211111111111111,0.00138888888888889,0.00133333333333333,0.000611111111111111,0,0.000555555555555556,0.000722222222222222,0.000222222222222222,0.000833333333333333,0.000333333333333333,0.000833333333333333,0,0.000111111111111111,0.0015,0,0,0,0,0,5.55555555555556e-05,0.00105555555555556,0,0,0,0.000111111111111111,0,0.000833333333333333,0,0
158,5.55555555555556e-05,0.001,0.531722222222222,0.0805555555555556,0.0338333333333333,0.179055555555556,0.0526666666666667,0.00805555555555556,0.0192222222222222,0.0335555555555556,0.0095,0.00261111111111111,0.00805555555555556,0.00438888888888889,0.00805555555555556,0.000611111111111111,0.00144444444444444,0.00472222222222222,0.00172222222222222,5e-04,0.001,0.00294444444444444,0.00272222222222222,0.0015,0.000444444444444444,0.000388888888888889,0.00122222222222222,0.000444444444444444,0.001,0.000333333333333333,0.00194444444444444,0.000444444444444444,5.55555555555556e-05,0.000333333333333333,0,0.000166666666666667,0,0,0,0.000611111111111111,0.00155555555555556,0.000166666666666667,0.000111111111111111,0,0,0.000111111111111111,0.000833333333333333,0,0
159,0.000388888888888889,0.00144444444444444,0.444055555555556,0.147611111111111,0.0278888888888889,0.198888888888889,0.032,0.0126666666666667,0.0340555555555556,0.0370555555555556,0.00827777777777778,0.00616666666666667,0.00677777777777778,0.00333333333333333,0.00638888888888889,0.00116666666666667,0.00133333333333333,0.00655555555555556,0.0015,0.00144444444444444,0.00455555555555555,0.00166666666666667,0.00205555555555556,0.00161111111111111,0.000222222222222222,0.000388888888888889,0.00127777777777778,0.000555555555555556,0.000166666666666667,0.000111111111111111,0.000777777777777778,0.00144444444444444,0,0,0,0.000333333333333333,0,0,0,0.000555555555555556,0.00116666666666667,5.55555555555556e-05,0.000555555555555556,0,0,0,0.00172222222222222,0,0
160,0.000111111111111111,0.000222222222222222,0.517888888888889,0.117111111111111,0.0493888888888889,0.172388888888889,0.0417777777777778,0.00855555555555556,0.0162777777777778,0.0305555555555556,0.00555555555555556,0.00277777777777778,0.00461111111111111,0.00555555555555556,0.00444444444444444,0.000555555555555556,5e-04,0.00383333333333333,0.000777777777777778,0.000666666666666667,0.00877777777777778,0.00155555555555556,0.000666666666666667,5e-04,0.000833333333333333,0.000388888888888889,0.00127777777777778,0.000388888888888889,0.000444444444444444,0,0.000888888888888889,0.000111111111111111,0,0,0,0,0,0,0,0,0,0,0.000111111111111111,0,0,0,0.000111111111111111,0,0
161,0.000111111111111111,0,0.576944444444444,0.102,0.0448333333333333,0.118,0.0457777777777778,0.00772222222222222,0.0101666666666667,0.0271666666666667,0.0137777777777778,0.004,0.0121666666666667,0.00338888888888889,0.00283333333333333,5e-04,5e-04,0.00227777777777778,0.002,5e-04,0.00827777777777778,0.000222222222222222,0.0025,0.000611111111111111,0.000777777777777778,0.000777777777777778,0.00111111111111111,0.000388888888888889,0.000166666666666667,0.000222222222222222,0.000611111111111111,0.00427777777777778,0.000111111111111111,0,0,0.000777777777777778,0,0,0,0.000111111111111111,5.55555555555556e-05,0,0.00272222222222222,0,0.000388888888888889,0.000833333333333333,5.55555555555556e-05,0,0
162,0,0.000611111111111111,0.558,0.102611111111111,0.0412777777777778,0.128222222222222,0.0440555555555556,0.0100555555555556,0.0210555555555556,0.0287777777777778,0.0119444444444444,0.00533333333333333,0.0121666666666667,0.00388888888888889,0.00372222222222222,0.000944444444444444,0.000722222222222222,0.00394444444444444,0.00177777777777778,0.000444444444444444,0.00611111111111111,0.000277777777777778,0.00216666666666667,0.000666666666666667,0.000444444444444444,0.000833333333333333,0.00116666666666667,5e-04,0.000277777777777778,0.000166666666666667,0.000611111111111111,0.00277777777777778,0,0,0,0.000666666666666667,0,0,0,0.000277777777777778,0.000111111111111111,0,0.00194444444444444,0,0.000333333333333333,0.000555555555555556,0,0,0
163,0,0.00222222222222222,0.520055555555556,0.113,0.0341666666666667,0.142666666666667,0.0463333333333333,0.0123888888888889,0.0423333333333333,0.0281111111111111,0.0085,0.00538888888888889,0.0119444444444444,0.00444444444444444,0.00427777777777778,0.000833333333333333,0.001,0.00672222222222222,0.00133333333333333,0.001,0.00216666666666667,0.000666666666666667,0.00122222222222222,0.000833333333333333,0.000333333333333333,0.000666666666666667,0.000833333333333333,0.000444444444444444,0.000722222222222222,0.000722222222222222,0.000722222222222222,0.000722222222222222,0,0,0,0.000277777777777778,0,0,0,0.000555555555555556,0.000222222222222222,0,0.000555555555555556,0,0.000444444444444444,0.000222222222222222,0.000388888888888889,0,0
