"Time","Bacteroidia","Clostridia_258483","Negativicutes","Gammaproteobacteria","Bacilli","Desulfovibrionia","Fusobacteriia","Verrucomicrobiae","Bacteria_Kingdom","Coriobacteriia"
176,0.554269012422011,0.317801135405542,0.0275982238210331,0.00668877522342758,0.0062953178573436,0.0150637963015008,0.000843122927322804,0.0680119161373728,0.00320386712382665,0.000224832780619414
177,0.583389074693422,0.282608695652174,0.0195094760312152,0.00429208472686734,0.00641025641025641,0.0250278706800446,0.000445930880713489,0.0707357859531773,0.00674470457079153,0.00072463768115942
178,0.5985,0.264277777777778,0.0153333333333333,0.00311111111111111,0.00677777777777778,0.0303333333333333,0.000277777777777778,0.0715555555555556,0.00855555555555556,0.00105555555555556
179,0.718777777777778,0.211555555555556,0.0233888888888889,0.00433333333333333,0.00761111111111111,0.00638888888888889,0.000333333333333333,0.0197777777777778,0.00672222222222222,0.001
180,0.702,0.210444444444444,0.0304444444444444,0.0117222222222222,0.00488888888888889,0.0138333333333333,0,0.0265,0,0.000166666666666667
181,0.546111111111111,0.353166666666667,0.0326666666666667,0.0137777777777778,0.00788888888888889,0.0106111111111111,0.000166666666666667,0.0342222222222222,0.000833333333333333,0.000444444444444444
182,0.678166666666667,0.270555555555556,0.0188333333333333,0.0103333333333333,0.0113888888888889,0.00338888888888889,0,0.00716666666666667,0,0.000166666666666667
183,0.758333333333333,0.159333333333333,0.034,0.0353333333333333,0.00794444444444444,0.00422222222222222,0,0.000666666666666667,0,0.000166666666666667
184,0.728444444444444,0.186111111111111,0.0313333333333333,0.0321111111111111,0.00477777777777778,0.0112777777777778,0,0.004,0.00127777777777778,5e-04
185,0.646166666666667,0.2865,0.0179444444444444,0.0125555555555556,0.0075,0.00877777777777778,0,0.0197777777777778,0,0.000111111111111111
