"Time","x_1","x_2","x_3","x_4"
100,0.0387637776399429,0.0494643870696308,0.046654027158996,0.0913524914497113
101,0.0549762157368958,0.0751303192939504,0.01930696037964,0.0754305526400887
102,0.0542494712889451,0.0356500623493675,0.0670693600054975,0.0120422962005536
103,0.0433444869781979,0.05303931397583,0.0775343466586268,0.0188572073347209
104,0.0594569449133952,0.0427992318062804,0.0535811659240062,0.0144784147675834
105,0.0322137930265991,0.00166984587001908,0.0760188522832724,0.0384119228930401
106,0.0573470501650798,0.0195566056280587,0.0668120863403928,0.0341133147119688
107,0.0803574886802965,0.0473523811742548,0.094237359345417,0.0195847303227342
108,0.0246633656001907,0.0373302869280717,0.0877618991600586,0.0412240193486473
109,0.0432329450866021,0.027915052413458,0.0940316623453751,-0.00223137820506142
110,0.0551474842066416,0.0272634828425055,0.115320508684856,0.0278105833275279
111,0.0525516874809761,0.00721392194647881,0.120952752249475,0.00682700947067344
112,0.0992203489729877,-0.00979260101950067,0.129679029112416,-0.00526054234185635
113,0.0779966174658547,0.0422891205457268,0.151282304224799,0.0278316245516915
114,0.062087309675587,-0.0119983654848071,0.174449100756498,0.0394017689823205
115,0.100588183642122,-0.00209029110138696,0.196005347772572,0.0337085740317215
116,0.113836549899826,0.0298312526427274,0.238602712402042,0.0138621547221119
117,0.147311769093197,-0.00710662692134083,0.193087740639959,0.029081994476447
118,0.116661511973769,0.00835779137436225,0.220119197523301,0.0916736022345618
119,0.170309831880361,-0.00256407335835333,0.226116778744059,0.112020169036946
120,0.162866193435623,0.0357209257965844,0.220809226815473,0.171810184101242
121,0.169031426211014,0.0350591595247391,0.15610695158268,0.185994175066425
122,0.150222759067822,0.0380961208242099,0.112437353245727,0.223341719133679
123,0.20992802517611,0.0428052520203917,0.0819069011418184,0.159283701726367
124,0.16874418585388,0.0501913073749224,0.0814440260481609,0.15383181858559
125,0.133902492336439,0.0576445496855305,0.0849645692429138,0.0916603391450347
126,0.161704987226944,0.0118080858315048,0.0580981415052995,0.0312827115320602
127,0.119612506253239,0.0546779080212256,0.0647260673398881,0.0328066420447471
128,0.142227323152255,0.0660307670904955,0.0676926381040391,0.0471980085700551
129,0.128519632671313,0.0835139262036094,0.0815892733857298,0.0513186142634874
130,0.138433794747232,0.0491495650674987,0.0943633474277628,-0.00895722282588925
131,0.13299718365202,0.0651325599782051,0.0841937878564008,-0.00422991818109606
132,0.0871507846679966,0.0541571623109325,0.0848371023648981,0.0524935215799664
133,0.107940679250239,0.0957006945705664,0.123249191131077,0.00616311690307517
134,0.111919242431801,0.0977619849929683,0.108870796553645,0.0235504569835427
135,0.0608480186435581,0.0845951125453673,0.148562641270689,0.00230401130950466
136,0.0579754840108127,0.0404249541295777,0.128326069800325,0.00706306595561795
137,0.0797884291771932,0.0696058257331087,0.155383336556179,0.01586735099739
138,0.067289900021519,0.0791651879129554,0.126397866222222,0.0166199714641287
139,0.0724274444046452,0.0551734201362176,0.169381690375266,0.0166026818693241
140,0.0882154775761112,0.0363403042039679,0.184551685564418,0.0179394987724066
141,0.0672817063201489,0.0220552395923144,0.180427007624782,-0.0221690559367164
142,0.0806629852764069,0.0268989397303318,0.179923097692661,0.0946012087631454
143,0.0727871109437205,0.0512629613679958,0.215579283845418,0.120386413721419
144,0.0702682399101563,0.0254322976656889,0.199467241434613,0.0967034592435106
145,0.0711190194060701,0.0360501626438263,0.13040592192236,0.146532349879277
146,0.0915370767072881,0.0551498303648022,0.137455199785552,0.192652040033359
147,0.0484744961094794,0.0388762306864571,0.0833576451642593,0.179822036832648
148,0.049709190909693,0.0529512062571506,0.0679630334736817,0.165693354116141
149,0.0874190747984869,-0.00975114589865321,0.0891239166086944,0.093766285584487
150,0.0774172390045051,0.0175510447126983,0.0593250440356287,0.14281729448427
151,0.0859717243641379,0.0236014349762863,0.0908395806438095,0.0484666051012614
152,0.104427524063889,0.0332525408868382,0.0722496308409223,0.0704203416954886
153,0.110178733770522,-0.00207920661738595,0.0847160654611257,0.0462758961628637
154,0.0957283356731125,0.0372996808500372,0.0676819667720704,0.0266542549519945
155,0.100897982196478,0.0274508232728924,0.060721679871698,0.0208778533120367
156,0.115004120687385,0.0269774995240134,0.108928780797995,0.00425876351425905
157,0.141282704612921,0.0325627285126706,0.10348818574225,0.0536206254769208
158,0.134998398302333,0.0210794558688648,0.103165711919128,0.0212204226471391
159,0.161381451380246,0.0432877023667051,0.119584209552845,0.0239128625557603
160,0.138383539855901,0.0395068014085733,0.155855267434824,0.0232383352261671
161,0.166183890171159,0.0257376941070302,0.127150399711673,0.0130074803544986
162,0.165503351859929,0.05221599643781,0.138126090123511,0.000760965254371158
163,0.163004006326398,0.0404091635489686,0.152259387844094,0.0334874150499601
164,0.160446163327549,0.0515509830325879,0.142931145533175,-0.00553451909897855
165,0.146195573766534,0.0303175186508352,0.197817634802366,0.0200821815675024
166,0.14738636159086,0.0781196233010937,0.186781661709444,0.0443979936755554
167,0.150085554554085,0.0508362941184862,0.181330128646913,0.0670554802392678
168,0.140749880861064,0.0721253370474464,0.162833230959482,0.115388510563881
169,0.151595964621363,0.0569873856419636,0.13453682608084,0.164884475399799
170,0.122639354382584,0.0565206361654759,0.108155267437929,0.110704979476322
171,0.115136705671978,0.0800182332036067,0.124241135660146,0.144690653617503
172,0.098659142442966,0.0338274584896686,0.0657224197368761,0.139681215728481
173,0.0978363365130466,0.0752359287268981,0.0945732141484136,0.0835967844057203
174,0.0922042994774748,0.0727242713622566,0.0651960909613665,0.084119647104206
175,0.0411542070556666,0.0093092926036961,0.0849421006424289,0.0856597743917306
176,0.0549178194387821,0.0683032441525927,0.0650605416455341,0.0510205369009604
177,0.0764859851949984,0.0148294308119757,0.0718652397348282,0.041532246691451
178,0.0692468674972805,0.0683712740891776,0.121748135637132,0.0444173348748962
179,0.0479870332166792,0.0429387942671046,0.105115114066575,0.031447803638524
180,0.0303933919549543,0.0349454111322376,0.0554463631488487,0.0176069868814063
181,0.062058839352238,0.0456119912829021,0.108544177740328,0.0234196882456331
182,0.0817811411404206,0.0702596369567938,0.105592661899621,0.0625422035578826
183,0.104332499055444,0.0273328219876073,0.101277154659219,0.0422092251228725
184,0.0688033500355334,0.0486624467863991,0.138103161219639,0.00751131460125588
185,0.100653438421262,0.0420218874865513,0.146542872965488,0.00339395297181249
186,0.0741503639419837,0.00955181395499922,0.14697605698216,0.0253808570104613
187,0.0769586698778907,-0.00348789131115962,0.201331630231572,0.0658087339595808
188,0.0837383752642663,-0.0100838138996005,0.122815323641773,0.0547961505536192
189,0.0628386204577348,0.0394699352249602,0.18666078263827,0.048225700028829
190,0.0826162026304411,0.0266631175962233,0.161147203940759,0.0965776933989983
191,0.105586601320751,0.0635163684634646,0.171543427546311,0.0943972748655896
192,0.0765260606420651,0.0373569736979507,0.136294447005716,0.0904021063728661
193,0.0894884849856902,0.0424877551042231,0.118366693265788,0.131129733878831
194,0.0776133905193772,0.0520268847827003,0.0815607266518007,0.152629807655663
195,0.112490192664218,0.015411512419322,0.099651837309228,0.123242714013321
196,0.118841860208175,0.0359654147113443,0.144752764712759,0.105976350166744
197,0.128267923503662,0.043740322778294,0.109481500273662,0.0749070738664729
198,0.0957564176605983,0.0546310112887661,0.120457301552596,0.0858183161410524
199,0.126909037920689,0.0436713998263938,0.104786283971006,0.0411439610777172
200,0.110099351659074,0.0383260220219084,0.110799725450126,0.0196909842601873
201,0.132622486161472,0.0143450548746267,0.108980202859793,0.0441622328246446
202,0.162387365026013,0.0484318074630575,0.104787410715959,0.038488483138965
