"t","x_1","x_2","x_3","x_4","x_5"
57,0.021630668531885,0.336579030337949,0.451109471004764,0.218821847390651,0.0605388050949113
58,0.0274698366393453,0.293902498994387,0.598013309357121,0.521806560384334,0.190501913636456
59,0.0423260123174848,0.268043283022685,0.355422704872004,0.111036092650074,0.237414636882158
60,0.0706005331833339,0.266566697532469,0.39571687903771,0.152580997017793,0.0776903550981647
61,0.107159903806251,0.303119108064,0.567932312290487,0.458189057140108,0.101939027736527
62,0.11660904319794,0.381614151353766,0.414017828964984,0.181156352162346,0.310881141498106
63,0.081342745475129,0.448893342735224,0.362503142714968,0.121147161663701,0.108735321161182
64,0.046696510463284,0.450844626741854,0.509425309090009,0.338827185722544,0.0757106270688823
65,0.0305124400750412,0.410397109421963,0.495897448885458,0.319343372620851,0.30567508541213
66,0.0259531500160331,0.360926530147421,0.350529275782536,0.112959306038486,0.153467588295382
67,0.028723304264983,0.317955807934053,0.455376051257716,0.247983259377074,0.0736793833449935
68,0.0390225715006884,0.288399162874189,0.548134997238716,0.44064100624946,0.219452957903523
69,0.0593316351261057,0.27844423785108,0.359870978920289,0.125720316078297,0.207944668837763
70,0.0882094703782039,0.297269254142737,0.41328993459844,0.189934299782939,0.0838347729829185
71,0.10660185444815,0.351073926300849,0.547131480994564,0.446916880665896,0.143649252876125
72,0.0905679344129118,0.414929922174887,0.390176731007047,0.164225478539199,0.258864900221888
73,0.0593447922566366,0.438637777488162,0.384193498277711,0.156232420275355,0.102940813684181
74,0.0391679803354273,0.416902466719532,0.517109598058416,0.384373893950383,0.105885245719877
75,0.031188909376071,0.376378420450634,0.435965175264419,0.23391938806341,0.282321517847133
76,0.0313318071234827,0.33620889800804,0.367787243273606,0.140192644254938,0.129790809003972
77,0.0384616724895707,0.30578723058637,0.480163440698653,0.313271773494298,0.0918504073625182
78,0.0536303680070122,0.291342225958381,0.481671699952153,0.321077562743517,0.261399533085871
79,0.076162763440497,0.299822721487872,0.363671428686322,0.138418628400362,0.162678907144819
80,0.0951243806846278,0.336560141455772,0.445922898491803,0.255290355149619,0.0906577776793657
81,0.0911946470249609,0.389357206038036,0.508912433543363,0.38455312568728,0.211835686477218
82,0.0678062431795766,0.421632401154766,0.371383652005438,0.150251192709576,0.197892275286015
83,0.0470859289369142,0.415107719842735,0.417770877828933,0.213465686702824,0.0974409541599608
84,0.0366725536153399,0.384796145368991,0.512302357450662,0.397784633117476,0.164515267360321
85,0.0345919779541977,0.349380623946277,0.389721484587403,0.176576789801607,0.228738893426356
86,0.0392645549699755,0.319988418399053,0.39673825320413,0.18577190945572,0.11006756362756
87,0.050793562936464,0.303387463585246,0.499093173612911,0.372569791288525,0.132921299122615
88,0.0685180502348128,0.305476679412527,0.415611124503464,0.217309452279586,0.24652987489942
89,0.0855557099931393,0.330576231143449,0.38300524186947,0.169692675394607,0.127325156610778
90,0.0878534832535832,0.372208758792161,0.478268807344692,0.331839693976526,0.115742369644745
91,0.0722231525424063,0.405253757333743,0.44340008809807,0.267212837477724,0.244923870769625
92,0.0534849432356957,0.408902875264425,0.376464469594315,0.163437207265891,0.148012749756679
93,0.0418946963855743,0.388168922324175,0.455793608178865,0.290529695738618,0.108685351728628
94,0.0380824474730689,0.358420562755282,0.466152797242596,0.313892833715442,0.225474678362562
95,0.0407677787024834,0.331269482762382,0.376829152135039,0.166046683813272,0.170402361404411
96,0.0495335842428117,0.313994570982727,0.434873446653664,0.25509750284489,0.108548815107588
97,0.0635871069634875,0.312035421613531,0.478998529596015,0.343853524051001,0.197314610365658
98,0.0782058385553827,0.329014359675693,0.383537152090204,0.177124061672993,0.191976780861718
99,0.0833159380988275,0.361247839068968,0.417088415888376,0.227405138490553,0.113394171605255
100,0.0737469548686398,0.391526024897874,0.48120786365637,0.351662804088748,0.170127254204883
101,0.0581617316923793,0.400991721040584,0.395521478000402,0.1962643507889,0.209506720931472
102,0.0465286025725409,0.388222298095076,0.403185336840829,0.207439106265768,0.122020342493838
103,0.0415295767427525,0.36425823458498,0.475147631903872,0.341234742448249,0.149032839091533
104,0.0426108242245983,0.340037800219486,0.410977048860768,0.222173892298027,0.219748882884704
105,0.0491872881548259,0.323056915444096,0.39347086020266,0.194587364450224,0.133527468486675
106,0.0603702185222388,0.318551397242121,0.464072462001792,0.320264233868635,0.13498913331804
107,0.0726864714854143,0.329732306760495,0.42738503106173,0.251816490817808,0.22071172832602
108,0.0788220128030468,0.354450059554241,0.388016226654448,0.188211062866343,0.147037519349832
109,0.0735274398811276,0.380741136003906,0.450763235920116,0.295509800580235,0.127120377884989
110,0.0612855088571245,0.392949993559235,0.441954009391378,0.280343057316572,0.212796763392222
111,0.0504188026249217,0.386280210917006,0.386718268717228,0.187798319738572,0.161508984460244
112,0.0447581040631116,0.367702150588253,0.437196884660008,0.27136709730041,0.124193380261957
113,0.0445808142551059,0.346712001874594,0.452421935621994,0.302518705611804,0.198796114486777
114,0.0493866319528185,0.330650966968238,0.389278899628865,0.192920825493741,0.175654362405724
115,0.0582749280528186,0.32461629039751,0.4246552343896,0.250195514944298,0.125138980206523
116,0.0685619087774636,0.331595780775967,0.45770277159283,0.314874739510393,0.182514659246673
117,0.0748258196582328,0.35039090406193,0.395164349504636,0.203089003346484,0.187981628163615
118,0.0723900631070862,0.372550208068687,0.41393141449093,0.233052172616936,0.129122214696328
119,0.0631743107950176,0.3855625701977,0.457959115826291,0.316883928073389,0.167160005652329
120,0.0535384261459682,0.383278029509532,0.403550056042212,0.217506249788876,0.196995620213072
121,0.0476646135631128,0.369412853625069,0.405492523723818,0.220275512715229,0.135461364845295
122,0.0465455264817154,0.351674983018105,0.454183132484573,0.310427300986721,0.154604791238429
123,0.0499131230908556,0.336918642972536,0.413321718176901,0.234830196832183,0.20153840172278
124,0.0569381435404019,0.330067567903426,0.399591865677449,0.211866445254362,0.143531099614524
125,0.0654824465300669,0.33398687417554,0.447683077642294,0.298455091900891,0.145518947776091
126,0.0714390892937504,0.348130583097109,0.423177121613974,0.253092115180994,0.201180464660241
127,0.0708484946069222,0.366458833025385,0.396310971126719,0.207660830509741,0.152679765403839
128,0.0641564529626402,0.379142847342467,0.439708983647711,0.283822636129012,0.139858238868487
129,0.055941031662362,0.379835685150951,0.431839050698931,0.269929504851083,0.19640720907729
130,0.0501990392190699,0.369909516254623,0.395595100936892,0.207424844672507,0.162188146421962
131,0.0484216114982483,0.35526092745453,0.431296366004979,0.268759968857806,0.137263429568164
132,0.0506294265890003,0.342020002564693,0.438310880907297,0.283134031394208,0.188485148037793
133,0.0561275217261139,0.334859662531852,0.397244933285452,0.210845132063481,0.171259942546064
134,0.0631881055689347,0.336560538709199,0.423235223177772,0.254791106827003,0.137279030965107
135,0.0686394059971847,0.347054395046163,0.442054256932936,0.291247308923693,0.179039156873783
136,0.0691980270808447,0.362005804905208,0.400907226929197,0.217479262931786,0.179071005789765
137,0.0645108304454865,0.373753083616408,0.416090730414819,0.242845291317009,0.139447048172424
138,0.0577205610059158,0.376341750331344,0.443022243325267,0.293877426381981,0.169578835616015
139,0.0523492746160648,0.369589560155432,0.406078159372722,0.226689261712374,0.184867765188685
140,0.0501575985697925,0.357754778486774,0.410249544341304,0.233432582465637,0.143322990590378
141,0.0514449384593176,0.346113147807875,0.441557598524731,0.29160728746352,0.161206152010381
142,0.0556876385229064,0.339003410780553,0.412123206410423,0.237586827991934,0.188107071721778
143,0.0614884207420256,0.339120678402944,0.405950315635622,0.22678200534117,0.148461454568881
144,0.0663593146789099,0.346755625500764,0.438228355998065,0.285628869454506,0.154555811535725
145,0.0675980507117543,0.35880972779446,0.418332870997827,0.249049229923369,0.188581429502658
146,0.0644528500093454,0.369334686774098,0.40330706278989,0.222940182164082,0.154399636757359
147,0.0589842628821382,0.373024920317178,0.433677198061169,0.277333699328347,0.149877231806801
148,0.0541290680202224,0.368750660180089,0.424015222710103,0.259835445003484,0.186482221205668
149,0.0517241506519324,0.359396235800188,0.402324165777547,0.221826149993117,0.160647454578209
150,0.0522977662004059,0.349346405053603,0.42851815742522,0.268017862599482,0.147166047148126
151,0.0555101601186853,0.342537412273822,0.428596677393137,0.268789297595748,0.182355395869414
152,0.0602426669425182,0.341555871708794,0.402901213082493,0.223248773198723,0.166695207360989
153,0.0645221251487909,0.346960360357774,0.423282845594482,0.258738630240226,0.146270750216265
154,0.0661278505325843,0.3565690554558,0.431701566814932,0.275059252016901,0.176964865185317
155,0.0641399691816381,0.365778895451183,0.404834661481479,0.226901699475846,0.172041131949697
156,0.0598366604257736,0.370007510279905,0.418399443533592,0.250277224552082,0.146959031064437
157,0.0555683325422889,0.367611057761721,0.433186161084905,0.278245611732845,0.171114933060298
158,0.0531077599099074,0.360384652088894,0.407829312256416,0.232355562972552,0.176239557855134
159,0.0531450626306719,0.351855527794139,0.414190471550329,0.243161677720163,0.148958458026894
160,0.0555169324926016,0.345513315776623,0.43311875089011,0.278415397323063,0.165504106681361
161,0.0593452355087032,0.343804606162042,0.411514038499822,0.23904976661878,0.178958261541161
162,0.0630554345280161,0.347480977081895,0.410881388382137,0.237715414499337,0.151968980730509
163,0.0648210125371709,0.355049447976853,0.431731400205669,0.276016062325986,0.160645527156472
164,0.0636831378802146,0.362962780387772,0.415472980787482,0.246313394451374,0.180035151613234
165,0.0603713288804856,0.367343660704811,0.408605546561646,0.234097445902798,0.155667992824903
166,0.0567057417184457,0.366327076478565,0.429350187560645,0.271716496827837,0.156852046887838
167,0.0543064873141053,0.360883921487446,0.419290927389691,0.253424546122415,0.179507390220734
168,0.0539573099015984,0.353762561594431,0.40741188283739,0.232337782820602,0.159718838430933
169,0.0556500521302732,0.347988020297915,0.426334098103099,0.266253690729435,0.154264360851131
170,0.0587154908471241,0.345836219205929,0.422600974222047,0.259695285304013,0.177600484142493
171,0.0618954033415002,0.348187363825734,0.407271300734187,0.232358899199138,0.163778474058535
172,0.0636857509734446,0.354069745597329,0.423032783803159,0.260324667097705,0.152893421330902
173,0.0631582714077597,0.360766633985809,0.425126461756095,0.264567537294201,0.174682028494173
174,0.0606677064607922,0.365045220962996,0.408082037588376,0.23398609977791,0.167514571536867
175,0.0575833729212057,0.365007483222323,0.4197576521034,0.254521346553908,0.152658551752874
176,0.0553265974792584,0.36102697664685,0.426708726150122,0.267693359538534,0.171190253965399
177,0.0547147913521854,0.355175673371927,0.409676505650019,0.236951251471329,0.170632004851191
178,0.0558660200231303,0.350019755606411,0.416765502484741,0.249303022766586,0.153416474320242
179,0.0582909461732545,0.347639432873491,0.427311192640281,0.268967349452052,0.167556807896913
180,0.0609874367543913,0.348988647862911,0.411836851830388,0.240905780673733,0.172900942756508
181,0.0627164634056607,0.353490065080627,0.414252382034956,0.244996317472168,0.154984263191598
182,0.0626157222986523,0.359081499509072,0.427002851077618,0.268507025695447,0.164151600527803
183,0.0607907769205733,0.363098858414423,0.41431221798147,0.245436660307696,0.174182005274864
184,0.0582430601135153,0.363724957116322,0.412353179552667,0.241808281848062,0.157151103895785
185,0.0561799846446547,0.360919975975063,0.42593378921236,0.266604778014973,0.161251792717508
186,0.0554053802292783,0.356189574083359,0.416841669489699,0.250095957110022,0.174445438301678
187,0.056131960866226,0.351665428435923,0.411140962001049,0.239837609466979,0.159687643231577
188,0.0580226004525049,0.349215531691791,0.424303204423411,0.263655872377673,0.159032603490426
189,0.0602853744355946,0.349821736920727,0.419182284699172,0.254446413047696,0.173771952006875
190,0.0619005787899687,0.35320245632957,0.410630719126128,0.239089837514894,0.162359368714752
191,0.0620878057301038,0.357811992062793,0.422326996097819,0.260085161906651,0.157577646491272
192,0.0607921543590083,0.361477110725224,0.421133616115521,0.258109951631826,0.172332880592642
193,0.0587240172405545,0.362525335416103,0.41078435021865,0.23948965874176,0.164938358794542
194,0.0568819757593838,0.36064631510321,0.420217229378811,0.256299649957595,0.156894565557924
195,0.056022754018086,0.356886013438255,0.422554902100109,0.26080858404004,0.17036148688993
196,0.056423111920476,0.352979026784524,0.411515757974952,0.24088886578039,0.167217749204616
197,0.0578717333955419,0.350573925481528,0.418165002354125,0.252653415524572,0.156930652745142
198,0.0597504962609024,0.350643340794087,0.42337581096343,0.2623945892916,0.168116935142322
199,0.0612225218839644,0.353123635789772,0.412699992924556,0.24307786363519,0.169028729288147
200,0.0615940574362027,0.356876357224391,0.416328245406452,0.249427172226203,0.15758970545512
201,0.0607118598361481,0.360145781810371,0.423593552224961,0.262852739921721,0.165845620411208
202,0.0590614869116659,0.361435017294398,0.41418572690903,0.245801191914541,0.170254873914387
203,0.0574497804727565,0.360270039836569,0.414826930332636,0.24682439660711,0.158744803943628
204,0.0565651116398911,0.357334547513363,0.423263344486904,0.262284901030024,0.163757973714389
205,0.0567211398217935,0.354010764882119,0.415809023025904,0.248776609819594,0.170842019474057
206,0.0578076763874705,0.351729337367141,0.413740173731116,0.244972011754682,0.160248472197501
207,0.0593503960767763,0.351424753575825,0.422484669219473,0.260882497320992,0.162012752470883
208,0.0606657080064943,0.353189682378942,0.417408031314577,0.25171794921033,0.17080344015677
209,0.0611452367817601,0.356205694178416,0.413105662031031,0.24392462797609,0.161942759870483
210,0.0605802705850349,0.359068498403635,0.421382942486658,0.25888771843206,0.160711491044582
211,0.0592861672066246,0.36046627077728,0.418840196814915,0.254365658038733,0.170211841264069
212,0.0579010957982925,0.359839255339676,0.412922085604496,0.243671933745892,0.16367082404261
213,0.0570338857549857,0.357593499534793,0.420093140542595,0.256558343880536,0.159901944012871
214,0.0570128268594663,0.354806414262631,0.419993625941006,0.256510038392722,0.169186396241848
215,0.0578061552488257,0.352699461915621,0.413153098205664,0.244146759616083,0.165286433624883
216,0.059058061474308,0.352147851539156,0.418747246659508,0.254141555128447,0.159584907738132
217,0.0602139091783275,0.353351795192328,0.420795207854988,0.258010038358188,0.167875392200228
218,0.0607462150671891,0.355742655799834,0.413732103232429,0.245232641495622,0.166664082908196
219,0.0604199084142621,0.358209394277661,0.417464036763755,0.251854292948002,0.159721914402154
220,0.059424088856793,0.359621786203186,0.421214243199448,0.258803788798,0.166435386637684
221,0.0582531310143881,0.359389250468784,0.414570814704747,0.246776908334243,0.167708984889166
222,0.0574329445942833,0.35771097533913,0.416340676553129,0.249869093711072,0.160246013909535
223,0.0572890635335856,0.355406997049091,0.421258912331085,0.258904192340132,0.165012458220494
224,0.0578480442637379,0.353503471245648,0.41556763329614,0.248602724867446,0.168363635816852
225,0.058851023943174,0.352802484970903,0.415449548119737,0.24831044995506,0.161069143294912
226,0.0598518548416925,0.353573142816428,0.420970850848164,0.258389226610648,0.16373048920906
227,0.0603978688497259,0.355439965138141,0.416617169214711,0.250524225620369,0.168611048378208
228,0.0602470471705507,0.357534731378253,0.41483549282001,0.24725236493383,0.16208965263972
229,0.05949684913627,0.358897778800879,0.420417148441901,0.257386094411747,0.162682006545626
230,0.0585220629906893,0.35894484011275,0.417620085671992,0.252363356899686,0.168474558490568
231,0.0577677028959139,0.357726019159595,0.414516107860311,0.246721171301618,0.163202276011601
232,0.0575439279150128,0.355848635357618,0.41967793958612,0.256046463973083,0.161925574732622
233,0.057918487822307,0.354161108366323,0.418492323932351,0.253966696124298,0.168010065745956
234,0.0587106995373165,0.353384346311861,0.414483565602269,0.246699697732666,0.164304779846182
235,0.0595656184526086,0.353826234638561,0.418839007599777,0.254530912312784,0.161487089581225
236,0.0600985120481425,0.355259049488927,0.419170723877612,0.255216988841382,0.167298091379531
237,0.0600731094004362,0.357013819292081,0.414707335641065,0.247132423947656,0.165305279269749
238,0.0595220178997515,0.358286407968006,0.417983619223319,0.252993002334751,0.161362367449606
239,0.0587225870599871,0.358522735519456,0.419617522590155,0.256042920240007,0.166433414831587
240,0.0580444484778986,0.357669832790771,0.415138482284043,0.247932631543258,0.166129452768372
241,0.0577740615375285,0.356162702949206,0.417185278206051,0.251565929072582,0.161522079280683
242,0.058006060377842,0.35469161607985,0.419820788265417,0.256421278057319,0.165512236321954
243,0.058621802206172,0.353893106060375,0.415716407617501,0.248993471149245,0.166725122287563
244,0.0593426725783402,0.354091142501122,0.416503311455207,0.250355134081847,0.161919056723054
245,0.0598448397366571,0.355168799838377,0.419791266833949,0.256371731950717,0.164622791433975
246,0.0599058241785463,0.356619393127009,0.416374388008834,0.250196749840434,0.167064728907645
247,0.0595136094137644,0.357777446178228,0.415980718531506,0.249435344151917,0.16249281076423
248,0.0588677291306104,0.358133372241233,0.419559761924445,0.255951904227794,0.163839016851776
249,0.0582698912220689,0.357566862025473,0.417045291203052,0.251422543555687,0.167147130430123
250,0.0579780330413136,0.356376017540847,0.415641691984008,0.248847170301439,0.163174471313037
251,0.0581021310409036,0.355113223400734,0.419171815351975,0.255247067359833,0.163214819437749
252,0.0585718535067542,0.354331417052762,0.41766849018575,0.25256150306555,0.166995254654247
253,0.0591719917108946,0.354353729124197,0.415492545433417,0.248599720782235,0.163894835508757
254,0.0596327662968162,0.355144315206025,0.418679446504333,0.254354220899605,0.162783036371623
255,0.0597500378592301,0.356327610223171,0.418194682601652,0.25352376727057,0.16664944669502
256,0.0594825746985497,0.357359525916074,0.415523874873349,0.248674777804126,0.164589048685268
257,0.0589687838989402,0.357782613951105,0.418137146558148,0.253374063817513,0.162556432874436
258,0.0584507521676322,0.357435893802069,0.418588626765475,0.254244521413505,0.166163548428373
259,0.0581558170526789,0.356511175149185,0.415711279312062,0.249028100309089,0.165200817951781
260,0.0582003410924883,0.355442803282048,0.417597400723171,0.252402490246191,0.162527881688692
261,0.0585507503177336,0.354703769707673,0.418831453953583,0.254688785620541,0.165598205176108
262,0.0590440059048774,0.354604249548429,0.416020293951398,0.249598042769276,0.165686962923609
263,0.0594577526604101,0.355165975775016,0.417105342720857,0.251520952919322,0.16267551899201
264,0.0596085381376281,0.356118029361709,0.418919920748853,0.254850541619468,0.165012871171005
265,0.059437372458894,0.357021202203302,0.41641025105762,0.250312036100918,0.16601959120627
266,0.0590353724564869,0.357472697598269,0.416696525496524,0.250792707420668,0.162965910239858
267,0.0585935322149792,0.357290911751919,0.418864372441932,0.254749070926156,0.164461124159636
268,0.0583083823407093,0.356586967252629,0.416838076152622,0.251093004951894,0.1661864416073
269,0.0582961875642869,0.355695683505514,0.416395835663974,0.250261320996204,0.16335818014974
270,0.0585504035961995,0.355015839581325,0.418687504053475,0.254426580484441,0.16398701337432
271,0.0589504653685996,0.354836498085539,0.417261270889887,0.25186452170928,0.166192978101659
272,0.0593152067413771,0.35521849865803,0.416215189619579,0.249946907232989,0.163806137804292
273,0.0594826473974982,0.355973349483181,0.418420098424936,0.253940148320565,0.16362121479676
274,0.0593843150772187,0.356751243237811,0.417643561055717,0.252561014091006,0.166058059192753
275,0.059075525234315,0.357203430582977,0.416155026202785,0.249849247929713,0.164265471595257
276,0.0587042231541167,0.357142253595491,0.418095620379095,0.253351576301668,0.163381576652431
277,0.0584374401877058,0.356618744926006,0.417956205744534,0.253130260314417,0.165809503985656
278,0.058386658220908,0.355885517910414,0.416207359610231,0.24995335575347,0.16469595113664
279,0.058564394483488,0.355273840226666,0.417748605950853,0.252724146757727,0.163273726421114
280,0.0588843513752622,0.355046910989313,0.418179646459073,0.253536580187192,0.165482951567075
281,0.0592006889597061,0.355290155909366,0.416353128712966,0.250224648999294,0.165063448828799
282,0.0593725985738273,0.355879090767208,0.417412274849506,0.252118200316915,0.163289256739606
283,0.059328048707713,0.356539205504061,0.418305742481252,0.253765169741953,0.165117942204955
284,0.0590958579556168,0.356973121050006,0.416568017543338,0.250619365359448,0.165344073210201
285,0.0587883147764836,0.356997023953294,0.417113668404699,0.251582416856699,0.163411542996625
286,0.0585451247915686,0.356618836419278,0.418334950168946,0.253817039457805,0.164750687547034
287,0.0584697939863234,0.356024199345561,0.416825877107398,0.25109050189696,0.165523232179707
288,0.0585877445013849,0.355484262153597,0.416873753611695,0.251154158175844,0.16361806407897
289,0.0588397634567976,0.355233934991549,0.41827609717687,0.253708639514857,0.164413637097795
290,0.0591100571970889,0.355372060745497,0.417099002587496,0.251588201432486,0.16559666890762
291,0.0592779082040395,0.355823290961232,0.416706192270792,0.250857420050911,0.163880776967271
292,0.0592718947319861,0.356375593266072,0.418145858418658,0.253470789466996,0.164132653097629
293,0.0591017356529861,0.35677899576418,0.417360864733337,0.2520646157024,0.16557192470144
294,0.0588506481011318,0.35686005251626,0.416615857595483,0.250700333937351,0.164169287448787
295,0.0586336887932391,0.356597093336079,0.417964937768071,0.253141605377165,0.163924613074545
296,0.0585445927273304,0.356122021456041,0.417590143227981,0.252481199146264,0.165463206618345
297,0.0586166727886125,0.355653505815708,0.416601060393312,0.250679370040657,0.164456029249714
298,0.0588117881836834,0.355397286462298,0.417754765645141,0.252760377929744,0.163798410593656
299,0.0590394841546156,0.355457757057089,0.417770590157558,0.252808520948578,0.16528971992977
300,0.0591975850814022,0.355796213147746,0.416654294886603,0.250780675965148,0.164716430946704
301,0.0592181380799761,0.35625192860191,0.417537069356613,0.252366711883067,0.163755315962004
302,0.05909743367591,0.356617645821829,0.417892073291252,0.253028259082868,0.165075115322097
303,0.0588954475843411,0.356734334631196,0.41676165136671,0.250978989858473,0.164930771984276
304,0.0587054846127561,0.356561170376835,0.417332410818784,0.251997811086153,0.163787093545217
305,0.0586106522850937,0.356187696238698,0.417951846966421,0.253135566258691,0.164844496804487
306,0.0586482913960572,0.355787499163355,0.416906696214277,0.251244621859827,0.165086307954232
307,0.0587963949010845,0.355537861995961,0.417156481860855,0.251681884604174,0.163881808189248
308,0.0589855326604257,0.355542722518839,0.417952223258946,0.253134851275756,0.164619734387452
309,0.0591304264261089,0.355789974150824,0.417072497677036,0.251547017484964,0.165176506706954
310,0.0591682205740801,0.356160748545449,0.4170209979148,0.251439817649858,0.164023927156311
311,0.0590862945064999,0.356485381677758,0.417900301718134,0.253039272093731,0.164419916099657
312,0.0589263389774979,0.356621520566976,0.417241856971995,0.251855131861096,0.165200917603502
313,0.0587628082950707,0.356516915737125,0.416932836663249,0.251283683673664,0.164194721004642
314,0.0586680198691075,0.356228524507007,0.417808123848557,0.252870960205186,0.164259613344204
315,0.0586805134277826,0.355891778839521,0.417398604824607,0.252139778050053,0.165167314980686
316,0.0587903117426031,0.355657105568755,0.416892935194538,0.251214835739177,0.164374744215237
317,0.0589452173338939,0.355623733566996,0.417689340258279,0.252654911593708,0.164147298825637
318,0.0590750025381917,0.355798386025801,0.417530892615616,0.252379558187489,0.165085679546456
319,0.0591229194060728,0.356095606719625,0.416898893357078,0.251228702130018,0.164547588817913
320,0.0590709230522475,0.356378563588057,0.417557212299837,0.252415328432689,0.164086919324602
321,0.058946389900512,0.356522173202788,0.417629786082489,0.252558347385155,0.164968687234086
322,0.0588078301510116,0.356468675019255,0.416944814217133,0.251314457964043,0.16469867105242
323,0.0587170602780277,0.356250555914416,0.417425263847253,0.252176769639811,0.164077665100551
324,0.058711874554798,0.355971349033088,0.417690662789039,0.252667877498253,0.164832268383009
