"x_1","x_2","x_3","x_4"
0.0619415859882131,0.0955794028468074,0.105692475168069,0.114083690830515
0.0352498944019764,-0.0428395038442429,0.0189786346598984,0.0790939690246076
0.0237480924497118,0.0716931047377112,0.0364512152057314,0.0113918195686119
0.0431239596328801,0.0652888280723352,0.068178681155872,-0.0392564901922464
0.0394186910880912,-0.0234110731499682,0.0372985045356116,0.0446781250790728
0.100605539848771,-0.0057012768272194,0.07015688850893,0.0104517380310868
0.0684381109062642,0.0307198524921647,0.0704260511562686,0.0119741397652006
0.0811413290931217,0.0670005675991815,0.0495409908199994,0.0521680405327029
0.018511715152746,-0.0108316074249936,0.123365363499888,-0.0266008576598944
0.132864337218888,0.00967408961997011,0.134777493112695,0.0538374588172464
0.0847610530050116,0.0805750753340613,0.1540536789872,-0.00896782035646773
0.0500822252277546,-0.0280518616833928,0.177340721996416,-0.0209817028037527
0.103190554004933,0.0545068644760577,0.121244900884599,-0.000143546171030875
0.13267254565477,0.0343313322984965,0.139021766989315,0.0249648129387886
0.050031165850104,-0.0278265567937215,0.185060863822678,0.00349113655510158
0.180943837744953,-0.0100270863942216,0.217058684020268,-0.0198767231138899
0.115328026722188,0.0485830532044185,0.194369193720529,0.012785252678926
0.17502289084358,0.0280956413749363,0.203313904923009,-0.0631994968859702
0.141627007457303,0.0763991307385171,0.199380717432174,0.043779618023544
0.133787132982918,-0.00297944170636723,0.272774391817512,0.123202289610152
0.0815021372579761,-0.0452718532131737,0.0852421546649565,0.148448313533536
0.117777494314816,0.0680459762511078,0.140883542979015,0.22030132363016
0.165619660477415,0.00531356222137101,0.114240936657376,0.217560317763364
0.203968769382835,0.0387695776503812,0.0456736552140028,0.201284674479834
0.0967624563296398,0.107808065001416,0.0885748985588206,0.167566585969276
0.225418088512976,0.0348408577536724,-0.0135000965134182,0.0384606080014263
0.221741735226913,0.113163530060868,0.0999740621606973,0.0807005990645133
0.112568737431443,0.0137686492511251,-0.00508358419186688,0.124868485642614
0.167329547955713,0.100801940284107,-0.0247554839827296,0.0252526955040751
0.0956186042009367,0.0788923706254941,0.0364611676698556,0.0517722569677934
0.119789201791632,0.0434284250135463,0.0786189550437619,0.0318045680752045
0.149953769491137,0.0239242062189372,0.0525478849270416,0.0430790602048154
0.136406469873971,0.078695768669736,0.063989035984737,0.00632139696163606
0.0578515177373997,0.0847624808145361,0.108684127489216,-0.0110908679610996
0.0679673220594027,0.0832784060101687,0.063224077341995,0.0163148881195565
0.0374843559005244,0.0903158189274446,0.113571619864401,0.0211553109651876
0.084605317736996,0.0464535991420491,0.149481842669892,0.00562143207129346
0.00440985533676862,0.0401026345107924,0.20846446354065,0.0153800934663431
-0.0415440770394142,0.0656337193504423,0.176497713356735,0.0328548119557797
0.120244436470674,0.0301510336566205,0.240220049288684,-0.0105934695283332
0.151060708204949,0.0964315967436102,0.203113977704825,0.0729225347632039
0.0413387023190678,0.0507430394087874,0.195464270900098,0.126818572689122
0.0900730593566951,0.0155942629976758,0.110379561131131,0.116316311905865
0.0600288903485877,-0.0353097243144041,0.147629755717156,0.0664012155282558
0.120568384102619,0.00831827543748586,0.16842556180653,0.0458096033165973
0.0855630879451571,0.113338617930337,0.18487138005344,0.15206241860586
0.0738571692227726,0.00682041760615353,0.116067080959738,0.200357462763272
-0.00344576448694237,-0.00613044035704636,0.127354496413554,0.19098050428903
0.115131072724753,0.0517756507387937,0.0464320439237632,0.0909714507527561
0.0615460101286685,0.0419321751482723,0.067650478949345,0.0706752835179464
0.0236714288985663,0.0532297325706252,0.0817257653365757,0.0966217179554164
0.0764197535339055,0.0111810711802289,0.0565945522747408,0.0961790581117421
0.0845308501287687,0.0665869237050548,0.0759924266587414,0.0902592814120411
0.137481107720187,-0.0255994285947269,0.0471631649032809,0.0761060557115082
0.0542859044497882,0.0192209130221451,0.0931283096601738,-0.00399055836742447
0.0848431144836822,-0.00686259173907255,0.0805039108701196,-0.0240380329723424
0.173056945642554,0.0489317247726064,0.0887517621118152,-0.0564140913534923
0.174368979577827,0.0275933031366551,0.0207752724531497,0.0413647374708974
0.173006570324848,0.0677949479372101,0.0810003238570726,0.0525546207226611
0.199182258977697,0.107116815155977,0.0586137396259999,0.0321625311244745
0.146697516457496,0.0321684272029428,0.0651083782780265,-0.0233192992755062
0.120395190591953,0.00735721550244886,0.121358408370265,0.0832195654136898
0.170051468114121,-0.00153221300975215,0.146682324302951,0.00863552517493648
0.193111262141434,0.0240366305608192,0.175995697930266,0.0995744233161086
0.248697480050822,0.0353918815893835,0.218281476909386,0.058394350103423
0.0731939284009369,0.121873148072143,0.199201083929195,0.0960659462276356
0.160496539896918,0.00134660485186455,0.223417082404898,0.0791500166260992
0.171689427954702,0.00718737554449063,0.156134277657173,0.0860429683687198
0.137588156833063,0.0388498140568657,0.151386571118884,0.0727428114976109
0.0704185853142339,0.0824920946997499,0.188146790286372,0.110574156825649
0.154485732529762,0.0949577086945842,0.124671927070978,0.139127148906564
