"Time","x_1","x_2","x_3","x_4"
100,0.0564582885030734,0.0400906787266028,0.0596782300935275,0.0917888693760708
101,0.0469818061612387,0.0472559359544985,0.0499783749295234,0.0711982894429633
102,0.043645292589559,0.0314352984108581,0.0548562986148033,0.050684717285797
103,0.0377681567783788,0.00985475252885257,0.0575550736531599,0.0470096350959333
104,0.0510972625469768,0.0254787132241369,0.0852378201753588,0.0173132210039454
105,0.0483318001849087,0.0304295843677285,0.0534411078102396,0.0286954620817635
106,0.0560994824055007,0.0291434158368703,0.0733390944255316,0.0239153138634727
107,0.0516656721693571,0.0274128286220755,0.0627912815629906,0.0092580898187389
108,0.085021753414234,0.00288734952746257,0.0960060726839431,-0.00061949121204921
109,0.0728314435616875,0.022326550162214,0.11189126434099,-0.00281460611899926
110,0.0891356861313049,0.0273997900344385,0.127544721131923,0.0121377090314992
111,0.0583164846613082,0.0298078147653434,0.10736940603075,0.00683454272927887
112,0.0862967098871121,0.0143454925369422,0.145627067373442,0.0258773262501863
113,0.0911003615450543,0.0131616788672726,0.173534742363484,0.0147154033900368
114,0.0931489895885073,0.0312844026673119,0.170471985172586,0.00806031361369558
115,0.128805650485972,8.34683493644225e-06,0.189733939637383,0.00588814322305333
116,0.107496435731628,0.0128836530231993,0.207588867747478,0.0182262070845046
117,0.133359962221715,0.0227118848600257,0.223897884773359,0.0419066310885223
118,0.147200917549543,0.00321746198600583,0.23076317729182,0.0596107388278753
119,0.148865948649767,0.0238881954016138,0.226664525025557,0.110105942110898
120,0.146146384348095,0.0420862948525273,0.184613932842166,0.151875323993122
121,0.171196041125545,0.0260922926576138,0.149549444785094,0.191712615651766
122,0.168979153292521,0.0268738867091003,0.137592400347449,0.190815923676308
123,0.160219688514329,0.0387050737178196,0.0923690286148955,0.194509240474697
124,0.158149112019802,0.0362556707394705,0.0750453938592934,0.144651005482961
125,0.191267618364937,0.0529914235869108,0.0517609795861516,0.110310174861391
126,0.15899708520061,0.0602256716094862,0.0618038681924428,0.0636155877149349
127,0.1397456711287,0.0576811518607242,0.0592375776712881,0.0662637112538337
128,0.153770119095525,0.0520145692619602,0.0632434529230577,0.0342358686970547
129,0.140066475295714,0.0558381948760633,0.0612495442888251,0.0247449435274279
130,0.111258857581938,0.0669693129310512,0.0652675827628421,0.0352522305462235
131,0.0933776958014506,0.0830983687800217,0.071402835199407,0.0162715647322122
132,0.100509858794434,0.0560479703793864,0.084215470641844,-0.000281121151575178
133,0.103212464799833,0.0556926387290473,0.109037254967191,0.032540144998434
134,0.0897940205902468,0.0656427350811806,0.116070980467126,-0.0103376149089945
135,0.0716015244987913,0.0727855265179885,0.113405850515389,0.0185708330356469
136,0.0626816890249556,0.0557373612994676,0.112705358407328,0.0232072161494941
137,0.069483529481625,0.0694342737693362,0.134659042986946,0.00781278819867995
138,0.0652024740948019,0.0594899038868889,0.152742032774722,0.0208436051222641
139,0.0677490626626868,0.0501082043391024,0.172665909644297,0.0248451899740509
140,0.056163812182271,0.0558507722272051,0.178361503606628,0.0377416600044265
141,0.0685335844606519,0.0476612560327351,0.215660722881432,0.0436291557387833
142,0.051320844599537,0.0357456453694133,0.197918280036923,0.0547792609655461
143,0.057023554695777,0.0392771435931906,0.184476653091987,0.0937378501359606
144,0.0690039773512383,0.0405406532531033,0.179771449183234,0.126731317642993
145,0.073297046728653,0.035060697293645,0.146326786003355,0.140528809980119
146,0.0463255636035927,0.0226708123719013,0.130529180959618,0.151138659599152
147,0.069591597653854,0.0358615539277099,0.10794488770426,0.161459011771536
148,0.0779006356101892,0.037187112883266,0.0925403741135967,0.137421697993474
149,0.0610719115956364,0.0270431957199883,0.0623970850521251,0.10534583282206
150,0.0846172882859195,0.0246056169315961,0.0752526369471962,0.0921112393554612
151,0.0762098774264707,0.021543823778644,0.0740744818067817,0.0579358390317989
152,0.0998045066421051,0.0432949135176958,0.0572680743843705,0.0569542783710848
153,0.100497653134567,0.0240680811345514,0.0835467423427153,0.0372010926785307
154,0.108672268690304,0.019593043454092,0.0859962095207371,0.0443001040531599
155,0.10835605286929,-0.00377615627232682,0.106742300182114,0.0527110606872724
156,0.122168632848805,0.00604856160161374,0.0922007658516976,0.0149269073280112
157,0.133827494110172,0.021616300674464,0.0991940911861755,0.0317440712712144
158,0.14614046872331,0.0254695651148356,0.108912925449047,0.0276816553695669
159,0.132437350616291,0.027545504985339,0.118897165330933,0.0180265613284191
160,0.116045766360977,0.0347572737384297,0.110852372829462,0.0145092148243762
161,0.143985798112684,0.0268003574971796,0.124402461817652,0.0362639724840908
162,0.149898917724084,0.0435543439958216,0.152338869344863,0.00338681196710964
163,0.149208883636953,0.0253428294213492,0.158841015092576,0.0219809409403443
164,0.157835035399751,0.0260915278393679,0.175178336147947,0.0219698354636222
165,0.161900001354527,0.0299112097077815,0.160312988319686,0.0624066548136754
166,0.144387287472567,0.0539339568032405,0.167947286229291,0.0640188932478744
