"Time","Phocaeicola_A_858004","Faecalibacterium","Gemmiger_A_73129","Anaerostipes","Fusicatenibacter","Blautia_A_141781","Faecalibacillus","Bacteroides_H","Agathobaculum","unknown_Genus_79","other"
117,0.388722222222222,0.296,0.00144444444444444,0.0174444444444444,0.00427777777777778,0.0163888888888889,0.0258333333333333,0.0803333333333333,0.00522222222222222,0.00644444444444444,0.157888888888889
118,0.176,0.459222222222222,0.00938888888888889,0.0035,0.00277777777777778,0.0449444444444444,0.0458333333333333,0.114444444444444,0.0275555555555556,0.0143333333333333,0.102
119,0.373388888888889,0.201611111111111,0.00427777777777778,0.012,0.00994444444444444,0.0337777777777778,0.0675,0.0436111111111111,0.0158888888888889,0.0890555555555556,0.148944444444444
120,0.363888888888889,0.172055555555556,0.0055,0.0123888888888889,0.00933333333333333,0.038,0.0635,0.0529444444444444,0.0201666666666667,0.113611111111111,0.148611111111111
121,0.347,0.177055555555556,0.00583333333333333,0.0110555555555556,0.00594444444444444,0.0432777777777778,0.0417777777777778,0.0640555555555556,0.0240555555555556,0.133944444444444,0.146
122,0.300666666666667,0.218,0.00572222222222222,0.00905555555555556,0.00427777777777778,0.0427222222222222,0.0325555555555556,0.0667777777777778,0.0267777777777778,0.143055555555556,0.150388888888889
123,0.232222222222222,0.239,0.0186111111111111,0.0191111111111111,0.0282222222222222,0.0728888888888889,0.052,0.106222222222222,0.00811111111111111,0.0821111111111111,0.1415
124,0.275111111111111,0.246444444444444,0.02,0.0203333333333333,0.0206666666666667,0.0596111111111111,0.0472777777777778,0.124444444444444,0.0100555555555556,0.049,0.127055555555556
125,0.327277777777778,0.257111111111111,0.0252222222222222,0.0221666666666667,0.0106111111111111,0.0328888888888889,0.0410555555555556,0.139888888888889,0.0122777777777778,0.0196111111111111,0.111888888888889
126,0.120333333333333,0.464166666666667,0.0414444444444444,0.0145,0.0147222222222222,0.0310555555555556,0.0612777777777778,0.0608333333333333,0.0246666666666667,0.0310555555555556,0.135944444444444
127,0.230111111111111,0.409888888888889,0.0288333333333333,0.0378333333333333,0.0401666666666667,0.0466666666666667,0.0342777777777778,0.0628888888888889,0.0241111111111111,0.0119444444444444,0.0732777777777778
128,0.2615,0.386055555555556,0.0294444444444444,0.048,0.0363333333333333,0.0289444444444444,0.0143333333333333,0.0633333333333333,0.0216666666666667,0.00788888888888889,0.1025
129,0.302055555555556,0.384277777777778,0.0131666666666667,0.0471666666666667,0.0158888888888889,0.0215,0.0137222222222222,0.106722222222222,0.00827777777777778,0.00627777777777778,0.0809444444444444
130,0.302555555555556,0.375222222222222,0.012,0.0468333333333333,0.0117222222222222,0.0216666666666667,0.0127777777777778,0.119777777777778,0.009,0.00516666666666667,0.0832777777777778
131,0.298888888888889,0.352666666666667,0.0102777777777778,0.0424444444444444,0.00944444444444444,0.0221666666666667,0.0163333333333333,0.134222222222222,0.00833333333333333,0.00683333333333333,0.0983888888888889
132,0.283833333333333,0.298944444444444,0.0122777777777778,0.0367222222222222,0.00772222222222222,0.0255,0.0197222222222222,0.159777777777778,0.0106111111111111,0.00794444444444444,0.136944444444444
133,0.267944444444444,0.217888888888889,0.0114444444444444,0.0222222222222222,0.00622222222222222,0.0305555555555556,0.0242222222222222,0.205611111111111,0.0146111111111111,0.0095,0.189777777777778
134,0.261388888888889,0.166166666666667,0.0100555555555556,0.0128333333333333,0.00572222222222222,0.0345555555555556,0.0304444444444444,0.219777777777778,0.0177222222222222,0.00955555555555555,0.231777777777778
135,0.307388888888889,0.243833333333333,0.006,0.0163333333333333,0.00694444444444444,0.0288333333333333,0.0296111111111111,0.151777777777778,0.0231666666666667,0.0114444444444444,0.174666666666667
136,0.142722222222222,0.288722222222222,0.0378888888888889,0.131555555555556,0.0241666666666667,0.0705,0.0655,0.0967222222222222,0.0204444444444444,0.00138888888888889,0.120388888888889
137,0.212388888888889,0.285444444444444,0.0245,0.0846666666666667,0.0198333333333333,0.0621666666666667,0.0423888888888889,0.128333333333333,0.0175555555555556,0.00194444444444444,0.120777777777778
138,0.264166666666667,0.296722222222222,0.0132777777777778,0.0435,0.0116666666666667,0.0531111111111111,0.0223888888888889,0.153555555555556,0.0166666666666667,0.00227777777777778,0.122666666666667
139,0.178777777777778,0.386944444444444,0.0251111111111111,0.0540555555555556,0.0245,0.0565,0.0371111111111111,0.103166666666667,0.0200555555555556,0.000722222222222222,0.113055555555556
140,0.131333333333333,0.387611111111111,0.0216666666666667,0.06,0.0160555555555556,0.110555555555556,0.0591666666666667,0.0638333333333333,0.0315555555555556,0.000444444444444444,0.117777777777778
141,0.165222222222222,0.299888888888889,0.0118888888888889,0.0653888888888889,0.0136111111111111,0.0638888888888889,0.0578888888888889,0.188388888888889,0.0242222222222222,0,0.109611111111111
142,0.226333333333333,0.289166666666667,0.0166666666666667,0.0400555555555556,0.006,0.0349444444444444,0.0145555555555556,0.225,0.0127222222222222,5.55555555555556e-05,0.1345
143,0.0730555555555556,0.308777777777778,0.0380555555555556,0.0555,0.0183888888888889,0.0912222222222222,0.0846111111111111,0.126777777777778,0.0112777777777778,0.000277777777777778,0.192055555555556
144,0.180555555555556,0.242277777777778,0.0225555555555556,0.110888888888889,0.0103333333333333,0.0482777777777778,0.0634444444444444,0.169222222222222,0.0114444444444444,0.000166666666666667,0.140833333333333
145,0.210555555555556,0.268277777777778,0.0267222222222222,0.100611111111111,0.0171111111111111,0.0596666666666667,0.075,0.107777777777778,0.0190555555555556,0.000722222222222222,0.1145
146,0.2265,0.301277777777778,0.0311111111111111,0.0880555555555556,0.0243333333333333,0.0765555555555556,0.0792777777777778,0.0505,0.0238888888888889,0.000611111111111111,0.0978888888888889
