"Time","Phocaeicola_A_858004","Faecalibacterium","Gemmiger_A_73129","Anaerostipes","Fusicatenibacter","Blautia_A_141781","Faecalibacillus","Bacteroides_H","Agathobaculum","unknown_Genus_79","other"
147,0.216055555555556,0.266388888888889,0.0356666666666667,0.0699444444444444,0.0163333333333333,0.0824444444444444,0.0471666666666667,0.1195,0.0369444444444444,0.000388888888888889,0.109166666666667
148,0.259228140928695,0.289363132246681,0.0252618607516944,0.0373046546798857,0.0094101831624937,0.047218954797513,0.0399932784405982,0.12535708284322,0.0256539517167983,0.00190444183050468,0.139304318601916
149,0.299166666666667,0.302611111111111,0.0144444444444444,0.0147777777777778,0.00533333333333333,0.0132222222222222,0.0338333333333333,0.126722222222222,0.0112777777777778,0.00338888888888889,0.175222222222222
150,0.289611111111111,0.270666666666667,0.0230555555555556,0.016,0.00483333333333333,0.0158333333333333,0.0223888888888889,0.205333333333333,0.00716666666666667,0.000944444444444444,0.144166666666667
151,0.190222222222222,0.358055555555556,0.0314444444444444,0.0330555555555556,0.0103888888888889,0.0296111111111111,0.025,0.202555555555556,0.00816666666666667,0.000111111111111111,0.111388888888889
152,0.2095,0.227722222222222,0.05,0.0378888888888889,0.0145,0.0691111111111111,0.0365,0.151,0.0132777777777778,0.00183333333333333,0.188666666666667
153,0.129388888888889,0.324388888888889,0.0517777777777778,0.0814444444444444,0.0121666666666667,0.0760555555555556,0.0428333333333333,0.0788333333333333,0.0148888888888889,0.0173888888888889,0.170833333333333
154,0.121333333333333,0.138722222222222,0.0415555555555556,0.0792777777777778,0.0254444444444444,0.100333333333333,0.137055555555556,0.118777777777778,0.0508888888888889,0.0193333333333333,0.167277777777778
155,0.26,0.321833333333333,0.0121111111111111,0.0233333333333333,0.0113888888888889,0.0235,0.0334444444444444,0.143388888888889,0.0113333333333333,5e-04,0.159166666666667
156,0.290833333333333,0.286666666666667,0.0218888888888889,0.0178888888888889,0.00522222222222222,0.0229444444444444,0.023,0.1355,0.00566666666666667,0.000333333333333333,0.190055555555556
157,0.2945,0.292277777777778,0.0243333333333333,0.0225555555555556,0.00594444444444444,0.0245555555555556,0.0267222222222222,0.145722222222222,0.00577777777777778,0.000444444444444444,0.157166666666667
158,0.296944444444444,0.303555555555556,0.0225,0.026,0.00727777777777778,0.0267777777777778,0.0286666666666667,0.155166666666667,0.00805555555555556,5e-04,0.124555555555556
159,0.291555555555556,0.307611111111111,0.0221111111111111,0.0289444444444444,0.00394444444444444,0.0378333333333333,0.039,0.121666666666667,0.0222222222222222,0.00111111111111111,0.124
160,0.219666666666667,0.279444444444444,0.032,0.0633333333333333,0.0117222222222222,0.0502777777777778,0.0389444444444444,0.126722222222222,0.0175,0.000222222222222222,0.160166666666667
161,0.341833333333333,0.187333333333333,0.0172222222222222,0.0298333333333333,0.00555555555555556,0.0276666666666667,0.0210555555555556,0.207111111111111,0.0188888888888889,0.000666666666666667,0.142833333333333
162,0.290388888888889,0.250944444444444,0.0323333333333333,0.061,0.0109444444444444,0.0317222222222222,0.0275,0.141777777777778,0.0247777777777778,5e-04,0.128111111111111
163,0.240888888888889,0.325444444444444,0.0462777777777778,0.0947777777777778,0.0188333333333333,0.0407222222222222,0.0366666666666667,0.0540555555555556,0.0305,0.000111111111111111,0.111722222222222
164,0.3295,0.236111111111111,0.0120555555555556,0.0277777777777778,0.0112222222222222,0.0326111111111111,0.0505555555555556,0.144277777777778,0.0201111111111111,0.00177777777777778,0.134
165,0.2185,0.276611111111111,0.00422222222222222,0.00777777777777778,0.00622222222222222,0.0227222222222222,0.0301111111111111,0.220833333333333,0.00827777777777778,0.0246111111111111,0.180111111111111
166,0.293,0.322722222222222,0.00722222222222222,0.0277777777777778,0.00455555555555556,0.0279444444444444,0.0252777777777778,0.138222222222222,0.00944444444444444,0.00377777777777778,0.140055555555556
167,0.314666666666667,0.334388888888889,0.00933333333333333,0.0153333333333333,0.00833333333333333,0.0258333333333333,0.0242222222222222,0.0979444444444444,0.0105,0.000722222222222222,0.158722222222222
168,0.350333333333333,0.202833333333333,0.0131666666666667,0.0155,0.0118333333333333,0.0353888888888889,0.0253888888888889,0.128277777777778,0.00538888888888889,0.000944444444444444,0.210944444444444
169,0.248944444444444,0.237166666666667,0.0112222222222222,0.0218888888888889,0.00616666666666667,0.0363333333333333,0.0611666666666667,0.112722222222222,0.00555555555555556,0.023,0.235833333333333
170,0.242222222222222,0.315444444444444,0.0111111111111111,0.0582222222222222,0.0202222222222222,0.0445555555555556,0.0902777777777778,0.0619444444444444,0.0134444444444444,0.0251111111111111,0.117444444444444
171,0.272277777777778,0.359944444444444,0.0229444444444444,0.0412777777777778,0.0171666666666667,0.0375,0.0426111111111111,0.0827222222222222,0.0193888888888889,0.006,0.0981666666666667
172,0.237555555555556,0.298611111111111,0.0357222222222222,0.0592777777777778,0.00916666666666667,0.0559444444444444,0.0433333333333333,0.132166666666667,0.0175,0.000555555555555556,0.110166666666667
173,0.128944444444444,0.334888888888889,0.0600555555555556,0.0298333333333333,0.0115555555555556,0.0285,0.0517777777777778,0.148333333333333,0.0177222222222222,0.000333333333333333,0.188055555555556
174,0.431944444444444,0.0830555555555555,0.0102777777777778,0.00377777777777778,0.00161111111111111,0.00633333333333333,0.00538888888888889,0.258777777777778,0.00533333333333333,5.55555555555556e-05,0.193444444444444
175,0.359888888888889,0.222888888888889,0.0363888888888889,0.0115,0.00955555555555555,0.0365,0.0461111111111111,0.130222222222222,0.00572222222222222,0.000333333333333333,0.140888888888889
176,0.0478333333333333,0.523666666666667,0.0535555555555556,0.0434444444444444,0.0147777777777778,0.0893333333333333,0.0503333333333333,0.0275555555555556,0.0145555555555556,0.000888888888888889,0.134055555555556
177,0.312833333333333,0.215333333333333,0.0568888888888889,0.0372777777777778,0.0103333333333333,0.0398888888888889,0.0576111111111111,0.103444444444444,0.0198888888888889,5.55555555555556e-05,0.146444444444444
178,0.143388888888889,0.29,0.0518888888888889,0.109111111111111,0.0192777777777778,0.0612777777777778,0.111444444444444,0.0885,0.0114444444444444,0.000277777777777778,0.113388888888889
179,0.182555555555556,0.292555555555556,0.0402777777777778,0.125888888888889,0.0185,0.0787222222222222,0.0599444444444444,0.0869444444444444,0.0133888888888889,0.000111111111111111,0.101111111111111
180,0.214222222222222,0.281833333333333,0.0281666666666667,0.0302222222222222,0.0135555555555556,0.0397222222222222,0.0789444444444444,0.170333333333333,0.00405555555555556,0,0.138944444444444
181,0.244277777777778,0.267277777777778,0.0257222222222222,0.0572222222222222,0.008,0.028,0.125555555555556,0.0661666666666667,0.0261111111111111,0.000111111111111111,0.151555555555556
182,0.196722222222222,0.320055555555556,0.0303333333333333,0.0404444444444444,0.0253333333333333,0.0497222222222222,0.112277777777778,0.0718888888888889,0.0197777777777778,0,0.133444444444444
183,0.211777777777778,0.304388888888889,0.0373888888888889,0.0464444444444444,0.0460555555555556,0.0706111111111111,0.146611111111111,0.0169444444444444,0.0273333333333333,5.55555555555556e-05,0.0923888888888889
184,0.106666666666667,0.394166666666667,0.0122222222222222,0.0286666666666667,0.0228333333333333,0.102111111111111,0.0407777777777778,0.102055555555556,0.0124444444444444,0.000277777777777778,0.177777777777778
185,0.268277777777778,0.2425,0.0257222222222222,0.0441111111111111,0.0199444444444444,0.079,0.112944444444444,0.0757777777777778,0.0105555555555556,0.00305555555555556,0.118111111111111
186,0.262555555555556,0.258388888888889,0.047,0.0227777777777778,0.0173888888888889,0.0642777777777778,0.121277777777778,0.0825,0.0120555555555556,0.00177777777777778,0.11
187,0.150833333333333,0.361444444444444,0.032,0.0245555555555556,0.0145555555555556,0.0595,0.0446111111111111,0.148166666666667,0.0102777777777778,0.00733333333333333,0.146722222222222
188,0.154944444444444,0.305055555555556,0.067,0.0370555555555556,0.0160555555555556,0.0593888888888889,0.0571111111111111,0.132666666666667,0.0185555555555556,0.00283333333333333,0.149333333333333
189,0.152944444444444,0.2745,0.0768333333333333,0.0462777777777778,0.0167222222222222,0.0579444444444444,0.072,0.132444444444444,0.0197777777777778,0.00138888888888889,0.149166666666667
190,0.185944444444444,0.228833333333333,0.0355555555555556,0.0697222222222222,0.0253888888888889,0.0511111111111111,0.110777777777778,0.134944444444444,0.0199444444444444,0.00394444444444444,0.133833333333333
191,0.0842222222222222,0.328777777777778,0.0585,0.0740555555555556,0.0307777777777778,0.0630555555555556,0.123111111111111,0.0988888888888889,0.0239444444444444,0.00133333333333333,0.113333333333333
192,0.0603333333333333,0.326222222222222,0.0786666666666667,0.109944444444444,0.0585555555555556,0.0355555555555556,0.171833333333333,0.00705555555555556,0.0497222222222222,0.00672222222222222,0.0953888888888889
193,0.187777777777778,0.354555555555556,0.0341666666666667,0.113444444444444,0.0182222222222222,0.0558888888888889,0.0251666666666667,0.0922222222222222,0.0278333333333333,0.000666666666666667,0.0900555555555556
194,0.105777777777778,0.246555555555556,0.104,0.0420555555555556,0.0188888888888889,0.0841111111111111,0.104833333333333,0.0622777777777778,0.0494444444444444,0.00766666666666667,0.174388888888889
195,0.119222222222222,0.244833333333333,0.0782222222222222,0.0374444444444444,0.0155,0.0916111111111111,0.132,0.114111111111111,0.0246111111111111,0.00394444444444444,0.1385
196,0.195444444444444,0.346,0.0519444444444444,0.0351111111111111,0.0222777777777778,0.05,0.0613888888888889,0.0956666666666667,0.0122777777777778,0.000833333333333333,0.129055555555556
197,0.00155555555555556,0.363722222222222,0.0563888888888889,0.158166666666667,0.0478888888888889,0.0724444444444445,0.146222222222222,0.000611111111111111,0.0473888888888889,0.00183333333333333,0.103777777777778
198,0.263888888888889,0.282055555555556,0.0576111111111111,0.0865555555555556,0.035,0.043,0.0888333333333333,0.00266666666666667,0.0308888888888889,0.000222222222222222,0.109277777777778
199,0.203,0.236388888888889,0.0515555555555556,0.1435,0.0422777777777778,0.0811111111111111,0.0465,0.00372222222222222,0.0248888888888889,0.000388888888888889,0.166666666666667
200,0.268777777777778,0.250055555555556,0.0511111111111111,0.115833333333333,0.0192777777777778,0.0406666666666667,0.0272777777777778,0.056,0.009,0.000222222222222222,0.161777777777778
201,0.241166666666667,0.282777777777778,0.0548888888888889,0.061,0.024,0.0701111111111111,0.0662777777777778,0.0333888888888889,0.00888888888888889,0.000166666666666667,0.157333333333333
202,0.0469444444444444,0.513833333333333,0.0282222222222222,0.0152222222222222,0.0336666666666667,0.123944444444444,0.0519444444444444,0.00566666666666667,0.0248333333333333,0.00161111111111111,0.154111111111111
203,0.198333333333333,0.282277777777778,0.0256111111111111,0.0293333333333333,0.0292222222222222,0.0894444444444444,0.0386666666666667,0.112333333333333,0.0127777777777778,0.00177777777777778,0.180222222222222
204,0.461333333333333,0.114,0.0147777777777778,0.00761111111111111,0.00261111111111111,0.00688888888888889,0.00505555555555556,0.263222222222222,0.00183333333333333,0,0.122666666666667
205,0.475833333333333,0.109388888888889,0.0147222222222222,0.013,0.00505555555555556,0.0182222222222222,0.00772222222222222,0.2145,0.00311111111111111,5.55555555555556e-05,0.138388888888889
206,0.528055555555556,0.0539444444444444,0.0116111111111111,0.0055,0.00172222222222222,0.00516666666666667,0.00433333333333333,0.240833333333333,0.00183333333333333,0,0.147
207,0.255833333333333,0.320444444444444,0.0231666666666667,0.0590555555555556,0.0116666666666667,0.0602222222222222,0.0268333333333333,0.0893333333333333,0.0112777777777778,0.000222222222222222,0.141944444444444
208,0.240111111111111,0.337166666666667,0.0313888888888889,0.0555555555555556,0.0112222222222222,0.0628888888888889,0.0381666666666667,0.0862222222222222,0.0148333333333333,0.000222222222222222,0.122222222222222
209,0.238722222222222,0.338555555555556,0.0311666666666667,0.0483333333333333,0.00722222222222222,0.0625,0.0510555555555556,0.0906111111111111,0.0197222222222222,5.55555555555556e-05,0.112055555555556
210,0.323,0.229,0.0212222222222222,0.0348333333333333,0.00638888888888889,0.0423333333333333,0.0417777777777778,0.172055555555556,0.00861111111111111,0.000666666666666667,0.120111111111111
211,0.140888888888889,0.284,0.0177222222222222,0.0445555555555556,0.00983333333333333,0.127611111111111,0.0503888888888889,0.136277777777778,0.0123333333333333,0.000388888888888889,0.176
212,0.241888888888889,0.249333333333333,0.0248333333333333,0.0462777777777778,0.00716666666666667,0.083,0.0223333333333333,0.145888888888889,0.0123888888888889,0,0.166888888888889
213,0.204833333333333,0.309722222222222,0.0272222222222222,0.0899444444444444,0.0075,0.0824444444444444,0.024,0.130611111111111,0.00905555555555556,0,0.114666666666667
214,0.192777777777778,0.3175,0.0373888888888889,0.0736111111111111,0.0115555555555556,0.0663888888888889,0.0156666666666667,0.180888888888889,0.00694444444444444,5.55555555555556e-05,0.0972222222222222
215,0.315555555555556,0.306888888888889,0.0308333333333333,0.0149444444444444,0.0114444444444444,0.0497222222222222,0.0142777777777778,0.106388888888889,0.0104444444444444,0.000111111111111111,0.139388888888889
216,0.235949917100223,0.323080441369847,0.0582585329598079,0.0313303984906523,0.0254416557086502,0.0806700588874278,0.019552912926648,0.0538562689383111,0.011605968783946,0.000343033560116631,0.15991081127437
217,0.143111111111111,0.323055555555556,0.0824444444444444,0.0563888888888889,0.0380555555555556,0.118,0.0309444444444444,0.0216111111111111,0.0116666666666667,0.000611111111111111,0.174111111111111
218,0.190111111111111,0.297444444444444,0.0490555555555556,0.0773333333333333,0.0241111111111111,0.132,0.0656111111111111,0.0376111111111111,0.00988888888888889,0.000166666666666667,0.116666666666667
219,0.0943888888888889,0.358944444444444,0.0497777777777778,0.0423333333333333,0.0211666666666667,0.137166666666667,0.0249444444444444,0.117333333333333,0.00427777777777778,0.000111111111111111,0.149555555555556
220,0.138222222222222,0.3645,0.0708333333333333,0.0326111111111111,0.0153333333333333,0.0890555555555556,0.0577222222222222,0.082,0.005,0.000166666666666667,0.144555555555556
221,0.152555555555556,0.385666666666667,0.0463888888888889,0.0633888888888889,0.0283888888888889,0.0972777777777778,0.0316111111111111,0.0536111111111111,0.0095,0,0.131611111111111
222,0.182388888888889,0.162555555555556,0.0342777777777778,0.103444444444444,0.0575,0.162333333333333,0.0865,0.0187222222222222,0.0149444444444444,0.000666666666666667,0.176666666666667
223,0.246833333333333,0.214,0.0257777777777778,0.0607222222222222,0.0151111111111111,0.098,0.0485,0.125722222222222,0.00711111111111111,0.000611111111111111,0.157611111111111
224,0.0506666666666667,0.343833333333333,0.0378888888888889,0.0847777777777778,0.0260555555555556,0.228277777777778,0.0795,0.0273888888888889,0.00955555555555555,0.000833333333333333,0.111222222222222
225,0.140444444444444,0.284222222222222,0.0436666666666667,0.0815,0.0237777777777778,0.131222222222222,0.0559444444444444,0.0240555555555556,0.0345,0.00116666666666667,0.1795
226,0.207055555555556,0.274388888888889,0.0477222222222222,0.0731111111111111,0.0192777777777778,0.111111111111111,0.0202777777777778,0.0922777777777778,0.0127222222222222,0.000222222222222222,0.141833333333333
227,0.171166666666667,0.194111111111111,0.0366111111111111,0.0547777777777778,0.0166111111111111,0.113,0.0166111111111111,0.214722222222222,0.0114444444444444,0.00127777777777778,0.169666666666667
228,0.243111111111111,0.160555555555556,0.0135555555555556,0.0295,0.008,0.0984444444444444,0.0105555555555556,0.270166666666667,0.0146111111111111,0.000166666666666667,0.151333333333333
229,0.244333333333333,0.177444444444444,0.0145,0.0493888888888889,0.0144444444444444,0.0999444444444444,0.0136666666666667,0.226111111111111,0.0135555555555556,0.000277777777777778,0.146333333333333
230,0.235277777777778,0.206555555555556,0.0172777777777778,0.0933333333333333,0.0253888888888889,0.106777777777778,0.0186111111111111,0.126555555555556,0.0121111111111111,0.000166666666666667,0.157944444444444
231,0.220777777777778,0.227111111111111,0.0211666666666667,0.131555555555556,0.0363333333333333,0.110333333333333,0.0311111111111111,0.0474444444444444,0.0128333333333333,0.000333333333333333,0.161
232,0.197888888888889,0.262166666666667,0.0242777777777778,0.145055555555556,0.0368333333333333,0.105944444444444,0.0417777777777778,0.0100555555555556,0.0118333333333333,0.000611111111111111,0.163555555555556
233,0.112555555555556,0.322611111111111,0.0227222222222222,0.0605555555555556,0.0187777777777778,0.0703333333333333,0.0590555555555556,0.119222222222222,0.0209444444444444,0.0345555555555556,0.158666666666667
234,0.137944444444444,0.1125,0.0215555555555556,0.0422222222222222,0.0119444444444444,0.113,0.0428888888888889,0.106833333333333,0.0611666666666667,0.101277777777778,0.248666666666667
235,0.00955555555555555,0.400111111111111,0.0283888888888889,0.0525555555555556,0.0198333333333333,0.145388888888889,0.106833333333333,0.00255555555555556,0.0342222222222222,0.00438888888888889,0.196166666666667
236,0.0139444444444444,0.421888888888889,0.0206111111111111,0.0372222222222222,0.0183888888888889,0.0845,0.114333333333333,0.00316666666666667,0.0505555555555556,0.000666666666666667,0.234722222222222
237,0.243055555555556,0.407388888888889,0.0152777777777778,0.0426666666666667,0.00294444444444444,0.0696666666666667,0.0658333333333333,0.036,0.0143333333333333,0.000388888888888889,0.102444444444444
238,0.310333333333333,0.233888888888889,0.0158333333333333,0.0740555555555556,0.00994444444444444,0.100555555555556,0.0503888888888889,0.0663888888888889,0.0206111111111111,0.00122222222222222,0.116777777777778
239,0.282,0.142277777777778,0.0356111111111111,0.0229444444444444,0.0100555555555556,0.117611111111111,0.109888888888889,0.0791111111111111,0.0138333333333333,0.000888888888888889,0.185777777777778
240,0.202333333333333,0.228722222222222,0.0211111111111111,0.0942222222222222,0.0111111111111111,0.0909444444444444,0.0845555555555556,0.130055555555556,0.00522222222222222,0.000166666666666667,0.131555555555556
241,0.372833333333333,0.195222222222222,0.00522222222222222,0.0224444444444444,0.00233333333333333,0.0333333333333333,0.0213888888888889,0.165,0.00472222222222222,0.000777777777777778,0.176722222222222
242,0.369166666666667,0.231944444444444,0.00883333333333333,0.0429444444444444,0.0115555555555556,0.0395,0.0877777777777778,0.0118333333333333,0.00677777777777778,0.00233333333333333,0.187333333333333
243,0.303555555555556,0.239777777777778,0.0168888888888889,0.0331666666666667,0.00972222222222222,0.0479444444444444,0.0510555555555556,0.145611111111111,0.0095,0.00605555555555556,0.136722222222222
244,0.314644489728479,0.213251087734758,0.0175689816599659,0.0267665363220796,0.00798590075452993,0.0414716087459382,0.0467588257972132,0.178884176901471,0.0117860880101338,0.00710469791265077,0.133777606432781
245,0.348112841545198,0.169151471484786,0.0180125256332096,0.0222801086293854,0.00653993238374993,0.0317020451144488,0.045613257218866,0.203125865986809,0.0141329047275952,0.00781466496702322,0.133514382308929
246,0.366555555555556,0.144777777777778,0.0181111111111111,0.0204444444444444,0.00588888888888889,0.0266111111111111,0.0431111111111111,0.212777777777778,0.0160555555555556,0.00811111111111111,0.137555555555556
247,0.370458970792768,0.143031988873435,0.0155215577190542,0.029095966620306,0.00578581363004172,0.0349374130737135,0.0329346314325452,0.203616133518776,0.0176912378303199,0.00417246175243394,0.142753824756606
248,0.377333333333333,0.139777777777778,0.013,0.0376666666666667,0.00577777777777778,0.0431666666666667,0.0249444444444444,0.186166666666667,0.0186111111111111,0.000277777777777778,0.153277777777778
249,0.39620253164557,0.135883324160704,0.0181067694001101,0.0304898183819483,0.00588882773802972,0.0385800770500826,0.027242707760044,0.175233902036324,0.0130434782608696,0.000495321959273528,0.158833241607045
250,0.403555555555556,0.133333333333333,0.0235555555555556,0.0239444444444444,0.00672222222222222,0.0347222222222222,0.0363888888888889,0.158,0.00777777777777778,0.00122222222222222,0.170777777777778
251,0.0292222222222222,0.199,0.0207222222222222,0.0601111111111111,0.0221666666666667,0.216555555555556,0.247777777777778,0.00561111111111111,0.0326666666666667,0.00827777777777778,0.157888888888889
252,0.103722222222222,0.118666666666667,0.0436111111111111,0.0838888888888889,0.0316111111111111,0.1925,0.139888888888889,0.0338333333333333,0.0226111111111111,0.00355555555555556,0.226111111111111
253,0.318611111111111,0.398611111111111,0.0128888888888889,0.00927777777777778,0.00377777777777778,0.0375555555555556,0.0503333333333333,0.0391666666666667,0.00905555555555556,0.00211111111111111,0.118611111111111
254,0.065,0.432555555555556,0.0498888888888889,0.0263888888888889,0.0116666666666667,0.127777777777778,0.104333333333333,0.0209444444444444,0.024,0.00338888888888889,0.134055555555556
255,0.201611111111111,0.253333333333333,0.0364444444444444,0.01,0.00355555555555556,0.0273333333333333,0.0446111111111111,0.236166666666667,0.00788888888888889,5e-04,0.178555555555556
256,0.148388888888889,0.205666666666667,0.0965,0.0192222222222222,0.00605555555555556,0.0914444444444444,0.0818888888888889,0.0864444444444444,0.00827777777777778,0.000333333333333333,0.255777777777778
257,0.0192777777777778,0.381888888888889,0.087,0.0867222222222222,0.00827777777777778,0.105722222222222,0.112166666666667,0.0366666666666667,0.00866666666666667,0.000666666666666667,0.152944444444444
258,0.234888888888889,0.208111111111111,0.0372777777777778,0.0485555555555556,0.0107777777777778,0.0682222222222222,0.0724444444444445,0.162166666666667,0.00877777777777778,0.0102222222222222,0.138555555555556
259,0.3955,0.065,0.00755555555555556,0.0194444444444444,0.0138888888888889,0.0464444444444444,0.0432222222222222,0.252611111111111,0.00705555555555556,0.0181666666666667,0.131111111111111
260,0.426656151419558,0.0743014871563767,0.00394321766561514,0.0110973411446598,0.0139139251915277,0.0288981523208653,0.0344749887336638,0.25191527715187,0.00501351960342497,0.0178008111762055,0.131985128436233
261,0.441039456698659,0.0976595386428692,0.00196441600718415,0.00566874333501712,0.0135264073637537,0.0101027108940899,0.0286804737048886,0.241342538025481,0.00297468709659314,0.01610821125891,0.140932816972554
262,0.444944444444444,0.110111111111111,0.00133333333333333,0.00383333333333333,0.0132777777777778,0.00155555555555556,0.0247777777777778,0.234333333333333,0.00211111111111111,0.0137222222222222,0.15
263,0.412506275450438,0.150331901600937,0.00184079879511352,0.00490879678696938,0.013108718692475,0.0232610029564344,0.0216433312880013,0.226027779327272,0.00211970770346405,0.00663803201874268,0.137613655380153
264,0.376055555555556,0.186277777777778,0.00266666666666667,0.00594444444444444,0.0129444444444444,0.0448888888888889,0.0199444444444444,0.218222222222222,0.00222222222222222,0.000833333333333333,0.13
265,0.396954595791805,0.155592469545958,0.00332225913621262,0.00326688815060908,0.0156146179401993,0.0255260243632337,0.0385382059800664,0.218493909191584,0.00171650055370986,0.00758582502768549,0.133388704318937
266,0.429722222222222,0.100666666666667,0.00377777777777778,0.000666666666666667,0.0184444444444444,0.00427777777777778,0.0574444444444444,0.222555555555556,0.00133333333333333,0.0144444444444444,0.146666666666667
267,0.434777777777778,0.0203333333333333,0.00105555555555556,0.000666666666666667,0.0123888888888889,0.00127777777777778,0.00794444444444444,0.307833333333333,0.00472222222222222,0.00961111111111111,0.199388888888889
268,0.313666666666667,0.150277777777778,0.00427777777777778,0.0213888888888889,0.0188888888888889,0.0323888888888889,0.0535555555555556,0.222055555555556,0.00311111111111111,0.000777777777777778,0.179611111111111
269,0.301611111111111,0.153444444444444,0.00372222222222222,0.00405555555555556,0.0195,0.0135,0.051,0.250611111111111,0.00572222222222222,5e-04,0.196333333333333
270,0.215055555555556,0.2445,0.00494444444444444,0.0217777777777778,0.0183333333333333,0.0446111111111111,0.0785,0.134388888888889,0.0180555555555556,0.0159444444444444,0.203888888888889
271,0.127388888888889,0.297888888888889,0.00916666666666667,0.0485555555555556,0.0155,0.0825555555555555,0.119333333333333,0.041,0.0262777777777778,0.0281111111111111,0.204222222222222
272,0.00216666666666667,0.2555,0.0347222222222222,0.105722222222222,0.0315555555555556,0.144055555555556,0.237388888888889,0.000944444444444444,0.0168333333333333,0.00188888888888889,0.169222222222222
273,0.190073569781487,0.264357087954321,0.0241023388602174,0.0908092675963545,0.0211924892939497,0.104974195673658,0.159767212034699,0.00148237619413638,0.0130668716372022,0.00175689030416163,0.128417700669814
274,0.390611111111111,0.290611111111111,0.0130555555555556,0.0635555555555556,0.0100555555555556,0.0497222222222222,0.0624444444444444,0.00544444444444444,0.0118333333333333,0.00177777777777778,0.100888888888889
275,0.399444444444444,0.200555555555556,0.0271111111111111,0.0215555555555556,0.00833333333333333,0.0167777777777778,0.0273333333333333,0.095,0.0227222222222222,0.00327777777777778,0.177888888888889
276,0.320444444444444,0.361777777777778,0.0249444444444444,0.0378888888888889,0.00838888888888889,0.0362222222222222,0.0271111111111111,0.0443888888888889,0.0143888888888889,0.00827777777777778,0.116166666666667
277,0.335611111111111,0.308611111111111,0.0217777777777778,0.0305555555555556,0.00627777777777778,0.0325,0.0213888888888889,0.0783333333333333,0.0196666666666667,0.0117222222222222,0.133555555555556
278,0.348333333333333,0.258111111111111,0.0148888888888889,0.0188333333333333,0.00433333333333333,0.0262222222222222,0.0123333333333333,0.124444444444444,0.0242777777777778,0.0142777777777778,0.153944444444444
279,0.347166666666667,0.235277777777778,0.0143333333333333,0.013,0.00333333333333333,0.0254444444444444,0.0105555555555556,0.141111111111111,0.0272222222222222,0.0187777777777778,0.163777777777778
280,0.240555555555556,0.2855,0.0326666666666667,0.0552222222222222,0.0117222222222222,0.0669444444444444,0.100777777777778,0.0181666666666667,0.0102222222222222,0.0337777777777778,0.144444444444444
281,0.381,0.261333333333333,0.0141666666666667,0.0353888888888889,0.00694444444444444,0.0395,0.0297222222222222,0.0517222222222222,0.017,0.003,0.160222222222222
282,0.1115,0.431055555555556,0.0409444444444444,0.0686111111111111,0.0215555555555556,0.110388888888889,0.0345,0.0182222222222222,0.00811111111111111,0.000944444444444444,0.154166666666667
283,0.253833333333333,0.2945,0.0413333333333333,0.054,0.0162777777777778,0.0934444444444444,0.00738888888888889,0.074,0.0101666666666667,0.000722222222222222,0.154333333333333
284,0.254277777777778,0.306722222222222,0.0411111111111111,0.0562222222222222,0.0262777777777778,0.0743888888888889,0.0457222222222222,0.0416111111111111,0.00661111111111111,0.000333333333333333,0.146722222222222
285,0.2535,0.320666666666667,0.0348888888888889,0.027,0.00655555555555556,0.0450555555555556,0.0203333333333333,0.123388888888889,0.0143333333333333,0.000222222222222222,0.154055555555556
286,0.106166666666667,0.373777777777778,0.0563888888888889,0.0392222222222222,0.00955555555555555,0.0833888888888889,0.0421666666666667,0.0321111111111111,0.034,0.000222222222222222,0.223
287,0.317388888888889,0.236444444444444,0.0433888888888889,0.0395555555555556,0.00661111111111111,0.04,0.0712222222222222,0.0624444444444444,0.0220555555555556,5.55555555555556e-05,0.160833333333333
288,0.305944444444444,0.312611111111111,0.026,0.0302777777777778,0.0122222222222222,0.0609444444444444,0.0341111111111111,0.0726111111111111,0.0126111111111111,0.000111111111111111,0.132555555555556
289,0.371777777777778,0.287666666666667,0.0169444444444444,0.0288888888888889,0.00883333333333333,0.0722222222222222,0.0400555555555556,0.0281111111111111,0.0101666666666667,0,0.135333333333333
290,0.284111111111111,0.251222222222222,0.0308333333333333,0.022,0.0114444444444444,0.0882777777777778,0.0710555555555556,0.0480555555555556,0.00594444444444444,0.000888888888888889,0.186166666666667
291,0.300388888888889,0.257944444444444,0.0277777777777778,0.0478333333333333,0.0102777777777778,0.0649444444444444,0.0434444444444444,0.0603333333333333,0.0129444444444444,0.000111111111111111,0.174
292,0.271111111111111,0.299111111111111,0.0191666666666667,0.0606111111111111,0.00888888888888889,0.0525555555555556,0.1055,0.0521111111111111,0.00616666666666667,0.0015,0.123277777777778
293,0.253673976938729,0.293805109654081,0.0256613158489713,0.061270630793579,0.0107393172055166,0.0626271761248022,0.106884467555957,0.0505878363101967,0.00785665837666742,0.00146959077549175,0.125423920416007
294,0.2331088664422,0.267452300785634,0.0390572390572391,0.0595959595959596,0.0143658810325477,0.0823793490460157,0.104938271604938,0.0474747474747475,0.0108305274971942,0.00134680134680135,0.139450056116723
295,0.218186874304783,0.237652947719689,0.0521134593993326,0.0568965517241379,0.017908787541713,0.101612903225806,0.102113459399333,0.0453281423804227,0.0136262513904338,0.00116796440489433,0.153392658509455
296,0.213388888888889,0.216833333333333,0.0582222222222222,0.0535555555555556,0.0196111111111111,0.110666666666667,0.0995555555555555,0.0461111111111111,0.015,0.00116666666666667,0.165888888888889
