"Time","Phocaeicola_A_858004","Faecalibacterium","Bacteroides_H","Lachnospira","unknown_Genus_4","Phascolarctobacterium_A","Mesosutterella","Blautia_A_141781","Akkermansia","unknown_Genus_55","other"
124,0.410666666666667,0.0668333333333333,0.240888888888889,0.0486666666666667,0.0276111111111111,0.0863888888888889,0.00833333333333333,0.00933333333333333,0.000222222222222222,0.000277777777777778,0.100777777777778
125,0.350333333333333,0.0660555555555556,0.197833333333333,0.0246666666666667,0.0226666666666667,0.0103333333333333,0.0139444444444444,0.0208888888888889,0.0470555555555556,0.0664444444444444,0.179777777777778
126,0.406611111111111,0.110222222222222,0.174388888888889,0.0661666666666667,0.0556666666666667,0.0327777777777778,0.012,0.0183888888888889,0.000444444444444444,0.000111111111111111,0.123222222222222
127,0.354666666666667,0.112111111111111,0.202333333333333,0.0318888888888889,0.0362222222222222,0.0271111111111111,0.00572222222222222,0.0188888888888889,0,0.0949444444444444,0.116111111111111
128,0.434611111111111,0.0793333333333333,0.253222222222222,0.0124444444444444,0.0325,0.0248333333333333,0.00783333333333333,0.0153333333333333,0.000277777777777778,0.000611111111111111,0.139
129,0.482777777777778,0.0615,0.284777777777778,0.00655555555555556,0.0247222222222222,0.0238333333333333,0.0110555555555556,0.00705555555555556,0.00344444444444444,0.000666666666666667,0.0936111111111111
130,0.409944444444444,0.114666666666667,0.240777777777778,0.0581111111111111,0.0238888888888889,0.0203888888888889,0.0280555555555556,0.0085,0.00694444444444444,0.000388888888888889,0.0883333333333333
131,0.463166666666667,0.0376666666666667,0.295666666666667,0.0213888888888889,0.0253333333333333,0.0183888888888889,0.0168888888888889,0.0119444444444444,0.0265555555555556,0.00483333333333333,0.0781666666666667
132,0.336222222222222,0.0633333333333333,0.3555,0.0272222222222222,0.0213333333333333,0.0226111111111111,0.00605555555555556,0.0133333333333333,0.0220555555555556,0,0.132333333333333
133,0.301666666666667,0.132388888888889,0.227277777777778,0.0176666666666667,0.0521666666666667,0.0313888888888889,0.004,0.0193888888888889,0.0246666666666667,0.002,0.187388888888889
134,0.4625,0.0371666666666667,0.257555555555556,0.0227222222222222,0.0113333333333333,0.0363888888888889,0.007,0.00927777777777778,0.0385,0,0.117555555555556
135,0.3035,0.0877222222222222,0.346,0.0263333333333333,0.0241666666666667,0.0228333333333333,0.00577777777777778,0.0221666666666667,0.00816666666666667,0.00227777777777778,0.151055555555556
136,0.429166666666667,0.028,0.276833333333333,0.0244444444444444,0.0325,0.0283888888888889,0.00827777777777778,0.018,0.0300555555555556,5.55555555555556e-05,0.124277777777778
137,0.415166666666667,0.098,0.225777777777778,0.0335555555555556,0.0327222222222222,0.0136666666666667,0.00372222222222222,0.0212777777777778,0.0141666666666667,0.000888888888888889,0.141055555555556
138,0.484055555555556,0.0897222222222222,0.191666666666667,0.026,0.0246666666666667,0.034,0.00466666666666667,0.0165,0.00338888888888889,0,0.125333333333333
139,0.480277777777778,0.0537777777777778,0.127333333333333,0.0211666666666667,0.0310555555555556,0.0338333333333333,0.00255555555555556,0.0157777777777778,0.0396111111111111,0.00127777777777778,0.193333333333333
140,0.384722222222222,0.0842222222222222,0.242944444444444,0.0678333333333333,0.0501666666666667,0.0408333333333333,0.00822222222222222,0.00877777777777778,0.0156111111111111,0,0.0966666666666667
141,0.412444444444444,0.05,0.257555555555556,0.0501666666666667,0.0269444444444444,0.0512222222222222,0.017,0.0135,0.0251666666666667,0.000444444444444444,0.0955555555555556
142,0.379166666666667,0.0665555555555556,0.334611111111111,0.0155555555555556,0.0436111111111111,0.0337777777777778,0.0217222222222222,0.0142222222222222,0.00822222222222222,5.55555555555556e-05,0.0825
143,0.272833333333333,0.0575555555555556,0.3785,0.00272222222222222,0.0398888888888889,0.0314444444444444,0.00705555555555556,0.0242222222222222,0.0136111111111111,0.0387777777777778,0.133388888888889
144,0.341,0.0815,0.131111111111111,0.146888888888889,0.0277222222222222,0.0153333333333333,0.00961111111111111,0.0119444444444444,0.0129444444444444,0.00372222222222222,0.218222222222222
145,0.3465,0.0811111111111111,0.229555555555556,0.0113888888888889,0.0739444444444444,0.0216666666666667,0.00666666666666667,0.0361666666666667,0.053,0.00716666666666667,0.132833333333333
146,0.415555555555556,0.0792222222222222,0.207944444444444,0.0121666666666667,0.0321111111111111,0.0165,0.0285555555555556,0.0266666666666667,0.0328333333333333,0.00366666666666667,0.144777777777778
147,0.305833333333333,0.097,0.315,0.0803888888888889,0.0299444444444444,0.02,0.00322222222222222,0.0141666666666667,0.0332777777777778,0.00333333333333333,0.0978333333333333
148,0.389944444444444,0.0821111111111111,0.2105,0.130611111111111,0.0298333333333333,0.0232222222222222,0.00833333333333333,0.0139444444444444,0.0257777777777778,0.00261111111111111,0.0831111111111111
