"t","x_1","x_2","x_3","x_4"
100,0.0485544350641911,0.0412946169728278,0.0514190010770526,0.0912433369179509
101,0.0490891479681565,0.0371275925960559,0.0504640584570862,0.0640349732479721
102,0.0502127218431697,0.0334498798805731,0.0518431620976192,0.045107407465251
103,0.0518884147049619,0.0302315774732606,0.0549514587457943,0.0321902949371645
104,0.0540948875134395,0.0274376057124352,0.0594833225381248,0.0234430985528939
105,0.0568224115350758,0.0250316783123657,0.0652939959161119,0.0175340959268595
106,0.0600697876087791,0.0229788586733559,0.072329895835403,0.0135498337640605
107,0.0638416720469931,0.0212471504473011,0.0805910544426667,0.0108829211377674
108,0.068145858584777,0.0198083647361534,0.0901077134543555,0.00913977571616964
109,0.0729914688337672,0.0186391295821021,0.100925179623776,0.0080768457898459
110,0.0783862353585811,0.0177211979349679,0.113088098720912,0.00755983945204944
111,0.0843334813638847,0.0170420279506669,0.126620858549121,0.00754581006648782
112,0.0908286881870605,0.0165951052473834,0.141499372401502,0.00808629958167182
113,0.097855184460975,0.0163806047291006,0.157601042849647,0.00936402378507472
114,0.105378251382166,0.0164060243485315,0.174612143803009,0.0117797623653305
115,0.113339558943731,0.0166876272927296,0.191855444958203,0.0161435657080245
116,0.121649254929323,0.0172519527923306,0.207954239969526,0.0240502238305571
117,0.130176059617635,0.0181372640664512,0.220247697259028,0.038477747159549
118,0.138736554693746,0.0193951996398181,0.22411157853436,0.0641200852984418
119,0.147084046765587,0.0210919167772962,0.213486316188443,0.104963640908591
120,0.154898939123051,0.0233076546420054,0.185568808746615,0.15521870451482
121,0.161784383058303,0.0261328991919772,0.14758666433037,0.192768214739711
122,0.167273272474112,0.0296584269587361,0.112712421575235,0.198121020404386
123,0.170854667578149,0.033955956577479,0.0880580393337456,0.17545880462561
124,0.172029602495823,0.0390463924473436,0.0731578627659951,0.141324788168257
125,0.170400444020006,0.0448574198461202,0.0651834108389861,0.108003838456397
126,0.165782116654794,0.0511813169649893,0.0617753077162206,0.0805342118637756
127,0.158301387667881,0.057654235248423,0.061450839202957,0.0596657922583405
128,0.148437525467989,0.0637814908394575,0.0633539112211515,0.0444721045858518
129,0.136964172735105,0.0690204021506542,0.0670037207015367,0.0336601592709708
130,0.124797200939164,0.0728992865876044,0.0721357392872691,0.0260688188360071
131,0.11280725993727,0.0751245637745234,0.0786105715176082,0.0207985711972945
132,0.10167288396602,0.0756300221259557,0.0863605157958417,0.0172026016484566
