"Time","Lachnoclostridium","Hungatella","Fusobacterium","Escherichia/Shigella","Pyramidobacter","Ruminiclostridium_5","Faecalibacterium","other","Alistipes","Parabacteroides","Bacteroides"
19.8333333333333,0.0379268079128414,0.0242630547720395,0.0581328735591146,0.0357555523580789,0.0264288115725998,0.0321142377146634,0.0192850344464373,0.0918479345392772,0.333047324946494,0.0156367344657146,0.32556163371274
19.875,0.0344905112817135,0.0294650717970722,0.0550552572031027,0.0580687686506469,0.0287418138118855,0.0294914621552434,0.0208908509651781,0.0688122894428319,0.360383356017691,0.010636165503922,0.303964453170713
19.9166666666667,0.0414765524540856,0.0241313456782485,0.0541175363047451,0.0148419990851173,0.0241552908270413,0.0352104289979583,0.016799187979848,0.0938429569224783,0.369302158554709,0.0117281481696869,0.314394395026082
19.9583333333333,0.048350776967728,0.0226367795899682,0.0527792039306587,0.00951037574580972,0.0238612326481037,0.034734426845645,0.0148766743456333,0.0803390674436902,0.359420758609332,0.0110835696879757,0.342407134185455
20,0.0363847158870714,0.0221620206837544,0.0536724396485162,0.0127753970895381,0.0237092787284002,0.033780034073391,0.0178205943864642,0.0751359759470171,0.379191823385719,0.0111243326338654,0.334243387536263
20.0416666666667,0.0408482746488052,0.0272298112282417,0.0558896737069019,0.0131723959628976,0.0334393768071542,0.0337838077719298,0.01439004623438,0.0801429271086922,0.387696656223483,0.0119835897648743,0.30142344054264
20.0833333333333,0.0364316438251414,0.0258180519080247,0.0583235490204752,0.0126786176203245,0.0243217290403437,0.0433757139891317,0.0181239018693889,0.0812299975902728,0.373144674023442,0.0103645585556159,0.316187562557839
20.125,0.0389300861936535,0.030416904777506,0.0498273191956834,0.00983486581045283,0.0248793164990383,0.0375761980347443,0.0200394383508624,0.081276383135748,0.372625172025877,0.0130302795616142,0.32156403641482
20.1666666666667,0.03680225827361,0.0280397196252595,0.0532398702127801,0.011544866077197,0.0277647949402874,0.0308943523008639,0.014790269256087,0.0829453558353405,0.37929252656547,0.0117011596597222,0.322984827253382
20.2083333333333,0.0334511754950243,0.0289922592505202,0.0528724835833364,0.0114930376018339,0.0259889005009402,0.0284271413381941,0.0167554487750197,0.0764347496709437,0.376478712808216,0.0107140099440002,0.338392081031971
20.25,0.0439275670159441,0.0293266679690643,0.0515855039937017,0.0104418226547051,0.0270312678844302,0.0266400983458854,0.0166419159063385,0.0839666116347902,0.393733153003216,0.0119158255727831,0.304789566019141
20.2916666666667,0.0308544517902901,0.0240030878948223,0.0466488381827746,0.00998558557326112,0.0225492031126504,0.0309217438514177,0.0181933730059055,0.0763170947593784,0.416510648729909,0.0118070890390349,0.312208884060556
20.3333333333333,0.0363721223884023,0.032272693173198,0.0508601739143777,0.0133651934879973,0.0297013618989138,0.0318002103881998,0.0224206640324902,0.083442996530666,0.367543428137384,0.0129346556246324,0.319286500423738
20.375,0.0379694148237841,0.0342314926882942,0.0515530169967533,0.0120501246006024,0.0243553975409412,0.0420579950176981,0.0239012877021654,0.0790614895033441,0.351381409811137,0.012157585362858,0.331280785952422
20.4166666666667,0.0359774128687672,0.031066594550295,0.054128918393373,0.0125045225415097,0.0301765174654613,0.0417796846957608,0.0210541211507748,0.081676556055328,0.352376117418994,0.0118765241797302,0.327383030680006
20.4583333333333,0.0414969723569455,0.0319101142167203,0.0489024371703645,0.0138393062181385,0.0355945515034916,0.029218509261473,0.0175804475816486,0.0860937561269456,0.372384670743167,0.0119529370447486,0.311026297776357
20.5,0.0473258905253998,0.0253684377158628,0.0505191374388403,0.0132652256369024,0.0363902620406354,0.0357622614613114,0.0174902659322301,0.103784486054677,0.368419998986157,0.0121128561361159,0.289561178071868
20.5416666666667,0.0291788710576742,0.0259733298028934,0.0535950600191157,0.0128995875760091,0.0226426115746968,0.0283361900968557,0.0226749378607596,0.0889511837599949,0.365649675252161,0.0112811427977101,0.33881741020213
20.5833333333333,0.0488414984209971,0.0320813661197438,0.0491700536100487,0.0149812349715137,0.0253031211853046,0.0407342894286276,0.0249498709812081,0.100478427529023,0.309122806709044,0.0149917467008151,0.339345584343674
20.625,0.0375687896048381,0.0375686739904055,0.0535228399101306,0.0181194528794882,0.0287643450823389,0.029899231236118,0.0239039293430256,0.0879856885464718,0.334750184234578,0.0132297130776814,0.334687152094924
20.6666666666667,0.0304807348625226,0.0330247662370515,0.0584687800477559,0.020087168242769,0.0285273527161095,0.0219868143989939,0.0243495317655443,0.093953252954098,0.343962056698548,0.013599283950849,0.331560258125758
20.7083333333333,0.034492212310824,0.0406453990206233,0.0592012755364825,0.0183746936754077,0.0345341157274927,0.0292263081115136,0.025931678440573,0.0821010630149325,0.34463747259649,0.00883625060224378,0.322019530963417
20.75,0.0312105609893346,0.0302001803471585,0.0512678120647441,0.0182907866318115,0.0261005456698191,0.0323004895685016,0.0267071377394946,0.0770004632745009,0.347178408326969,0.0126698331095063,0.34707378227816
20.7916666666667,0.0393213629370665,0.0324534991441062,0.0467934748109487,0.0158095619381537,0.0276172888245749,0.0487191387634895,0.0209655855732944,0.0806265440137988,0.338257243808082,0.0130410661254627,0.336395234061022
20.8333333333333,0.0354762405403988,0.0408358081707295,0.0482147497313496,0.021907757178267,0.0272019996588301,0.0482584986010968,0.0247651123033181,0.0810477916752853,0.310436468471281,0.0121598990624576,0.349695674606986
20.875,0.0262568210456874,0.0260780526996407,0.0510478731478364,0.0175963775250911,0.0275461486771482,0.0370933391206461,0.0230912988219855,0.0536330094871866,0.284099996853487,0.00997412521916408,0.443582957402127
