"Time","Lachnoclostridium","Hungatella","Fusobacterium","Escherichia/Shigella","Pyramidobacter","Ruminiclostridium_5","Faecalibacterium","other","Alistipes","Parabacteroides","Bacteroides"
0,0.0252775816399647,0.0171525204035464,0.010001190154024,0.00638622115488199,0.0078814555900064,0.0131320855871882,0.0780010412876519,0.338549574356848,0.0813629932162158,0.00988011010549885,0.412375226504174
1,0.0193866339057055,0.00100328235233002,0.00095941980983089,0.0358877703268579,0.000520411703480976,0.00115986929478609,0.109776196975065,0.555449552665315,0.0160848048163654,0.00985027963383783,0.249921778516426
2,0.0349939816552218,0.00193184777508344,0.000210818297010523,0.0113918388932541,8.5999312005504e-05,0.000220375267598539,0.164503708393195,0.251107499741432,0.0795435978541777,0.0140248603244893,0.441985472486531
3,0.0455236322300245,0.00458415025161911,4.77448515135118e-05,0.0095896396928702,4.77448515135118e-05,0.000339559396318012,0.0764241897634035,0.220615462909685,0.469357936090645,0.0139464915719658,0.159523448390442
6,0.0624007080460292,0.0125869073594871,6.0143140674806e-05,0.0191375219042878,0.000553545832530059,0.016104332222284,0.0272516698962257,0.239655983534791,0.337198364532534,0.0318657185315842,0.253185104999573
7,0.0695285016368653,0.0175428406309372,0.00311861182435242,0.0268675838265592,0.0106141209129609,0.0659351376469928,0.00300589337182628,0.173142936811729,0.311769644117457,0.0345929334658358,0.283881795754484
8,0.0687054207618801,0.0274266952833079,0.00185174335016987,0.0168976236854432,0.024648098725968,0.0548282488906528,0.030142946917435,0.116177375332727,0.352534454820426,0.0181347941600823,0.288652598071908
9,0.0536855237636832,0.0292689777288623,0.00367905332852953,0.0411347678314106,0.0385613028102537,0.0542991393809633,0.0264487183595331,0.124044518037314,0.364602828831545,0.0192320024842008,0.245043167443705
10,0.0463314761652772,0.0338247753064971,0.00789502463687657,0.0518804075431087,0.0343709771577827,0.0645849043419537,0.0314665109009895,0.0892158397526647,0.338163621907575,0.0122163037390606,0.290050158548215
11,0.0580816006210119,0.0480559012412704,0.00989234404717167,0.0900717869672725,0.030390958639186,0.0796888108172312,0.0288299963441897,0.108804385578617,0.281973724418204,0.0188697156233525,0.245340775702493
13,0.0380005059417967,0.021332247481742,0.0300499923328299,0.0760483512533797,0.0316901377560392,0.189707596033331,0.0103515783162743,0.172946943926719,0.161045894078158,0.0310046622198314,0.237822090659898
14,0.0732942240298175,0.0517101978713918,0.0533648825652713,0.104291944419916,0.0131335956332507,0.0578391949619495,0.0185177053189125,0.15706293234573,0.119237183001239,0.0108828867793474,0.340665253073175
15,0.0525658544078426,0.0522761771495755,0.0442690591979059,0.0376976801391631,0.0184547338111556,0.0218574323261428,0.0142662487165023,0.137032781452486,0.181880025903423,0.00958894369309767,0.430111063202705
16,0.0396343004746469,0.0460328775689334,0.0400781529470637,0.0444258286572131,0.0213961532370648,0.0523967320964639,0.0124491636821221,0.111643434040354,0.220588326212018,0.0126428918056388,0.398712139278481
17,0.0533926836399587,0.0464239356477821,0.0522115391815278,0.0348049168289131,0.0273297887537935,0.0674177910365402,0.0143578001831776,0.105650310916212,0.27523311046537,0.0148590148947764,0.308319108451949
18,0.0424027014178062,0.0261673533464629,0.059850753193578,0.0335646711456862,0.0291644687934105,0.156028638049579,0.0167973481711066,0.159061390391967,0.16573016861643,0.0250220214112844,0.28621048546269
19,0.0412892773761477,0.019448632871355,0.0545683688386868,0.0202839449028768,0.0228370690269959,0.0263520913548727,0.0132212330444443,0.0924125271016493,0.402358481848019,0.0148287651877647,0.292399608447188
20,0.0363847158870714,0.0221620206837544,0.0536724396485162,0.0127753970895381,0.0237092787284002,0.033780034073391,0.0178205943864642,0.0751359759470171,0.379191823385719,0.0111243326338654,0.334243387536263
21,0.0493481237178372,0.0401652972920581,0.0494253929859265,0.0240712281030994,0.0324618357578971,0.0411786557991464,0.0200464744988847,0.0895970453006997,0.303970862242528,0.0153617346137617,0.334373349688161
22,0.0344467814787575,0.034425637711152,0.0515433244741082,0.0131624067449551,0.0332879065025404,0.0319355905338035,0.0185781052928558,0.0635536452949396,0.341606453469791,0.00948800847199886,0.367972140025098
23,0.0416640836107174,0.0398552160231524,0.0566188717001687,0.0187474264201458,0.0390415555150177,0.0493616047658307,0.0196836229483819,0.0831042547276817,0.359259571211269,0.0127965768641761,0.279867216213459
24,0.0278098403949792,0.0491236380718316,0.0375503140517367,0.0218822967709543,0.0390521234955801,0.0474279303000884,0.0312565620240721,0.0838130093305685,0.296302759391958,0.0114633052585784,0.354318220909652
25,0.0486294814607328,0.0431888112539248,0.0697515444608795,0.0314216612897346,0.0402695421908606,0.0470877332777583,0.0203921610802397,0.0830643830538984,0.171843531978385,0.00969248206251576,0.434658667891071
26,0.0343175333129051,0.0362707164156933,0.0714350879148288,0.0245640318418231,0.0475929542265212,0.0261460413649442,0.0225564727122207,0.0781744832042104,0.232688304219856,0.0105341306106065,0.415720244176391
27,0.0534297870147132,0.038785563598626,0.0979270612763392,0.0519499911561655,0.0555154705801308,0.0379251376612703,0.00893860764685267,0.104792474248362,0.201994209630957,0.00906897779133627,0.339672719395247
