Time,Phocaeicola_A_858004,Anaerostipes,Faecalibacterium,Faecalibacillus,Mediterraneibacter_A_155507,Butyrivibrio_A_180067,Bacteroides_H,Paramuribaculum,unknown_Genus_39,unknown_Genus_59
141.0,-0.680342420572871,-3.1201497091865518,-1.5115956225885185,-3.7318782802044925,-3.5791977564052493,-6.188891589181518,-1.9167583532008792,-2.5787934754576707,-6.188891589181518,-5.500761378053705
142.0,0.24515990265872245,-4.522709415866118,-0.7264908714437068,-4.0287399089486,-4.338265891709278,-5.784000908094193,-1.6437361722694734,-2.6109681468334403,-5.784000908094193,-5.679641774744482
143.0,0.5481278899800568,-4.894079436492312,-0.9044383925340442,-4.27120341655998,-4.843024476637078,-5.636012119347547,-1.1961381925618655,-2.3983230908370956,-5.636012119347547,-5.0966027491991435
144.0,0.6060634262242433,-5.234198533068194,-1.497858574900777,-4.710952907295356,-5.1605871543424096,-5.5988389272321335,-0.8167036161727339,-1.7467869739372948,-5.5988389272321335,-5.234198533068194
145.0,0.6377330632445446,-5.16737582276151,-1.2516198305868476,-4.594944984280665,-4.967923119028823,-5.569499082803302,-0.838410161708409,-1.7714376579271232,-5.569499082803302,-5.284322348823126
146.0,0.7640354976028501,-5.0023505401496315,-0.857195928913596,-4.521889895603156,-5.232526682909446,-5.475470941927174,-0.7991989455505941,-2.0022716481945873,-5.475470941927174,-5.276621688087064
147.0,0.8610110853262094,-4.351285940928776,-0.593945238938623,-4.175957918330466,-5.003468911738575,-5.405592171780367,-0.8465794485751796,-2.294310061116051,-5.405592171780367,-5.405592171780367
148.0,0.21757111873101942,-2.937520399969813,-0.5935812853907247,-3.257452924608665,-4.782307548584794,-5.71446623358569,-1.0536809596253605,-3.0496798215535916,-5.71446623358569,-5.71446623358569
149.0,-0.4010078157391863,-3.8802096797317214,-0.8877066534122062,-3.602102690340006,-4.500931059647213,-6.0684977241205935,-2.1049351877153892,-3.038855702164132,-6.0684977241205935,-6.0684977241205935
150.0,-0.16688167338563797,-4.335412254367988,-1.0829738083711122,-4.408603932156785,-5.166945320334429,-6.0319376052220015,-2.0184503699996323,-3.0513274176619056,-6.0319376052220015,-6.0319376052220015
151.0,-0.19735418998086518,-3.603345297387917,-0.9724156084947614,-3.5151955989673747,-4.5730652880548535,-6.031673480559267,-2.429041631982809,-3.166343063921328,-6.031673480559267,-6.031673480559267
152.0,0.22300890421064612,-3.6896689859919514,-0.9157640074302238,-3.0741513872795556,-2.73736280599803,-5.8338364850425,-2.3123493522775105,-3.4654717181378674,-5.8338364850425,-4.880255438718482
153.0,0.39967984695238234,-4.281928319988225,-0.976655597324037,-3.065747068399721,-2.304219980033295,-5.7532460739582,-2.18724936636512,-4.1972159605762585,-5.7532460739582,-4.281928319988225
154.0,-0.44824031063102554,-4.862173526300499,-1.8200888631672827,-3.6928968623398077,-3.093890693317667,-6.226982229088065,-2.976422512553427,-4.9973479756381645,-6.226982229088065,-3.297932513081121
155.0,-2.3861610683062673,-5.433964467708716,-3.548860985092795,-4.673361730920846,-5.569347150911431,-6.679552607912875,-3.5880642079733294,-5.625246377061283,-6.679552607912875,-2.4585841640276507
156.0,1.1663505849692961,-5.11989929980509,-0.6800253730194095,-3.1747113193114753,-2.150519444672349,-5.11989929980509,-0.9494515847823395,-5.11989929980509,-5.11989929980509,-0.3615448588022041
157.0,1.575369918914022,-4.498131670456875,-0.10342516730378115,-4.365674762989709,-3.4052633567657247,-4.650851496969885,0.7846722323902282,-4.650851496969885,-4.650851496969885,-0.5955164178251868
158.0,1.6351259728497824,-3.2577565969670306,0.4197622010442834,-3.71960489689978,-1.570169223637142,-4.487390850416931,0.8924285173666273,-4.487390850416931,-4.487390850416931,-0.14632521113437313
159.0,1.4001332213806101,-2.139309118173615,-0.11140961334695909,-2.6912418481721048,-0.9382975236980706,-4.59632242715064,0.17515813355655796,-4.59632242715064,-4.59632242715064,0.85442815578631
160.0,0.9703590580958386,-2.159858505752274,0.38271530287152156,-2.719866909041278,-0.8355703962630523,-4.926483690565293,0.11728735956185443,-4.926483690565293,-4.926483690565293,-0.9340883088986449
161.0,0.5619409424902764,-1.7186417526776108,0.6440268175057495,-4.021920675934179,-1.125280420113015,-5.07622690678577,-0.042079259654538737,-5.07622690678577,-5.07622690678577,-2.384992120570687
162.0,0.46100218298325224,-1.1140989608683403,-0.005856220042136595,-4.995534629403753,-0.8512247762437668,-5.238478888421481,-0.13048377472887318,-5.238478888421481,-5.238478888421481,-2.5472441022063985
163.0,0.6936168683407835,-0.6201309645426125,-0.17639208396952633,-5.001304730075008,-0.8327635691703819,-5.105663863424718,0.18790844977374377,-5.105663863424718,-5.105663863424718,-3.6995735935988763
164.0,0.8814803307421979,-0.8480856570892497,-0.6840334395221841,-5.131663441748096,-0.7756687777607765,-5.131663441748096,0.052832272230868726,-5.131663441748096,-5.131663441748096,-3.611063697627711
165.0,1.185985292460734,-0.9909234496255368,-0.06250270244339884,-4.816123775863504,-1.057974036615593,-4.9204829092132165,0.26339631651827333,-4.9204829092132165,-4.9204829092132165,-3.2239575583592033
166.0,0.8134624773276499,-0.8717863516728159,-1.092816233782338,-4.831939746619444,-0.9812609030227373,-5.15763741227042,0.2928770254236579,-5.15763741227042,-5.15763741227042,-4.469507201142607
167.0,0.486000412605462,-1.2438527893543085,-1.8566951317600409,-5.086051126886621,-0.8165367474736631,-5.411748792537597,-0.2315764988894704,-5.411748792537597,-5.411748792537597,-1.9436805045216619
168.0,-1.082713356711577,-0.8223780431206165,-5.273457509310962,-5.780271573150389,-1.0027548197310716,-5.780271573150389,-1.8881539178200428,-5.780271573150389,-5.780271573150389,-0.25208226623491403
169.0,-2.0929791610231128,-0.037635363894235496,-1.2026090798180784,-5.787210542729182,-0.9118693914572902,-5.787210542729182,-1.486334957666627,-5.787210542729182,-5.787210542729182,-3.1574905666903677
170.0,-0.40313612575575153,-0.2646003600975375,-0.5237986670477712,-5.520731794203018,-0.8495954359340594,-5.520731794203018,-0.7395184897618439,-5.520731794203018,-5.520731794203018,-2.8483170558513478
171.0,0.6067700055883036,-0.9634540198598232,0.23484237806342945,-5.113303365707981,-0.7523814806673794,-5.113303365707981,-0.04189544347788399,-5.113303365707981,-5.113303365707981,-2.4408886273563124
172.0,0.947112221714911,-1.2105215232363804,0.8268713882734557,-4.275442912172718,-1.1719057273325517,-4.877018875947196,0.10342324816291937,-4.877018875947196,-4.877018875947196,-4.678169622107086
173.0,0.8258091846943629,-1.4182936253495833,0.7681045076050836,-3.945527475359089,-1.2922886327233833,-4.920081573881726,0.2628722062839661,-4.920081573881726,-4.920081573881726,-4.866541270930717
174.0,0.5964312621702506,-1.7900502726553777,0.5580942724672691,-3.832065467249026,-1.433906779540584,-5.061699720698927,0.28198838128716663,-5.061699720698927,-5.061699720698927,-5.061699720698927
175.0,0.4662273465751121,-2.0174532446750923,0.432129699143466,-3.5497637153005677,-1.3368568503899625,-5.1287353553394075,0.2978784105426824,-5.1287353553394075,-5.1287353553394075,-5.075195052388399
176.0,-0.11946896734194379,-0.9052283631135725,-0.07982206669102054,-3.3703966003150434,-0.7785671409501365,-5.3541452161084,0.005187834182607709,-5.3541452161084,-5.3541452161084,-5.249786082758689
177.0,0.008895911079914054,-1.0508052943791866,0.05988219927043814,-3.508920049422552,-0.948418571168608,-5.2830171932043735,0.20185386136087158,-5.2830171932043735,-5.2830171932043735,-5.178658059854662
178.0,0.2122219203207778,-1.8150929120948995,0.28067234676725294,-3.680399094047113,-1.2932938255191568,-5.200998838167498,0.38637203115260244,-5.200998838167498,-5.200998838167498,-5.200998838167498
179.0,0.3574927570159072,-2.500781053155114,0.5127289419087879,-3.322635616717938,-1.3896601761550509,-5.142326997137329,0.30724230154414056,-5.142326997137329,-5.142326997137329,-5.142326997137329
180.0,0.3993244125908839,-2.913311591653927,0.5803877654505258,-3.7822170787595484,-1.3908652085263493,-5.089191141856763,0.4324208988407592,-5.089191141856763,-5.089191141856763,-5.089191141856763
181.0,0.4932518156568748,-3.1466571114238713,0.6271452188175988,-4.430408197791949,-1.3250918753900824,-5.001383872653194,0.6301057383479438,-5.001383872653194,-5.001383872653194,-5.001383872653194
182.0,0.6017892218179959,-3.4137743480392144,0.6121969148531445,-4.605164067257217,-1.2824348105596564,-4.969804461421156,0.6593174355449634,-4.969804461421156,-4.969804461421156,-4.969804461421156
183.0,0.8602048289827217,-3.3915506584681485,0.1473114733295935,-4.284954717514294,-1.1133356357574016,-5.077942360224762,0.2743807368292277,-5.077942360224762,-5.077942360224762,-5.077942360224762
184.0,0.8319005420244852,-2.945802895595463,-0.49580572350240315,-4.590274953520989,-1.3229825967257938,-5.250377979514943,-0.00607696678924019,-5.250377979514943,-5.250377979514943,-5.250377979514943
185.0,0.6836195261426089,-0.9823221875197119,-0.3732806896074412,-3.1755021304161533,-1.626061858950399,-5.2869188954699,-0.2829478732713444,-5.2869188954699,-5.2869188954699,-4.493931252759432
186.0,1.8785993659503561,-3.6745927731266077,-0.9568141998464594,-4.389986014729719,-2.8693862706093336,-4.389986014729719,1.4680239758321918,-4.389986014729719,-4.389986014729719,-4.389986014729719
187.0,1.4057205595295519,-1.7555608111254108,-0.7966503487104881,-3.3239161459771323,-1.8294099152966936,-4.71643436806493,1.105744297363469,-4.71643436806493,-4.71643436806493,-4.71643436806493
188.0,0.9941828593676726,-0.9428517492051698,-0.5151751281318353,-2.519323785478832,-1.1633010529189856,-4.98571881925942,0.5492218519460126,-4.98571881925942,-4.98571881925942,-4.98571881925942
189.0,0.7066572833101517,-0.8296196277401009,-0.5045093371572524,-2.392082355762822,-1.036355565408078,-5.179243409555423,0.09704952846509252,-5.179243409555423,-5.179243409555423,-5.179243409555423
190.0,1.0631033040418398,-2.9502063742157167,-1.5830615247238098,-4.281864779367052,-2.119690196819171,-5.07485242207752,0.647922834733687,-5.07485242207752,-5.07485242207752,-3.194631847080995
191.0,0.6947785413148353,-1.8169669170960652,-0.7443994432545136,-3.822254559228486,-0.9319485170962376,-5.293572313198462,-0.04898108216102459,-5.293572313198462,-5.293572313198462,-5.293572313198462
192.0,0.6347923524823615,-2.225716437082359,0.18879077525818544,-3.233996204408819,-0.8893312670164326,-5.097293321754059,0.3661269976233954,-5.097293321754059,-5.097293321754059,-5.097293321754059
193.0,0.9111816333455627,-1.3979154796401732,0.20751978713645958,-2.3607921357163306,-1.1279226819555608,-4.872819274748632,0.8077027622510866,-4.872819274748632,-4.872819274748632,-4.547121609097656
194.0,0.7888740931228089,-0.8418289599337039,0.057240080647553704,-2.2667946259177834,-0.9572490014806265,-4.961751288659019,0.5839835365086163,-4.961751288659019,-4.961751288659019,-4.1939653351418675
195.0,0.6822415158332018,-1.010476814855136,-0.11855390171190194,-2.8539864825683994,-0.9118022310787985,-5.010959731239544,0.670125085549031,-5.010959731239544,-5.010959731239544,-5.010959731239544
196.0,0.7068681208200875,-0.8100735924403419,0.4872846094751757,-1.8366466089662106,-0.7407453040712675,-4.962521057718365,0.21330904244194704,-4.962521057718365,-4.962521057718365,-4.962521057718365
197.0,0.8027582655598278,-1.2506156154906516,0.18050402176498204,-1.9781582738355485,-0.637616303699418,-5.026237300064289,0.14928192074448687,-5.026237300064289,-5.026237300064289,-5.026237300064289
198.0,1.0004207712535647,-1.4133942044246939,-0.03475008986948547,-2.6827401810354425,-0.9257184576122182,-4.976276527499285,0.3959095688938876,-4.976276527499285,-4.976276527499285,-4.976276527499285
199.0,0.836220243714725,-0.44418363154042173,0.1844964486724434,-2.7158235162746065,-0.7682744094221532,-4.928475975521588,0.4280070971022172,-4.928475975521588,-4.928475975521588,-4.928475975521588
200.0,0.5144137254416172,-1.1012291655557007,0.586397330081968,-2.370769558431724,-1.0720447365635355,-4.939166259313526,0.6422137006974453,-4.939166259313526,-4.939166259313526,-4.939166259313526
201.0,0.5727763829159391,-1.3599614505534927,0.23956635589125863,-2.6810634834237135,-1.075283820349296,-5.0996441447333885,0.31480159910400474,-5.0996441447333885,-5.0996441447333885,-5.046103841782379
202.0,0.2058060872773113,-1.802176265256979,-0.2177117492186187,-2.5683527090294023,-1.1196789412622785,-5.334977893842422,0.1861941204620785,-5.334977893842422,-5.334977893842422,-5.334977893842422
203.0,-0.20405732555449196,-2.0730370087855405,-0.5441232405646603,-2.5459948669003003,-1.2259205881664612,-5.523809272991709,0.0817265400107765,-5.523809272991709,-5.523809272991709,-5.523809272991709
204.0,0.08095748917222556,-1.2884996793415575,-0.3140902581771705,-3.19447143693543,-1.2276245430648944,-5.419087050661065,-0.0066020043126842065,-5.419087050661065,-5.419087050661065,-5.419087050661065
205.0,0.36123333181323636,-1.0389100639000945,-0.5350126518240432,-2.605497759258453,-0.6267263807980803,-5.250954816862101,0.21781350428013324,-5.250954816862101,-5.250954816862101,-5.146595683512389
206.0,0.4636395330916021,-0.8564033150781993,-0.5230734093951797,-3.1974783290947704,-0.7877256620048505,-5.28189961928981,-0.036148356539494886,-5.28189961928981,-5.28189961928981,-5.28189961928981
207.0,0.6169065289204685,-0.7592890307920552,-0.44437854430347357,-2.5326414985618637,-0.7873096982695749,-5.208848688709284,-0.04647444838298376,-5.208848688709284,-5.208848688709284,-5.208848688709284
208.0,0.6579137537740123,-0.7421738537614226,-0.43636442319529634,-2.2536460585591827,-0.9707379837113326,-5.225845342698243,-0.19528555269259917,-5.225845342698243,-5.225845342698243,-5.225845342698243
209.0,0.8023244562526834,-1.07963502660142,0.011951611410285778,-2.244950666132465,-1.0915024659675636,-5.103995350985512,0.027668090762584363,-5.103995350985512,-5.103995350985512,-4.818818617005336
210.0,0.9869205308337728,-2.4994692204578284,0.40374668017711834,-2.4947227211253447,-1.2338144903403727,-4.947011953637564,0.3662590581787175,-4.947011953637564,-4.947011953637564,-4.440197889798137
211.0,0.7826084622638132,-2.943448707487295,-0.12964228296752767,-2.6517301434747114,-1.6655065468828556,-5.203118328528021,0.09980451990549888,-5.203118328528021,-5.203118328528021,-5.203118328528021
212.0,0.30769961545679436,-1.3240284904471133,0.05860876923611347,-2.049636847522442,-1.4286997244491197,-5.327527448475429,-0.2403721503884242,-5.327527448475429,-5.327527448475429,-5.327527448475429
213.0,0.7990209559693067,-1.013348619769546,0.259840381109091,-2.2963592294461708,-1.1422668242501453,-5.045543043336787,0.10955885613703908,-5.045543043336787,-5.045543043336787,-5.045543043336787
214.0,0.7686586507477615,-1.0038463247520437,-0.013048820249967674,-2.858114419372378,-1.166225845154837,-5.082730033098013,0.2662002947914264,-5.082730033098013,-5.082730033098013,-5.082730033098013
215.0,-0.1804274488147548,-4.858560274671936,-2.77435457849386,-5.0010416622255,-3.5561751564956707,-5.7688276157426515,0.16014076207781236,-5.7688276157426515,-5.7688276157426515,-5.7688276157426515
216.0,-0.21622150057791667,-3.816929732973075,-2.4125047184242154,-3.518051226159212,-3.512326521578811,-5.777720847199936,0.10419893770500543,-5.777720847199936,-5.777720847199936,-5.777720847199936
217.0,-0.057309334482148255,-2.142414764661039,-1.1501649432383598,-1.7370456145402435,-2.2509118557837233,-5.691161066688169,-0.3487878263567339,-5.691161066688169,-5.691161066688169,-5.5868019333384575
218.0,0.07294945345621695,-2.160670643248001,-0.97545852020684,-1.7386995684315893,-2.1676249920629234,-5.618397256269093,-0.2731335989989574,-5.618397256269093,-5.618397256269093,-5.514038122919382
219.0,0.30723613956475426,-2.2337007770726163,-0.7130599892178049,-1.8001213610376277,-2.1806468107045034,-5.501167710928638,-0.18195424008171468,-5.501167710928638,-5.501167710928638,-5.3023184570885284
220.0,0.5236906073371628,-2.3497928531241183,-0.47287841336632175,-1.9225175637018301,-2.1832235656225536,-5.376773047674207,-0.0597163874513964,-5.376773047674207,-5.376773047674207,-5.177923793834097
221.0,0.6915825607898601,-2.605412840402856,-0.2846869033950299,-2.117842695798201,-2.233541004321535,-5.281620030550275,0.017463180345477225,-5.281620030550275,-5.281620030550275,-5.128900204037266
222.0,0.8293816089951699,-2.7717528131865516,-0.11239111427146287,-2.2237810200305583,-2.2850815169294436,-5.190333474496228,0.0896073800581405,-5.190333474496228,-5.190333474496228,-4.947389215478498
223.0,0.9287705708759767,-2.9042840529316107,0.0,-2.367752698287976,-2.22075677734459,-5.116936512178592,0.1710943649576251,-5.116936512178592,-5.116936512178592,-4.918087258338482
224.0,0.9364198153034552,-3.0643462175418335,0.01411858314872183,-2.4153001820978113,-2.2300109499759615,-5.113964920350133,0.16849364201838157,-5.113964920350133,-5.113964920350133,-4.828788186369957
225.0,0.9392161385998931,-3.227441835497311,0.015846193698544786,-2.3943013576889216,-2.110439716443106,-5.107662410493837,0.18701451452165396,-5.107662410493837,-5.107662410493837,-5.0541221075428275
226.0,0.7265645777256339,-2.127883576767091,-0.1568273585071387,-1.8648420579264386,-1.5511297584136905,-5.199178549817784,0.0905179848061819,-5.199178549817784,-5.199178549817784,-5.046458723304775
227.0,0.361733718563205,-1.4591627382274972,-0.5271843294896954,-1.429315780999316,-1.0845331035465156,-5.351280393557844,-0.11572532824941151,-5.351280393557844,-5.351280393557844,-5.152431139717734
228.0,0.05604879201469104,-1.2709832064314381,-0.8340495007351165,-1.2895306393273362,-0.8878115284262884,-5.458277936799137,-0.2389585183042997,-5.458277936799137,-5.458277936799137,-5.215333677781409
229.0,-1.3789399163213771,-1.7465463498290197,-0.07643727472998352,-1.8310370718193438,-3.64542073208888,-5.870036345814515,-1.2990006824265918,-5.238768734901751,-5.870036345814515,-5.870036345814515
230.0,-0.7786506718102868,-1.2420368892608362,-0.13768804231324938,-1.9978722402438427,-3.434777848759269,-5.755685872311323,-1.0154255951089914,-4.914123750393976,-5.755685872311323,-5.3174340994216
231.0,-0.7410344076742281,-1.0345223920187516,-0.20301474754980853,-1.5319896425245663,-3.2019708473490924,-5.718448728940985,-1.013396779559156,-4.925461086230516,-5.718448728940985,-5.087181118028222
232.0,0.8024349774877739,-1.2320487708449825,0.03431208601619562,-2.114882860360102,-1.07714956567909,-5.1551018994738245,-0.3117507564566264,-5.1551018994738245,-5.1551018994738245,-4.912157640456098
233.0,1.3366175864306196,-1.579028415016329,0.7877708495307314,-2.135890756300326,-1.579028415016329,-4.70006237216462,0.42180725387400675,-4.70006237216462,-4.70006237216462,-4.098486408390141
234.0,1.2001732025966347,-1.8003872825678449,0.6863329478420905,-2.495764781079229,-1.794955172832418,-4.805813872325874,0.3562452765657558,-4.805813872325874,-4.805813872325874,-4.090420630722762
235.0,1.0562346803750087,-1.9815570752536122,0.6313151103293804,-2.6336237900923805,-2.1074372569543436,-4.904710234506883,0.2614373792659097,-4.904710234506883,-4.904710234506883,-4.502586974465091
236.0,0.8967831021225098,-2.1898937792305277,0.5061846735724307,-2.8986450386065385,-2.1866853779690283,-5.029840671263833,0.12080855237260235,-5.029840671263833,-5.029840671263833,-4.786896412246105
237.0,0.7371284423184106,-2.3274624801950567,0.436159802766646,-3.0034374556370507,-2.389512421829335,-5.128083503498854,0.03176722104952234,-5.128083503498854,-5.128083503498854,-4.802385837847878
238.0,0.49732030610537525,-2.6356827334052233,0.2478652475006331,-3.3130051125407287,-2.5982506895064374,-5.30429058249978,-0.16711959475829552,-5.30429058249978,-5.30429058249978,-5.105441328659669
239.0,0.33703371280702177,-2.62821271079694,0.1857860969330758,-3.458560283675289,-2.635201299456698,-5.3878978085598845,-0.25201998772008527,-5.3878978085598845,-5.3878978085598845,-5.3343575056088754
240.0,0.1886357500444209,-2.677016669998672,0.16552798978542538,-3.5063476978334465,-2.694458040921076,-5.443641854811691,-0.27906474998392605,-5.443641854811691,-5.443641854811691,-5.390101551860683
241.0,0.009999687731645945,-2.7792239919304755,0.09298007290763932,-3.5371223358620414,-2.6852525125262865,-5.528407805821091,-0.3660335654947926,-5.528407805821091,-5.528407805821091,-5.528407805821091
242.0,-0.3347055220913868,-2.3059475164160395,-0.8221021719758455,-3.092904896206133,-2.058587378487055,-5.706636169891147,-0.12318632230157278,-5.706636169891147,-5.706636169891147,-5.233515768113605
243.0,-0.47487740150540514,-2.1178907810448155,-0.9921817646694029,-2.842356505719428,-2.003269414733718,-5.732442041871735,-0.09153724036326794,-5.732442041871735,-4.455689985217383,-5.193032671723332
244.0,-0.6756596210065402,-1.9559580957978837,-1.18148012130588,-2.5885000643364036,-1.9247123876537966,-5.763833359060815,-0.08707130313293021,-5.763833359060815,-3.34036706009451,-5.1622573952863355
245.0,-0.8479343447309529,-1.810233344544047,-1.4180285722089854,-2.358900507862434,-1.8710402739471583,-5.783154552397428,-0.09199348570925925,-5.783154552397428,-2.58061992024842,-5.212178877536183
246.0,-1.0606274852582018,-1.6228500860525688,-1.6825073755198332,-2.234121785284801,-1.916745241069695,-5.790746089235858,-0.08887429210650888,-5.790746089235858,-1.9042547583976503,-5.28393202539643
247.0,-1.3337805853208047,-1.5145994924348725,-1.9868915339806579,-2.218018299496373,-1.897331761219844,-5.82364334686159,-0.1510336646524164,-5.82364334686159,-1.5638637443699657,-5.2220673830871105
248.0,-1.5998136876692304,-1.351833557251868,-2.2496664146287992,-2.0104308377598894,-1.9506017182708957,-5.828024563234021,-0.21986284787656807,-5.828024563234021,-1.2333681719116056,-5.354904161456479
249.0,-1.8776884457786245,-1.276364302611164,-2.550119972353781,-1.9895021364354168,-1.9929877479703209,-5.848537504796784,-0.35096839089779763,-5.848537504796784,-0.9417911753199129,-5.483897110632845
250.0,-2.0971388982677985,-1.208995256266892,-2.7161613259190402,-1.9292358694398053,-2.0424112587123275,-5.858795329027486,-0.5180022081846567,-5.858795329027486,-0.7135797167118929,-5.57361859504731
251.0,-2.265539813643109,-1.1351761955485546,-2.892808679955249,-1.9431455919916174,-2.255271005435106,-5.884524478938353,-0.7798613888679833,-5.884524478938353,-0.5295993698812611,-5.685675225098244
252.0,-2.3567924420651485,-1.0357811373833692,-3.0105737333429623,-1.9174580853184198,-2.3924999736312507,-5.897598186111198,-1.1573379089088665,-5.897598186111198,-0.372692104760584,-5.897598186111198
