Time,Phocaeicola_A_858004,Anaerostipes,Faecalibacterium,Faecalibacillus,Mediterraneibacter_A_155507,Butyrivibrio_A_180067,Bacteroides_H,Paramuribaculum,unknown_Genus_39,unknown_Genus_59
131.0,-0.05144446902770494,-5.145884427730078,-0.901863377242111,-3.7024347290571966,-4.81070699923654,-5.938872070440546,-1.7333676595111815,-2.8349667646307277,-5.938872070440546,-5.938872070440546
132.0,-0.05501424448848036,-5.330899045614673,-0.8915456957609137,-3.6901788019408266,-4.8043099381851455,-5.932475009389152,-1.6844172033943807,-2.712208708065406,-5.932475009389152,-5.878934706438144
133.0,-0.051128905727164886,-5.261372679369469,-0.8476553880317796,-3.8933351869795954,-4.8112702483619785,-5.921475705363424,-1.7094309524014166,-2.493645003848033,-5.921475705363424,-5.921475705363424
134.0,-0.06536904998489879,-5.183957272862622,-0.8326395182699996,-4.2917665940699345,-5.132902313007388,-5.925889955717856,-1.7596987183070274,-2.3521494591686083,-5.925889955717856,-5.925889955717856
135.0,-0.06951475765346604,-5.039324420119135,-0.8265604890471538,-4.713788732049441,-5.039324420119135,-5.927210440055912,-1.7508339308082286,-2.358109017229192,-5.927210440055912,-5.927210440055912
136.0,-0.03951772696801881,-4.936396258080619,-0.8082918229044024,-4.9158540540673,-4.936396258080619,-5.910950356603257,-1.7533268158690962,-2.2787822023386552,-5.910950356603257,-5.910950356603257
137.0,-0.12651743606046606,-3.7999944910485097,-0.9689959754557497,-3.5886029728150226,-4.664990512979463,-5.956967739719655,-1.6817697946087131,-2.574791894838737,-5.956967739719655,-5.852608606369944
138.0,1.189129762148412,-4.941859556621864,-0.7893762842480627,-4.859106149988614,-5.08044468228988,-5.184803815639592,-0.46886165060153306,-1.586678631157456,-5.184803815639592,-5.184803815639592
139.0,0.33634301132677547,-5.07198594423471,-1.6118474981523274,-5.019593232320671,-4.945817063920475,-5.787379185837823,-1.1328563855589096,-2.136469906862623,-5.787379185837823,-5.683020052488111
140.0,-0.6731277337315746,-3.6696064927472554,-1.683608931020091,-3.488819379738443,-3.854307128656277,-6.2380031936290585,-2.0300411388914323,-3.0906318880418633,-6.2380031936290585,-6.2380031936290585
