Time,Phocaeicola_A_858004,Bacteroides_H,Faecalibacterium,Paramuribaculum,Lachnospira,Parabacteroides_B_862066,Phascolarctobacterium_A,Ruminococcus_E,Gemmiger_A_73129,Prevotella
0.0,0.6164785430447376,0.1370430043701818,-5.281905798808333,-5.376395919298732,-2.3892666527088973,-5.480755052648443,-3.0332123194687073,-5.480755052648443,-4.973940988809016,-5.078631792606651
1.0,0.06683284324016592,-0.1107893330820846,-5.141674403101503,-5.529997754996539,-2.4992078506721143,-5.772942014014267,-3.2520331112297978,-5.772942014014267,-4.86267467294355,-5.334690241124544
2.0,0.1606627412805035,0.06962554125697196,-5.442071172977901,-3.5937766453829365,-2.8744170070294652,-5.6850154319956285,-3.0957569986758386,-5.6850154319956285,-4.669790427594511,-5.580656298645917
3.0,0.6207241003319357,0.35939391666333265,-3.3117819687244587,-4.888280269755216,-1.7632754870506242,-5.361400671532758,-1.9036740585116674,-5.361400671532758,-3.5873035277509384,-5.361400671532758
4.0,-0.9967771901293118,-1.1699023581407104,-3.448477770742613,-4.606415379771771,-3.9405761030835174,-6.272226408099821,-3.6036185590052656,-6.272226408099821,-3.90386164119519,-2.3223384788194488
5.0,-0.5378552943268201,-1.509364361803284,-2.8317339219022966,-4.39234038703516,-4.668457252784945,-5.373499072250287,-3.2381414983500303,-6.004766683163051,-4.308241332309037,-0.646469048852461
6.0,-0.06698522964107645,0.07218633114608264,-1.319870409137852,-3.0846005913093064,-3.444853034941498,-3.3750640567463988,-2.682474630035066,-5.5694990828033015,-3.4125258341321567,-1.1335258697730768
7.0,0.802569549426265,0.9009112731427014,-0.4493529786858901,-2.177929798626913,-4.068283480859994,-2.313764409898611,-1.517365086931702,-4.97855082193071,-3.025530842656379,-2.8873120353180184
8.0,1.114934565948876,1.3736258136747943,-0.1567193881883786,-2.468014161618707,-3.0561323185623728,-1.9335502877717499,-1.7336469075923673,-4.668558614690262,-2.692404088884362,-4.515838788177253
9.0,-1.0348506670514666,-1.394470149503686,-2.8202300836587657,-4.6824974668194645,-5.407753189462195,-3.7430329995692713,-4.288996858556409,-6.272745474349766,-4.426663155644611,-1.825759519035873
