Time,Phocaeicola_A_858004,Anaerostipes,Faecalibacterium,Coprococcus_A_121497,Mediterraneibacter_A_155507,Butyrivibrio_A_180067,Bacteroides_H,Phascolarctobacterium_A,Paramuribaculum,Ruminococcus_E
71.0,1.0508360806309092,-4.317669636294877,0.11341925621238813,-2.671784552852525,-3.975250132810585,-2.582389807715004,-0.4309327895331161,-2.0218395343848985,-2.0505110751806277,-2.085490778844522
72.0,0.783085512707959,-4.254415796588014,0.031828264495040726,-1.9757779357818168,-4.214555575863618,-2.7646136076299737,-0.674500698322952,-2.33229047234418,-2.1988267462544075,-2.4455542020852397
73.0,0.9661824378158193,-4.337722193066855,0.22845543970376214,-1.866001160206359,-3.8662331679156177,-2.1187813189825704,-0.48778139403081733,-2.3199697781591446,-2.042069621477491,-1.6464830610388281
74.0,1.1902885880022571,-4.478152644391368,0.021584787438640562,-2.3201802961986964,-4.324863682236842,-1.1189963548770356,-0.3346407851789508,-2.4250381044977694,-1.8399612486312547,-2.082729689122493
75.0,1.2922271118303077,-4.608731459680397,-0.14540572893864367,-2.618935828453086,-4.735579871491264,-0.6730969468584063,-0.24745738209736268,-2.5921507100885366,-1.644171872865815,-3.0883468066262187
76.0,0.9721535572451969,-4.406177419189749,-0.0377621033315807,-2.410802210829969,-4.602987697845656,-1.9449477643418775,-0.777857728982082,-2.3276099390768508,-1.5505648712959992,-3.293742797710375
77.0,1.3855163287456613,-4.278130667025184,-0.5988036035247015,-2.730373696954874,-4.751251068802725,0.5160052769329433,-0.032359313015636104,-2.377749708368913,-1.5157233528838554,-2.821913543918131
78.0,1.9565187240224047,-4.153398644772216,-0.21116663241515132,-3.1772838865243163,-4.285855552239383,-0.4971964918056546,0.21227611821749193,-1.2472848556609382,-0.6769189479927045,-1.474858341820573
79.0,1.9642157973767846,-4.015442694053974,-0.22444118717909145,-3.2041442460892946,-4.015442694053974,-0.48908794750391715,0.30524510448695796,-1.2445331928350125,-0.5120728864537263,-1.5459890694240657
80.0,1.8499535852046107,-4.210839204050604,-0.3087212076630803,-3.1742666246783586,-3.6544538161134326,-0.5241302678700057,0.29529298350784705,-1.249728071176154,-0.549310420842271,-1.6690065910419851
81.0,1.6275823549986175,-4.480491512998791,-0.4599889003593325,-3.1117741023655197,-3.8863531241284313,-0.7147340423715387,0.12060582064596082,-1.4459790449035115,-0.6718345181231755,-2.029987832848365
82.0,1.422550427096816,-4.199434422058394,-0.6326070027046669,-3.372093840466744,-3.8771209866471392,-0.8692311493799587,0.021280337259070414,-1.567435180227219,-0.7260859144856746,-2.237322974729144
83.0,1.2669460337997989,-4.646875382533047,-0.6599188805325837,-3.353080476474381,-3.4607343625432465,-0.9255461860020799,-0.03142655135913608,-1.6520897573444404,-0.8356351400227557,-2.4609990215011974
84.0,1.0017190673732674,-4.61374244282517,-0.8623318943952738,-3.3652955075190034,-3.649238752694621,-1.099149864870267,-0.20853565080075676,-1.8160621690040217,-0.949259665921095,-2.682574899332466
85.0,0.8743690915152805,-4.624552327648999,-0.951408195589537,-3.227025678482101,-3.7760474216393964,-1.198070251802344,-0.22115067952593503,-1.8284131941928081,-0.9867480735648517,-2.91878165622267
86.0,0.7014593655110122,-4.729206080524795,-1.0647805240282555,-3.229536497380006,-3.324027229580139,-1.2777895830504653,-0.28592855340929324,-1.963887097045322,-1.0623951822088051,-3.3869499749284016
87.0,0.5745169841556609,-4.786544693299805,-1.1008531678749212,-3.2461036031073025,-3.528954396052833,-1.2964828379451372,-0.2972152593368933,-1.9440736960114753,-1.0800300392933175,-3.420226211182805
88.0,0.5037001732637627,-4.628374953589827,-1.1103098465093733,-3.195616454035422,-3.5414341458776546,-1.282512788316752,-0.3362047553607934,-2.004685818030465,-1.1141015158171728,-3.924843153137002
89.0,0.4374940040307058,-4.993669371956174,-1.1544308159781653,-3.105627556054687,-3.5771943836165745,-1.335504168355431,-0.3339555952789661,-2.0385965391920795,-1.162092620287879,-4.321715687844454
90.0,0.6359176778631659,-4.873934987617308,-1.0210514004363653,-2.686440057864968,-3.7446200960336506,-1.3956825725638562,-0.18377727797405052,-1.729232184585427,-1.1375006087107167,-4.624056549379218
91.0,0.9822608574236553,-4.665481958216157,-0.5895388389723744,-2.2085605334049028,-3.837970964808048,-1.5220275771507672,0.14962880681012125,-1.4253020668144303,-1.1822429609797944,-4.496629543396704
92.0,1.0909224831432196,-4.671169515885583,-0.30444443301843305,-1.9618732126169662,-4.091353964978187,-1.7972289514444764,0.32918092742956695,-1.2772733135016188,-1.1375443307305233,-4.671169515885583
93.0,0.7369238366660662,-4.737951253410045,-0.190720804705252,-2.1735220589861672,-3.9266528054453644,-1.1754677889844738,0.1007372939208675,-2.309815054512164,-1.329760765755202,-3.631569450543493
94.0,0.49149357283632744,-4.4717088898989354,-0.46387019646594596,-1.8890169672812884,-3.907180741990441,-1.865994142617654,-0.2812745338653988,-1.1782732254129102,-1.3891305506961327,-4.036518955161931
95.0,1.0510350423402661,-4.224537761675405,-0.8029223742669169,-2.3023689927703757,-4.487954082788498,-1.980700829454052,0.17089485876519084,-1.7435016625478743,-1.4854004786876855,-4.985170913213266
96.0,0.4305980610479081,-3.7458713381826994,0.04630595110724345,-1.7246753192488495,-4.021988203932484,-2.896582460877099,-0.4414325548235487,-3.413109653816974,-1.7586679706659227,-5.35829763431059
97.0,-0.1538218820274888,-3.8872895129433394,-0.48387892595028914,-1.8321041984222115,-4.309322316096261,-2.6784002187455327,-1.1177878381086417,-3.1162695715305997,-2.3431635549079877,-4.8770239892850915
98.0,1.4230781066323024,-4.21483918515019,-0.9038474924664839,-2.6037118164980577,-4.732274557060425,0.04751738988744636,0.2192628948574804,-2.0688132294573554,-1.356200615773509,-3.675609403009991
99.0,0.8208163328539154,-2.114823754423928,-0.11448631020449862,-2.567624372687607,-3.729984143708623,-3.312725797331535,-0.23878083996023314,-2.0236733497995494,-1.8456336207955304,-4.186076893277482
100.0,1.0583301961845646,-2.7064077974732683,-0.3230091805740323,-2.810638379319986,-4.071823098889125,-4.346306121003789,-0.31349007413083707,-2.3396388507356702,-2.1100870203549995,-4.593058104024654
101.0,1.2907932507673863,-4.878925367020899,-0.8832892016605378,-3.4665099815824707,-4.757229231874687,-5.1218696260386265,-0.33789284811910325,-2.856475300417501,-2.390436792490644,-5.1218696260386265
102.0,1.2169607827354518,-5.055057923400554,-2.866769879011681,-4.61680615051083,-5.001517620449545,-5.055057923400554,0.34284701868706846,-2.7726835295215784,-0.8172713502233193,-4.950698790050843
103.0,1.2190232334992992,-4.424681271848724,-2.0586318560115457,-3.062517517156028,-4.941225259611726,-4.9873546869388266,-0.025448475824769945,-2.1820525449447494,-1.6858190294794593,-5.140074513451836
104.0,0.8630773314644081,-4.32727321415781,-0.6961160888962381,-2.4715678537407753,-4.534041359163295,-5.301827312680447,-0.3650268153058267,-2.178370180938214,-1.646642586058919,-5.301827312680447
105.0,2.1240528453097465,-4.329539645312381,-2.613049961265326,-4.176819818799371,-4.329539645312381,-4.329539645312381,1.1278004650793632,-1.5156374197380993,-1.0853945661064812,-3.0527875886580285
