Time,Phocaeicola_A_858004,Faecalibacterium,Gemmiger_A_73129,Anaerostipes,Fusicatenibacter,Blautia_A_141781,Faecalibacillus,Bacteroides_H,Agathobaculum,unknown_Genus_79
242.0,0.6757135438615558,0.21257626678561348,-2.9514615403519917,-1.455110875831332,-2.7072989838550967,-1.5367155498636318,-0.7520168806574132,-2.6854336877654497,-3.185697444680393,-4.031265908392863
243.0,0.7935745342522404,0.5586042321661557,-2.0405673967896076,-1.3937658114983693,-2.552051291766567,-1.0344197726415236,-0.9728064590107579,0.06254035409102698,-2.572974529020521,-2.970064963769743
244.0,0.8509475070101549,0.46349475097824033,-1.981664225803101,-1.5795054626489242,-2.7069198403647845,-1.1546272337040793,-1.0373255204249188,0.2886683134328969,-2.3545529735952395,-2.810010539906855
245.0,0.9536778754365935,0.23500218353804492,-1.956116662225531,-1.7537128102985537,-2.8801931044281526,-1.4139995565429304,-1.0596444234987614,0.41704003933903455,-2.1842069298731257,-2.72418317840825
246.0,0.9755576516720887,0.050808409094274865,-1.9805455615751222,-1.865407381555075,-2.999968020292931,-1.6127599746799204,-1.1444034617582308,0.4336400120680495,-2.094275750000249,-2.7207406439174875
247.0,0.9492930202634977,0.001932997720259122,-2.1628948152278547,-1.563445579963712,-3.051849646156552,-1.386112429824486,-1.4434386619391488,0.35301250031806974,-2.0395770146657384,-3.3228712020454356
248.0,0.896982104945028,-0.09156584269420054,-2.399041046559576,-1.38358092463294,-3.123680443619853,-1.2506210221886442,-1.7824731557437643,0.19323324166778577,-2.0622085681327205,-4.785816763580661
249.0,0.9102774753738422,-0.15499151289089697,-2.1236226001814207,-1.624209010952891,-3.1428268344515993,-1.3956129974060376,-1.7330010868562034,0.09767518366029715,-2.4313165277875295,-4.66511441004479
250.0,0.8565535557250007,-0.2458609741966724,-1.9449107462838662,-1.929204156787107,-3.1008499775879486,-1.570204561782239,-1.524616568803758,-0.07729272008475863,-2.9728861206872033,-4.343213626664851
251.0,-1.6593568181855292,0.23009914200632742,-1.9894676574552383,-0.955409649693254,-1.9251180016798057,0.3142319422990607,0.4483319038506879,-3.1779889624536786,-1.5514602931413755,-2.8395576114374457
252.0,-0.774076010211951,-0.6406893077209521,-1.6272743331214985,-0.984021587054688,-1.940520857729805,-0.16015412948519048,-0.47744057489065894,-1.8746189087922136,-2.2633383810350365,-3.906919589929921
253.0,0.9828063508423774,1.2061868914316287,-2.152513444655548,-2.4533630004504126,-3.2182409106205254,-1.1319678725589482,-0.8457930174106183,-1.0910411259803934,-2.475200077172568,-3.64610595279846
254.0,-0.7159531595878579,1.1662821906844962,-0.9759178165329905,-1.595254595876658,-2.365989361106937,-0.047594301445425646,-0.24853517037575434,-1.816786461929357,-1.6864809285807696,-3.424384081917456
255.0,0.12079736436158739,0.34814452695647136,-1.5674126492800862,-2.7917270242507595,-3.671976667130548,-1.8461452381475456,-1.3701679823422568,0.27826479035062923,-3.004602179836054,-4.778358469997099
256.0,-0.5416298329303895,-0.2170942971997165,-0.9682943397932537,-2.540968474864443,-3.5930031884215596,-1.0215331842430087,-1.1306274187899445,-1.0771311240666388,-3.319539242902416,-5.2530144349349985
257.0,-2.0266334110712503,0.9111137860773961,-0.559205763609744,-0.5623669579756381,-2.8079462960259987,-0.36633332555658504,-0.30770646625166775,-1.407613556743512,-2.7669286009980327,-4.5197841581993305
258.0,0.5248685312746888,0.4043788778075743,-1.2934016111762228,-1.0352368440066386,-2.4714626665445616,-0.7010672291843472,-0.6418683032255275,0.15629892123234068,-2.6573895311070856,-2.519738786300157
259.0,1.0989816959388703,-0.6939119308059398,-2.735958007734352,-1.8655142740072868,-2.1824258208904306,-1.023947338392845,-1.0942638230098738,0.6521220556029468,-2.7961036108097055,-1.9300198445911003
260.0,1.1680298020205069,-0.5686791907015483,-3.2902537199517563,-2.396492266192745,-2.1873403129441154,-1.4921785523239879,-1.3212004719708377,0.6427812064395488,-3.0946233245575985,-1.9558757115506924
261.0,1.1359969635622613,-0.36364766614914346,-3.8653403530924813,-3.056478737700843,-2.2787611317268883,-2.5473255767986007,-1.56459510551499,0.5349688346028476,-3.5729386599239907,-2.1152757454811733
262.0,1.0828702627478388,-0.30672510070943604,-4.16572543048477,-3.439720887928736,-2.3579346184115817,-4.07512886740122,-1.7674418724997008,0.44369912002629186,-3.8791224811981104,-2.3273022388270403
263.0,1.0929336004729044,0.08777871366347423,-3.884125720517221,-3.1536117719661645,-2.284254264612704,-1.7424766634688735,-1.8114517658127745,0.4933533774426999,-3.7907887782950658,-2.89730079447327
