"Time","R","P","S"
392,0.302944015444015,0.381274131274131,0.315781853281853
393,0.305404494922759,0.381972183454449,0.312623321622792
394,0.306291550245688,0.384719144426245,0.308989305328066
395,0.307855319558831,0.386456677744064,0.305688002697105
396,0.309226089895235,0.389320716458263,0.301453193646502
397,0.310473332688026,0.392024005420579,0.297502661891395
398,0.3112742730171,0.393681769877307,0.295043957105594
399,0.311789635908303,0.396696204970141,0.291514159121557
400,0.312207591761925,0.397192880914484,0.29059952732359
401,0.312303449610528,0.399245246504427,0.288451303885045
402,0.315200153779615,0.399010043731078,0.285789802489308
403,0.316324074519809,0.39816107447167,0.285514851008521
404,0.31900091791874,0.397555437460747,0.283443644620513
405,0.317860066451582,0.398950257620263,0.283189675928155
406,0.318190540151588,0.398973424158112,0.2828360356903
407,0.318665006703697,0.399444550852327,0.281890442443976
408,0.321102670679853,0.395489943146529,0.283407386173618
409,0.323220704529116,0.393961179007908,0.282818116462976
410,0.326444900491576,0.392163413353696,0.281391686154727
411,0.328479041916168,0.390610778443114,0.280910179640719
412,0.329314963643322,0.390499425947187,0.280185610409491
413,0.333428953910882,0.387598011091987,0.278973034997131
414,0.33650581089483,0.384332105791764,0.279162083313406
415,0.339721170890624,0.381689263642026,0.27858956546735
416,0.343178554332216,0.376926759214935,0.279894686452848
417,0.345945945945946,0.373307821095432,0.280746232958622
418,0.346987720644666,0.370922870299309,0.282089409056025
419,0.352085028965385,0.365346866471968,0.282568104562647
420,0.355207188261722,0.361659417865507,0.283133393872772
421,0.357643691867398,0.35940853803959,0.282947770093012
422,0.358911954187545,0.357003101884992,0.284084943927464
423,0.35938098888463,0.354733614411652,0.285885396703718
424,0.362046663153356,0.350596464331912,0.287356872514732
425,0.365044353871973,0.347446655478303,0.287508990649724
426,0.367753710196436,0.343691465347486,0.288554824456078
427,0.367988464311464,0.342658014900264,0.289353520788272
428,0.369591317293378,0.340825049224415,0.289583633482207
429,0.372255057421556,0.338522896545096,0.289222046033348
430,0.374777975133215,0.335701598579041,0.289520426287744
431,0.375509225976516,0.333956386292835,0.290534387730649
